salary_max,description,longitude,created,adref,id,redirect_url,title,salary_is_predicted,__CLASS__,salary_min,latitude,category.__CLASS__,category.label,category.tag,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
119576.48,"Hiring Local CDL A Drivers in Nazareth PA!. $28 Per Hour | Local | Third Shift Call Shannon at 570.477.8454 with any questions! Job Description: $28 Per Hour Monday-Friday Work Weeks 8pm Start Times Pallet Jack & Dolly Deliveries The CPC Logistics driver staffing operation center serving Nazareth, PA is look for a Class A CDL drivers in the Nazareth, PA area with a minimum of 1 year CDL A driving experience. Truck drivers working this temp-to-hire position will work a 5 day work week. If you ar…",-75.422801,2026-05-31T10:40:12Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg3NyIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.zWofa5Cba2vc4W5tFxUWwL7HGtWVOuMC5goSdPzwiqU,5746534877,https://www.adzuna.com/details/5746534877?utm_medium=api&utm_source=abfa41a4,Local Truck Driver - 1yr EXP Required - Dry Van - CPC Logistics,1,Adzuna::API::Response::Job,119576.48,41.0817,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']","Pocono Pines, Monroe County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,CPC Logistics,full_time,
119672.77,"Hiring Local CDL A Drivers in Nazareth PA!. $28 Per Hour | Local | Third Shift Call Shannon at 570.477.8454 with any questions! Job Description: $28 Per Hour Monday-Friday Work Weeks 8pm Start Times Pallet Jack & Dolly Deliveries The CPC Logistics driver staffing operation center serving Nazareth, PA is look for a Class A CDL drivers in the Nazareth, PA area with a minimum of 1 year CDL A driving experience. Truck drivers working this temp-to-hire position will work a 5 day work week. If you ar…",-75.422801,2026-05-31T10:40:12Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg3NiIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.9RUj-BkwT2dACzm3YT9tXlLZAaSbzFQPxouz98-VJp8,5746534876,https://www.adzuna.com/details/5746534876?utm_medium=api&utm_source=abfa41a4,Truck Driver Company - 1yr EXP Required - Local - Dry Van - CPC Logistics,1,Adzuna::API::Response::Job,119672.77,41.0817,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']","Pocono Pines, Monroe County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,CPC Logistics,full_time,
120113.88,"Hiring Local CDL A Drivers in Nazareth PA!. $28 Per Hour | Local | Third Shift Call Shannon at 570.477.8454 with any questions! Job Description: $28 Per Hour Monday-Friday Work Weeks 8pm Start Times Pallet Jack & Dolly Deliveries The CPC Logistics driver staffing operation center serving Nazareth, PA is look for a Class A CDL drivers in the Nazareth, PA area with a minimum of 1 year CDL A driving experience. Truck drivers working this temp-to-hire position will work a 5 day work week. If you ar…",-75.422801,2026-05-31T10:40:12Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm1BVVFBQmQ4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ2NTM0ODc1In0.5N5LYSpgzjajuyUKu6jVN8u0XADbcpDryxg2mgPneCM,5746534875,https://www.adzuna.com/details/5746534875?utm_medium=api&utm_source=abfa41a4,Class A CDL Company Driver - 1yr EXP Required - Local - Dry Van - CPC Logistics,1,Adzuna::API::Response::Job,120113.88,41.0817,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']","Pocono Pines, Monroe County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,CPC Logistics,full_time,
56246.5,"Diesel Mechanic Technician. Company Description: Performance Foodservice, PFG's broadline distributor, maintains a unique relationship with a variety of local customers, including independent restaurants and hotels, healthcare facilities, schools, and quick-service eateries. A team of sales reps, chefs, consultants, and other experts builds close relationships with customers - providing advice on improving operations, menu development, product selection, and operational strategies. The Performa…",-79.953757,2026-05-31T10:40:11Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg3MyIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.ABWXp7s2nW5TaWcNpzFjtivsxIZ3937mhxW5QtXjAIc,5746534873,https://www.adzuna.com/details/5746534873?utm_medium=api&utm_source=abfa41a4,"Seeking Diesel Mechanic Technicians | Mount Pleasant, PA",1,Adzuna::API::Response::Job,56246.5,39.649199,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,"['US', 'West Virginia', 'Monongalia County', 'Westover']","Westover, Monongalia County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Performance Food Service,full_time,
48037.19,"Diesel Mechanic Technician. Company Description: Performance Foodservice, PFG's broadline distributor, maintains a unique relationship with a variety of local customers, including independent restaurants and hotels, healthcare facilities, schools, and quick-service eateries. A team of sales reps, chefs, consultants, and other experts builds close relationships with customers - providing advice on improving operations, menu development, product selection, and operational strategies. The Performa…",-79.978494,2026-05-31T10:40:11Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg3NCIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.tYfDzjGfOjimV9mYeIfk4VKeYY5-S6rBjOfz7beD6Rw,5746534874,https://www.adzuna.com/details/5746534874?utm_medium=api&utm_source=abfa41a4,"PFS is Hiring Diesel Mechanic Technicians in Mount Pleasant, PA | 4 Day Work Week",1,Adzuna::API::Response::Job,48037.19,40.445052,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']","Pittsburgh, Allegheny County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Performance Food Service,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-77.9436,2026-05-31T10:40:00Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg2NiIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.N-DCAJmHI0Grd-GT2DoM1wdTe0IExpJO2sEV2ZNgawI,5746534866,https://www.adzuna.com/details/5746534866?utm_medium=api&utm_source=abfa41a4,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,34.2417,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'North Carolina', 'New Hanover County', 'Wilmington']","Wilmington, New Hanover County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-78.892692,2026-05-31T10:40:00Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg2NyIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.eAR7HDrIuRrzBhQyQMfyeJNVEUM-UIVXnIYXhF1u2DM,5746534867,https://www.adzuna.com/details/5746534867?utm_medium=api&utm_source=abfa41a4,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,33.701976,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'South Carolina', 'Horry County', 'Carolina Forest']","Carolina Forest, Horry County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-83.290307,2026-05-31T10:39:59Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg1OCIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.sNNXidm8emW6HwzBwOSB9KWmPAAhyprP8o6MEIx-weY,5746534858,https://www.adzuna.com/details/5746534858?utm_medium=api&utm_source=abfa41a4,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,30.806137,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Georgia', 'Lowndes County', 'Remerton']","Remerton, Lowndes County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-84.978465,2026-05-31T10:39:59Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm1BVVFBQmQ4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ2NTM0ODY0In0.rHx8VqxLCXGcNkpuyPwYPshcEM_MXkbFAsti2bIKmQ8,5746534864,https://www.adzuna.com/details/5746534864?utm_medium=api&utm_source=abfa41a4,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,32.472589,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Alabama', 'Russell County', 'Phenix City']","Phenix City, Russell County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-84.978465,2026-05-31T10:39:59Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm1BVVFBQmQ4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ2NTM0ODYzIn0.FNqQGJcvMvxDpHqrQGiJGA1f5n-I4LDEvOJXhKQqFOk,5746534863,https://www.adzuna.com/details/5746534863?utm_medium=api&utm_source=abfa41a4,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,32.472589,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Alabama', 'Russell County', 'Phenix City']","Phenix City, Russell County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-80.844267,2026-05-31T10:39:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm1BVVFBQmQ4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ2NTM0ODU1In0.DGIh4G2NTD2nIrJoH1fXj8IxFbQiIbK7czzq5-r5YbM,5746534855,https://www.adzuna.com/details/5746534855?utm_medium=api&utm_source=abfa41a4,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,35.227805,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-86.807562,2026-05-31T10:39:58Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg1MSIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.xIodpOBIPbSHq7oB_Ky52vQfjDa6-MBpwLzLAwJhopY,5746534851,https://www.adzuna.com/details/5746534851?utm_medium=api&utm_source=abfa41a4,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,33.519379,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Alabama', 'Jefferson County', 'Birmingham']","Birmingham, Jefferson County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-88.046777,2026-05-31T10:39:58Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NjUzNDg0NyIsInMiOiJibUFVUUFCZDhSR2JHdlctYmNDY0hBIn0.yacETRbbLwv0A9zP_Pg5EyH0NBwKXZrNCfcuTycmaNM,5746534847,https://www.adzuna.com/details/5746534847?utm_medium=api&utm_source=abfa41a4,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,30.690346,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'Alabama', 'Mobile County', 'Mobile']","Mobile, Mobile County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
104000.0,Hiring CDL A Regional Drivers | Out Up to 5 Days & Enjoy 2 Days Home . Premier Transportation is hiring Class-A CDL Tractor Trailer Drivers to make Driver Friendly NO-TOUCH deliveries from a Major Retailer. Our drivers are assigned an Automatic Freightliner tractor and are home on a weekly basis. What you should know: AVG $1400-$2000 per week depending on the package you choose 3 packages SE Regional: 5 days out (Southeast only) AVG $1400-$1600 Regional:  5 days out (Southeast and Midwest regio…,-82.340884,2026-05-31T10:39:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYm1BVVFBQmQ4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ2NTM0ODQ5In0.7lM1JX2a98WCz4g6s0z04GWKEMZEpJoLeWJt6VaXB2o,5746534849,https://www.adzuna.com/details/5746534849?utm_medium=api&utm_source=abfa41a4,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,72800.0,34.829463,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,"['US', 'South Carolina', 'Greenville County', 'Batesville']","Batesville, Greenville County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Premier Transportation,full_time,
