longitude,contract_type,__CLASS__,salary_max,adref,contract_time,description,title,latitude,created,salary_min,salary_is_predicted,id,redirect_url,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name
,,Adzuna::API::Response::Job,42944.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVHRkb2MwdEM4UkdVSnZ0MkJiT3NrZyIsImkiOiI1NzExODU0MTQ3In0.eIAFyUVV8kQwM8dK5SH8BjLOBgk94ybYzvb1DMy8GVo,part_time,"Earn at least $3200 driving with Uber when you complete your first 226 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 226 trips with Ub…","Drive With Uber: Earn At Least $3200 For Your First 226 Trips, Guaranteed.",,2026-04-27T11:06:08Z,42944.98,1,5711854147,https://www.adzuna.com/land/ad/5711854147?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=F563CC87D42BABA1FD2761D0CB0A46B3CD6887DF,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,['US'],US
-77.075343,,Adzuna::API::Response::Job,40436.75,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1NDE0OCIsInMiOiJUdGRvYzB0QzhSR1VKdnQyQmJPc2tnIn0.cRjUKoGHc-GvVRp90jXD1UZyHqy34MlUlyVZxG6l7q0,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Uber - Sign Up to Drive and Earn,38.914877,2026-04-27T11:06:08Z,40436.75,1,5711854148,https://www.adzuna.com/land/ad/5711854148?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=E274C0D0DE2FCD32ABA20E95E080EB1D19A32E38,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Rosslyn']","Rosslyn, Arlington County"
-77.02796,,Adzuna::API::Response::Job,36661.25,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVHRkb2MwdEM4UkdVSnZ0MkJiT3NrZyIsImkiOiI1NzExODU0MTUwIn0.yinrNMmDkJrCygSJw_kZuE1VzW15CseDXmvIfkV5gtk,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Make Money On Your Schedule,38.89493,2026-04-27T11:06:08Z,36661.25,1,5711854150,https://www.adzuna.com/land/ad/5711854150?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=132102911FF08EEB23852FC36D97C36BFE21AF26,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Rosslyn']","Rosslyn, Arlington County"
-77.0442,,Adzuna::API::Response::Job,45788.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVHRkb2MwdEM4UkdVSnZ0MkJiT3NrZyIsImkiOiI1NzExODU0MTQ2In0.Rl-hP9-waYfaFnqXW_FTiEq66TFiViRCP4khHl2dxZ4,part_time,"Earn at least $3200 driving with Uber when you complete your first 226 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 226 trips with Ub…","Side gig - Earn at least $3200 in your first 226 trips with Uber, guaranteed.",38.89175,2026-04-27T11:06:08Z,45788.73,1,5711854146,https://www.adzuna.com/land/ad/5711854146?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=FC696C92F0C6A3A6DD549A3D0C7CBFEB33267058,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Rosslyn']","Rosslyn, Arlington County"
-77.04592,,Adzuna::API::Response::Job,36551.56,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1NDE0NSIsInMiOiJUdGRvYzB0QzhSR1VKdnQyQmJPc2tnIn0.6l8KLyvfUm70m0ixaVqWXh3oLxhjvw98g7zeEkC8FS8,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Cash out with Instant Pay,38.89174,2026-04-27T11:06:07Z,36551.56,1,5711854145,https://www.adzuna.com/land/ad/5711854145?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=E81A24B16408CEDCA2657C79DDF3B27069A8FAD4,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'Rosslyn']","Rosslyn, Arlington County"
-83.574124,,Adzuna::API::Response::Job,191894.03,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1NDE0MiIsInMiOiJUdGRvYzB0QzhSR1VKdnQyQmJPc2tnIn0.omzcYlBUEPFnq6gGHXb30uYcPZOky7WNtppETNSh60g,full_time,"Locations : Atlanta | Chicago Who We Are At Inverto North America, we’re defining what’s next in procurement and supply chain - driven by ambition, precision, and impact. With the strength of BCG behind us and a sharp entrepreneurial mindset at our core, we partner with leading global organizations to deliver strategies that create lasting value. Our people are central to that mission. As experts who move with intent and momentum, we continually invest in developing our capabilities, expanding …","Inverto | Managing Director, Procurement",32.814593,2026-04-27T11:06:00Z,191894.03,1,5711854142,https://www.adzuna.com/land/ad/5711854142?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=7F7F4C47AFBF30B4DC05FB07F85DB3324F282E62,Consultancy Jobs,consultancy-jobs,Adzuna::API::Response::Category,Boston Consulting Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia']","Georgia, US"
-89.15483,,Adzuna::API::Response::Job,173888.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVHRkb2MwdEM4UkdVSnZ0MkJiT3NrZyIsImkiOiI1NzExODU0MTM3In0.ZvrAVKPfk8-3MN4ywptUnS87V7CpiqKyOVXoLQigsdc,full_time,"Locations : Atlanta | Chicago Who We Are At Inverto North America, we’re shaping the future of procurement and supply chain - and we’re doing it with ambition, pace, and purpose. Backed by BCG and driven by our own entrepreneurial spirit, we work globally with market-leading clients to deliver strategies that make businesses stronger. Our people are at the heart of that impact. We’re experts in our field, and we don’t stand still. We grow our capabilities, expand our offering, and scale our glo…","Inverto | Senior Consultant, Tech Sourcing",39.863792,2026-04-27T11:05:59Z,173888.7,1,5711854137,https://www.adzuna.com/land/ad/5711854137?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=94E3E26BE5DFFD7B449D6B51846C2C37C8953FE7,IT Jobs,it-jobs,Adzuna::API::Response::Category,Boston Consulting Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois']","Illinois, US"
-89.15483,,Adzuna::API::Response::Job,143475.77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVHRkb2MwdEM4UkdVSnZ0MkJiT3NrZyIsImkiOiI1NzExODU0MTMzIn0.UAKeqyw8_yvNPYYX0gBt-Zdkb9OrzfwLb5CTtji6zBg,full_time,"Locations : Atlanta | Chicago Who We Are At Inverto North America, we’re shaping the future of procurement and supply chain - and we’re doing it with ambition, pace, and purpose. Backed by BCG and driven by our own entrepreneurial spirit, we work globally with market-leading clients to deliver strategies that make businesses stronger. Our people are at the heart of that impact. We’re experts in our field, and we don’t stand still. Together, we grow our capabilities, expand our offering, and sca…","Inverto | Project Manager, Procurement",39.863792,2026-04-27T11:05:59Z,143475.77,1,5711854133,https://www.adzuna.com/land/ad/5711854133?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=2C45F542D394B8DCBB52ED02395127A3921A736E,Consultancy Jobs,consultancy-jobs,Adzuna::API::Response::Category,Boston Consulting Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois']","Illinois, US"
-89.15483,,Adzuna::API::Response::Job,173888.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVHRkb2MwdEM4UkdVSnZ0MkJiT3NrZyIsImkiOiI1NzExODU0MTM2In0.F5UJliKyUJz_VLA7hI5JuTIRK5IzbnNjudxA1erOYBo,full_time,"Locations : Atlanta | Chicago Who We Are At Inverto North America, we’re shaping the future of procurement and supply chain - and we’re doing it with ambition, pace, and purpose. Backed by BCG and driven by our own entrepreneurial spirit, we work globally with market-leading clients to deliver strategies that make businesses stronger. Our people are at the heart of that impact. We’re experts in our field, and we don’t stand still. We grow our capabilities, expand our offering, and scale our glo…","Inverto | Senior Consultant, Tech Sourcing",39.863792,2026-04-27T11:05:59Z,173888.7,1,5711854136,https://www.adzuna.com/land/ad/5711854136?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=618ABC2B8D959550C107DDC898F077BF13EAA166,IT Jobs,it-jobs,Adzuna::API::Response::Category,Boston Consulting Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois']","Illinois, US"
-89.15483,,Adzuna::API::Response::Job,225285.72,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVHRkb2MwdEM4UkdVSnZ0MkJiT3NrZyIsImkiOiI1NzExODU0MTMwIn0.WAmcqxb2hTBjqgVEzVifQm3WCJvOqjPztDnGhIwVec4,full_time,"Locations : Atlanta | Chicago Who We Are At Inverto North America, we’re shaping the future of procurement and supply chain - and we’re doing it with ambition, pace, and purpose. Backed by BCG and driven by our own entrepreneurial spirit, we work globally with market-leading clients to deliver strategies that make businesses stronger. Our people are at the heart of that impact. We’re experts in our field, and we don’t stand still. We grow our capabilities, expand our offering, and scale our glo…","Inverto | Manager, Tech Sourcing",39.863792,2026-04-27T11:05:58Z,225285.72,1,5711854130,https://www.adzuna.com/land/ad/5711854130?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=733B2DDA835B28905ACF9B638BD5AB85787EE5F4,IT Jobs,it-jobs,Adzuna::API::Response::Category,Boston Consulting Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois']","Illinois, US"
-89.15483,,Adzuna::API::Response::Job,119856.2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1NDEyOCIsInMiOiJUdGRvYzB0QzhSR1VKdnQyQmJPc2tnIn0.VIKfEAiS6IVoO-FHoYDRNV3-5d3aJSYin3f9TMAbi2c,full_time,"Locations : Atlanta | Chicago Who We Are At Inverto North America, we’re shaping the future of procurement and supply chain, and we’re doing it with ambition, pace, and purpose. Backed by BCG and driven by our own entrepreneurial spirit, we work globally with market-leading clients to deliver strategies that make businesses stronger. Our people are at the heart of that impact. We’re experts in our field, and we don’t stand still. We grow our capabilities, expand our offering, and scale our glob…","Inverto | Senior Consultant, Digital, Data & AI",39.863792,2026-04-27T11:05:57Z,119856.2,1,5711854128,https://www.adzuna.com/land/ad/5711854128?se=Ttdoc0tC8RGUJvt2BbOskg&utm_medium=api&utm_source=abfa41a4&v=D84D652289F1D1AEA2F63F65B035794B5867C31A,IT Jobs,it-jobs,Adzuna::API::Response::Category,Boston Consulting Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois']","Illinois, US"
-84.019264,,Adzuna::API::Response::Job,40413.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1NDA5OCIsInMiOiJUdGRvYzB0QzhSR1VKdnQyQmJPc2tnIn0.NrMB0UktM2-4-qOiqwlTFSEE0zz2g9WWZaHXF5tg4K8,,"Assistant Kitchen Manager Stars and Strikes Family Entertainment Center is seeking an experienced Assistant Kitchen Manager who is ready to be part of a high volume, a fast-paced restaurant in a growing company. Look at our menu offerings https://www.starsandstrikes.com/eat/ What we’re looking for: Minimum of one-year restaurant experience Management and/or hospitality experience a plus ServSafe certified or able to complete certification Must be willing to work a flexible schedule based on the…",Kitchen Supervisor,34.130792,2026-04-27T11:05:50Z,40413.97,1,5711854098,https://www.adzuna.com/details/5711854098?utm_medium=api&utm_source=abfa41a4,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Stars and Strikes,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Buford']","Buford, Gwinnett County"
-84.019264,,Adzuna::API::Response::Job,40413.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1NDA5NiIsInMiOiJUdGRvYzB0QzhSR1VKdnQyQmJPc2tnIn0.jfFPxGDTVz-IopiXdqlwj6fvgyj3pzHKLrS3e4cyFuU,,"Assistant Kitchen Manager Stars and Strikes Family Entertainment Center is seeking an experienced Assistant Kitchen Manager who is ready to be part of a high volume, a fast-paced restaurant in a growing company. Look at our menu offerings https://www.starsandstrikes.com/eat/ What we’re looking for: Minimum of one-year restaurant experience Management and/or hospitality experience a plus ServSafe certified or able to complete certification Must be willing to work a flexible schedule based on the…",Kitchen Supervisor,34.130792,2026-04-27T11:05:50Z,40413.97,1,5711854096,https://www.adzuna.com/details/5711854096?utm_medium=api&utm_source=abfa41a4,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Stars and Strikes,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Buford']","Buford, Gwinnett County"
-84.019264,,Adzuna::API::Response::Job,39740.57,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMTg1NDA5NSIsInMiOiJUdGRvYzB0QzhSR1VKdnQyQmJPc2tnIn0.J6eWycHmBxUY0IDMHSPYXys-dVTxQvf_JgRix6m9UDw,,"Kitchen Manager Stars and Strikes Family Entertainment Center is seeking an experienced Kitchen Manager who is ready to be part of a high volume, fast-paced restaurant in a growing company. Our Kitchen Crew creates a variety of delicious dishes from our full restaurant and catering menus. View our menu on www.starsandstrikes.com/eat What we’re looking for: Minimum of two years of restaurant experience Management and/or hospitality experience a plus Experience in managing COGS and labor ServSafe…",Kitchen Manager,34.130792,2026-04-27T11:05:49Z,39740.57,1,5711854095,https://www.adzuna.com/details/5711854095?utm_medium=api&utm_source=abfa41a4,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Stars and Strikes,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Buford']","Buford, Gwinnett County"
