salary_is_predicted,contract_time,adref,__CLASS__,contract_type,title,latitude,salary_min,redirect_url,salary_max,created,description,longitude,id,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDk3NyIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.GRRjrSwZuO8SWGDYgRHEBRhd9zcA3JDlYufKI_S4oWg,Adzuna::API::Response::Job,,"Travel Physical Therapist - Paying up to $2,527/week",43.28946,0.0,https://www.adzuna.com/land/ad/5786974977?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=D652B6692CE26FDB46F1231D0722285E091D8CC1,131404.0,2026-07-03T11:07:01Z,"Vivian is looking for Travel Physical Therapist Therapys in Springfield, Vermont paying up to $2,527/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…",-72.47478,5786974977,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Springfield, Windsor County","['US', 'Vermont', 'Windsor County', 'Springfield']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDk5NyIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.ePT4tDF-feTB9yUZ9ZXQiYr41xKFDJnpVbDO52pH7F4,Adzuna::API::Response::Job,,"Travel Physical Therapy Assistant - Paying up to $1,950/week",48.103991,0.0,https://www.adzuna.com/land/ad/5786974997?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=72E7F3C3AA1DDD5970EC0132526455EEC0180136,101400.0,2026-07-03T11:07:01Z,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Wolf Point, Montana paying up to $1,950/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…",-105.644503,5786974997,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Wolf Point, Roosevelt County","['US', 'Montana', 'Roosevelt County', 'Wolf Point']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2lGLWF2SjI4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg2OTc0OTg0In0.2AuyjlONPgQMdCdI-HzfsXxQRXYQ5lMdzqTn6sTx8QI,Adzuna::API::Response::Job,,"Travel Occupational Therapist - Paying up to $2,575/week",32.726967,0.0,https://www.adzuna.com/land/ad/5786974984?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=B113584D027E7898B24B1ADB9B6C5BEA3921362F,133900.0,2026-07-03T11:07:01Z,"Vivian is looking for Travel Occupational Therapist Therapys in San Diego, California paying up to $2,575/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disco…",-117.164709,5786974984,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"San Diego, San Diego County","['US', 'California', 'San Diego County', 'San Diego']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDk5MiIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.S31F4cVYie4Coc18N1hdURci-e5CgsodnIZk3gi5o9Y,Adzuna::API::Response::Job,,"Travel Occupational Therapist - Paying up to $2,175/week",27.482339,0.0,https://www.adzuna.com/land/ad/5786974992?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=680A7C500C70672EB2513C439304AC5DFCA2F10A,113100.0,2026-07-03T11:07:01Z,"Vivian is looking for Travel Occupational Therapist Therapys in Bradenton, Florida paying up to $2,175/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",-82.585518,5786974992,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Cedar Hammock, Manatee County","['US', 'Florida', 'Manatee County', 'Cedar Hammock']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDk4NiIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.hzdGK33TeDo_xJMo3ehXHunep-_XDR1ZIc9U1vQrkUU,Adzuna::API::Response::Job,,"Travel Outpatient Physical Therapy Assistant - Paying up to $1,585/week",33.4289,0.0,https://www.adzuna.com/land/ad/5786974986?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=C869F32E2F2F188D92725035C78671CF5AB76766,82420.0,2026-07-03T11:07:01Z,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Peachtree City, Georgia paying up to $1,585/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and…",-84.47221,5786974986,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fayetteville, Fayette County","['US', 'Georgia', 'Fayette County', 'Fayetteville']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDUzMiIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.bRVVckZlBhLhO68OkL_N-VHmf7Oc_Xic1qHS28L4vZI,Adzuna::API::Response::Job,,"Travel Home Health Occupational Therapist - Paying up to $2,651/week",46.064581,0.0,https://www.adzuna.com/land/ad/5786974532?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=053F6213A6A0668197DAC98C5E12AF5D30307787,137852.0,2026-07-03T11:03:18Z,"Vivian is looking for Travel Occupational Therapist Therapys in Walla Walla, Washington paying up to $2,651/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…",-118.343021,5786974532,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Walla Walla, Walla Walla County","['US', 'Washington', 'Walla Walla County', 'Walla Walla']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDUyOCIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.fo2XkbDGtUO7mQ_uBQYCL4q6Nxj9YSZSxub70eIxYGs,Adzuna::API::Response::Job,,"Travel Long Term Care (LTC) Physical Therapy Assistant - Paying up to $2,040/week",42.791104,0.0,https://www.adzuna.com/land/ad/5786974528?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=B5467EB68718B7959547236AFB1D0AC7CFDD4D61,106080.0,2026-07-03T11:03:18Z,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Salem, New Hampshire paying up to $2,040/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and di…",-71.219305,5786974528,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Salem, Rockingham County","['US', 'New Hampshire', 'Rockingham County', 'Salem']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDUxOSIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.uf2dv9DEWVq3hIepB6mQfD9OCLbmasNi1IQ279oLQ74,Adzuna::API::Response::Job,,"Travel Physical Therapy Assistant - Paying up to $1,842/week",42.779871,0.0,https://www.adzuna.com/land/ad/5786974519?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=DB1408690A8FA416B720FEF3B3394D39C037C74E,95784.0,2026-07-03T11:03:18Z,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Haverhill, Massachusetts paying up to $1,842/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) an…",-71.11741,5786974519,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Ward Hill, Essex County","['US', 'Massachusetts', 'Essex County', 'Ward Hill']"
0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3NDUzNyIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.H77cq0ado6DNQMec6vVFtAzjGypMeMGNavZ6BjLz_lk,Adzuna::API::Response::Job,,"Travel Physical Therapist - Paying up to $2,994/week",47.42715,0.0,https://www.adzuna.com/land/ad/5786974537?se=7iF-avJ28RG-2tHAxNAnZQ&utm_medium=api&utm_source=abfa41a4&v=0839ED0601841943A2A14908DCD8395ACCF2F30F,155688.0,2026-07-03T11:03:18Z,"Vivian is looking for Travel Physical Therapist Therapys in Hibbing, Minnesota paying up to $2,994/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover job…",-92.93769,5786974537,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"North Hibbing, Saint Louis County","['US', 'Minnesota', 'Saint Louis County', 'North Hibbing']"
1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Njk3MzU0NCIsInMiOiI3aUYtYXZKMjhSRy0ydEhBeE5BblpRIn0.1p969LwWmIRvVXD73CgFJVF6tY4C9ABaLIipLTuFobE,Adzuna::API::Response::Job,contract,Plumber,39.948057,92874.2,https://www.adzuna.com/details/5786973544?utm_medium=api&utm_source=abfa41a4,92874.2,2026-07-03T11:01:32Z,"Overview: Join a Team Where Quality Work Meets Exceptional Customer Service Plumbline Services is hiring experienced, licensed Residential Plumbers ready to take their career to the next level. If you have 4 years of residential plumbing experience , love working with customers, and want to be part of a high-performing, value-driven team — we want to talk to you.  Positions Available : Service Plumber, Install Technician  Must be able to travel throughout Metro Denver and surrounding areas  Wha…",-104.923131,5786973544,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Plumbline Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Eastlake, Adams County","['US', 'Colorado', 'Adams County', 'Eastlake']"
1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN2lGLWF2SjI4UkctMnRIQXhOQW5aUSIsImkiOiI1Nzg2OTczNTQ3In0.FHaZQzcBRQFk-vsLmudPqmjxJL0fi-ac9JESl_Yc1wE,Adzuna::API::Response::Job,contract,Plumber,39.872777,86632.35,https://www.adzuna.com/details/5786973547?utm_medium=api&utm_source=abfa41a4,86632.35,2026-07-03T11:01:32Z,"Overview: Join a Team Where Quality Work Meets Exceptional Customer Service Plumbline Services is hiring experienced, licensed Residential Plumbers ready to take their career to the next level. If you have 4 years of residential plumbing experience , love working with customers, and want to be part of a high-performing, value-driven team — we want to talk to you.  Positions Available : Service Plumber, Install Technician  Must be able to travel throughout Metro Denver and surrounding areas  Wha…",-105.038244,5786973547,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Plumbline Services,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Westminster, Adams County","['US', 'Colorado', 'Adams County', 'Westminster']"
