__CLASS__,longitude,contract_time,id,title,salary_max,created,salary_min,salary_is_predicted,adref,latitude,redirect_url,description,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,contract_type
Adzuna::API::Response::Job,-74.04402,full_time,5735258821,Yellow Iron Mechanic,48567.94,2026-05-20T12:14:45Z,48567.94,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib2pLY2VXbFU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzM1MjU4ODIxIn0.pcC2YmyxP50ARGGzwQYL-LGUTIWL12d5JBQzApwdAcI,40.24224,https://www.adzuna.com/details/5735258821?utm_medium=api&utm_source=abfa41a4,"Overview: Interstate Waste Services is the most progressive and innovative provider of solid waste and recycling services in the greater New York, New Jersey and Connecticut markets with a rail-served landfill in Ohio! IWS is committed to delivering high-quality waste, recycling and environmental services, while prioritizing the safety of our employees, customers and communities. We cater to a diverse range of industrial, medical and commercial/residential customers. Founded in 1998, IWS has gr…",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Ocean']","Ocean, Monmouth County",Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Interstate Waste Services,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-75.091597,full_time,5735258807,Mechanic B,77445.07,2026-05-20T12:14:45Z,77445.07,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib2pLY2VXbFU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzM1MjU4ODA3In0._yc_gZ-pU9WR4fkBlIk1P6zoOeXs8nYvwbj-9gG8yy4,40.59382,https://www.adzuna.com/details/5735258807?utm_medium=api&utm_source=abfa41a4,"Overview: Interstate Waste Services is the most progressive and innovative provider of solid waste and recycling services in the greater New York, New Jersey and Connecticut markets with a rail-served landfill in Ohio. IWS is committed to delivering high-quality waste, recycling and environmental services, while prioritizing the safety of our employees, customers and communities. We cater to a diverse range of industrial, medical and commercial/residential customers. Founded in 1998, IWS has gr…",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Passaic County', 'Hillcrest']","Hillcrest, Passaic County",Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Interstate Waste Services,Adzuna::API::Response::Company,permanent
Adzuna::API::Response::Job,-73.62114,full_time,5735258812,Overnight Diesel Mechanic,79328.98,2026-05-20T12:14:45Z,79328.98,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODgxMiIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.Jd7nMf6xrlYQiEbd34V9c5d9vIXiV0-6ALrW_wnQxQg,40.70154,https://www.adzuna.com/details/5735258812?utm_medium=api&utm_source=abfa41a4,"Overview: Fuel Your Career with Us! Are you a skilled Diesel Mechanic looking for your next opportunity? Join our team at Interstate Waste Services and put your expertise to work! Interstate Waste Services is the most progressive and innovative provider of solid waste and recycling services in the country! We primarily service Northern New Jersey, Southern New York State, New York City, with a landfill located in Ohio, where we also own and operate a state-of-the-art rail-served landfill. We ca…",Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'Hempstead']","Hempstead, Nassau County",Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Interstate Waste Services,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-74.93136,full_time,5735258840,Mechanic B,73076.54,2026-05-20T12:14:45Z,73076.54,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODg0MCIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.W9UUYRE7xaE5NuR1GONX2pKmGAGhN0p_p9ewjbpP9c8,40.10238,https://www.adzuna.com/details/5735258840?utm_medium=api&utm_source=abfa41a4,"Overview: Interstate Waste Services is the most progressive and innovative provider of solid waste and recycling services in the greater New York, New Jersey and Connecticut markets with a rail-served landfill in Ohio. IWS is committed to delivering high-quality waste, recycling and environmental services, while prioritizing the safety of our employees, customers and communities. We cater to a diverse range of industrial, medical and commercial/residential customers. Founded in 1998, IWS has gr…",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Bucks County', 'Bensalem']","Bensalem, Bucks County",Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Interstate Waste Services,Adzuna::API::Response::Company,permanent
Adzuna::API::Response::Job,-97.655831,full_time,5735258746,"Travel Peds RN in Oklahoma City, Oklahoma",28219.63,2026-05-20T12:14:18Z,28219.63,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODc0NiIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.h0k6tn5u4qGDlqEa6uV-vuD9Os4IyQcGnWf4cLRsyVg,35.383019,https://www.adzuna.com/details/5735258746?utm_medium=api&utm_source=abfa41a4,"Responsibilities Pediatric Registered Nurses (Peds RNs) assist pediatricians in examinations and observe and record pediatric patients’ vital signs. Peds RN job responsibilities include, but are not limited to: Administer medication, draw blood, and administer vaccinations using age-appropriate guidelines Set up drips and blood transfusions, intravenous infusions, and assist with tests and evaluations Provide education and support to families and patients Shift: 3x12 Nights",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Canadian County', 'Mustang']","Mustang, Canadian County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Gifted Healthcare,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-97.478485,full_time,5735258733,"Travel Peds RN in Oklahoma City, Oklahoma",34068.31,2026-05-20T12:14:15Z,34068.31,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib2pLY2VXbFU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzM1MjU4NzMzIn0.MytCst-Pl3SZibdw8j-dfKyTuuqKve0fZqSn8hbiCb0,35.213006,https://www.adzuna.com/details/5735258733?utm_medium=api&utm_source=abfa41a4,"Responsibilities Pediatric Registered Nurses (Peds RNs) assist pediatricians in examinations and observe and record pediatric patients’ vital signs. Peds RN job responsibilities include, but are not limited to: Administer medication, draw blood, and administer vaccinations using age-appropriate guidelines Set up drips and blood transfusions, intravenous infusions, and assist with tests and evaluations Provide education and support to families and patients Shift: 3x12 Nights",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'McClain County', 'Goldsby']","Goldsby, McClain County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Gifted Healthcare,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-90.20634,,5735258659,"Travel Emergency Department RN - $1,913 per week",99476.0,2026-05-20T12:12:48Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODY1OSIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.aXvCNgi7rkIOhz6JMiOR3jSZSDRiIB6VsPo4BthcBy8,29.95056,https://www.adzuna.com/land/ad/5735258659?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=34F7DE7779B22C67D2E4ABF6B7E31494082A2961,"American Traveler is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in New Orleans, Louisiana. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 06/15/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Jun 15, 2026 Length: 13 weeks Openings: 1 Description American Traveler is seeking an experienced RN for a nigh…",Adzuna::API::Response::Location,"['US', 'Louisiana', 'Jefferson Parish', 'Harahan']","Harahan, Jefferson Parish",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,American Traveler,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-85.656891,,5735258658,"Travel Operating Room Registered Nurse - $2,326 per week",120952.0,2026-05-20T12:12:47Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODY1OCIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.1HOm8lv6fpUCrAXoG42Ygay8RQxvD91pQBxAx45nDqU,40.531217,https://www.adzuna.com/land/ad/5735258658?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=D4933FC826AABC13F0AC8C69DB01D01E3C0A354B,"American Traveler is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Marion, Indiana. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: 06/08/2026 Duration: 8 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Assignment Overview Shift: Days, 5x8hrs Hours: 40 hrs/wk Start Date: Jun 8, 2026 Length: 8 weeks Openings: 3 Description American Traveler is seeking an experienced OR RN for a day-shift travel contract at …",Adzuna::API::Response::Location,"['US', 'Indiana', 'Grant County', 'Jonesboro']","Jonesboro, Grant County",Adzuna::API::Response::Category,travel-jobs,Travel Jobs,American Traveler,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-79.167803,,5735258654,"Travel Physical Therapist - Paying up to $2,276/week",118352.0,2026-05-20T12:12:45Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib2pLY2VXbFU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzM1MjU4NjU0In0.czBc-R2pf_MKl6cB578MRkyH42C_qy1q-CGfIR9QUE8,35.00141,https://www.adzuna.com/land/ad/5735258654?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=19F533B043BD134576F5D961008EF1451DFF365B,"Vivian is looking for Travel Physical Therapist Therapys in Raeford, North Carolina paying up to $2,276/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discove…",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Hoke County', 'Raeford']","Raeford, Hoke County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-86.605015,,5735258655,"Travel Physical Therapy Assistant - Paying up to $1,500/week",78000.0,2026-05-20T12:12:45Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib2pLY2VXbFU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzM1MjU4NjU1In0.bFnitdcMFY-MYBi5ncQKkozvmzII0rfwtgfhkFk7EGA,41.280345,https://www.adzuna.com/land/ad/5735258655?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=1CE2EC5BB86C17AC3019B2ACB4FF686A7B4CA0E1,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Knox, Indiana paying up to $1,500/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover …",Adzuna::API::Response::Location,"['US', 'Indiana', 'Starke County', 'Knox']","Knox, Starke County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-161.78975,,5735258641,"Travel Physical Therapy Assistant - Paying up to $2,180/week",113360.0,2026-05-20T12:12:44Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib2pLY2VXbFU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzM1MjU4NjQxIn0.DGQG_LjtSvs-7EXCRfsyTrbGOFO0GwtTEB3-Kb9Dq9w,60.79597,https://www.adzuna.com/land/ad/5735258641?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=FA90ACC13869BF8CA60C5C719E79BFCABDCE6997,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Bethel, Alaska paying up to $2,180/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",Adzuna::API::Response::Location,"['US', 'Alaska', 'Bethel', 'Kongiganak']","Kongiganak, Bethel",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-73.648256,,5735258650,"Travel Physical Therapist - Paying up to $2,415/week",125580.0,2026-05-20T12:12:44Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODY1MCIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.OQwWYRP8xE8P_tYE0lGdxQNKkNATjVbvEfuhJb6vPbc,43.312162,https://www.adzuna.com/land/ad/5735258650?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=EDD3316D5EBB2BBE2FDA3173343699DFC87D62D4,"Vivian is looking for Travel Physical Therapist Therapys in Glens Falls, New York paying up to $2,415/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover …",Adzuna::API::Response::Location,"['US', 'New York', 'Warren County', 'Glens Falls']","Glens Falls, Warren County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-84.91512,,5735258648,"Travel Occupational Therapist - Paying up to $2,206/week",114712.0,2026-05-20T12:12:44Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODY0OCIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.0yhYwQ5uvduDF-qD4jJRKAMj6LKVBpRB3vGjWX85NGo,45.34746,https://www.adzuna.com/land/ad/5735258648?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=7B29D20164851E070B95ADB9FB28CD78774213CC,"Vivian is looking for Travel Occupational Therapist Therapys in Petoskey, Michigan paying up to $2,206/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",Adzuna::API::Response::Location,"['US', 'Michigan', 'Emmet County', 'Bay View']","Bay View, Emmet County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-84.3046,,5735258647,"Travel Occupational Therapist - Paying up to $2,132/week",110864.0,2026-05-20T12:12:44Z,0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODY0NyIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.wXXy3H9yCZJ6EqFH0-Xyz4uIYDfg-Bnkw1pUI2VIaGI,33.7749,https://www.adzuna.com/land/ad/5735258647?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=4F8091B869AFF8C5A8467FCF3DD45E39126BCB02,"Vivian is looking for Travel Occupational Therapist Therapys in Decatur, Georgia paying up to $2,132/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…",Adzuna::API::Response::Location,"['US', 'Georgia', 'DeKalb County', 'Decatur']","Decatur, DeKalb County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,-74.228733,full_time,5735258619,"Class A Regional Driver - Home Weekly, Full Medical (07205)",81320.26,2026-05-20T12:12:23Z,81320.26,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNTI1ODYxOSIsInMiOiJvaktjZVdsVThSR0I2OFg3bTJVT3FRIn0.h9iMHqN3hqLcsLMC9qwgFz0bjI3sLhrYrP2m2WbBvr0,40.695504,https://www.adzuna.com/land/ad/5735258619?se=ojKceWlU8RGB68X7m2UOqQ&utm_medium=api&utm_source=abfa41a4&v=FE45C5C185A756AE097D28735DA2737E2AAB4B09,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services® driver and start enjoying consistent freight and deliveries for a single customer. Job Details: - Average $91,000 per year - Safety bonus opportunities - Weekly home time - Onsite management - Paid online orientation Driver Benefits: - PTO accrues from day one - 401(k) with company match - Eligible for medical, dental and vision coverage after just 30 days - Access to life…",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Union County', 'Hillside']","Hillside, Union County",Adzuna::API::Response::Category,travel-jobs,Travel Jobs,J.B. Hunt Transport,Adzuna::API::Response::Company,contract
