created,title,__CLASS__,redirect_url,salary_min,salary_max,adref,description,longitude,latitude,id,contract_time,salary_is_predicted,location.area,location.display_name,location.__CLASS__,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,contract_type
2026-04-17T10:19:00Z,Master HVAC Technician,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625793?utm_medium=api&utm_source=abfa41a4,5840.0,5840.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1NzkzIn0.bWGtWPtfnFnACN4z0F1x3GPzvuwldpyQ8O8ZaIp557c,"Master HVAC Technician - Marine Corp Base Camp Lejeune Competitive Wages and an INSURANCE ALLOWANCE! Top reasons to work at EMI Services, a subsidiary of TechFlow: Annual increases to wages and allowance Non-seasonal- steady work NO TRAVEL- all work located on Camp Lejeune and surrounding installations! Tuition Reimbursement The Master HVAC Technician installs, modifies and repairs refrigeration systems such as: hermetic, semi-hermetic, screw, scroll and centrifugal units to 1100 tons; air cond…",-77.498376,34.729522,5702625793,full_time,0,"['US', 'North Carolina', 'Onslow County', 'Jacksonville']","Jacksonville, Onslow County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,"TechFlow, Inc.",Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Private Wealth Advisor,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625820?utm_medium=api&utm_source=abfa41a4,125000.0,185000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgyMCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.xQeYPySHycjgTelBy-VfQRrWRrbhym-XAYsEE1-y_0c,"WealthBridge Financial Group is seeking a results-oriented Private Wealth Advisor to join our team. In this position, you will engage with clients to understand their financial objectives and provide them with tailored advice and strategies that align with their goals. You will leverage your financial expertise to offer comprehensive solutions, including investment opportunities, retirement planning, and wealth management strategies. As a Private Wealth Advisor at WealthBridge, you will play a …",-83.084317,40.162562,5702625820,full_time,0,"['US', 'Ohio', 'Delaware County', 'Powell']","Powell, Delaware County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,WealthBridge Financial Group,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,AWS Architect (.net),Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625802?utm_medium=api&utm_source=abfa41a4,94360.5,94360.5,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODAyIn0.wkNkPJCHInOxCI8KG2Et7SQia7wLdYbARodzUiSa4BM,"Title: AWS Architect (.NET) Loc: Charlotte, NC We are seeking an AWS Architect with strong .NET expertise to support key initiatives within our Wealth Management technology organization in Charlotte, NC. The role focuses on designing and delivering secure, scalable cloud solutions on AWS while modernizing .NET applications into cloud-native architectures. Responsibilities: Design and implement cloud-native solutions on AWS. Lead modernization of .NET / .NET Core applications and microservices. …",-80.84523,35.227415,5702625802,full_time,1,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,it-jobs,IT Jobs,Qode,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Childcare Director in Training,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625844?utm_medium=api&utm_source=abfa41a4,45383.6,45383.6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODQ0In0.DVuihlEW3ya_MGmnE1n-4QK3K0k0y2lQPdxakPJ9HAU,"Childcare Director in Training Love making a difference? You'll fit right in. There’s something truly special about knowing you’re shaping a child’s future. When you join The Sunshine House family, you’re not just taking a job—you’re making an impact. Now is a great time to join our team. For 50 years, The Sunshine House has been nurturing young minds and helping children thrive. Our teachers are the foundation of who we are, and the heart of our success. And we’d love for you to be a part of o…",-80.204244,36.105232,5702625844,full_time,1,"['US', 'North Carolina', 'Forsyth County', 'Winston Salem']","Winston Salem, Forsyth County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,Sunshine House,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,HVAC Technician,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625828?utm_medium=api&utm_source=abfa41a4,4321.0,4321.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgyOCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.hVB43PoQ4XaEb2ds4aldVuSnUrtnJYzw2mWzUo-PKHM,"Commercial HVAC Technician I - Naval Air Station Patuxent River Competitive Wages and an Allowance for Insurance and 401k! Top reasons to work at EMI Services, a subsidiary of TechFlow: Entire family included on health insurance no matter the size! Annual increases to wage & health and welfare rate Non-seasonal- steady work on a five year contract HVAC Technicians on the NAS Patuxent River team come from all areas of the Tri County of Southern Maryland including California, Ridge, Hollywood, Me…",-76.711777,38.814273,5702625828,full_time,0,"['US', 'Maryland', ""Prince George's County"", 'Patuxent River']","Patuxent River, Prince George's County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,maintenance-jobs,Maintenance Jobs,"TechFlow, Inc.",Adzuna::API::Response::Company,contract
2026-04-17T10:19:00Z,Senior Systems Engineer,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625813?utm_medium=api&utm_source=abfa41a4,90000.0,125000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODEzIn0.Xk7Fw_Xygo3Ylbf10NOhvGlr4_brCKaZ_jSV6B0RK_U,"The Company: GEM Technologies is a Managed Services Provider that delivers personalized solutions to help local businesses make the most of their technology. At GEM Technologies, we are the New York City area’s leading experts in emerging technology implementation. We deliver comprehensive and scalable solutions that keep businesses competitive, secure, and thriving. With the threat of cyber-attacks, and consumer and business digital adoption moving forward at such a rapid pace, it has never be…",,,5702625813,full_time,0,"['US', 'New York', 'New York City']","New York City, New York",Adzuna::API::Response::Location,Adzuna::API::Response::Category,it-jobs,IT Jobs,GEM Technologies,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Industrial Engineer Intern,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625821?utm_medium=api&utm_source=abfa41a4,33280.0,37440.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODIxIn0.WHpH_vEtet8o0jDs8Ckuh8W7xrhDuOd20dJRGxAB0s0,"Location: West Lafayette, IN This positions requires up to 20 hours per week. Evergen is a global industry-leading contract development and manufacturing organization (CDMO) in regenerative medicine. As the only regenerative medicine company that offers a differentiated portfolio of allograft and xenograft biomaterials at scale, Evergen is headquartered in Alachua, FL, and has manufacturing facilities in West Lafayette, IN., Eden Prairie and Glencoe, MN., Neunkirchen, DE., Glasgow, UK., and Mar…",-86.927744,40.44987,5702625821,full_time,0,"['US', 'Indiana', 'Tippecanoe County', 'West Lafayette']","West Lafayette, Tippecanoe County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Rti Surgical Inc,Adzuna::API::Response::Company,contract
2026-04-17T10:19:00Z,Direct Support Professional,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625856?utm_medium=api&utm_source=abfa41a4,18.0,20.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODU2In0.RS8b6DkpbKc1YAGcSExGEK7Rfkv2QZFtuT6wlSOD840,"Creed Medical is looking for compassionate and enthusiastic Direct Support Professionals (DSP) to join our team. In this role, you will provide essential support to individuals with intellectual and developmental disabilities, assisting them with daily living activities and helping them to achieve greater independence. You will work closely with clients, families, and healthcare teams to ensure personalized, high-quality care in a supportive environment. Join Creed Medical and make a meaningful…",-76.64386,39.481217,5702625856,full_time,0,"['US', 'Maryland', 'Baltimore County', 'Cockeysville']","Cockeysville, Baltimore County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Creed Medicial,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Mobile Wound Care Nurse (RN),Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625842?utm_medium=api&utm_source=abfa41a4,76000.0,83000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODQyIn0.EuJSNIQ9HowNh5iSBaXOBp39X_fmAzHyWqNob2D8jtg,"Exciting Opportunity: Mobile Wound Care Nurse (RN) Are you passionate about providing exceptional patient care and eager to advance your career in an innovative, supportive environment? NIVA Health is seeking dedicated and compassionate Registered Nurse to join our Mobile Wound Care Division. This is your chance to deliver advanced wound care directly to patients in their homes, helping them heal and regain independence. Why Join NIVA Health? At NIVA Health, our core values—Teamwork, Resilience…",-81.39314,30.294686,5702625842,full_time,0,"['US', 'Florida', 'Duval County', 'Jacksonville Beach']","Jacksonville Beach, Duval County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,NIVA Health,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Veterinary Guest Services Representative,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625800?utm_medium=api&utm_source=abfa41a4,32652.53,32652.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgwMCIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.xcbKKvVT9bZQEmrtQNQDEDA_vEY5KOr3xIdPa9-3vV8,"Fetch Specialty & Emergency Veterinary Centers of Greenville is looking for an experienced, talented and caring individual to join our Guest Services Team. At Fetch, we are committed to providing exceptional care for pets and their owners. As a family-owned company, we take pride in offering cutting-edge medical treatments alongside compassionate service in a warm, welcoming environment. As we grow, we’re looking for dedicated team members to help us create memorable experiences for our guests …",-82.394,34.850555,5702625800,full_time,1,"['US', 'South Carolina', 'Greenville County', 'Greenville']","Greenville, Greenville County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Fetch Specialty & Emergency Veterinary Centers,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Estate & Wealth Planning Specialist,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625815?utm_medium=api&utm_source=abfa41a4,125000.0,185000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODE1In0._ZQGWBvTT1qeiI5QevjUDN64Dh5Oozz143oQzxU60ww,"WealthBridge Financial Group is seeking a results-oriented Estate & Wealth Planning Specialist to join our team. In this position, you will engage with clients to understand their financial objectives and provide them with tailored advice and strategies that align with their goals. You will leverage your financial expertise to offer comprehensive solutions, including investment opportunities, retirement planning, and wealth management strategies. As a Estate & Wealth Planning Specialist at Weal…",-82.905057,40.203673,5702625815,full_time,0,"['US', 'Ohio', 'Delaware County', 'Galena']","Galena, Delaware County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,WealthBridge Financial Group,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,House Cleaner / Housekeeper - Full-Time / Part- House Cleaner / Housekeeper,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625792?utm_medium=api&utm_source=abfa41a4,16328.98,16328.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1NzkyIn0.NyT0w1bSUrTK8oouVaQHxjbkd5tmCxHmR3aNRyfWoq0,"Join Our Cleaning Crew at Captain Duster OVERVIEW We’re a small, respectful team with one simple mission: Help people feel calm, safe, and happy in their homes. At Captain Duster, we don’t just clean — we care. We help older adults, busy families, and people who need a little extra support. They count on us to bring peace into their homes — and we take that seriously. You’ll be part of a team that looks out for each other, works with pride, and makes a real difference every day. If you’re depen…",-80.470608,27.816415,5702625792,part_time,1,"['US', 'Florida', 'Indian River County', 'Sebastian']","Sebastian, Indian River County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,CAPTAIN DUSTER,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Estate & Wealth Planning Specialist,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625810?utm_medium=api&utm_source=abfa41a4,125000.0,185000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZnbS1XZzY4UkdtUXBaWkEzQzlnUSIsImkiOiI1NzAyNjI1ODEwIn0.w3A38XWB_bwTCP-RmTl4GYgPshc54ce8JvcxbhjwcuE,"WealthBridge Financial Group is seeking a results-oriented Estate & Wealth Planning Specialist to join our team. In this position, you will engage with clients to understand their financial objectives and provide them with tailored advice and strategies that align with their goals. You will leverage your financial expertise to offer comprehensive solutions, including investment opportunities, retirement planning, and wealth management strategies. As a Estate & Wealth Planning Specialist at Weal…",,,5702625810,full_time,0,"['US', 'Ohio', 'Cuyahoga County', 'Cleveland']","Cleveland, Cuyahoga County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,WealthBridge Financial Group,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Purchasing/Inventory Specialist,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625832?utm_medium=api&utm_source=abfa41a4,42000.0,60000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTgzMiIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.gv2_sDOFG5XhX-wBuob79neIdzNRvasD2Z_vSLVW3ns,"Purchasing Inventory Specialist - Join Our Growing Team! Are you a skilled Production Buyer with a passion for work in the skilled trades? If so, we have an exciting opportunity for you! American Chillers is a leading manufacturer of innovative refrigeration equipment for various niche industries including cold plunge, breweries, dry cleaning, medical, and more. This role offers a chance to work in a fast-paced, growing manufacturing environment. We are looking for a detail-oriented and organiz…",-81.141686,33.94931,5702625832,full_time,0,"['US', 'South Carolina', 'Lexington County', 'Cayce W Cola']","Cayce W Cola, Lexington County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,American Chillers LLC,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Office Manager,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625796?utm_medium=api&utm_source=abfa41a4,85000.0,95000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTc5NiIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.Gz_oCHMr49L9bUdeO_ydMV-ApNXt_GRYDmi4eO6SoaI,"About Us Almstead Tree & Shrub Care is a second-generation, family-owned arboriculture firm serving the NY, NJ, and CT tri-state area since 1964. As a TCIA-accredited company, we are committed to environmentally responsible practices and to supporting our employees’ professional growth, safety, and quality of life. Position Overview We are seeking a highly organized and proactive Office Manager to lead daily office operations and serve as a key hub between our customers, field teams, and leader…",-73.788969,40.91969,5702625796,full_time,0,"['US', 'New York', 'Westchester County', 'New Rochelle']","New Rochelle, Westchester County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,admin-jobs,Admin Jobs,Almstead Tree and Shrub Care,Adzuna::API::Response::Company,
2026-04-17T10:19:00Z,Athletic Trainer/ Personal Trainer,Adzuna::API::Response::Job,https://www.adzuna.com/details/5702625847?utm_medium=api&utm_source=abfa41a4,72800.0,83200.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjYyNTg0NyIsInMiOiI5dmdtLVdnNjhSR21RcFpaQTNDOWdRIn0.LGyb6CFMT0-rnf971mDTy1VgOJDLIQ-4B5oaKBAsumc,"Join us at Performance Optimal Health as an Athletic Trainer/Personal Trainer, where we are dedicated to enhancing the well-being and performance of our clients through personalized health and wellness strategies. In this role, you will play a crucial part in delivering our holistic approach to health recovery, which emphasizes the Four Pillars of Optimal Health: exercise, nutrition, recovery, and stress management. As an Athletic Trainer, you will collaborate with our highly skilled team to as…",-81.791059,26.162386,5702625847,part_time,0,"['US', 'Florida', 'Collier County', 'Naples']","Naples, Collier County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Performance Optimal Health,Adzuna::API::Response::Company,
