salary_max,description,id,contract_time,created,__CLASS__,salary_is_predicted,latitude,salary_min,redirect_url,adref,title,longitude,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,location.area,location.display_name,location.__CLASS__,contract_type
33205.06,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",5713710170,part_time,2026-04-29T11:17:32Z,Adzuna::API::Response::Job,1,47.140764,33205.06,https://www.adzuna.com/land/ad/5713710170?se=bGGqSd9D8RG_9IKjJWSdHA&utm_medium=api&utm_source=abfa41a4&v=192323525F0760DE51D3E19D54641CBE1664AC4C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkdHcVNkOUQ4UkdfOUlLakpXU2RIQSIsImkiOiI1NzEzNzEwMTcwIn0.bS025lX03EsZWSh4njPs8fe8h_nlVBzllCvu-vQhDDc,Driver - Make Money On Your Schedule,-110.221814,Adzuna::API::Response::Company,Uber,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,"['US', 'Montana', 'Judith Basin County', 'Stanford']","Stanford, Judith Basin County",Adzuna::API::Response::Location,
7872.0,"Registered Nurse (RN) | Medical-Surgical Location: Lawton, OK Agency: AHS Staffing Pay: $1,968 per week Shift Information: Nights - 5 days x 8 hours Contract Duration: 14 Weeks Start Date: 5/7/2026 About the Position TravelNurseSource is working with AHS Staffing to find a qualified Med/Surg RN in Lawton, Oklahoma, 73505! AHS Staffing is looking for a Med - Surg Registered Nurse in Lawton, OK for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak w…",5713710086,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,34.563759,7872.0,https://www.adzuna.com/details/5713710086?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMzcxMDA4NiIsInMiOiJiR0dxU2Q5RDhSR185SUtqSldTZEhBIn0.6GCvXfYEdIBI4MULUSD0YdyQrf9dz3XaA6kVSvciGOE,"Travel Nurse RN - Medical-Surgical - $1,968 per week in Lawton, OK",-98.282128,Adzuna::API::Response::Company,TravelNurseSource,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Oklahoma', 'Comanche County', 'Lawton']","Lawton, Comanche County",Adzuna::API::Response::Location,contract
24932.06,"Registered Nurse (RN) | Medical-Surgical Location: Moreno Valley, CA Agency: AHS Staffing Pay: Competitive weekly pay (inquire for details) Shift Information: Nights - 5 days x 8 hours Contract Duration: 4 Weeks Start Date: 5/11/2026 About the Position AHS Staffing is looking for a Med - Surg Registered Nurse in Moreno Valley, CA for a Long Term (Travel) position. This assignment is expected to last 4 weeks. Apply today to speak with a recruiter about the position!",5713710101,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,1,33.878638,24932.06,https://www.adzuna.com/details/5713710101?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMzcxMDEwMSIsInMiOiJiR0dxU2Q5RDhSR185SUtqSldTZEhBIn0.sB4lz1IZct9XczNh5P2kHnsZP4fifzxShY1s0aZ_6ao,"Travel Nurse RN - Medical-Surgical in Moreno Valley, CA",-117.226457,Adzuna::API::Response::Company,AHS Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'California', 'Riverside County', 'Moreno Valley']","Moreno Valley, Riverside County",Adzuna::API::Response::Location,contract
6140.0,"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: North Richland Hills, TX Agency: AHS Staffing Pay: $1,535 per week Shift Information: Nights - 5 days x 8 hours Contract Duration: 14 Weeks Start Date: 5/11/2026 About the Position AHS Staffing is looking for a Emergency Room Registered Nurse in North Richland Hills, TX for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak with a recruiter about the position!",5713710064,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,32.811293,6140.0,https://www.adzuna.com/details/5713710064?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMzcxMDA2NCIsInMiOiJiR0dxU2Q5RDhSR185SUtqSldTZEhBIn0.xBqZGz7lIr645D5ksm-w5rz2zxR0sG1ciU62LHUBf4s,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,535 per week in North Richland Hills, TX",-97.276076,Adzuna::API::Response::Company,AHS Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Texas', 'Tarrant County', 'North Richland Hills']","North Richland Hills, Tarrant County",Adzuna::API::Response::Location,contract
7692.0,"Registered Nurse (RN) | Medical-Surgical Location: Albany, GA Agency: AHS Staffing Pay: $1,923 per week Shift Information: Nights - 5 days x 8 hours Contract Duration: 5 Months Start Date: 5/18/2026 About the Position TravelNurseSource is working with AHS Staffing to find a qualified Med/Surg RN in Albany, Georgia, 31701! AHS Staffing is looking for a Med - Surg Registered Nurse in Albany, GA for a Long Term (Travel) position. This assignment is expected to last 17 weeks. Apply today to speak w…",5713710080,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,31.581331,7692.0,https://www.adzuna.com/details/5713710080?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMzcxMDA4MCIsInMiOiJiR0dxU2Q5RDhSR185SUtqSldTZEhBIn0.SotNsUq3SD76byPoj09mvRVEQc7v33u_3HsW1AWvRiQ,"Travel Nurse RN - Medical-Surgical - $1,923 per week in Albany, GA",-84.15191,Adzuna::API::Response::Company,TravelNurseSource,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Georgia', 'Dougherty County', 'Albany']","Albany, Dougherty County",Adzuna::API::Response::Location,contract
8972.0,"Registered Nurse (RN) | Home Health Location: Fredericksburg, VA Agency: AHS Staffing Pay: $2,243 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 14 Weeks Start Date: 5/11/2026 About the Position AHS Staffing is looking for a Home Health Registered Nurse in Fredericksburg, VA for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak with a recruiter about the position!",5713710065,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,38.296969,8972.0,https://www.adzuna.com/details/5713710065?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkdHcVNkOUQ4UkdfOUlLakpXU2RIQSIsImkiOiI1NzEzNzEwMDY1In0.EK31CcXEdGg1xTzVibNxG0Q5cMYOeccI32LDrS-6Bgo,"Travel Nurse RN - Home Health - $2,243 per week in Fredericksburg, VA",-77.488102,Adzuna::API::Response::Company,AHS Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Virginia', 'Fredericksburg City']","Fredericksburg City, Virginia",Adzuna::API::Response::Location,contract
7348.0,"Registered Nurse (RN) | Med/Surg / Telemetry Location: Des Moines, IA Agency: AHS Staffing Pay: $1,837 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 5/18/2026 About the Position AHS Staffing is looking for a Med - Surg/Tele Registered Nurse in Des Moines, IA for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak with a recruiter about the position!",5713710070,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,41.589,7348.0,https://www.adzuna.com/details/5713710070?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkdHcVNkOUQ4UkdfOUlLakpXU2RIQSIsImkiOiI1NzEzNzEwMDcwIn0.E53zhHqQK2HB3BzAahS1DNCLntnimGxs8pSkv83xYgA,"Travel Nurse RN - Med/Surg / Telemetry - $1,837 per week in Des Moines, IA",-93.6151,Adzuna::API::Response::Company,AHS Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Iowa', 'Polk County', 'Des Moines']","Des Moines, Polk County",Adzuna::API::Response::Location,contract
9452.0,"Registered Nurse (RN) | Medical-Surgical Location: St. Louis, MO Agency: AHS Staffing Pay: $2,363 per week Shift Information: Nights - 5 days x 8 hours Contract Duration: 14 Weeks Start Date: 5/25/2026 About the Position AHS Staffing is looking for a Med - Surg - Neuro Registered Nurse in St. Louis, MO for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak with a recruiter about the position!",5713710089,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,38.630539,9452.0,https://www.adzuna.com/details/5713710089?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkdHcVNkOUQ4UkdfOUlLakpXU2RIQSIsImkiOiI1NzEzNzEwMDg5In0.DaaxZLLbx-FPMM3namQvoU8ATPvMATt6MR2UCNZfDWg,"Travel Nurse RN - Medical-Surgical - $2,363 per week in St. Louis, MO",-90.192822,Adzuna::API::Response::Company,AHS Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']","Saint Louis, Saint Louis County",Adzuna::API::Response::Location,contract
10292.0,"Registered Nurse (RN) | Operating Room Location: Aberdeen, WA Agency: AHS Staffing Pay: $2,573 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 14 Weeks Start Date: 5/18/2026 About the Position TravelNurseSource is working with AHS Staffing to find a qualified OR RN in Aberdeen, Washington, 98520! AHS Staffing is looking for a Operating Room Registered Nurse in Aberdeen, WA for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to spea…",5713710059,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,47.091776,10292.0,https://www.adzuna.com/details/5713710059?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMzcxMDA1OSIsInMiOiJiR0dxU2Q5RDhSR185SUtqSldTZEhBIn0.BVIhhZLPFXJciCufzYh0abgb2tvkoCAgy8ilR6eZ_mc,"Travel Nurse RN - Operating Room - $2,573 per week in Aberdeen, WA",-123.852641,Adzuna::API::Response::Company,TravelNurseSource,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Washington', 'Grays Harbor County', 'Aberdeen']","Aberdeen, Grays Harbor County",Adzuna::API::Response::Location,contract
10732.0,"Registered Nurse (RN) | Labor & Delivery Location: Fort Mohave, AZ Agency: AHS Staffing Pay: $2,683 per week Shift Information: Nights - 5 days x 8 hours Contract Duration: 14 Weeks Start Date: 5/11/2026 About the Position TravelNurseSource is working with AHS Staffing to find a qualified Labor/Delivery RN in Fort Mohave, Arizona, 86426! AHS Staffing is looking for a Labor & Delivery Registered Nurse in Fort Mohave, AZ for a Long Term (Travel) position. This assignment is expected to last 13 we…",5713710137,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,35.022485,10732.0,https://www.adzuna.com/details/5713710137?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMzcxMDEzNyIsInMiOiJiR0dxU2Q5RDhSR185SUtqSldTZEhBIn0.wuPIQdlwWHfRY7TToUmVkigCK5pw_hI6CQfcTQ4bqdg,"Travel Nurse RN - Labor & Delivery - $2,683 per week in Fort Mohave, AZ",-114.58927,Adzuna::API::Response::Company,TravelNurseSource,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Arizona', 'Mohave County', 'Fort Mohave']","Fort Mohave, Mohave County",Adzuna::API::Response::Location,contract
8276.0,"Registered Nurse (RN) | Medical-Surgical Location: St Joseph, MI Agency: AHS Staffing Pay: $2,069 per week Shift Information: Nights - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 5/18/2026 About the Position AHS Staffing is looking for a Med - Surg Registered Nurse in St Joseph, MI for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak with a recruiter about the position!",5713710132,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,41.896285,8276.0,https://www.adzuna.com/details/5713710132?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkdHcVNkOUQ4UkdfOUlLakpXU2RIQSIsImkiOiI1NzEzNzEwMTMyIn0.b0tv3dyTxoPL4O-lU_21y74mo-m9GYYWVlb2_vJY3h8,"Travel Nurse RN - Medical-Surgical - $2,069 per week in St Joseph, MI",-85.503939,Adzuna::API::Response::Company,AHS Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Michigan', 'St. Joseph County']","St. Joseph County, Michigan",Adzuna::API::Response::Location,contract
7428.0,"Registered Nurse (RN) | Labor & Delivery Location: Arlington, TX Agency: AHS Staffing Pay: $1,857 per week Shift Information: Nights - 5 days x 8 hours Contract Duration: 14 Weeks Start Date: 5/19/2026 About the Position AHS Staffing is looking for a Labor & Delivery Registered Nurse in Arlington, TX for a Long Term (Travel) position. This assignment is expected to last 13 weeks. Apply today to speak with a recruiter about the position!",5713710066,full_time,2026-04-29T11:17:24Z,Adzuna::API::Response::Job,0,32.633077,7428.0,https://www.adzuna.com/details/5713710066?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMzcxMDA2NiIsInMiOiJiR0dxU2Q5RDhSR185SUtqSldTZEhBIn0.Gs514ixHfyO6-d5nojvnxcLhO9DT7ragSJJf9Jd3Ses,"Travel Nurse RN - Labor & Delivery - $1,857 per week in Arlington, TX",-97.152093,Adzuna::API::Response::Company,AHS Staffing,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Texas', 'Tarrant County', 'Arlington']","Arlington, Tarrant County",Adzuna::API::Response::Location,contract
