salary_min,__CLASS__,salary_is_predicted,latitude,created,longitude,description,salary_max,adref,id,title,redirect_url,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,contract_time,contract_type
82499.47,Adzuna::API::Response::Job,1,,2026-09-13T12:47:34Z,,"Job Description Make a Difference Every Single Day at Cedars-Sinai! When the work you do every single day has a crucial impact on the lives of others, every effort, every detail, and every second matters. This shared culture of passion and dedication pulses through Cedars-Sinai, and it’s just one of the many reasons we’ve achieved consecutive Magnet designation for nursing excellence! From working with a team of world-class healthcare professionals to using state-of-the-art facilities, you’ll h…",82499.47,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGluYkxwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyODExMjI5In0.y8r194l-k86AxE8oI37RJvQxqQIW-cW9CTSyW3xvpo0,5882811229,Clinical Partner/CNA - 4S Oncology - 12-Hour - Full Time Nights,https://www.adzuna.com/details/5882811229?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"Los Angeles, Los Angeles County",full_time,
98190.91,Adzuna::API::Response::Job,1,34.07362,2026-09-13T12:47:34Z,-118.400356,"Job Description This role follows a hybrid work schedule, with a minimum requirement of four days onsite per week at our Los Angeles work location. Applicants must be able to meet this onsite requirement and, if hired, must reside within a commutable distance of the work location. The Clinical Research Coordinator III works independently providing study coordination including screening of potential patients for protocol eligibility, presenting non-medical trial concepts and details, and partici…",98190.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGluYkxwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyODExMjMwIn0.x87d12xosxkAAg9WidVNQI0PfpIBfXScmOFQ_nU2DNc,5882811230,Clinical Research Coordinator III (Hybrid),https://www.adzuna.com/details/5882811230?utm_medium=api&utm_source=abfa41a4,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Beverly Hills']",Adzuna::API::Response::Location,"Beverly Hills, Los Angeles County",full_time,
155169.66,Adzuna::API::Response::Job,1,34.07362,2026-09-13T12:47:34Z,-118.400356,"Job Description At Cedars-Sinai Medical Care Foundation, our advanced practice providers are an essential part of delivering exceptional patient care. We foster a culture of collaboration, innovation, and compassion, empowering our clinicians to practice at the top of their license while making a meaningful impact on the communities we serve. Supported by state-of-the-art facilities, advanced technology, and a multidisciplinary team of healthcare professionals, you'll have everything you need t…",155169.66,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGluYkxwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyODExMjQwIn0.JOeDgtP7in_IPESQpJmYjyRyWh8IUd8-75elDQwZbYo,5882811240,"Nurse Practitioner or Physician Assistant - Urgent Care - Los Angeles, CA",https://www.adzuna.com/details/5882811240?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Beverly Hills']",Adzuna::API::Response::Location,"Beverly Hills, Los Angeles County",full_time,
119078.95,Adzuna::API::Response::Job,1,34.07362,2026-09-13T12:47:34Z,-118.400356,"Job Description Do you have a passion for the highest clinical quality and patient happiness? Would you like to use your expert clinical competencies with an organization known nationally for excellence in cancer treatment, research and education? We would be happy to hear from you! Please consider the following exciting opportunity with one of the most outstanding and dynamic places to work in California as your next career move. The Samuel Oschin Cancer Center , nationally ranked by U.S. News…",119078.95,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGluYkxwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyODExMjQzIn0.BPh_rEtLcPsP2koU7jmrSgGuF7GYsQoS74royrVJObg,5882811243,Surgical Oncology Nurse Navigator - $10K SIGN ON BONUS 10 Hour Days,https://www.adzuna.com/details/5882811243?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Beverly Hills']",Adzuna::API::Response::Location,"Beverly Hills, Los Angeles County",full_time,
59245.36,Adzuna::API::Response::Job,1,,2026-09-13T12:47:34Z,,"Job Description A Respiratory Therapist I is a novice with less than one year of RT experience. A Respiratory Therapist is a Respiratory Care Practitioner (RCP) who performs general ward therapy RT procedures including: 02 therapy, bland aerosol therapy, medicinal aerosol therapy, volume expansion therapy, bronchial hygiene procedures, CPR. A Respiratory Therapist also performs Adult Critical Care RT procedures including: Setup/management of continuous invasive and non-invasive ventilator syste…",59245.36,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTI0NiIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.s6QdjolYsTIfCvsQP7w6cvyO1NrnIon7LZz38Ti1bQw,5882811246,Respiratory Therapist I - 12 Hour Nights,https://www.adzuna.com/details/5882811246?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"Los Angeles, Los Angeles County",full_time,
100553.38,Adzuna::API::Response::Job,1,,2026-09-13T12:47:34Z,,"Job Description A true leader aims to inspire—and at Cedars-Sinai, that’s exactly what our Nurse Managers do. They’ve got a strong combination of clinical skills, management abilities, and integrity, and they devote every ounce of their hearts to all that they do here. This culture of passion and dedication pulses through Cedars-Sinai, and it’s one of the many reasons we’ve earned a four-time Magnet designation. So if you’re passionate about leading an excellent team at an extraordinary, 852-be…",100553.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTIzNyIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.pVMZ9Gsl3u-gW2BFMP7NIvi1b9K4LloHk7YlHAmzZFM,5882811237,Assistant Nurse Manager - Cancer Center Infusion - 8 Hour Days,https://www.adzuna.com/details/5882811237?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"Los Angeles, Los Angeles County",full_time,
106536.14,Adzuna::API::Response::Job,1,,2026-09-13T12:47:34Z,,"Job Description Are you ready to bring your clinical competencies to a world-class facility recognized as top ten in the United States for transplant services? Do you have a passion for the highest quality and patient satisfaction? Then please respond to this dynamic opportunity available with one of the best places to work in California! We would be happy to hear from you. With expert surgical and medical proficiency in lung, heart, liver, kidney, and pancreas transplantation, the Cedars-Sinai…",106536.14,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTIzMiIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.Q3PkKlSH1yS1bVJH-zpEoS4S-HWotN21VjlPL0DtHck,5882811232,CSMC 7986020 Kidney Pancreas Transplant Clinic Transplant Coordinator FR 13206 Farrell 430 1.00,https://www.adzuna.com/details/5882811232?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"Los Angeles, Los Angeles County",full_time,
45748.49,Adzuna::API::Response::Job,1,33.980289,2026-09-13T12:47:34Z,-118.451745,"Job Description Make a difference every single day! Cedars-Sinai Marina del Rey Hospital and its staff aim to exceed the expectations of our patients, their families and the community with a service-oriented attitude. We seek excellence, courtesy, teamwork, respect, communication and enthusiasm in our future colleagues. If you are looking for exciting career opportunities with growth potential, come and join the team at Cedars-Sinai Marina del Rey Hospital! The Hospital Admissions - Registratio…",45748.49,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTI0NSIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.MAs0_ax_CVo0Gj3XfZCV9fmXPy1j3yzyVAeYvqucSWY,5882811245,Registration Associate - Patient Access - Evenings/Nights - Marina Hospital,https://www.adzuna.com/details/5882811245?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Marina Del Rey']",Adzuna::API::Response::Location,"Marina Del Rey, Los Angeles County",full_time,
118674.1,Adzuna::API::Response::Job,1,,2026-09-13T12:47:34Z,,"Job Description Do you have a passion for the highest clinical quality and patient happiness? Would you like to use your expert clinical competencies with an organization known nationally for excellence in cancer treatment, research and education? We would be happy to hear from you! Please consider the following exciting opportunity with one of the most outstanding and dynamic places to work in California as your next career move. The Samuel Oschin Cancer Center , nationally ranked by U.S. News…",118674.1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTIzOSIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.a_xCC-TScbUwq_HHOPSJgxDLzoCEORXr_xRudwpwSas,5882811239,Registered Nurse III - Cancer Center Exams - 10K SIGN ON BONUS8 Hour Days,https://www.adzuna.com/details/5882811239?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"Los Angeles, Los Angeles County",full_time,
78813.63,Adzuna::API::Response::Job,1,,2026-09-13T12:47:32Z,,"Job Description Make a difference every single day! At Cedars-Sinai, we're motivated by a collective spirit of innovation and the challenge to continuously improve. Above all, we share a real passion for helping others. Day after day, from department to department, our people give their all to create a community unlike any other. This is just one of the many reasons U.S. News & World Report has named us one of America’s Best Hospitals—and now we invite you to join us and make a difference every…",78813.63,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTE5NSIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.13l8yM_1XPMESJjTn1b9CYQeF7I6HMgMX3jI-syyCEc,5882811195,"Clinical Lab Scientist I, SSB Clinical Laboratories - FT - Night",https://www.adzuna.com/details/5882811195?utm_medium=api&utm_source=abfa41a4,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"Los Angeles, Los Angeles County",full_time,
40021.03,Adzuna::API::Response::Job,1,,2026-09-13T12:47:32Z,,"Job Description The Emergency Department Assistant (EDA) acts as the department receptionist. The EDA will answer and relay physician, patient and other department telephone calls, accepts and relays communications via FAX and in person. They must maintain a clean and orderly work station as well as maintaining adequate supplies, patient records, obtains previous patient visit records and EKG's, tracks and follows up in a timely fashion with addendum to medical records and performs duties as ap…",40021.03,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGluYkxwU3Y4UkctRkx4X1lmSVhLUSIsImkiOiI1ODgyODExMTkwIn0.8VW6krE1BY5kY526I5RH3SwPgqZzVanUR8qAryGbd4c,5882811190,Emergency Dept Nursing Assistant- Night Shift,https://www.adzuna.com/details/5882811190?utm_medium=api&utm_source=abfa41a4,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,CEDARS-SINAI,"['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"Los Angeles, Los Angeles County",full_time,
100014.27,Adzuna::API::Response::Job,1,40.27758,2026-09-13T12:47:16Z,-76.7088,"MRI Tech Location: Hummelstown, PA Agency: Health Advocates Network Pay: Competitive weekly pay (inquire for details) Shift Information: Days Start Date: ASAP About the Position Benefits We Offer: Comprehensive health, prescription, dental, vision, life, and disability plans Competitive pay rates Referral opportunities ? Refer a friend & Cash in! Travel reimbursement and per diem allowances Employee discounts Educational opportunities Health Advocates Network was founded based on a shared aspir…",100014.27,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTEyNSIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.48afnf1h-9D0r_2KVVUAMWbynVirs7FyQO6AE0fEWUo,5882811125,"Travel MRI Tech in Hummelstown, PA",https://www.adzuna.com/land/ad/5882811125?se=hinbLpSv8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=625F23FC3E795484BA03FC669684E5D84402DEA8,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Health Advocates Network,"['US', 'Pennsylvania', 'Dauphin County', 'Hummelstown']",Adzuna::API::Response::Location,"Hummelstown, Dauphin County",full_time,
111602.4,Adzuna::API::Response::Job,1,29.721717,2026-09-13T12:47:15Z,-95.631423,"Cath Lab Tech Location: Houston, TX Agency: Health Advocates Network Pay: Competitive weekly pay (inquire for details) Shift Information: Days - 4 days x 10 hours Start Date: ASAP About the Position Benefits We Offer: Comprehensive health, prescription, dental, vision, life, and disability plans Competitive pay rates Referral opportunities ? Refer a friend & Cash in! Travel reimbursement and per diem allowances Employee discounts Educational opportunities Health Advocates Network was founded ba…",111602.4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4MjgxMTEyMiIsInMiOiJoaW5iTHBTdjhSRy1GTHhfWWZJWEtRIn0.jtWqJRFsRYzWxFx6chtnD2O1db4-114fTjlfmz6EvjA,5882811122,"Travel Cath Lab Tech in Houston, TX",https://www.adzuna.com/land/ad/5882811122?se=hinbLpSv8RG-FLx_YfIXKQ&utm_medium=api&utm_source=abfa41a4&v=27D9EE95CD502063C3CE152136A9982643212272,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Health Advocates Network,"['US', 'Texas', 'Harris County', 'Houston', 'Eldridge/West Oaks']",Adzuna::API::Response::Location,"Eldridge/West Oaks, Houston",full_time,
