redirect_url,id,description,contract_time,salary_max,adref,latitude,salary_min,salary_is_predicted,__CLASS__,title,created,longitude,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_type
https://www.adzuna.com/land/ad/5740499179?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=24A2AEBA5F555489A51A7AF0B5142DA846EC8D4A,5740499179,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,83219.82,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MTc5In0.WA2G81H88zGE6x53AFB98Of5mvQQ0oDU0V2FOHRBR7M,40.372048,83219.82,1,Adzuna::API::Response::Job,Restaurant Delivery - Sign Up and Start Earning,2026-05-25T11:40:26Z,-75.292676,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Perkasie, Bucks County","['US', 'Pennsylvania', 'Bucks County', 'Perkasie']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499171?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=DD381E58C22DF7100EF8101EF67A4D6909533C52,5740499171,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,58493.35,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTE3MSIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.XIke_SielKMmmJ8rxJNwKyEAL48c3QEtIxR0JDGsrgU,45.505603,58493.35,1,Adzuna::API::Response::Job,Restaurant Delivery,2026-05-25T11:40:19Z,-122.688215,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Portland, Multnomah County","['US', 'Oregon', 'Multnomah County', 'Portland']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499148?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=7C32790A46DDDFBA9D555CED8DF3F5EE007C2A1D,5740499148,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,65099.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MTQ4In0.tnEBAt91tDDSWFlxAWWTeEDVnlLs9Csf_d2otkSH1kY,40.254897,65099.09,1,Adzuna::API::Response::Job,Drive with Doordash - No CDL license needed,2026-05-25T11:40:01Z,-75.089035,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Jamison, Bucks County","['US', 'Pennsylvania', 'Bucks County', 'Jamison']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499134?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=FA2D805619D2B71ABFF1490EF54FB2AF77D5AD2D,5740499134,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,71364.52,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTEzNCIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.F-Ws4LTEwHhJUuwEBSEssEfZvn0eG8z2JlJOoOL7-cU,39.955624,71364.52,1,Adzuna::API::Response::Job,Delivery Driver - Earn Extra Cash,2026-05-25T11:39:51Z,-75.164753,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Philadelphia, Philadelphia County","['US', 'Pennsylvania', 'Philadelphia County', 'Philadelphia']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499128?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=FC73B4FB0B291D588E9E78805EB8B38658BCD237,5740499128,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,71109.97,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MTI4In0.0vhmKQMG6UROciaJt03NsFzcolshSIHFI9rKljIL0ug,39.958716,71109.97,1,Adzuna::API::Response::Job,Delivery Driver - Earn Extra Cash,2026-05-25T11:39:50Z,-75.919393,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Parkesburg, Chester County","['US', 'Pennsylvania', 'Chester County', 'Parkesburg']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499126?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=65B6CC7F2027BECF26136F6BA6E0839B6C431558,5740499126,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,69792.39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTEyNiIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.m5FI0wFtmHY5Pw69WL9MiQi3MOewzXJbwOwyUKeHXhc,39.89,69792.39,1,Adzuna::API::Response::Job,Delivery Driver - Earn Extra Cash,2026-05-25T11:39:47Z,-75.52,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Concordville, Delaware County","['US', 'Pennsylvania', 'Delaware County', 'Concordville']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499114?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=B5601E1E17D94D4CE08010AB0BDD9575A172A41F,5740499114,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,60329.64,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MTE0In0.7zn_CIuN02IWMVgW85Eaqgb71oSkS3uUp7Hup3ZDiDc,39.296337,60329.64,1,Adzuna::API::Response::Job,Delivery Driver - No Experience Needed,2026-05-25T11:39:41Z,-76.621054,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Baltimore, Baltimore County","['US', 'Maryland', 'Baltimore County', 'Baltimore']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499100?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=E6F610478FA91169F3AC87D5AFFC7A42B8B17755,5740499100,"The engineer will support software sustainment for a fielded satellite communications system. Responsibilities include regularly addressing security findings, identifying and implementing system improvements, and providing user support when needed. The software work involves design, documentation, implementation, and automated testing. This role offers an excellent opportunity to contribute to a system with meaningful real‑world impact. Essential Functions: Participate in software sustainment a…",full_time,107096.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTEwMCIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.AJ_xgpN45Ay13HGigbwjZza2pNYlJBVxR1X-sAd3IH4,38.83367,107096.41,1,Adzuna::API::Response::Job,"Senior Associate, Software Engineer",2026-05-25T11:39:32Z,-104.82099,L3Harris Technologies,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Stratmoor Hills, El Paso County","['US', 'Colorado', 'El Paso County', 'Stratmoor Hills']",it-jobs,IT Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499096?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=A2BCFC22C49FD556D694B90D08159CD5DD627EB2,5740499096,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,82708.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MDQ5OTA5NiIsInMiOiI2a3lwUUZKWThSR3ZqUEQyMFNjMXdRIn0.E1FORYbbGG2vK23q0ACBRaoOpQThuZtnsIv8i3bfijQ,41.096485,82708.62,1,Adzuna::API::Response::Job,Restaurant Delivery - Sign Up and Start Earning,2026-05-25T11:39:31Z,-73.972916,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"West Nyack, Rockland County","['US', 'New York', 'Rockland County', 'West Nyack']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499095?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=CE9ACA9E20251CDC2597842B48D85CA649466798,5740499095,"We are seeking a Senior E&I (Electronics & Instrumentation) Technician to maintain electronic systems, PLC, computer software and components for industrial and commercial applications. Perform testing procedures and maintenance for electronic equipment and components. Inspect electronic systems, instruments and equipment to ensure they meet applicable regulations and safety standards. Initiative and drive to complete tasks quickly and efficiently. Interpersonal skills to work well within a team…",full_time,44533.14,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MDk1In0.IEK-BTK8_UyzqoOW8TtT6TIcuZEFF8-D1EhYunseyLc,33.5814,44533.14,1,Adzuna::API::Response::Job,Engineering Technician D,2026-05-25T11:39:31Z,-92.81934,L3Harris Technologies,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Camden, Ouachita County","['US', 'Arkansas', 'Ouachita County', 'Camden']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499097?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=58D67B2899EDF9040E387C89F86CE62BAAAAC78C,5740499097,"The Quality Control Engineer is responsible for ensuring the manufacturing in-process quality and final quality of L3Harris products. This role involves conducting audits, inspections, and quality data reviews to maintain and improve product standards. The Quality Control Engineer will coordinate quality activities related to Engineering, Manufacturing, and other functions, assisting with the implementation of Quality Control requirements, including AS9100 and ISO9001 quality systems. Essential…",full_time,49250.33,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MDk3In0.zXExIljwF1ty4yauWCl5HHjq504d5rGiaRhsW5T4Gm4,39.961816,49250.33,1,Adzuna::API::Response::Job,Quality Control Technician 3 2nd SHIFT,2026-05-25T11:39:31Z,-74.681119,L3Harris Technologies,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pemberton, Burlington County","['US', 'New Jersey', 'Burlington County', 'Pemberton']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499098?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=88D48AA0E966ABF92410EC3E29A7533FBB904452,5740499098,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",part_time,80879.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MDk4In0.fj-HTHn8xQuULu3-eEUCvhoesRt-vo2Pwbr3IPtvMLg,40.557604,80879.71,1,Adzuna::API::Response::Job,Restaurant Delivery - Sign Up and Start Earning,2026-05-25T11:39:31Z,-74.284591,DoorDash,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Woodbridge, Middlesex County","['US', 'New Jersey', 'Middlesex County', 'Woodbridge']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
https://www.adzuna.com/land/ad/5740499099?se=6kypQFJY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=abfa41a4&v=383B0840D2C7A0C2D95DAAC3C00E5838E605D128,5740499099,"The Program Manager for a dynamic domestic and international portfolio within Maritime’s Imaging Systems (IS) will oversee and expand the business, ensuring effective management of cost, schedule, and technical aspects. The ideal candidate will deliver cutting-edge imaging and submarine system capabilities to customers across various contract types. This is an exciting leadership role and a fantastic chance to collaborate with an exceptional team! Essential Functions: Lead and coordinate cross …",full_time,90036.16,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmt5cFFGSlk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzQwNDk5MDk5In0.o799NfjPP2XEuO1WrYS1311ioYONQJXjS4qlx_rK3Xw,42.484866,90036.16,1,Adzuna::API::Response::Job,"Lead, Program Management",2026-05-25T11:39:31Z,-72.191953,L3Harris Technologies,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Petersham, Worcester County","['US', 'Massachusetts', 'Worcester County', 'Petersham']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
