created,adref,redirect_url,salary_min,id,title,salary_is_predicted,salary_max,longitude,__CLASS__,contract_time,description,latitude,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,location.area,location.__CLASS__,location.display_name,contract_type
2026-06-19T11:53:37Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY4OCIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.A9aY6bmjXqRfM3YKFNVWzPaqhsvXnla8u25ZSrg-rro,https://www.adzuna.com/land/ad/5769472688?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=E96B3A75B968D172C965577427417F913BE4C248,67086.56,5769472688,Quality Technician,1,67086.56,-88.060757,Adzuna::API::Response::Job,,"Job Description Job Description We're seeking a Quality Technician who's ready to put your skills to work on projects that matter - and build a career with a company that's building North America. Job Title: Quality Technician | Req ID: 17090 | HR Contact: Kyle Jon KEMPEN| Location: Theodore Cement Plant AL ABOUT THE ROLE The Quality Technician position provides a quality product to the customer by collecting samples and performing tests on raw materials, materials in process, finished products…",30.732069,Adzuna::API::Response::Company,Amrize,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,"['US', 'Alabama', 'Mobile County', 'Prichard']",Adzuna::API::Response::Location,"Prichard, Mobile County",
2026-06-19T11:53:36Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY4NyIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.q0pDlJPgEk0FyZOOK-kllbiyu_H02ngHJGPekvt0MqI,https://www.adzuna.com/land/ad/5769472687?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=4F3668C67A29F5574AE5EA50651BFA3639374B77,47327.91,5769472687,School Nurse 2026-2027 School Year,1,47327.91,-106.09752,Adzuna::API::Response::Job,,"Job Description Job Description Location: Frisco, TX 75033 Date Posted: 06/18/2026 Category: Nursing Education: Nursing License or Certification With over 30 years in business, the Delta-T Group has built a reputation for referring highly qualified professionals for rewarding short and long-term contract opportunities. Our Client is seeking School Nurses (RN Registered Nurse) in Frisco, TX to provide services in the school for the upcoming 2026-2027 school year. AVAILABLE HOURS PRN M-F availabi…",39.574431,Adzuna::API::Response::Company,Delta-T Group Inc.,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Colorado', 'Summit County', 'Frisco']",Adzuna::API::Response::Location,"Frisco, Summit County",
2026-06-19T11:53:35Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjg2In0.FT9cfzWINfRWQWc80L7O6IPPFkooOBPvkwR9Y1Gri5k,https://www.adzuna.com/land/ad/5769472686?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=5DB6266982CC63A26ED1B650F0B2FC6481A66295,43995.06,5769472686,Heavy Equipment Operator,1,43995.06,-86.392222,Adzuna::API::Response::Job,,"Job Description Job Description Job Title: Heavy Equipment Operator Job Description This role operates heavy construction equipment such as excavators, dozers, backhoes, and front-end loaders to support commercial site work projects. You safely load and unload trucks, haul and hoist materials, and assist with the installation of sewer, water, storm piping, and electrical conduit while following all safety and incident reporting procedures. You also read and interpret blueprints and designs and …",38.518056,Adzuna::API::Response::Company,Aerotek,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"['US', 'Indiana', 'Orange County', 'Chambersburg']",Adzuna::API::Response::Location,"Chambersburg, Orange County",
2026-06-19T11:53:34Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjg1In0.xW0jT9krk0Ok8qjV3neA3kGrtT6tnpmHF1jxVtbJisI,https://www.adzuna.com/land/ad/5769472685?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=CE2967D79FAD327E6AB99E0D3E1D5162EB816473,139255.5,5769472685,Market Intelligence Manager,1,139255.5,-75.777846,Adzuna::API::Response::Job,,"Job Description Job Description Market Intelligence Manager Market Intelligence Manager Position Overview We are seeking a Market Intelligence Manager to lead the collection, analysis, and delivery of actionable market insights that support strategic decision-making. The role combines market research, competitive intelligence, forecasting, and data-modeling skills to turn disparate data into clear opportunity assessments and go-to-market recommendations. The successful candidate will manage mar…",41.354993,Adzuna::API::Response::Company,Cybercoders,it-jobs,Adzuna::API::Response::Category,IT Jobs,"['US', 'Pennsylvania', 'Luzerne County', 'Duryea']",Adzuna::API::Response::Location,"Duryea, Luzerne County",
2026-06-19T11:53:25Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY4MiIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.npsmt2DxoFVQCDCQX3fZEOYkuXpQ1y-iAqbAzXcZ5-A,https://www.adzuna.com/land/ad/5769472682?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=079155040CA95940F32DFC7FDA7DF35B8459AFBE,64788.55,5769472682,Special Education Teacher 2026-2027 SY,1,64788.55,-100.467084,Adzuna::API::Response::Job,,"Job Description Job Description $2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your bes…",38.481961,Adzuna::API::Response::Company,Epic Special Education Staffing,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"['US', 'Kansas', 'Lane County', 'Dighton']",Adzuna::API::Response::Location,"Dighton, Lane County",
2026-06-19T11:53:18Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY4MCIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.XlqIpkeiEWXyKkXoCn57I2yvbljEiho312L7A11AJw4,https://www.adzuna.com/land/ad/5769472680?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=85D3F87A932B07C19E86034450B5D7E0B45B13D6,70720.0,5769472680,Nurse Case Manager (RN) | Up to $47/hr  $10K Sign-On Bonus,0,97760.0,-86.643616,Adzuna::API::Response::Job,,"Job Description Job Description RN Case Manager – Acute Care Services Location: Fort Walton Beach, FL Schedule: Full-Time | Day Shift 8:00 AM – 4:30 PM | Rotating Weekends Compensation $34.25 – $47.10/hour (based on experience) $10,000 Sign-On Bonus Relocation Assistance Available (case by case) We are seeking an experienced RN Case Manager to join a leading acute care hospital in the Florida Panhandle. This role is ideal for a clinically strong nurse who is passionate about patient advocacy, d…",30.467448,Adzuna::API::Response::Company,Lancesoft INC,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,"['US', 'Florida', 'Okaloosa County', 'Fort Walton Beach']",Adzuna::API::Response::Location,"Fort Walton Beach, Okaloosa County",
2026-06-19T11:53:18Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjgxIn0.-DAuHozMDu5_HqFgnfEe4zKIUrHiSqyvqu-m9beHqQE,https://www.adzuna.com/land/ad/5769472681?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=845FBC11F4FB5E512C67132B8049551E23EE5AE2,38598.64,5769472681,Retail Sales Associate,1,38598.64,-102.346389,Adzuna::API::Response::Job,,"Job Description Job Description At Batteries Plus, we don't just power products-we power people's everyday lives. As a Store Associate , you'll be the face of our brand, helping customers find the right solutions for their needs. From providing product knowledge and technical support to keeping the store running smoothly, you'll play an essential role in creating positive customer experiences while supporting daily operations. What You'll Do Greet customers and provide friendly, knowledgeable s…",41.408611,Adzuna::API::Response::Company,Batteries Plus,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"['US', 'Nebraska', 'Garden County', 'Oshkosh']",Adzuna::API::Response::Location,"Oshkosh, Garden County",
2026-06-19T11:53:12Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2OTQ3MjY3OSIsInMiOiJuSURqamZscjhSR2wwTUtjYUpCQnBnIn0.pQ2qneteL-NL5YtoQEz_DLGJ4KvUWAj24nXPGVCgIMM,https://www.adzuna.com/land/ad/5769472679?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=5A825E17CC2D34EB774DEDB6E5B36B283A592D76,70123.71,5769472679,Benefits Sales Representative - Hybrid,1,70123.71,-90.689293,Adzuna::API::Response::Job,,"Job Description Job Description Crafting Brighter Futures for Businesses Families across the US At the forefront of specialized financial services, we help families safeguard their assets and promise a profound purpose: ensuring a brighter future for every client. Role Overview: As a Benefits Representative, you play a pivotal role in helping families protect their assets and secure their futures. You'll be the face of our company, embodying our values and commitment. Primary Responsibilities: …",38.713386,Adzuna::API::Response::Company,DiFilippo & Associates,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,"['US', 'Missouri', 'Saint Charles County', 'Weldon Spring']",Adzuna::API::Response::Location,"Weldon Spring, Saint Charles County",
2026-06-19T11:53:05Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjc3In0.yoHWNvXBBjAcLGryUYl2P-efftGgTGykS_xP4obPT0A,https://www.adzuna.com/land/ad/5769472677?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=F00E05BF2DFCB19D1E59B0D8D957B1AF018EA139,75943.16,5769472677,Benefits Sales Representative - Hybrid,1,75943.16,-90.463453,Adzuna::API::Response::Job,,"Job Description Job Description Crafting Brighter Futures for Businesses Families across the US At the forefront of specialized financial services, we help families safeguard their assets and promise a profound purpose: ensuring a brighter future for every client. Role Overview: As a Benefits Representative, you play a pivotal role in helping families protect their assets and secure their futures. You'll be the face of our company, embodying our values and commitment. Primary Responsibilities: …",38.612275,Adzuna::API::Response::Company,DiFilippo & Associates,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,"['US', 'Missouri', 'Saint Louis County', 'Town and Country']",Adzuna::API::Response::Location,"Town and Country, Saint Louis County",
2026-06-19T11:53:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjczIn0.y8WUPeSXCWfK5rOhXa_9do5PVdEhe9eH0cxxwX5WzUA,https://www.adzuna.com/land/ad/5769472673?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=34A5C6258ADC18F9A42938B894307307634F5000,152602.34,5769472673,Field Sales Consultant,1,152602.34,-87.250569,Adzuna::API::Response::Job,,"Job Description Job Description Field Sales Consultant W2 | Paid Training  Uncapped earnings potential | Flexible Schedule Landover, Maryland/Washington DC area Renuity is one of the nation's largest and fastest-growing home improvement companies, serving homeowners across more than 40 states and 50 markets nationwide. Through our family of trusted brands, we help homeowners transform their living spaces with innovative renovation solutions designed to be faster, easier, and less disruptive tha…",39.85254,Adzuna::API::Response::Company,Renuity,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,"['US', 'Indiana', 'Parke County', 'Annapolis']",Adzuna::API::Response::Location,"Annapolis, Parke County",
2026-06-19T11:53:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjc1In0.4xgVFiXV8eylRECGAbr3idk5My7fFtN0MqPWQUHRXcE,https://www.adzuna.com/land/ad/5769472675?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=A4242760842A0B95CFC44639C307AA9F0714B6E9,37370.5,5769472675,Maintenance Technician - 3rd Shift,1,37370.5,-89.794845,Adzuna::API::Response::Job,,"Job Description Job Description Job Title: Maintenance Technician – 3rd Shift Job Description The Maintenance Technician on 3rd Shift maintains, repairs, and rebuilds a wide range of production and facility equipment to ensure safe, reliable, and efficient operation of manufacturing lines. This role works largely independently on the production floor, planning and executing preventive maintenance and responding quickly to equipment issues to minimize downtime. Responsibilities Maintain and repa…",43.176659,Adzuna::API::Response::Company,Aerotek,maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,"['US', 'Wisconsin', 'Dane County', 'Mazomanie']",Adzuna::API::Response::Location,"Mazomanie, Dane County",
2026-06-19T11:53:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjc0In0.1ExWtRlDCbHyEINgP79tTyigS8DWYm_gJZU7cFBl1TE,https://www.adzuna.com/land/ad/5769472674?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=C863B6E3AC1BB5BAC730BFD11B15ED060F38378D,180000.0,5769472674,Remote Psychiatric Nurse Practitioner (PMHNP) - Wisconsin,0,215000.0,-87.899151,Adzuna::API::Response::Job,,"Job Description Job Description Talkiatry is a clinician-led, virtual psychiatry practice built to combine the stability of a hospital practice with the clinical autonomy of private practice. This role is designed for experienced Psychiatric Mental Health Nurse Practitioners (PMHNPs) who want: Predictable, W-2 compensation and benefits Control over their schedule, session structure, and patient population Minimal administrative burden in a fully remote, outpatient model What your day-to-day pra…",43.043978,Adzuna::API::Response::Company,Talkiatry,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"['US', 'Wisconsin', 'Milwaukee County', 'Milwaukee']",Adzuna::API::Response::Location,"Milwaukee, Milwaukee County",
2026-06-19T11:53:01Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjcyIn0.lxPH5rHADy3MeAdVtDuDZoeBLSaAqFBfEekmknQxUPY,https://www.adzuna.com/land/ad/5769472672?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=EE7CBFA4E214372379AC81D91F648B8090CEC32C,102049.05,5769472672,Accounts Payable Manager,1,102049.05,-117.75493,Adzuna::API::Response::Job,,"Job Description Job Description Accounts Payable Manager Accounts Payable Manager (Irvine, CA / On-site to start with flex hybrid later) Join a growing, industry-leading services company and take ownership of scaling and modernizing high-volume AP operations. This is a hands-on leadership role for someone who thrives on improving processes, implementing automation, and leading teams in a fast-paced environment. What You'll Do Lead and manage the end-to-end accounts payable function in a high-vo…",33.751486,Adzuna::API::Response::Company,Cybercoders,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,"['US', 'California', 'Orange County', 'Irvine']",Adzuna::API::Response::Location,"Irvine, Orange County",
2026-06-19T11:53:01Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibklEampmbHI4UkdsME1LY2FKQkJwZyIsImkiOiI1NzY5NDcyNjcxIn0.YgPILKj8ogEZLM7XrqT8ErtEGgNz6Hv8FmwjA8w46L4,https://www.adzuna.com/land/ad/5769472671?se=nIDjjflr8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=C1818084921650DAFA0E51C04616B7053D43191F,140096.16,5769472671,Tax Manager,1,140096.16,-106.0275,Adzuna::API::Response::Job,,"Job Description Job Description Tax Manager Tax Manager Position Overview We are seeking an experienced Tax Manager to lead our tax compliance, planning, and reporting functions. The Tax Manager will oversee the preparation and review of federal, state, local, and international tax returns, manage tax provision and accounting processes, identify tax planning opportunities, and ensure compliance with changing tax laws. This role requires strong technical tax knowledge, excellent communication sk…",37.020833,Adzuna::API::Response::Company,Cybercoders,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,"['US', 'Colorado', 'Conejos County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Conejos County",
