longitude,__CLASS__,redirect_url,salary_min,description,adref,created,title,salary_max,salary_is_predicted,id,latitude,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
-90.447207,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293703?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=812D628A7E9F11387002DF07729ADA5F4CE0004C,84734.7,"Locums Hospitalist position in Missouri. Family practice or Internal Medicine physicians are urged to apply. Hourly pay starting at $120.00 and up. Little to no procedures. Pulmonologists are available four days a week. Physician will have contact with 10 - 16 patients per shift. This is an urgent need. Call for more details. If you are interested in hearing more about this opportunity, please call HDA at , or text to . You can also reach us through email at . Please reference Job ID  6561",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkJrOG1UU2o4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYwMjkzNzAzIn0.bhRB1ErZKz7DEY9fkD4M435oAbdLfQM-u8b6wKA52zg,2026-08-28T18:40:09Z,"Physician / Hospitalist / Missouri / Locum tenens / Hospitalist Physician Job near St. Louis, Missouri (6561) Job",84734.7,1,5860293703,38.688153,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Creve Coeur, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Creve Coeur']",Adzuna::API::Response::Location,full_time,contract
-76.1509,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293689?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=CAA6F2A58DD871F1D34690AA3F4827F5191A7DA1,106572.93,"Upstate New York is one of the most affordable places in the North to live. One of the most prestigious family practice residencies in upstate New York is in need of a Assistant Director to their residency. If you are interested in hearing more about this opportunity, please call HDA at , or text to . You can also reach us through email at . Please reference Job ID  JD6614",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkJrOG1UU2o4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYwMjkzNjg5In0.8yi8Ae610E78P9UFHjmzpqI31mOPI9OVHi-0mEPotDI,2026-08-28T18:40:09Z,"Physician / Family Practice / New York / Locum or Permanent / Family Practice Physician Job near Syracuse, New York (JD6614) Job",106572.93,1,5860293689,43.0429,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Syracuse, Onondaga County","['US', 'New York', 'Onondaga County', 'Syracuse']",Adzuna::API::Response::Location,full_time,contract
-119.997064,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293663?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=C66C8B36CE15DEB994252E3B9C2E69BD8D0EC644,194449.9,"BC/BE NEUROLOGIST NEEDED NEAR Mabton, WA A well established practice is seeking BC/BE NEUROLOGY candidates to join their team! Qualified candidates may include MD or DO practicing Physicians, recent/future graduates, and visa candidates will be considered. Opportunity Details: - Outpatient clinic; inpatient and ED consultations - EEG, EMG, Stroke Program leadership - Interaction with Residents and Medical Students, - Nationally competitive salary and benefits package, productivity incentive opp…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzY2MyIsInMiOiJGQms4bVRTajhSR3hTZjFpR1hLb1FBIn0.2wYKGfwWEeysdv6Sl82x_OI424ylUnive1Efy8-XENY,2026-08-28T18:40:09Z,"Physician / Neurology / Washington / Locum or Permanent / BC/BE NEUROLOGIST NEEDED NEAR Mabton, WA Job",194449.9,1,5860293663,46.215361,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Mabton, Yakima County","['US', 'Washington', 'Yakima County', 'Mabton']",Adzuna::API::Response::Location,full_time,contract
-86.567359,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293711?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=2C2D46B7EE64780213E16712D3CF3691F8AB7F11,150463.44,"Busy practice in NE Alabama is looking for an OBGYN Very competitive salary and generous benefits package. The call is 1:3-weekends. They would welcome a Candidate with ties to the south This city has all of the ambience of a small town; a warm and welcoming community, coupled with a strong economy and accessibility to Birmingham, Huntsville and Atlanta. Employed position for the at least the first year Call is 1:3 Want someone from the south or has strong ties to the south. They have great ret…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkJrOG1UU2o4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYwMjkzNzExIn0.a26ki4mDFPP2lhqONytNIssS0niMWw7szHLztdznTPY,2026-08-28T18:40:09Z,"Physician / Gynecology / Alabama / Locum or Permanent / Obstetrics and Gynecology Physician Job near Huntsville, Alabama (JD7544) Job",150463.44,1,5860293711,34.727581,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Huntsville, Madison County","['US', 'Alabama', 'Madison County', 'Huntsville']",Adzuna::API::Response::Location,full_time,contract
-92.08222,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293665?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=8BDFC16859EE3D45689AF0A31F183C240205A64F,132718.83,"BC/BE OBGYN Needed Near North English, IA A well established practice is seeking a BC/BE OBGYN. Join an established hospital employed practice that will allow quick practice growth, with the support of collaborative providers and an outstanding hospital. There is regional and local access to all specialists. The facility has a patient base of nearly 125,000 and there is a strong need for additional OBGYN physicians. Recruitment Package may include: - Base salary  wRVU production incentive - Qua…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzY2NSIsInMiOiJGQms4bVRTajhSR3hTZjFpR1hLb1FBIn0.yIhlPXcBeJj9PHsEDq1x8gGERgL9umAOa72BaVCOOyY,2026-08-28T18:40:09Z,"Physician / Gynecology / Iowa / Locum or Permanent / BC/BE OBGYN Needed Near North English, IA Job",132718.83,1,5860293665,41.52687,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"North English, Iowa County","['US', 'Iowa', 'Iowa County', 'North English']",Adzuna::API::Response::Location,full_time,contract
-81.715776,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293634?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=8E659B4E809A418C7EA34A03F008B704E25AA771,170728.3,"Sports Medicine/Musculoskeletal need in South Carolina. Join this multi-disciplined medical practice and imaging center that offers full treatment services in orthopedic (bones & joints), sports medicine (athletes & athletic conditions), neurology (headaches, nerve issues, nerve disease), arthritis (painful joints), podiatry (diseases and surgery of feet), imaging (x-rays, CT scans), and pain management. Great compensation and benefits package. Monday- Thursday 7:30 to 5:30; Friday 7:30 to 4:30…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkJrOG1UU2o4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYwMjkzNjM0In0.MUmdlgwDVtmRNwFjfNKQ9zu3t97cec3mpJ3tY5Pfg1U,2026-08-28T18:40:09Z,"Physician / Orthopedics / South Carolina / Locum or Permanent / Sports Medicine/Musculoskeletal Physician Job near Ailen, South Carolina Job",170728.3,1,5860293634,33.57614,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Vaucluse, Aiken County","['US', 'South Carolina', 'Aiken County', 'Vaucluse']",Adzuna::API::Response::Location,full_time,contract
-86.80933,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293621?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=91C4DBCE6F67C38737CDEC5B73035669895787C8,184288.56,"OBGYN Physician Job near Birmingham, Alabama Seeking a BC/BE OBGYN to join a dynamic two-physician practice that is rapidly growing near Birmingham. Graduates or practicing physicians are welcome to apply. This position is a mix of OB and GYN. 1:6 Weekend Call. Robotics on-site and Proctor available (robotics experience preferred). Comprehensive Financial Package that may include: Competitive Salary based on MGMA guidelines, Incentive Bonus based on WRUVs, Commencement/Signing bonus, Relocation…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzYyMSIsInMiOiJGQms4bVRTajhSR3hTZjFpR1hLb1FBIn0.vNHWm9B38DBuZ2RKAB62IG2u7tqWJ02MZR_9xNMwSq0,2026-08-28T18:40:09Z,"Physician / Gynecology / Alabama / Locum or Permanent / OBGYN Physician Job near Birmingham, Alabama Job",184288.56,1,5860293621,33.51914,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Birmingham, Jefferson County","['US', 'Alabama', 'Jefferson County', 'Birmingham']",Adzuna::API::Response::Location,full_time,contract
-86.236218,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293718?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=13F5E238EF0508390917A1723A6B04E3F549EEF3,102875.72,"Addiction Medicine PC Locums Job in Michigan Flexible Day Schedule October 1, 2026 - Ongoing Assignment Coverage Details Beginning October 1, 2026 - Ongoing Covering two locations Shift Details Flexible schedule, 8:00 AM - 5:00 PM Monday, Tuesday, half-day Wednesday, and Friday coverage available Wednesday and Thursday half-days at second location No call required Requirements Board Certified in Addiction Medicine Assignment Details Practice Setting: Outpatient Patient panel of approximately 30…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzcxOCIsInMiOiJGQms4bVRTajhSR3hTZjFpR1hLb1FBIn0.vv_Mz42F3IP5WBs4TrYbFSxuvZvInu0WIXS7H-A5nVM,2026-08-28T18:40:09Z,"Physician / Addiction Medicine / Michigan / Locum tenens / Addiction Medicine PC Locums Job in Michigan Flexible Day Schedule October 1, 2026 - Ongoing Job",102875.72,1,5860293718,41.820492,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Jackson and Coker Locum Tenens,Adzuna::API::Response::Company,"Niles, Berrien County","['US', 'Michigan', 'Berrien County', 'Niles']",Adzuna::API::Response::Location,part_time,contract
-76.1509,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293683?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=1F66C7262B0F93D09DBB461DFCA06616FF19AADF,87120.77,"A six-physician private practice in the Greater Syracuse Metro Area, is seeking a BC/BE, fellowship trained orthopedic surgeon in Total Joint Replacement to join our dynamic and growing group. Candidate will be busy from day one with a mix of joint and general orthopedic patients. Responsibilities include rotational call among six physicians and four midlevel providers.",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzY4MyIsInMiOiJGQms4bVRTajhSR3hTZjFpR1hLb1FBIn0.vdQ3Js7GbCiB3su3lSv-Q-7Z-MEnYi6KiTZ9xqi1p7s,2026-08-28T18:40:09Z,"Physician / Orthopedics / New York / Locum or Permanent / Orthopedic Surgery Physician Job South of Syracuse, New York Job",87120.77,1,5860293683,43.0429,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Syracuse, Onondaga County","['US', 'New York', 'Onondaga County', 'Syracuse']",Adzuna::API::Response::Location,full_time,contract
-121.49255,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293700?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=BCEAADE610F6F462F5882061ECA739091B919A98,150551.72,"Busy medical center in Central CA is looking for a Psychiatrist to join it's busy multi specialty group. Centrally located in CA the area is surrounded by rivers, lakes, campsites, golf courses, and city parks. With easy access to Sacramento, Sacramento as well as Yosemite there is an abundance of family friendly amenities to enjoy. Competitive salary includes salary guarantee, relocation package, 401K, deferred compensation plan, CME allowance, and malpractice/tail insurance coverage with full…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRkJrOG1UU2o4Ukd4U2YxaUdYS29RQSIsImkiOiI1ODYwMjkzNzAwIn0.gTKGCW9pF4M6N9B6yeMrRo6u-VwzXnCh-5u_t8yihWI,2026-08-28T18:40:09Z,"Physician / Psychiatry / California / Locum or Permanent / Psychiatry Physician Job near Sacramento, California Job",150551.72,1,5860293700,38.58543,Admin Jobs,admin-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Sacramento, Sacramento County","['US', 'California', 'Sacramento County', 'Sacramento']",Adzuna::API::Response::Location,full_time,contract
-75.486671,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293659?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=87230C30D9A1CB41E40C7F1CD7D7F477520DD0CD,205492.3,"Remote Teleradiologist Locums Job Daytime Shifts Pennsylvania Enjoy true schedule predictability with dedicated daytime hours, full equipment provided, and an expedited onboarding process. Details/Requirements: Shifts: Monday Friday daytime options (8 4, 8 5, or 9 6 EST) Modalities: CT, US, X-ray, MR (some daytime STATs) Caseload: Current studies; backlog reading is optional Credentialing: 4 6 week temp privileges Licensure: Active Pennsylvania highly preferred. Board Certified required Equipme…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzY1OSIsInMiOiJGQms4bVRTajhSR3hTZjFpR1hLb1FBIn0.aVc2LtwvLl55Ug2TLTB5FJXmEm-SS09U55umwOfNGBM,2026-08-28T18:40:09Z,Physician / Radiology / Pennsylvania / Locum tenens / Remote Teleradiologist Locums Job Daytime Shifts Pennsylvania Job,205492.3,1,5860293659,40.041365,IT Jobs,it-jobs,Adzuna::API::Response::Category,Jackson and Coker Locum Tenens,Adzuna::API::Response::Company,"Paoli, Chester County","['US', 'Pennsylvania', 'Chester County', 'Paoli']",Adzuna::API::Response::Location,,contract
-87.8849,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293681?se=FBk8mTSj8RGxSf1iGXKoQA&utm_medium=api&utm_source=abfa41a4&v=F5CD2A4B5904F71EC4FDE5379B7244097E7DF8C3,311334.88,"CHICAGO AREA! Long-standing private group is seeking a new experienced emergency physician to join the team! This is a large, progressive, full-service hospital with constant overlapping coverage and very good specialty back-up. Earn competitive compensation, full benefits and retirement contributions. This group has seen very little turnover, has a strong team mentality and have potential for long-term growth. Enjoy a great practice in one of the America's greatest cities! If you are intereste…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzY4MSIsInMiOiJGQms4bVRTajhSR3hTZjFpR1hLb1FBIn0.XyKbJyqnUtsd4pp2WLzobLaCqd4os9NjQYpgACsUeSU,2026-08-28T18:40:09Z,"Physician / Emergency Medicine / Illinois / Locum or Permanent / Emergency Medicine Physician Job near Chicago, Illinois (5096) Job",311334.88,1,5860293681,41.9613,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Schiller Park, Cook County","['US', 'Illinois', 'Cook County', 'Schiller Park']",Adzuna::API::Response::Location,full_time,contract
-116.105977,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293622?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=EB05EE3142E59744132DD91CB6B5C6B2643FEF2F,144772.84,"Primary Care Physician Job Near Carlin, NV A state-of-the-art facility that features 75 all-private acute care rooms is seeking a Family Practice physician for an outpatient-only practice. This hospital-employed practice should grow to average 20-25 patients per day. Practice hours are standard Monday-Friday, 8am-5pm. No OB/GYN and no procedures. Patients are currently being seen from communities as far as 3.5 hours away. This is an awesome turn-key practice opportunity for the doctor who wants…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzYyMiIsInMiOiJhRi0tbWpTajhSR2NmS1llX2NJcHZBIn0.xkMxUnguxhurHC4ygjGInrjblTSDiZ7OYsSU4jvSvU8,2026-08-28T18:40:09Z,"Physician / Family Practice / Nevada / Locum or Permanent / Primary Care Physician Job Near Carlin, NV Job",144772.84,1,5860293622,40.715728,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Carlin, Elko County","['US', 'Nevada', 'Elko County', 'Carlin']",Adzuna::API::Response::Location,full_time,contract
-88.58796,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293719?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=60721D5CB8F06AB81BFD2B1178CAD13DF9D5D2B4,261834.44,"Nationally recognized Cardiovascular Group of 50  Board Certified Cardiologists is seeking an Interventional physician to join their busy practice. They have 6 locations and cover 41 communities. They offer and excellent work environment in conjunction with the opportunity to practice medicine with a caring, patient- focused team. Additionally, they offer a competitive salary, comprehensive benefits package, sign on bonus, malpractice with tail coverage, generous vacation, deferred retirement, …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUYtLW1qU2o4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYwMjkzNzE5In0.LqYNBN4NmSSQoPdv69V5ydnYJdwI4scBKKwyLRKLM0c,2026-08-28T18:40:09Z,"Physician / Cardiology / Illinois / Locum or Permanent / Interventional Cardiology Physician Job near Effingham, Illinois (JD716154) Job",261834.44,1,5860293719,39.12264,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Lake Sara, Effingham County","['US', 'Illinois', 'Effingham County', 'Lake Sara']",Adzuna::API::Response::Location,full_time,contract
-88.37292,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293687?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=528E18A0F4771714A5008970D91BA5B933F3E580,170878.33,"Vibrant Midwest city is seeking a dynamic Board Certified/Board Eligible Infectious Disease and Medicine physician. This organization is a sophisticated, technologically advanced and integrated healthcare organization. The Infectious Disease practice is a newly added due to seeing growth and an increased need in the area. This position provides inpatient and outpatient care to infectious disease patients and inpatient care to internal medicine patients. This opportunity would be 50% Infectious …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUYtLW1qU2o4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYwMjkzNjg3In0.M7oqCLS2SwHjE-Vc37-YIValpWbH3QmCggaFiast6-Y,2026-08-28T18:40:09Z,"Physician / Infectious Disease / Wisconsin / Locum or Permanent / Infectious Disease Physician Job near Fond du Lac, Wisconsin (JD10118) Job",170878.33,1,5860293687,43.77942,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Fond Du Lac, Fond du Lac County","['US', 'Wisconsin', 'Fond du Lac County', 'Fond Du Lac']",Adzuna::API::Response::Location,full_time,contract
-86.80933,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293675?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=0CD9A9045EA81F2BE289566480498E2A85C68A33,195139.67,"Busy Cardiology practice of 12 is looking for a Non-Interventional to join them. Strong Co-management partnership with a hospital system. Great income potential with excellent benefits and partnership opportunities. Will consider seasoned physicians and graduating Fellows. Great location in Alabama with a plethora of cultural, and outdoor activities. If you are interested in hearing more about this opportunity, please call HDA at , or text to . You can also reach us through email at . Please re…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUYtLW1qU2o4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYwMjkzNjc1In0.ztHChwxVbX9-mfJk6E6gJGDbHEiMTqkm_bIJMY3Un8c,2026-08-28T18:40:09Z,"Physician / Cardiology / Alabama / Locum or Permanent / Invasive Cardiology Physician Job near Birmingham, Alabama Job",195139.67,1,5860293675,33.51914,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Birmingham, Jefferson County","['US', 'Alabama', 'Jefferson County', 'Birmingham']",Adzuna::API::Response::Location,full_time,contract
-82.4096,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293653?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=B811AF0C77C18E7560DA5D5769E760381C2F0FDB,126360.46,Costal Florida need for a BE/BC Orthopedic Surgeon to join an established group in the community. Practicing physicians and new grads with interest in a general orthopedics practice are encouraged to apply. Special interest in hips/knees is a plus. Anticipated ER call coverage is 1:4. Anticipated practice call is 1:3. The hospital has 6 main operating rooms and a dedicated anesthesia group. 4 operating rooms are also available at a nearby outpatient surgical facility. OR block time is available…,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUYtLW1qU2o4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYwMjkzNjUzIn0.YIFqbfO3ETWpa2yE3dGhEO69gRjzV5Vep20x1udtR-k,2026-08-28T18:40:09Z,"Physician / Orthopedics / Florida / Locum or Permanent / Orthopedic Surgery Physician Job near Venice, Florida Job",126360.46,1,5860293653,27.0488,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Venice, Sarasota County","['US', 'Florida', 'Sarasota County', 'Venice']",Adzuna::API::Response::Location,full_time,contract
-81.590022,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293645?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=CD4C7214B06778AA499B72DC3212577EFE2EAB30,158761.55,"Hospitalist opportunity for Internal Medicine physician in Ohio. Full compliment of specialty backup on site. This is with a hospital employed group that is offering a very competitive salary and benefits package. Shifts are 10 hours and physician can expect to work 17 - 20 shifts per month. Average patient load per shift will be around 20 on day shift and 7 - 8 admissions on night shift. This city is a recreational paradise offering golfing, water skiing, fishing, hunting, and boating for warm…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUYtLW1qU2o4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYwMjkzNjQ1In0.oXPgRhuYKBgZ-ksC1RxUx3ws2KfI3_TOUC91EGRSvoY,2026-08-28T18:40:09Z,"Physician / Hospitalist / Ohio / Locum or Permanent / Hospitalist Physician Job near Cambridge, Ohio Job",158761.55,1,5860293645,40.029353,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Cambridge, Guernsey County","['US', 'Ohio', 'Guernsey County', 'Cambridge']",Adzuna::API::Response::Location,full_time,contract
-71.4114,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293625?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=C323089891D6B2CE3700F3798776466243A582BE,136894.17,"Primary Care Physician Job Near Providence, VA A well established healthcare provider in the southwest area of Virginia is seeking BC/BE Family Medicine physicians for our outpatient-only practices. There are a total of three practices that are all well-established and currently have seven primary care providers. This is a great opportunity to have a busy practice in the beautiful mountains of southwest Virginia. A place the whole family will enjoy. The physician will be provided a strong finan…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUYtLW1qU2o4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYwMjkzNjI1In0.OsA45D59EWM2ru4FxAFUMjXJTbpWR6HLv69-fSWXPAs,2026-08-28T18:40:09Z,"Physician / Family Practice / Rhode Island / Locum or Permanent / Primary Care Physician Job Near Providence, VA Job",136894.17,1,5860293625,41.82552,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Providence, Providence County","['US', 'Rhode Island', 'Providence County', 'Providence']",Adzuna::API::Response::Location,full_time,contract
-86.80933,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293566?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=7106E3BD117577F8AE3D5B5CE15B0CE1058BD939,205069.83,"Gastroenterology Physician Job near Birmingham, Alabama Seeking an outstanding BC/BE Gastroenterologist to an establish practice in northwest Alabama. Advanced procedure skills, including ERCP a plus but not required. Call is shared at 1:3, but light! A strong Hospitalist group is in place to admit patients. Recruitment Package may include: Base salary  wRVU production incentive Quality bonus CME allowance Sign-on bonus Medical debt assistance Relocation allowance Residency stipend Medical Dire…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYUYtLW1qU2o4UkdjZktZZV9jSXB2QSIsImkiOiI1ODYwMjkzNTY2In0.blLXQo2Vxx8jUHb3YvjK_FO3LPuHgLJn7xVA0OXQMDg,2026-08-28T18:40:08Z,"Physician / Gastroenterology / Alabama / Locum or Permanent / Gastroenterology Physician Job near Birmingham, Alabama Job",205069.83,1,5860293566,33.51914,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hayman Daugherty Associates, Inc",Adzuna::API::Response::Company,"Birmingham, Jefferson County","['US', 'Alabama', 'Jefferson County', 'Birmingham']",Adzuna::API::Response::Location,full_time,contract
-76.56804,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5860293576?se=aF--mjSj8RGcfKYe_cIpvA&utm_medium=api&utm_source=abfa41a4&v=93A5EAF5ED186480299ED6D84CF888B1195FC762,91645.23,"Dermatologist Opportunity - Central New York - west of Syracuse A well-established, physician-focused dermatology practice is seeking a Board-Certified or Board-Eligible Dermatologist to join its growing team. This is an excellent opportunity to step into an established patient base while benefiting from experienced clinical and administrative support designed to let physicians focus on patient care. Full-time permanent opportunity with a flexible outpatient schedule. No inpatient responsibilit…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MDI5MzU3NiIsInMiOiJhRi0tbWpTajhSR2NmS1llX2NJcHZBIn0.CxcvlpdRdI2luROBaSQGMoxAQ2Iqpd59eAXbNhIRIFI,2026-08-28T18:40:08Z,"Physician / Dermatology / New York / Permanent / Dermatologist - Central New York - west of Syracuse, NY 4-Day Week & Strong Patient Demand Job",91645.23,1,5860293576,42.89142,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Britt Medical Search,Adzuna::API::Response::Company,"Fleming, Cayuga County","['US', 'New York', 'Cayuga County', 'Fleming']",Adzuna::API::Response::Location,full_time,permanent
