redirect_url,salary_is_predicted,contract_type,longitude,id,salary_min,description,adref,title,created,latitude,__CLASS__,salary_max,category.label,category.tag,category.__CLASS__,company.__CLASS__,company.display_name,location.__CLASS__,location.area,location.display_name,contract_time
https://www.adzuna.com/details/5846786221?utm_medium=api&utm_source=abfa41a4,1,,-117.860447,5846786221,38920.85,"Description The Medical Assistant (MA II) works under the delegation of a licensed practitioner to perform duties as directed to assist in providing patient care to assigned patients. A Medical Assistant (MA II) performs all aspects of the Associate Medical Assistant (MA I) role and is fully competent in the clinical needs/functions for assigned clinic/location of work. An Medical Assistant (MA II) is expected to perform in accordance with established policies, procedures, and regulations. Prov…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUt4cnV3dWI4Ukc5bnBTQmlSNk96USIsImkiOiI1ODQ2Nzg2MjIxIn0.mRZhrxFJHcZ1qwQF45OqWvx3mlM2GSVhiJEJapSleug,Medical Assistant,2026-08-18T09:43:10Z,33.746392,Adzuna::API::Response::Job,38920.85,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Providence,Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Santa Ana']","Santa Ana, Orange County",full_time
https://www.adzuna.com/land/ad/5846786196?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=25E3690BE3A0EEB0AE6906FC62F99CDFD6969DD9,1,,-96.704518,5846786196,49387.67,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjE5NiIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.EsKSVCgIUuy8KqnEjC6dRhU1EERrMAOjTMsgKuRGJUI,Calling Highschool Grads - Start Your Career in Medicine (75141),2026-08-18T09:43:10Z,32.643482,Adzuna::API::Response::Job,49387.67,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Hutchins']","Hutchins, Dallas",part_time
https://www.adzuna.com/land/ad/5846786198?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=FF977E7B1E50010B0A29C5C008981DEBEEBFA076,1,,-96.943641,5846786198,41842.2,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUt4cnV3dWI4Ukc5bnBTQmlSNk96USIsImkiOiI1ODQ2Nzg2MTk4In0.tIUgDlh33T6k52Dt3JSurNs9elmGhKjQwkvg12qdO80,"Dental Assistant - Mon-Fri Only, Medical/Dental/Vision (75104)",2026-08-18T09:43:10Z,32.589972,Adzuna::API::Response::Job,41842.2,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Cedar Hill']","Cedar Hill, Dallas",part_time
https://www.adzuna.com/land/ad/5846786195?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=43A4334055D7476968450A32C5EF3B4BD3F097A4,1,,-96.887696,5846786195,44365.54,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUt4cnV3dWI4Ukc5bnBTQmlSNk96USIsImkiOiI1ODQ2Nzg2MTk1In0.oFqaK5I75GzHKIXvXraGmscoo7pFEkoBMXvdC91mLzQ,"Dental Assistant - Mon-Fri Only, Medical/Dental/Vision (75056)",2026-08-18T09:43:10Z,33.077568,Adzuna::API::Response::Job,44365.54,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Denton County', 'The Colony']","The Colony, Denton County",part_time
https://www.adzuna.com/land/ad/5846786184?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=0A1BFF426FB59326110826C241F0CE9168EE779E,1,,-97.126711,5846786184,46103.21,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUt4cnV3dWI4Ukc5bnBTQmlSNk96USIsImkiOiI1ODQ2Nzg2MTg0In0.vdBFJVv2gbvVKErIslbIGNGXGYwQ7Qc0BVpCCgk9Sc4,Calling Highschool Grads - Start Your Career in Medicine (76063),2026-08-18T09:43:10Z,32.583491,Adzuna::API::Response::Job,46103.21,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Mansfield']","Mansfield, Tarrant County",part_time
https://www.adzuna.com/details/5846786158?utm_medium=api&utm_source=abfa41a4,1,,-84.013464,5846786158,45093.38,"Description Parker Store Associate — Hose, Fittings & Fluid Power  $24.00 / hr |  Saginaw, MI | Full-Time  RitterTech ParkerStore, an MCE Company Are you mechanically curious, customer-focused, and looking for a hands-on role where your product knowledge and service attitude make a real difference for the people who walk through the door? At the RitterTech ParkerStore in Saginaw, MI, our Store Associates are the experts that manufacturing, automotive, construction, and industrial customers coun…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUt4cnV3dWI4Ukc5bnBTQmlSNk96USIsImkiOiI1ODQ2Nzg2MTU4In0.WhimK7lUC82_kSGZfZh5VuVQz0jMbZyo75mY3rzgqQQ,Parker Store Associate (48297),2026-08-18T09:43:09Z,43.455783,Adzuna::API::Response::Job,45093.38,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Motion & Control Enterprises,Adzuna::API::Response::Location,"['US', 'Michigan', 'Saginaw County', 'Saginaw']","Saginaw, Saginaw County",full_time
https://www.adzuna.com/land/ad/5846786134?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=6770B5B375978A85060352778F0EC6E315E19500,1,,-96.674274,5846786134,46541.0,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUt4cnV3dWI4Ukc5bnBTQmlSNk96USIsImkiOiI1ODQ2Nzg2MTM0In0.foK8uEnmu7bqDAvaII85fDzRgz5gDspJQIbarIwSOm8,Part time/ Full Time Dental Assistant (75217),2026-08-18T09:43:09Z,32.720123,Adzuna::API::Response::Job,46541.0,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Balch Springs']","Balch Springs, Dallas",part_time
https://www.adzuna.com/details/5846786123?utm_medium=api&utm_source=abfa41a4,0,,-121.444734,5846786123,83200.0,"Description POSITION SUMMARY: An Associate Clinical Social Worker (ACSW) provides mental health services under the supervision of a licensed clinical social worker. ACSW conducts assessments to understand clients' psychological and social needs and develops treatment plans. ACSW offers therapeutic services, such as individual, group, and family therapy, to help clients address mental health issues. ACSW also connects clients with community resources and support services, advocating on their beh…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjEyMyIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.fOHPK5EXmHRCdq22vh7-yriUIXUi3fdnUCRWzEapvRI,Associate Clinical Social Worker,2026-08-18T09:43:09Z,38.479443,Adzuna::API::Response::Job,89440.0,Social work Jobs,social-work-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Health And Life Organization,Adzuna::API::Response::Location,"['US', 'California', 'Sacramento County', 'Florin']","Florin, Sacramento County",full_time
https://www.adzuna.com/land/ad/5846786176?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=884BC01FB825D05978FD7C41B04DE62820750503,1,,-96.8667,5846786176,47253.9,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjE3NiIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.u_D5buiHLVOCRhukrPWsXLNa2KK06ujSKxsJAJCdoDE,Dental Assistant Career - No Experience Needed (75115),2026-08-18T09:43:09Z,32.5971,Adzuna::API::Response::Job,47253.9,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Desoto']","Desoto, Dallas",part_time
https://www.adzuna.com/details/5846786147?utm_medium=api&utm_source=abfa41a4,1,,-85.610619,5846786147,29218.09,"Description WHO WE ARE Are you ready to elevate your career in the restaurant industry? Thunderdome Restaurant Group currently has nine growing concepts: Bakersfield, The Eagle, Krueger’s Tavern, SoHi, Maplewood, Pepp & Dolores, The Davidson, City Bird and Currito. We're looking for individuals who are passionate about excellence and driven by continuous learning. We value loyalty, curiosity, and a relentless pursuit of excellence. All decisions are made based on the CORE VALUES of the company’…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjE0NyIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.CMTCLtGKumjJn5xR0OB92ngs1N2mJt69viyqvUL-N4U,Line Cook,2026-08-18T09:43:09Z,38.26294,Adzuna::API::Response::Job,29218.09,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Thunderdome Restaurant Group,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Jefferson County', 'Lyndon']","Lyndon, Jefferson County",full_time
https://www.adzuna.com/land/ad/5846786149?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=B56FF389A2B605B14DC8B5BD63375DAC474C2570,1,,-97.179251,5846786149,50091.45,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjE0OSIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.pCmzQr8cZMdRsCH7nYrxqMaPW57OGpGP5zbeuTRNygc,Dental Assistant - Start your career here! (76053),2026-08-18T09:43:09Z,32.82432,Adzuna::API::Response::Job,50091.45,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Hurst']","Hurst, Tarrant County",part_time
https://www.adzuna.com/land/ad/5846786170?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=1390F9A04E6682860828916AE903B474E2FCA06C,1,,-94.437764,5846786170,47598.0,"Apex Focus Group partners with research organizations, academic institutions, and brands seeking genuine consumer feedback. We connect individuals with flexible work from home research opportunities that help shape products, services, and user experiences. Role Overview: We’re inviting individuals from all backgrounds, including those searching for admin virtual assistants roles, to express interest in joining upcoming consumer research studies. These may include online interviews, product eval…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjE3MCIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.bNHOcE_58bVtEMkMOT3bQn65yKpMuixXGMuAUhuUQow,WFH Research Panel | Ideal for Admin Virtual Assistants,2026-08-18T09:43:09Z,45.509564,Adzuna::API::Response::Job,47598.0,Creative & Design Jobs,creative-design-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,ApexGroup,Adzuna::API::Response::Location,"['US', 'Minnesota']","Minnesota, US",full_time
https://www.adzuna.com/details/5846786089?utm_medium=api&utm_source=abfa41a4,1,,-89.099686,5846786089,35229.52,"JOIN THE KEESLER FEDERAL CREDIT UNION TEAM The Member Service Department hours of operation are Monday through Friday 7:00 am – 7:00 pm Saturday 8:00 am – 1:00 pm. Schedule flexibility is a must. Keesler Federal Credit Union team members enjoy competitive salaries and a wide range of benefits, some of which include: Medical, dental, and vision insurance Section 125 Flexible Spending Accounts for Health Care and Dependent Care expenses Employee and Dependent Life Insurance 401(k) Retirement Plan…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjA4OSIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.hF8Bo-JekL4A6azKXyq3QpScIkbiK1MLyheBhj63oS0,Member Contact Center Team Lead Gulfport 5226,2026-08-18T09:43:08Z,30.463346,Adzuna::API::Response::Job,35229.52,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Keesler Federal Career,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Harrison County', 'Gulfport', 'West Gulfport']","West Gulfport, Gulfport",full_time
https://www.adzuna.com/land/ad/5846786067?se=iKxruwub8RG9npSBiR6OzQ&utm_medium=api&utm_source=abfa41a4&v=E35C9CC8A71A1B460EB5C6E9C1430A673A422A60,1,,-96.679836,5846786067,43577.69,"Dental Assistant – No Experience Needed (Training Available) Ready to start a rewarding career in healthcare? At Indigo Dental Staffing, we connect you with top dental practices across Texas. Picture yourself in a clean, professional environment, wearing stylish scrubs, helping patients feel confident about their smiles, and building a career you'll be proud of. No experience or certification required! Enjoy great pay, hands-on training, and a flexible weekday schedule (Monday–Friday, 9–5). The…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0Njc4NjA2NyIsInMiOiJpS3hydXd1YjhSRzlucFNCaVI2T3pRIn0.WerJyCrQtXb59azQjx8rYYs0ohHJKJabLJlYgXWODcE,Dental Assistant - Start your career here! (75172),2026-08-18T09:43:08Z,32.598529,Adzuna::API::Response::Job,43577.69,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Indigo Dental Staffing,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Wilmer']","Wilmer, Dallas",part_time
