longitude,latitude,salary_max,salary_min,description,salary_is_predicted,created,adref,title,redirect_url,__CLASS__,id,category.label,category.tag,category.__CLASS__,company.__CLASS__,company.display_name,location.__CLASS__,location.display_name,location.area,contract_time,contract_type
,,29699.16,29699.16,"Thanks for your interest in Success Academy! Running a large, fast-growing, and high-performing network of public charter schools takes a village - families, children, teachers, staff and faculty, advocates, and supporters alike. We are growing fast in New York and expanding to Florida, and we would love to welcome you to our community! We work tirelessly every day to ensure children have access to a fun, rigorous, whole-child education regardless of zip code or economic status. When you join S…",1,2026-06-05T12:02:15Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxODE4OSIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.YZ3-QmIZjnadpB1ZdRB0DU-eyUVM4La_9GSIqH2rYSQ,Operations Coordinator,https://www.adzuna.com/details/5753318189?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,5753318189,Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Success Academy Charter Schools, Inc.",Adzuna::API::Response::Location,US,['US'],,
-70.653511,43.153967,118664.0,0.0,"LeaderStat is seeking a travel nurse RN Endoscopy for a travel nursing job in York, Maine. Job Description & Requirements Specialty: Endoscopy Discipline: RN Start Date: 06/22/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Estimated Pay Package : Up to $ 2281.72 per week *The above pay package is an estimate, please contact our team to put together your personalized pay package, as a variety of factors can influence your total pay.* Registered Nurse - RN Endos…",0,2026-06-05T12:02:15Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0NRdWhfaGc4UkdnVkl5ZDNiaDRmZyIsImkiOiI1NzUzMzE4MjIwIn0.LVjEkfrVL-2_QRSfi83twE3PtROyWJ_k-nCs1qLrcGY,"Travel Endoscopy/Special Procedures RN - $2,282 per week",https://www.adzuna.com/land/ad/5753318220?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=7973081EF427B0D35BA95887BA8932F564B5DA64,Adzuna::API::Response::Job,5753318220,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,LeaderStat,Adzuna::API::Response::Location,"York, York County","['US', 'Maine', 'York County', 'York']",,
-93.0932,44.9445,114192.0,0.0,"American Traveler is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Saint Paul, Minnesota. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 06/22/2026 Duration: 18 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Assignment Overview Shift: Days, 3x12hrs Hours: 36 hrs/wk Start Date: Jun 22, 2026 Length: 18 weeks Openings: 1 Description American Traveler is seeking an experienced RN for a high-risk Labor & Deliv…",0,2026-06-05T12:02:15Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxODIxNyIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.mMhEnwm15HPgRr2A-nYi56bDI-YAdgLPLb1Wj_hBJJ0,"Travel High Risk Labor and Delivery RN - $2,196 per week",https://www.adzuna.com/land/ad/5753318217?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=279648EF4CBE0535979E835109DBC69A6502FD86,Adzuna::API::Response::Job,5753318217,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,American Traveler,Adzuna::API::Response::Location,"Saint Paul, Ramsey County","['US', 'Minnesota', 'Ramsey County', 'Saint Paul']",,
-83.126331,40.585716,116000.0,92000.0,"OhioHealth is seeking a compassionate Staff RN to join our Healthcare & Medical Services team. In this role, you will provide high-quality, patient-centered care, collaborate with an interdisciplinary team, and support patients and families through all stages of treatment. You will assess, plan, implement, and evaluate nursing care while adhering to safety and quality standards. OhioHealth offers a supportive, inclusive culture with opportunities for professional growth, continuing education, a…",0,2026-06-05T12:02:15Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxODIxMCIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.JKjuIzw_rwCMrtDBDZNarDdaHUFZ6gWT5LhQrB472KU,Staff RN,https://www.adzuna.com/land/ad/5753318210?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=ABD5AC16CF057F00F866A8AFBB7B5F0BE62AC393,Adzuna::API::Response::Job,5753318210,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,OhioHealth,Adzuna::API::Response::Location,"Marion, Marion County","['US', 'Ohio', 'Marion County', 'Marion']",,
-82.34406,29.63957,92000.0,76000.0,"UF Health is seeking a dedicated RT to join our Healthcare & Medical Services team in Gainesville, FL. In this role, you will deliver high-quality respiratory care, perform assessments and treatments, and collaborate with an interdisciplinary team to optimize patient outcomes. You’ll work in an academic health center known for innovative research, advanced therapies, and patient-centered care. UF Health offers a collaborative, inclusive culture that supports professional growth, continuous lear…",0,2026-06-05T12:02:14Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxODE0OSIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.1LkxRp3DgRFDE2cXKvOLGKks6j69aijgNPPRHCA9szU,RT,https://www.adzuna.com/land/ad/5753318149?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=5A670B23E1E42248C39143577136C5F58FCE2871,Adzuna::API::Response::Job,5753318149,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,UF Health,Adzuna::API::Response::Location,"Gainesville, Alachua County","['US', 'Florida', 'Alachua County', 'Gainesville']",,
-86.314619,33.50251,85122.83,85122.83,"When you join Pell City Animal Hospital in Cropwell, AL, you become part of a legacy dedicated to comprehensive, compassionate care since 1975. Our mission is to treat every patient like our own, a commitment that has earned us a stellar 4.8-star Google rating from the community we serve. Crucially, we hold the American Animal Hospital Association (AAHA) accreditation, meaning we regularly undergo rigorous evaluations covering nearly every aspect of the hospital, including surgery, patient care…",1,2026-06-05T12:02:11Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0NRdWhfaGc4UkdnVkl5ZDNiaDRmZyIsImkiOiI1NzUzMzE4MDg1In0.jX39oaLqeOVx6kVr3fy1Bl9qbJLext723N0D8ARxm8I,Licensed Veterinary Technician,https://www.adzuna.com/land/ad/5753318085?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=C0157350BEA1FA21C86024D7DB53660CA0856299,Adzuna::API::Response::Job,5753318085,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Pell City Animal Hospital,Adzuna::API::Response::Location,"Cropwell, St. Clair County","['US', 'Alabama', 'St. Clair County', 'Cropwell']",,
-97.6206,30.4383,133000.0,107000.0,"HCA Healthcare seeks a Registered Nurse Clinical Nurse Coordinator for our Cardiovascular Intensive Care Unit (CVICU). In this leadership role, you’ll coordinate daily clinical operations, support bedside nurses, and ensure high-quality, patient-centered cardiac critical care. Responsibilities include care planning, staff mentoring, collaboration with physicians, and driving evidence-based practices and continuous improvement. Ideal candidates have strong critical care experience, leadership sk…",0,2026-06-05T12:02:08Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxODAxMSIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.Cwb5W9dhTt-lHN_-wshakiLbcyFyQcSJ8RvLFymC1wk,Registered Nurse Clinical Nurse Coordinator,https://www.adzuna.com/land/ad/5753318011?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=3B5E8BF0461BEDC7267A230406219ABC2C44CA61,Adzuna::API::Response::Job,5753318011,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,HCA Healthcare,Adzuna::API::Response::Location,"Pflugerville, Travis County","['US', 'Texas', 'Travis County', 'Pflugerville']",,
-97.827557,30.497311,134000.0,108000.0,"HCA Healthcare seeks a Registered Nurse Clinical Nurse Coordinator for our Cardiovascular Intensive Care Unit (CVICU). In this leadership role, you’ll coordinate daily clinical operations, support bedside nurses, and ensure high-quality, patient-centered cardiac critical care. Responsibilities include care planning, staff mentoring, collaboration with physicians, and driving evidence-based practices and continuous improvement. Ideal candidates have strong critical care experience, leadership sk…",0,2026-06-05T12:02:08Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxODAwNyIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.E7kGZM1ozSLpu6eLn_E-z_L_OBBv38sXpIKi5GnS0GM,Registered Nurse Clinical Nurse Coordinator,https://www.adzuna.com/land/ad/5753318007?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=045C0406358BE3BD5569DC3D0DAAC966FBE6261A,Adzuna::API::Response::Job,5753318007,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,HCA Healthcare,Adzuna::API::Response::Location,"Cedar Park, Williamson County","['US', 'Texas', 'Williamson County', 'Cedar Park']",,
-97.672068,30.517477,134000.0,105000.0,"HCA Healthcare seeks a Registered Nurse Clinical Nurse Coordinator for our Cardiovascular Intensive Care Unit (CVICU). In this leadership role, you’ll coordinate daily clinical operations, support bedside nurses, and ensure high-quality, patient-centered cardiac critical care. Responsibilities include care planning, staff mentoring, collaboration with physicians, and driving evidence-based practices and continuous improvement. Ideal candidates have strong critical care experience, leadership sk…",0,2026-06-05T12:02:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0NRdWhfaGc4UkdnVkl5ZDNiaDRmZyIsImkiOiI1NzUzMzE4MDA1In0.2Kza5OFcLYuxS91tFngNVIguDDIadCeK1Oa0Gcy0eGU,Registered Nurse Clinical Nurse Coordinator,https://www.adzuna.com/land/ad/5753318005?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=EA10F9E0F1FA3A183C8BA76DBEF427C49BFC2906,Adzuna::API::Response::Job,5753318005,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,HCA Healthcare,Adzuna::API::Response::Location,"Round Rock, Williamson County","['US', 'Texas', 'Williamson County', 'Round Rock']",,
-97.765554,30.244865,138000.0,110000.0,"HCA Healthcare seeks a Registered Nurse Clinical Nurse Coordinator for our Cardiovascular Intensive Care Unit (CVICU). In this leadership role, you’ll coordinate daily clinical operations, support bedside nurses, and ensure high-quality, patient-centered cardiac critical care. Responsibilities include care planning, staff mentoring, collaboration with physicians, and driving evidence-based practices and continuous improvement. Ideal candidates have strong critical care experience, leadership sk…",0,2026-06-05T12:02:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0NRdWhfaGc4UkdnVkl5ZDNiaDRmZyIsImkiOiI1NzUzMzE4MDE1In0.CPY7YdbtltOT-IkWjohgXqkEFLK99Ful6C8JoA7krzI,Registered Nurse Clinical Nurse Coordinator,https://www.adzuna.com/land/ad/5753318015?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=9B83051E983E19B3BC5E8D68CCDE5738EED7A2E0,Adzuna::API::Response::Job,5753318015,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,HCA Healthcare,Adzuna::API::Response::Location,"Travis Heights, Travis County","['US', 'Texas', 'Travis County', 'Travis Heights']",,
-122.1209,47.6829,169211.42,169211.42,"Additional Information Job Number 26061366 Job Category Engineering & Facilities Location 7401 164th Ave NE, Redmond, Washington, United States, 98052 VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Management Pay Range: $84,000-$115,000 annually Bonus Eligible: Y JOB SUMMARY Provides a high level of property maintenance knowledge. Position has overall responsibility for maintaining the building, grounds and physical plant with particular attention towards safety, security and …",1,2026-06-05T12:02:03Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxNzYzNiIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.6Xvy_g9EwPd8pjZw92LEmgaWq5WnvlhpYAzN_1ZDjrI,Director of Engineering,https://www.adzuna.com/land/ad/5753317636?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=362EE9D00D29A517FB28A3DFC9960852B669C025,Adzuna::API::Response::Job,5753317636,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Marriott International, Inc",Adzuna::API::Response::Location,"Redmond, King County","['US', 'Washington', 'King County', 'Redmond']",,
-122.680488,45.529774,69287.51,69287.51,"Additional Information Job Number 26064294 Job Category Rooms & Guest Services Operations Location 1150 NW 9th Ave, Portland, Oregon, United States, 97209 VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Management Pay Range: $25.77-$33.17 per hour Bonus Eligible: Y JOB SUMMARY Supports the successful execution of all operations in the hotel operations departments (may include Front Office, Business Center, Recreation/Health Club, Housekeeping, Food and Beverage/Culinary and Eng…",1,2026-06-05T12:02:03Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxNzY4MSIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.cYINn_pdjJwFEt8N-E5c5eWQr5MQlrnZgGqR4EiwL5Q,"Operations Manager, Housekeeping",https://www.adzuna.com/land/ad/5753317681?se=SCQuh_hg8RGgVIyd3bh4fg&utm_medium=api&utm_source=abfa41a4&v=BBF05CB8C9F8A1C15E47FA30449E4CFE87A1EEB2,Adzuna::API::Response::Job,5753317681,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Marriott International, Inc",Adzuna::API::Response::Location,"Portland, Multnomah County","['US', 'Oregon', 'Multnomah County', 'Portland']",,
-97.39728,35.45946,25310.2,25310.2,"Responsibilities Stepdown Nurses (RN) provide patient care in transitional units where patients are too sick for the med-surg floor but not sick enough for intensive care. Stepdown RNs job responsibilities include, but are not limited to: Evaluate and monitor patient’s progress, identifying sudden or subtle changes in the patient’s medical condition Calculate drug dosage, titrate medication doses, administer continuous medication infusion and monitor patients for effects of medication Stepdown …",1,2026-06-05T12:01:57Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzMxNzQ0OSIsInMiOiJTQ1F1aF9oZzhSR2dWSXlkM2JoNGZnIn0.8ToHz82MvZaa8xPjw3v5W3G8OKqFLQKWpwralmKSLJU,"Travel Stepdown RN in Oklahoma City, Oklahoma",https://www.adzuna.com/details/5753317449?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,5753317449,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Gifted Healthcare,Adzuna::API::Response::Location,"Midwest City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Midwest City']",full_time,
