redirect_url,salary_is_predicted,created,title,salary_max,description,adref,id,__CLASS__,latitude,salary_min,longitude,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
https://www.adzuna.com/land/ad/5861374270?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=FA4C68FC12F0451B73D42EEC89D75BCEB7A6AC63,1,2026-08-29T13:03:22Z,Associate Veterinarian,133139.08,"When you join The Downtown Veterinarian in Indianapolis, IN, you become part of a legacy dedicated to promoting the highest standard of companion animal health care. Since 1996, we have treated pets like our own, viewing them as extensions of the family. Our commitment to compassion, technology, and education has earned the community's trust, reflected in our exceptional 4.9-star Google rating. We invite you to bring your expertise to a team that truly makes a difference in downtown Indianapoli…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MjcwIn0.lNlm-y47k-StnEuWZqOQuaAsuqIFdiZplFe30aCW3XA,5861374270,Adzuna::API::Response::Job,39.768333,133139.08,-86.158056,The Downtown Veterinarian,Adzuna::API::Response::Company,"['US', 'Indiana', 'Marion County', 'West Indianapolis']",Adzuna::API::Response::Location,"West Indianapolis, Marion County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,contract
https://www.adzuna.com/land/ad/5861374273?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=D1235103B3275834C6CC66F5346AA1622514F349,1,2026-08-29T13:03:22Z,Associate Veterinarian at Greenwich Animal Hospital,66461.98,"At Greenwich Animal Hospital, we are seeking compassionate professionals dedicated to excellence in veterinary medicine. Joining our team means committing to the highest standards of care, reflected in our status as an AAHA-Accredited practice. The community recognizes our commitment, evidenced by our excellent Google rating of 4.7 stars. We pride ourselves on creating a supportive environment where every teammate feels valued and inspired to deliver outstanding patient care. This is an excepti…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MjczIn0.eMNmKlE1qU2xbYXkuOZrRa_fhZe6so68xa9G6jLllUw,5861374273,Adzuna::API::Response::Job,41.06156,66461.98,-73.657002,Greenwich Animal Hospital,Adzuna::API::Response::Company,"['US', 'Connecticut', 'Fairfield County', 'Glenville']",Adzuna::API::Response::Location,"Glenville, Fairfield County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,contract
https://www.adzuna.com/land/ad/5861374249?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=5ED5F4719F968C5A43F743A0D9E84C05073CF3F8,1,2026-08-29T13:03:22Z,Registered Nurse,35578.74,"table.MiTabla { max-width: 1020px;!important Would you like to join an international team working to improve the future of healthcare? Do you want to enhance the lives of millions of people? Grifols is a global healthcare company that since 1909 has been working to improve the health and well-being of people around the world. We are leaders in plasma-derived medicines and transfusion medicine and develop, produce and market innovative medicines, solutions and services in more than 110 countries…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI0OSIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.lOChtL-spE2krv7JkNUahQR84p_8XVnpmPSFHbfLGHU,5861374249,Adzuna::API::Response::Job,32.68021,35578.74,-115.491773,Grifols,Adzuna::API::Response::Company,"['US', 'California', 'Imperial County', 'Calexico']",Adzuna::API::Response::Location,"Calexico, Imperial County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
https://www.adzuna.com/land/ad/5861374245?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=178FAE65CA1B8F1E127557AE1286357FAB0FFB27,1,2026-08-29T13:03:22Z,Travel Speech-Language Pathologist,80030.88,"Aya Education invites applications for a Travel Speech-Language Pathologist, a dynamic role designed to support diverse student populations across various schools. By incorporating our unique and innovative learning solutions aimed at enhancing educational outcomes, this position will directly contribute to improving students‘ speech and language abilities. The role requires traveling to different educational settings within the region, providing customized and effective speech therapy interven…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MjQ1In0.mAW_LAlTX-6kR4zDNeYLnoPhCqdHgmp8DYWsLeJAdXo,5861374245,Adzuna::API::Response::Job,42.68417,80030.88,-75.31806,Aya Education,Adzuna::API::Response::Company,"['US', 'New York', 'Chenango County', 'South Edmeston']",Adzuna::API::Response::Location,"South Edmeston, Chenango County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
https://www.adzuna.com/land/ad/5861374287?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=48BB1E1CD072ECB2A84EEE7F8BF694F7AB2955D5,1,2026-08-29T13:03:22Z,Associate Veterinarian at Animal Wellness of Strongsville,59370.48,"Animal Wellness of Strongsville invites you to join a compassionate and highly respected small animal practice dedicated to exceptional patient care. We are proud to be AAHA Accredited, a distinction that reflects our deep commitment to the highest standards of veterinary medicine. The community clearly recognizes this dedication, as evidenced by our excellent 4.8-star Google rating. If you are looking for an environment where your skills are valued and where patient well-being comes first, thi…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI4NyIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.EBZD0odfFAb_8TVu2dAgGvfwn7_XmJ7WpecxvlOBXRI,5861374287,Adzuna::API::Response::Job,41.31288,59370.48,-81.83472,Animal Wellness of Strongsville,Adzuna::API::Response::Company,"['US', 'Ohio', 'Cuyahoga County', 'Strongsville']",Adzuna::API::Response::Location,"Strongsville, Cuyahoga County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,contract
https://www.adzuna.com/land/ad/5861374225?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=0575AB954846722D974D73EC724DEF65C5BE9C43,1,2026-08-29T13:03:21Z,"RN, First Assistant - AHLM (Specialty)",119248.5,"JOB DESCRIPTION Centered in the heart of San Joaquin County, Adventist Health Lodi Memorial has been one of the area‘s leading healthcare providers since 1952. We are comprised of a 190-bed hospital, 17 medical offices, home care services, comprehensive cancer care and a vast scope of award-winning services located throughout Lodi and the surrounding areas. Lodi is known for its small-town charm, extensive vineyards and delicious local restaurants and bakeries. The allure of Lodi‘s close-knit c…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MjI1In0.PmvXNLZk3eqixvlP-eDjarLS8z1R6MCkNVYzM3oR36Q,5861374225,Adzuna::API::Response::Job,38.123496,119248.5,-121.270043,Adventist Health,Adzuna::API::Response::Company,"['US', 'California', 'San Joaquin County', 'Kettleman']",Adzuna::API::Response::Location,"Kettleman, San Joaquin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
https://www.adzuna.com/land/ad/5861374218?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=D7A034DB4A75117CD4DD0C8762448183F28E7106,1,2026-08-29T13:03:21Z,CDL A Team Truck Drivers,67010.59,"HIRING OVER THE ROAD TEAM DRIVERS / HOME EVERY WEEK FOR 2-3 DAYS CURRENTLY OFFERING A $5000.00 SIGN ON BONUS TO QUALIFIED DRIVERS! Can be earned in about 90 days! Turner Trucking Company in Boiling Springs, NC, is a small family-owned business. We know all our drivers by name, not by a number. We provide our customers with express freight service to primarily California, Washington, and Oregon. We then bring fresh produce back to the Carolinas. We are looking for SAFE, experienced drivers to ru…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MjE4In0.sqbkH8wtlfaNN5ZCXuV3JvMpJTXa8oGWz4Ov6M_tH9I,5861374218,Adzuna::API::Response::Job,34.12413,67010.59,-84.03306,Turner Trucking Company,Adzuna::API::Response::Company,"['US', 'Georgia', 'Gwinnett County', 'Buford']",Adzuna::API::Response::Location,"Buford, Gwinnett County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374220?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=BAA4E0C5E9B7BDD362755240E20675466A9E0E36,1,2026-08-29T13:03:21Z,CDL A Team Truck Drivers,58738.14,"HIRING OVER THE ROAD TEAM DRIVERS / HOME EVERY WEEK FOR 2-3 DAYS CURRENTLY OFFERING A $5000.00 SIGN ON BONUS TO QUALIFIED DRIVERS! Can be earned in about 90 days! Turner Trucking Company in Boiling Springs, NC, is a small family-owned business. We know all our drivers by name, not by a number. We provide our customers with express freight service to primarily California, Washington, and Oregon. We then bring fresh produce back to the Carolinas. We are looking for SAFE, experienced drivers to ru…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDIyMCIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.-ZkY68DOXKaJhYyyHw20s_kabpWggFss0DURDKpYXMU,5861374220,Adzuna::API::Response::Job,35.736165,58738.14,-81.213645,Turner Trucking Company,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Catawba County', 'Conover']",Adzuna::API::Response::Location,"Conover, Catawba County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374217?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=A0636482665046A395199F5BD4E55130F39C41D2,1,2026-08-29T13:03:21Z,CDL A Team Truck Drivers,66336.98,"HIRING OVER THE ROAD TEAM DRIVERS / HOME EVERY WEEK FOR 2-3 DAYS CURRENTLY OFFERING A $5000.00 SIGN ON BONUS TO QUALIFIED DRIVERS! Can be earned in about 90 days! Turner Trucking Company in Boiling Springs, NC, is a small family-owned business. We know all our drivers by name, not by a number. We provide our customers with express freight service to primarily California, Washington, and Oregon. We then bring fresh produce back to the Carolinas. We are looking for SAFE, experienced drivers to ru…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MjE3In0.jZ8ED5zwflgdLdG7LcjyxGhW9568DtGN1PJY8tbWKm0,5861374217,Adzuna::API::Response::Job,33.935523,66336.98,-84.313113,Turner Trucking Company,Adzuna::API::Response::Company,"['US', 'Georgia', 'DeKalb County', 'Dunwoody']",Adzuna::API::Response::Location,"Dunwoody, DeKalb County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374222?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=E49CBDD4B193A5C0E549199E2DF86170A6953A4E,1,2026-08-29T13:03:21Z,CDL A Team Truck Drivers,64102.6,"HIRING OVER THE ROAD TEAM DRIVERS / HOME EVERY WEEK FOR 2-3 DAYS CURRENTLY OFFERING A $5000.00 SIGN ON BONUS TO QUALIFIED DRIVERS! Can be earned in about 90 days! Turner Trucking Company in Boiling Springs, NC, is a small family-owned business. We know all our drivers by name, not by a number. We provide our customers with express freight service to primarily California, Washington, and Oregon. We then bring fresh produce back to the Carolinas. We are looking for SAFE, experienced drivers to ru…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDIyMiIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.-pW38O8KfweX9tvyxwNZ1qc9JSQ6FfFkY90_2--JrWY,5861374222,Adzuna::API::Response::Job,35.544061,64102.6,-80.61279,Turner Trucking Company,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Rowan County', 'Landis']",Adzuna::API::Response::Location,"Landis, Rowan County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374221?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=783CBF64161541AB87E3A32C03DCDB409E44B110,1,2026-08-29T13:03:21Z,CDL A Team Truck Drivers,131086.19,"HIRING OVER THE ROAD TEAM DRIVERS / HOME EVERY WEEK FOR 2-3 DAYS CURRENTLY OFFERING A $5000.00 SIGN ON BONUS TO QUALIFIED DRIVERS! Can be earned in about 90 days! Turner Trucking Company in Boiling Springs, NC, is a small family-owned business. We know all our drivers by name, not by a number. We provide our customers with express freight service to primarily California, Washington, and Oregon. We then bring fresh produce back to the Carolinas. We are looking for SAFE, experienced drivers to ru…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUFB5Q3pjdWo4UkdFZUxJN0RvdG40USIsImkiOiI1ODYxMzc0MjIxIn0.fqpxTorSzT38AkErRGE_HNIDEIumnCXCwhYqXF5Jan4,5861374221,Adzuna::API::Response::Job,34.022196,131086.19,-81.768457,Turner Trucking Company,Adzuna::API::Response::Company,"['US', 'South Carolina', 'Saluda County', 'Richland Springs']",Adzuna::API::Response::Location,"Richland Springs, Saluda County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
https://www.adzuna.com/land/ad/5861374241?se=PPyCzcuj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=abfa41a4&v=1AEF7A2B9922B22BD8D56CC00B6E9869CC678E3C,1,2026-08-29T13:03:21Z,ECMO Specialist,75211.52,"Methodist Health System is seeking an ECMO Specialist to provide advanced support for critically ill patients requiring extracorporeal life support. In this role, you will manage ECMO circuits, monitor hemodynamics and gas exchange, adjust settings under physician direction, and respond rapidly to changes in patient condition. You’ll collaborate closely with intensivists, cardiothoracic surgeons, respiratory therapists, and ICU nurses to deliver safe, evidence-based care. Methodist offers a mis…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MTM3NDI0MSIsInMiOiJQUHlDemN1ajhSR0VlTEk3RG90bjRRIn0.B_t7Edknbm3n1RHRwXl4N50nO1OS5_6naZhucxMcbIQ,5861374241,Adzuna::API::Response::Job,32.760168,75211.52,-96.765058,Methodist Health System,Adzuna::API::Response::Company,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Location,"Highland Park, Dallas",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
