salary_max,title,redirect_url,latitude,adref,description,longitude,salary_is_predicted,contract_time,created,__CLASS__,id,salary_min,location.display_name,location.__CLASS__,location.area,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_type
83776.19,Casino Tools Reviewer,https://www.adzuna.com/land/ad/5696728171?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=D22BF11D37854ADB26D71E18CE35C40A683FF04E,40.958696,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTcxIn0.18fNZ5xt_qd8CTSDxHaePkyOjys14aGlWAmq0TCmG00,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-75.996037,1,,2026-04-11T09:46:21Z,Adzuna::API::Response::Job,5696728171,83776.19,"West Hazleton, Luzerne County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Luzerne County', 'West Hazleton']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
91844.98,Online Casino Tester,https://www.adzuna.com/land/ad/5696728168?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=1C8A04129F7E4B6D8FE6AFC2AA3CFCE2DFF07200,45.34746,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjcyODE2OCIsInMiOiJwcVJ0anE0MThSR19KOGQwYmtWRjVBIn0.6Rq-5Tk1jfMeDsPoHGDrgnIcItn5V9eOnRat9XmkqEQ,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-84.91512,1,,2026-04-11T09:46:20Z,Adzuna::API::Response::Job,5696728168,91844.98,"Bay View, Emmet County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Emmet County', 'Bay View']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
72091.39,Paid Casino Tester,https://www.adzuna.com/land/ad/5696728167?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=807C88DA8C1D679A97A505A189327B79581ABFFD,39.911779,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTY3In0.WOW7yLaequyt5F_vNl6kv0lkmxCdgPa-42OVqlcwjhI,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-75.277129,1,,2026-04-11T09:46:20Z,Adzuna::API::Response::Job,5696728167,72091.39,"Collingdale, Delaware County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Delaware County', 'Collingdale']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
76721.79,Online Casino Tester,https://www.adzuna.com/land/ad/5696728160?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=F1BD7D29C20C1C76BA6578B9F6B1A7C7BD0DBA77,43.65696,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjcyODE2MCIsInMiOiJwcVJ0anE0MThSR19KOGQwYmtWRjVBIn0.gOF7h-2f16mJFdqemuRapNNY6qUT0WE7bMSgjuExjjM,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-84.99438,1,,2026-04-11T09:46:19Z,Adzuna::API::Response::Job,5696728160,76721.79,"Lake Isabella, Isabella County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Isabella County', 'Lake Isabella']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
85007.79,Casino Tools Reviewer,https://www.adzuna.com/land/ad/5696728158?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=5681A2043A9B9C9C861B6C290554CD19D3E19D61,46.359389,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTU4In0.IIFmyLwYrGWLdt7NFMiUNu2roiZcUrR--zIgd7Y2aeQ,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-88.000138,1,,2026-04-11T09:46:19Z,Adzuna::API::Response::Job,5696728158,85007.79,"National Mine, Marquette County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Marquette County', 'National Mine']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
79407.39,Casino Tools Reviewer,https://www.adzuna.com/land/ad/5696728154?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=CE221D64770BB1ED301853D7A6AAFD66F88A49FA,45.387132,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTU0In0.itrThjPeF_6lCwQpzRzyavdsO1nGbHVBGs8Y_xliLYA,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-84.927127,1,,2026-04-11T09:46:19Z,Adzuna::API::Response::Job,5696728154,79407.39,"Bay View, Emmet County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Emmet County', 'Bay View']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
81693.84,Paid Casino Tester,https://www.adzuna.com/land/ad/5696728159?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=864AF6D3241C636570532C76D7947E86226A4F63,40.40652,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTU5In0.Yb2YAtmxAyzU8Gpk2sDJyOX-CMTGK9jz-73-sqqnfuQ,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-79.77582,1,,2026-04-11T09:46:19Z,Adzuna::API::Response::Job,5696728159,81693.84,"Monroeville, Allegheny County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Monroeville']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
91610.1,Paid Casino Tester,https://www.adzuna.com/land/ad/5696728136?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=F970FE68889DD121094E69DC99808A07BF6A93D4,42.41916,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTM2In0.Ij8DGyuASwxLNqcXnBhsaP9w34xB8OrxQxyIi_tMBdY,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-82.90098,1,,2026-04-11T09:46:17Z,Adzuna::API::Response::Job,5696728136,91610.1,"Harper Woods, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Harper Woods']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
78086.43,Paid Casino Tester,https://www.adzuna.com/land/ad/5696728132?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=4898CE5C21666059D807BD90CB999DA778AD7193,40.33062,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjcyODEzMiIsInMiOiJwcVJ0anE0MThSR19KOGQwYmtWRjVBIn0.PuGZsUoH0xKCnkCLsNz09Gc422Njw5YRNVEWUAHIA6Q,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-79.80618,1,,2026-04-11T09:46:17Z,Adzuna::API::Response::Job,5696728132,78086.43,"Mckeesport, Allegheny County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Mckeesport']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
178597.81,Casino Tools Reviewer,https://www.adzuna.com/land/ad/5696728133?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=893348328BF1F995B2246F33429E0DF596615B48,40.41384,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTMzIn0.974S1ku7N3smA_jba8I9nwiGbsUQbQvnC_kAW9KsSMI,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-80.20722,1,,2026-04-11T09:46:17Z,Adzuna::API::Response::Job,5696728133,178597.81,"Noblestown, Allegheny County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Noblestown']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
70850.98,Online Casino Tester,https://www.adzuna.com/land/ad/5696728118?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=19259C2EE1D426F9520814B9C846B6F1ADF3A6DD,42.27535,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTE4In0.3qdraqhyyF9i-yzmrOr1QVCU_GlpkRTpel0steW9dCs,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-83.730841,1,,2026-04-11T09:46:16Z,Adzuna::API::Response::Job,5696728118,70850.98,"Barton Hills, Washtenaw County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Washtenaw County', 'Barton Hills']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
83093.41,Casino Tools Reviewer,https://www.adzuna.com/land/ad/5696728116?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=3DC374B67CC47C83C699919067866A0C196DC9D0,41.427222,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTE2In0.v46w1-nrBmjx3J9nOM08eje2ZATkF51ElrqyPuGHJso,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-75.649903,1,,2026-04-11T09:46:16Z,Adzuna::API::Response::Job,5696728116,83093.41,"Dunmore, Lackawanna County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Lackawanna County', 'Dunmore']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
81559.39,Casino Tools Reviewer,https://www.adzuna.com/land/ad/5696728119?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=E7AF3B16F9088570BCDACABAE0DD5FD08E2D4CD8,44.2374,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NjcyODExOSIsInMiOiJwcVJ0anE0MThSR19KOGQwYmtWRjVBIn0.7JevoXa14PFxrNazsnWhg1mOnJHSSTydABS_cjs0PqI,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-83.97966,1,,2026-04-11T09:46:16Z,Adzuna::API::Response::Job,5696728119,81559.39,"Roos, Ogemaw County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Ogemaw County', 'Roos']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
77474.91,Online Casino Tester,https://www.adzuna.com/land/ad/5696728120?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=B95A4B31B738E5FCF22A70C0F6DC8D52978FB181,43.661375,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTIwIn0.zAAvxEmijY27NSkukoApmx5clZsAj2FxqxcT3Yj4c5k,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-82.610466,1,,2026-04-11T09:46:16Z,Adzuna::API::Response::Job,5696728120,77474.91,"Deckerville, Sanilac County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Sanilac County', 'Deckerville']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
86488.05,Casino Tools Reviewer,https://www.adzuna.com/land/ad/5696728110?se=pqRtjq418RG_J8d0bkVF5A&utm_medium=api&utm_source=abfa41a4&v=E4C656F039FA69E31028666926EC23D1C9397E4C,42.7039,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFSdGpxNDE4UkdfSjhkMGJrVkY1QSIsImkiOiI1Njk2NzI4MTEwIn0.GHPLJ41FD6dwPYwZJfjDgajvQ4EICT0DgLPu9fv6J1c,"About the Role Join our distributed team and help evaluate online platforms through interactive testing assignments. This is a flexible, remote opportunity with full training provided and no prior experience required. Reel Edge is a gambling technology company focused on researching and improving online casino experiences. We're hiring remote testers to complete structured evaluations across legal casino platforms in select states. What You'll Do Log in to a secure dashboard to view available a…",-84.6228,1,,2026-04-11T09:46:15Z,Adzuna::API::Response::Job,5696728110,86488.05,"Dimondale, Eaton County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Eaton County', 'Dimondale']",Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,Reeledge,
