longitude,adref,contract_time,redirect_url,latitude,created,__CLASS__,salary_is_predicted,salary_max,title,id,salary_min,description,category.tag,category.__CLASS__,category.label,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_type
-71.004217,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkhtVVhoZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2OTE2In0.vBWu1jnsWcAeoKbweju91c2kGAVVFiA-g19ACdOD5XU,full_time,https://www.adzuna.com/details/5712826916?utm_medium=api&utm_source=abfa41a4,42.67614,2026-04-28T11:30:32Z,Adzuna::API::Response::Job,1,58772.09,Board Certified Behavior Analyst School 2026-2027 SY,5712826916,58772.09,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"Boxford, Essex County","['US', 'Massachusetts', 'Essex County', 'Boxford']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-71.06022,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkhtVVhoZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2OTAxIn0.slz_NLDNCIjPlSTpHGTAO9QMg-uhy2ALYmkqWTsJ7rg,full_time,https://www.adzuna.com/details/5712826901?utm_medium=api&utm_source=abfa41a4,42.35837,2026-04-28T11:30:30Z,Adzuna::API::Response::Job,1,61162.4,Board Certified Behavior Analyst School 2026-2027 SY,5712826901,61162.4,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"Boston, Suffolk County","['US', 'Massachusetts', 'Suffolk County', 'Boston']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-87.85782,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg3NiIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.I4wW42zPE9aOxoyl7WgdLPwdpylS9SAC8SO5ft84OZs,full_time,https://www.adzuna.com/details/5712826876?utm_medium=api&utm_source=abfa41a4,42.45264,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,79484.67,Certified Occupational Therapist School 2026-2027 SY,5712826876,79484.67,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Zion, Lake County","['US', 'Illinois', 'Lake County', 'Zion']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-71.03016,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkhtVVhoZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2ODk1In0.TLu5FkaBxJDhiFEKXJTtl1thhmq6ZDv9_JRRNxDZmZ0,full_time,https://www.adzuna.com/details/5712826895?utm_medium=api&utm_source=abfa41a4,42.53418,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,95516.33,Board Certified Behavior Analyst School 2026-2027 SY,5712826895,95516.33,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"Lynnfield, Essex County","['US', 'Massachusetts', 'Essex County', 'Lynnfield']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-87.870316,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg3MiIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.DVfYYhUGIVWqClOf_ayuUyZdDShK8wVZH5-YkVKek44,full_time,https://www.adzuna.com/details/5712826872?utm_medium=api&utm_source=abfa41a4,41.957227,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,84686.39,Certified Occupational Therapist School 2026-2027 SY,5712826872,84686.39,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Schiller Park, Cook County","['US', 'Illinois', 'Cook County', 'Schiller Park']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-71.104519,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg5NCIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.dAGdwk4xuXFt57oO7cHw3U48QixZ6InYSOmg6Vp4Dyg,full_time,https://www.adzuna.com/details/5712826894?utm_medium=api&utm_source=abfa41a4,42.365079,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,71820.61,Board Certified Behavior Analyst School 2026-2027 SY,5712826894,71820.61,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-71.07114,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg5MCIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.YfOLHWf9eYCi6fv13BM-PRn1x72ZHVyFBKhoH5mxOwA,full_time,https://www.adzuna.com/details/5712826890?utm_medium=api&utm_source=abfa41a4,42.28602,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,66707.34,Board Certified Behavior Analyst School 2026-2027 SY,5712826890,66707.34,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"Dorchester Center, Suffolk County","['US', 'Massachusetts', 'Suffolk County', 'Dorchester Center']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-87.82602,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg3NyIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.6Ww60PpgYmLcig5xydD5o5V6K-y3mEQEJOOrSmZuePU,full_time,https://www.adzuna.com/details/5712826877?utm_medium=api&utm_source=abfa41a4,42.08742,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,74269.17,Certified Occupational Therapist School 2026-2027 SY,5712826877,74269.17,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Glenview, Cook County","['US', 'Illinois', 'Cook County', 'Glenview']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-88.06464,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkhtVVhoZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2ODgwIn0.qUp2HNty5344pS9sC8pepy2zn6JCGG6X5VVfvp6jsVU,full_time,https://www.adzuna.com/details/5712826880?utm_medium=api&utm_source=abfa41a4,42.41112,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,100436.84,Certified Occupational Therapist School ESY,5712826880,100436.84,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Chesney Shores, Lake County","['US', 'Illinois', 'Lake County', 'Chesney Shores']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-87.818978,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg4NSIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.lf-TttZZGVimGrpSGMOf7pSCYQKHJpYcphpHBKSvVE8,full_time,https://www.adzuna.com/details/5712826885?utm_medium=api&utm_source=abfa41a4,42.075611,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,81985.89,Certified Occupational Therapist School 2026-2027 SY,5712826885,81985.89,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Glenview, Cook County","['US', 'Illinois', 'Cook County', 'Glenview']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-87.96738,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg4OCIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.BiRZ4YOyEnMvlg0SSisRGVyqQDKRVYsbETEBwGy3rpw,full_time,https://www.adzuna.com/details/5712826888?utm_medium=api&utm_source=abfa41a4,42.22842,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,82699.62,Certified Occupational Therapist School 2026-2027 SY,5712826888,82699.62,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Indian Creek, Lake County","['US', 'Illinois', 'Lake County', 'Indian Creek']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-71.23535,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkhtVVhoZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2ODkzIn0.m48oYPAx5imN0m_fwqV16-gNC2hum1xsNRLbaSKZRzw,full_time,https://www.adzuna.com/details/5712826893?utm_medium=api&utm_source=abfa41a4,42.36962,2026-04-28T11:30:29Z,Adzuna::API::Response::Job,1,72654.38,Board Certified Behavior Analyst School 2026-2027 SY,5712826893,72654.38,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,"South Waltham, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'South Waltham']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-88.06098,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkhtVVhoZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2ODYxIn0.QhVDdrT-xZCoboqoJ-18mIRCfxUitlQRUp9BH3r_NAI,full_time,https://www.adzuna.com/details/5712826861?utm_medium=api&utm_source=abfa41a4,42.26892,2026-04-28T11:30:28Z,Adzuna::API::Response::Job,1,89905.05,Certified Occupational Therapist School ESY,5712826861,89905.05,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Hawthorn Woods, Lake County","['US', 'Illinois', 'Lake County', 'Hawthorn Woods']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-87.944515,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkhtVVhoZEQ4UkdrQnNScW1FbnZJdyIsImkiOiI1NzEyODI2ODU5In0.3qkSxsAxknHduoWH0DtCNbUzsZe1hpFKPnn7oZ-Lzdo,full_time,https://www.adzuna.com/details/5712826859?utm_medium=api&utm_source=abfa41a4,41.957333,2026-04-28T11:30:28Z,Adzuna::API::Response::Job,1,70369.57,Certified Occupational Therapist School 2026-2027 SY,5712826859,70369.57,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Bensenville, DuPage County","['US', 'Illinois', 'DuPage County', 'Bensenville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
-87.756355,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMjgyNjg1NiIsInMiOiJaSG1VWGhkRDhSR2tCc1JxbUVudkl3In0.k9G_M9NT6RFtq4BWadIbHYEcbgcqTL3vomvP7_LeAJw,full_time,https://www.adzuna.com/details/5712826856?utm_medium=api&utm_source=abfa41a4,41.919993,2026-04-28T11:30:28Z,Adzuna::API::Response::Job,1,81289.01,Certified Occupational Therapist School 2026-2027 SY,5712826856,81289.01,"$2,000 Completion Bonus  $3,000 in referral bonuses! Start the 2026–2027 school year strong with Epic Special Education Staffing. We’re offering a $2,000 Completion Bonus for eligible clinicians and educators who commit to and complete their full school year assignment (30 hours/week), plus the opportunity to earn up to $3,000 in referral bonuses. Whether you're looking for a local or travel opportunity, we’ll help you find the right fit where you can do your best work and make a difference eve…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Hanson Park, Chicago","['US', 'Illinois', 'Cook County', 'Chicago', 'Hanson Park']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Epic Special Education Staffing,
