salary_is_predicted,salary_max,description,redirect_url,adref,created,id,latitude,__CLASS__,longitude,title,salary_min,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,contract_time,contract_type
1,95448.95,"Faculty position employed by the University of Texas at Tyler School of Medicine, practicing in UT Health East Texas facilities. The University of Texas at Tyler School of Medicine is seeking a BE/BC Gastroenterologist for either a traditional inpatient/outpatient or hospitalist faculty position. Note: Advanced training is not required for inpatient outpatient position; it is required for the hospitalist position. Both seasoned and new graduates welcome to apply. New graduates will thrive in a …",https://www.adzuna.com/details/5724248900?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODkwMCIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.hd2JeB6jcPZmL6w9jq8uD8jyNIoKMQOYfOtOhoRW2vY,2026-05-09T09:41:01Z,5724248900,32.257221,Adzuna::API::Response::Job,-94.7384,GI Faculty: Inpatient/Outpatient or Hospitalist | UT Tyler School of Medicine | Mentorship Available,95448.95,"['US', 'Texas', 'Rusk County', 'Henderson']",Adzuna::API::Response::Location,"Henderson, Rusk County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,UT Tyler School of Medicine,Adzuna::API::Response::Company,,
1,54981.76,"Job Description Licensure/Certification Qualifications: Plastic Surgeon Fargo, NDPRACTICE SPECIFICS - Seeking a highly-skilled, patient-centered Plastic Surgeon to join our established, growing practice - Work alongside our General Surgery team and a robust nursing staff as part of an integrated healthcare system - 1.0 FTE, full-time - Referral network comprised of Essentia Health's multispecialty clinic as well as the large primary care network of the surrounding communities - Practice a wide …",https://www.adzuna.com/details/5724248902?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODkwMiIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.PEDkOtZ1Y5IsAoF4tvWGUnGbd_zMM-m2t94kNEEiFZ0,2026-05-09T09:41:01Z,5724248902,46.877186,Adzuna::API::Response::Job,-96.789803,"PHYSICIAN - Plastic Surgery - Fargo, ND",54981.76,"['US', 'North Dakota', 'Cass County', 'Fargo']",Adzuna::API::Response::Location,"Fargo, Cass County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Essentia Health,Adzuna::API::Response::Company,full_time,
1,72639.84,Joe DiMaggio Children's Hospital is seeking a pediatric neurologist to join a collaborative team of seven (7) physicians in the Division of Pediatric Neurology. Candidates should be BE/BC in pediatric neurology. Certification or a clinical interest in neurodevelopment disabilities is preferred but not required. Additional clinical requirements include the ability to obtain comprehensive medical history for pediatric patients and perform neurodevelopmental/neurobehavioral evaluations. Research i…,https://www.adzuna.com/details/5724248901?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODkwMSIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.1BeSqQ1-lIlMh3z67j1yp1T3vnE0hRCn8-fb-JTZFis,2026-05-09T09:41:01Z,5724248901,26.027582,Adzuna::API::Response::Job,-80.126109,Pediatric Neurology /Neurodevelopment,72639.84,"['US', 'Florida', 'Broward County', 'Hollywood']",Adzuna::API::Response::Location,"Hollywood, Broward County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Joe DiMaggio Children's Hospital,Adzuna::API::Response::Company,full_time,
1,197705.6,"Responsible for strategic leadership and operational oversight of Patient Financial Services (PFS) across hospital and physician billing. Identifies and articulates strategic direction; collaborates with peer leadership and the SVP of Revenue Cycle to define the plan and KPIs; tracks performance, market trends, and regulatory changes. Oversees claim submission, A/R follow-up, cash and adjustment posting, denial management, and patient collections to optimize A/R days, collection rates, and deni…",https://www.adzuna.com/details/5724248897?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg5NyIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.PlHLPejIK-4rVovF2PxdQ8ybtcubN5cMsus11GZgHwA,2026-05-09T09:41:01Z,5724248897,42.504716,Adzuna::API::Response::Job,-71.195621,"VP, Patient Financial Services",197705.6,"['US', 'Massachusetts', 'Middlesex County', 'Burlington']",Adzuna::API::Response::Location,"Burlington, Middlesex County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,Beth Israel Lahey Health,Adzuna::API::Response::Company,,
1,148651.78,"Find a Career Where You Can Thrive-Not Just Another Job. At Schweiger Dermatology Group, we offer an opportunity to grow and excel in a supportive and dynamic environment. As the largest and fastest-growing dermatology practice in the Northeast, we have over 450 healthcare providers and 170 offices across New York, New Jersey, Pennsylvania, Connecticut, Florida, Illinois, Missouri, Minnesota, and California. With over 2 million patient visits in 2024, our commitment to excellence and patient ca…",https://www.adzuna.com/details/5724248899?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg5OSIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.2CF33e9HvxwJIgMfq29JeQCb7Ob1_9fpHX5Vh1L-p08,2026-05-09T09:41:01Z,5724248899,40.771945,Adzuna::API::Response::Job,-73.712534,"Board-Certified Dermatologist- Great Neck, NY",148651.78,"['US', 'New York', 'Nassau County', 'Great Neck']",Adzuna::API::Response::Location,"Great Neck, Nassau County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"SDG MGMT Company, LLC",Adzuna::API::Response::Company,full_time,contract
1,105632.2,Position Overview The College of Dentistry at the Ohio State University seeks applications for a full-time oral and maxillofacial surgeon in a tenure-track faculty position at the rank of assistant or associate professor in the Division of Oral and Maxillofacial Surgery and Dental Anesthesiology. This position offers an exciting opportunity to join a dynamic academic oral and maxillofacial surgery residency training program and contribute to the mission of the larger Division and College via pu…,https://www.adzuna.com/details/5724248898?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY2hza0VySkw4UkdIWTliQTNZZkl4USIsImkiOiI1NzI0MjQ4ODk4In0.6PGhTMS6GJHarTM24AwVDbyKVX_tzS6BKknY_nD3KOM,2026-05-09T09:41:01Z,5724248898,40.103832,Adzuna::API::Response::Job,-83.020025,Oral and Maxillofacial Surgeon,105632.2,"['US', 'Ohio', 'Franklin County', 'Columbus']",Adzuna::API::Response::Location,"Columbus, Franklin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,The Ohio State University College of Dentistry,Adzuna::API::Response::Company,full_time,
1,115608.94,"Discover the limitless beauty of the Sunshine State! Join Lakeland Regional Health's expert academic team as an Endocrinology Fellowship Program Director and contribute to our tradition of providing patient-centered care in beautiful Lakeland, Florida! At Lakeland Regional Health, we foster an environment of collaboration, inspiration, and respect. Highlights include: * Protected time for program administration * Strong GME and institutional support with 9 accredited GME programs, including car…",https://www.adzuna.com/details/5724248896?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY2hza0VySkw4UkdIWTliQTNZZkl4USIsImkiOiI1NzI0MjQ4ODk2In0.DkPByC0YSarbYa7xlolzdoALH3uD3NYa04s65E91j8A,2026-05-09T09:41:01Z,5724248896,28.048611,Adzuna::API::Response::Job,-81.898908,Endocrinology Fellowship Program Director,115608.94,"['US', 'Florida', 'Polk County', 'Lakeland']",Adzuna::API::Response::Location,"Lakeland, Polk County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Lakeland Regional Health,Adzuna::API::Response::Company,,
1,81635.89,Infectious Disease Physician Opportunity in Pennsylvania Job at a Glance: - Location: Pennsylvania - Role: Infectious Disease Physician - Schedule: Full-time Description: Join a leading healthcare team as an Infectious Disease Physician in Pennsylvania. This role offers the opportunity to make a significant impact by providing specialized care to patients with infectious diseases. You will be part of a collaborative environment that values innovation and excellence in patient care. This positio…,https://www.adzuna.com/details/5724248894?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY2hza0VySkw4UkdIWTliQTNZZkl4USIsImkiOiI1NzI0MjQ4ODk0In0.MFlyJXrRyl0nVybt9cdP2qpwJrd-17F4asR-yX3chRI,2026-05-09T09:41:00Z,5724248894,40.441694,Adzuna::API::Response::Job,-79.990086,Infectious Disease,81635.89,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']",Adzuna::API::Response::Location,"Pittsburgh, Allegheny County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,UPMC Southwestern PA,Adzuna::API::Response::Company,full_time,
1,79618.35,"Position Summary: The Department of Otolaryngology at the University of South Florida is seeking a fellowship-trained Pediatric Otolaryngologist to join our expanding faculty team. This full-time, 12-month salaried position carries an open academic rank and includes attending privileges at Tampa General Hospital, a Level 1 trauma center serving South Central and West Florida. The successful candidate will collaborate with a multidisciplinary team of subspecialists and engage with the local outr…",https://www.adzuna.com/details/5724248886?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg4NiIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.Ly-uUxbzi_uTbUPoWG2nvR-k1GvZUENksZ-N5j6Un8k,2026-05-09T09:41:00Z,5724248886,27.955269,Adzuna::API::Response::Job,-82.45632,Pediatric Otolaryngologist – Open Rank Faculty,79618.35,"['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,"Tampa, Hillsborough County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,USF Health,Adzuna::API::Response::Company,full_time,
1,155515.12,"Fantastic Neurology Opportunity -Waterbury, Connecticut Waterbury Health is seeking a BE/BC Neurologist to join Alliance Medical Group, the largest hospital-affiliated, multi-specialty group in the Waterbury area, with more than 150 physicians and healthcare providers. This is an excellent opportunity to practice in a collaborative, patient-focused environment while contributing to a growing neurology service line and making a meaningful impact on the health of the community. UConn Health Commu…",https://www.adzuna.com/details/5724248891?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg5MSIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.mC1EWv4V8Fv84-D9qOANTyZMmv9g6mTY_B49L3D146k,2026-05-09T09:41:00Z,5724248891,41.521147,Adzuna::API::Response::Job,-73.123159,"Exceptional Neurologist Opportunity in Waterbury, Connecticut Community.",155515.12,"['US', 'Connecticut', 'New Haven County', 'Middlebury']",Adzuna::API::Response::Location,"Middlebury, New Haven County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Waterbury Hospital,Adzuna::API::Response::Company,,
1,81100.3,"Foundation Health Partners is seeking a Family Medicine Physician to join our highly experienced team at Tanana Valley Clinic, part of the largest and most comprehensive locally owned clinic in Alaska. The Opportunity: Join a family medicine clinic with more than 60 years of history serving the Fairbanks community. The clinic is part of a large multidisciplinary health system and provides care to patients across the full lifespan, from newborns to geriatrics. Our providers manage a broad range …",https://www.adzuna.com/details/5724248892?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY2hza0VySkw4UkdIWTliQTNZZkl4USIsImkiOiI1NzI0MjQ4ODkyIn0.Q9mDmow31JgtF9B-VaNzfJa09iWKadC-X9zT7zsooVQ,2026-05-09T09:41:00Z,5724248892,64.560788,Adzuna::API::Response::Job,-147.67281,ALASKA Family Medicine Physician | $350k - $400k | $65k Sign-On | $10k Quality Bonus | 7 Weeks Vacation | 2 Weeks CME,81100.3,"['US', 'Alaska', 'Fairbanks North Star', 'Fairbanks']",Adzuna::API::Response::Location,"Fairbanks, Fairbanks North Star",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Foundation Health Partners,Adzuna::API::Response::Company,,
1,255437.53,"Internal Medicine University Medical Partners | Stanford Medicine Emeryville, CA Pinole, CA Pleasanton, CA University Medical Partners (UMP), a partner of Stanford Medicine, is seeking full-time BC/BE Internal Medicine physicians to join our outpatient clinics in Emeryville, Pinole, and Pleasanton. Position Details: - Community-based practice model with access to specialists - Options available for 32 or 36 patient-facing hours per week - Clinicians see 18-20 patients a day - Clinic hours: M-F …",https://www.adzuna.com/details/5724248888?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg4OCIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.DtEp2lSkqMscoIy_em4CyCXAC0Kv0m86pu94R4wc9Gc,2026-05-09T09:41:00Z,5724248888,37.831316,Adzuna::API::Response::Job,-122.285247,Stanford Internal Medicine,255437.53,"['US', 'California', 'Alameda County', 'Emeryville']",Adzuna::API::Response::Location,"Emeryville, Alameda County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"University Medical Partners, Inc.",Adzuna::API::Response::Company,full_time,
1,118756.41,"Hartford, CT Oral Surgery Practice for Sale Located within 40 minutes of downtown Hartford, this established oral surgery practice benefits from strong regional healthcare infrastructure, steady population density, and consistent referral flow throughout the Greater Hartford area. After more than thirty years in the community, the owner doctor is open to exploring all transition options. The goal is a smooth handoff that preserves referral relationships, supports staff continuity, and positions…",https://www.adzuna.com/details/5724248889?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg4OSIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.8B_Ilpo6aRfTmg2gQwmamcMN4Vso3Yn4PpjZFVMg5bQ,2026-05-09T09:41:00Z,5724248889,41.789968,Adzuna::API::Response::Job,-72.662236,"Hartford, CT Oral Surgery Practice for Sale",118756.41,"['US', 'Connecticut', 'Hartford County', 'Hartford']",Adzuna::API::Response::Location,"Hartford, Hartford County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Professional Transition Strategies,Adzuna::API::Response::Company,,
1,55147.6,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Night (Unite…",https://www.adzuna.com/details/5724248893?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg5MyIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.WEHLZQje6c2KNg7mCPvVO2p8qOQ_994ZMZa_GSUYLjM,2026-05-09T09:41:00Z,5724248893,33.833506,Adzuna::API::Response::Job,-84.62475,RN Charge MedSurg -FT-Nights,55147.6,"['US', 'Georgia', 'Cobb County', 'Austell']",Adzuna::API::Response::Location,"Austell, Cobb County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Wellstar Health System,Adzuna::API::Response::Company,,
1,99916.65,"The Department of Pediatrics at Albany Medical College is seeking an accomplished Pediatric Pulmonologist to serve as Division Chief of Pediatric Pulmonology. This is an opportunity to lead a collaborative and growing division within the region’s premier academic health system. Candidates must be fellowship-trained and board-certified in pediatric pulmonology, with demonstrated leadership experience in clinical care, education and research. About the Division and facility: - 2 Pediatric Pulmono…",https://www.adzuna.com/details/5724248877?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDI0ODg3NyIsInMiOiJjaHNrRXJKTDhSR0hZOWJBM1lmSXhRIn0.IVBS1KmPJXcEEsXdm2ZfMRc8g4BzodHy1U6uIN2kDt0,2026-05-09T09:40:59Z,5724248877,42.632246,Adzuna::API::Response::Job,-73.765437,"Division Chief, Pediatric Pulmonology",99916.65,"['US', 'New York', 'Albany County', 'Albany']",Adzuna::API::Response::Location,"Albany, Albany County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Albany Med Health System,Adzuna::API::Response::Company,,
