redirect_url,id,__CLASS__,salary_max,salary_is_predicted,salary_min,adref,description,latitude,title,longitude,created,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.display_name,location.area,company.display_name,company.__CLASS__,contract_type,contract_time
https://www.adzuna.com/details/5773722520?utm_medium=api&utm_source=abfa41a4,5773722520,Adzuna::API::Response::Job,43680.0,0,35360.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjUyMCIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.rllPKAciOx-8q6AAhdANv_Z9ee6Zk5ce5-i2XujTFGU,"About This Role Town & Country Early Learning Center is looking for Early Childhood Teachers/Assistant Teachers to join our team of educators working with children birth to 5 years old years old. Applicants must be interested in supporting our mission to provide a nurturing, educational, and secure environment for young children. NO WEEKENDS! NO NIGHTS! And a cleaning company that cleans the center every night! Toddler teachers and assistant teachers are responsible for the supervision of up to…",41.561636,Early Childhood - Teachers/Assistant Teachers,-72.342181,2026-06-23T11:52:53Z,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Location,"Colchester, New London County","['US', 'Connecticut', 'New London County', 'Colchester']",Town and Country Early Learning Center,Adzuna::API::Response::Company,permanent,full_time
https://www.adzuna.com/details/5773722499?utm_medium=api&utm_source=abfa41a4,5773722499,Adzuna::API::Response::Job,43680.0,0,37440.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjQ5OSIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.JLN3GeyJVgPJ4a3jjGbP7oYKJRp47hA16Ypi0VbCE2U,"About This Role The afternoon Teacher Assistant for the Kindergarten class supports the fulltime teachers in rolling out an emergent, developmentally appropriate curriculum that is reflective of children's interests, grounded in meaningful relationships, and filled with joyful learning and adventure. We encourage curiosity, exploration, experimentation and fun. Afternoon Assistants work under the supervision of the Teacher(s) in their classroom as well as the Assistant Director and the Director…",41.317804,Leila Day Afternoon Teacher Assistant Kindergarten,-72.93083,2026-06-23T11:52:50Z,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Location,"Hamden, New Haven County","['US', 'Connecticut', 'New Haven County', 'Hamden']",Leila Day Nurseries,Adzuna::API::Response::Company,permanent,part_time
https://www.adzuna.com/details/5773722420?utm_medium=api&utm_source=abfa41a4,5773722420,Adzuna::API::Response::Job,41600.0,0,33280.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjQyMCIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.vex_pT2QAa_DKAxW3UWY__mBPqRObEoOAHIPAh_1H1w,"About This Role At New Morning Schools, we strive to provide consistent, high-quality childcare to families in Southern New Hampshire! Your time at the before and after school programs will require energy, patience and a spirit of cooperation. The children are either at the beginning or end of their day and caring staff can make all the difference to a child during those important before and after school hours. Your goal each day should be to check in with each child, even if it's just to say h…",43.08363,Group Leader- Weare School Age Program,-71.726337,2026-06-23T11:52:45Z,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,Adzuna::API::Response::Location,"Weare, Hillsborough County","['US', 'New Hampshire', 'Hillsborough County', 'Weare']","New Morning Schools, LLC",Adzuna::API::Response::Company,permanent,part_time
https://www.adzuna.com/details/5773722376?utm_medium=api&utm_source=abfa41a4,5773722376,Adzuna::API::Response::Job,81750.34,1,81750.34,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjM3NiIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.J-80q5ct_M6iuH0An01ZqgBdeDR1dA_BgJRkC-lNDiY,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $80,600 per year $1,550 minimum pay guarantee for the first twelve weeks! Safety bonus opportunities Weekly home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision cove…",34.174234,Regional Truck Driver,-82.147027,2026-06-23T11:52:43Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Greenwood, Greenwood County","['US', 'South Carolina', 'Greenwood County', 'Greenwood']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722353?utm_medium=api&utm_source=abfa41a4,5773722353,Adzuna::API::Response::Job,61259.01,1,61259.01,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUc1cVRCeHY4Ukc2VmJOOVdFME56USIsImkiOiI1NzczNzIyMzUzIn0.yvbaOTMybyhbx8tM5Kc9kNltkmbScq_guziri-KlFaQ,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and strong work ethic. Job Details: Drivers in this position over the last six to twelve months have achieved annualized earnings of $87,000 $0.67-$0.69 per mile Stop pay: $40 per stop Detention pay: $15 per hour a…",41.041538,Regional Truck Driver,-75.514433,2026-06-23T11:52:42Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Long Pond, Monroe County","['US', 'Pennsylvania', 'Monroe County', 'Long Pond']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722357?utm_medium=api&utm_source=abfa41a4,5773722357,Adzuna::API::Response::Job,85835.38,1,85835.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjM1NyIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.YEvpd3T6SoaizB0Ahs0sNi06-OhOF7pB2T28PKLus3Q,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $82,500 per year Safety bonus opportunities Weekly home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options …",34.784196,Regional Truck Driver,-84.932534,2026-06-23T11:52:42Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Dalton, Whitfield County","['US', 'Georgia', 'Whitfield County', 'Dalton']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722318?utm_medium=api&utm_source=abfa41a4,5773722318,Adzuna::API::Response::Job,80399.06,1,80399.06,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUc1cVRCeHY4Ukc2VmJOOVdFME56USIsImkiOiI1NzczNzIyMzE4In0.qS9jCz5cSwggc8h7-H0-IR47WOWUq9vY_j92vk4Unww,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.70-$0.74 per mile Drop & hook: $35-$45 per stop Detention: $15 per hour Trainee pay: $200 per day Safety training pay: $20 per hour Holiday pay: $200 per day Drivers in this po…",,Regional Truck Driver,,2026-06-23T11:52:41Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,US,['US'],J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722315?utm_medium=api&utm_source=abfa41a4,5773722315,Adzuna::API::Response::Job,105451.43,1,105451.43,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjMxNSIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.sFQiZnPWQpuumzqCDBz9lhqFf6t5TMH2PZLkxgIh-NQ,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Drivers in this position average $88,000 a year. Job Details: $0.56-$0.58 per mile Stop pay: $56.50- $58.50 per stop Detention pay: $20 per hour after 2 hours Miscellaneous hourly work: $20…",45.244688,Regional Truck Driver,-93.411916,2026-06-23T11:52:41Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Ramsey, Anoka County","['US', 'Minnesota', 'Anoka County', 'Ramsey']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722320?utm_medium=api&utm_source=abfa41a4,5773722320,Adzuna::API::Response::Job,74376.55,1,74376.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUc1cVRCeHY4Ukc2VmJOOVdFME56USIsImkiOiI1NzczNzIyMzIwIn0.zvlj5O9SIxu9Jfq_xv8W4ylcxkD5pMuP0JDSJPw9yOA,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $88,000 per year Safety bonus opportunities Weekly home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options …",30.453041,Regional Truck Driver,-81.661532,2026-06-23T11:52:41Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Dinsmore, Duval County","['US', 'Florida', 'Duval County', 'Dinsmore']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722333?utm_medium=api&utm_source=abfa41a4,5773722333,Adzuna::API::Response::Job,71138.45,1,71138.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUc1cVRCeHY4Ukc2VmJOOVdFME56USIsImkiOiI1NzczNzIyMzMzIn0.Au8O5lAfnU81MxhduCKb0JnTYoFF7NWfzevfzzPyqEI,"Looking for regional truck driving jobs? J.B. Hunt is hiring dedicated truck drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.69 - $0.73 cents per mile Detention pay: $4 -$16 per 15-minute increments Breakdown pay: $15 per hour Hazmat pay per load: $50 Off account per day: $200-$350 Holiday pay per…",39.44244,Regional Truck Driver,-84.36726,2026-06-23T11:52:41Z,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Monroe, Butler County","['US', 'Ohio', 'Butler County', 'Monroe']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722286?utm_medium=api&utm_source=abfa41a4,5773722286,Adzuna::API::Response::Job,75349.59,1,75349.59,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUc1cVRCeHY4Ukc2VmJOOVdFME56USIsImkiOiI1NzczNzIyMjg2In0.saBwexvACGkdl0htvUpsC6RMd91qrOS0ibzYcqvtJV4,"Are you a new CDL graduate looking for truck driver training? Drive with J.B. Hunt's Apprenticeship Program and receive on-the-job training and experience with an industry leader. Drivers in this program work with an experienced J.B. Hunt driver trainer for six weeks before transitioning to a full-time position upon successful completion. Job Details: Average $90,000 per year $1,250 minimum weekly pay guarantee for the first 6 weeks Weekly home time Online orientation Onsite training and manage…",44.503225,Regional Truck Driver,-88.065745,2026-06-23T11:52:40Z,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Location,"Ashwaubenon, Brown County","['US', 'Wisconsin', 'Brown County', 'Ashwaubenon']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722300?utm_medium=api&utm_source=abfa41a4,5773722300,Adzuna::API::Response::Job,83604.99,1,83604.99,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjMwMCIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.fJXVuC8yQfVkz3lSefk59FpvLQ-7p3LvuapWNtHiyg8,"Looking for regional truck driving jobs? J.B. Hunt is hiring dedicated truck drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.62 - $0.64 per mile Detention pay: $20 per hour Stop pay: $35 per stop Holiday pay per day: $275 Safety training: $20 per hour New York City trip: $215 per load New hire tra…",41.332129,Regional Truck Driver,-81.157411,2026-06-23T11:52:40Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Hiram, Portage County","['US', 'Ohio', 'Portage County', 'Hiram']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722266?utm_medium=api&utm_source=abfa41a4,5773722266,Adzuna::API::Response::Job,66261.42,1,66261.42,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUc1cVRCeHY4Ukc2VmJOOVdFME56USIsImkiOiI1NzczNzIyMjY2In0.E990e_MUdxd_7C6zTFfhXhEY5Q4xs8hcxJ8BnOZa0qg,"Looking for regional truck driving jobs? J.B. Hunt is hiring dedicated truck drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.705-$0.745 cpm Detention pay: $30 per hour Stop pay: $75 per stop Off-account work: $225 - $300 per day Outbound load pay: $30 per load Holiday pay per day: $340 Safety trai…",40.844756,Regional Truck Driver,-85.315324,2026-06-23T11:52:39Z,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"Markle, Huntington County","['US', 'Indiana', 'Huntington County', 'Markle']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722231?utm_medium=api&utm_source=abfa41a4,5773722231,Adzuna::API::Response::Job,88627.01,1,88627.01,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjIzMSIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.efuIPTSLfffStfXh493rT8k33X_Ms2Cpp550Yq1ox_0,"Are you a new CDL graduate looking for truck driver training? Drive with J.B. Hunt's Apprenticeship Program and receive on-the-job training and experience with an industry leader. Drivers in this program work with an experienced J.B. Hunt driver trainer for six weeks before transitioning to a full-time position upon successful completion. Job Details: Drivers in this position over the last six to twelve months have achieved annualized earnings of $95,000 $0.64-$0.68 per mile Stop pay: $35 per s…",41.332963,Regional Truck Driver,-89.12642,2026-06-23T11:52:39Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Peru, LaSalle County","['US', 'Illinois', 'LaSalle County', 'Peru']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722254?utm_medium=api&utm_source=abfa41a4,5773722254,Adzuna::API::Response::Job,96710.84,1,96710.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUc1cVRCeHY4Ukc2VmJOOVdFME56USIsImkiOiI1NzczNzIyMjU0In0.w91LllCMFOA0cnj5jetoNvtcMfvMXhBHDVpqLj9CEto,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Drivers in this position over the last six to twelve months have achieved annualized earnings of $95,000 . Job Details: $0.64-$0.68 per mile Stop pay: $35 per stop Detention pay: $15 per ho…",41.332963,Regional Truck Driver,-89.12642,2026-06-23T11:52:39Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Peru, LaSalle County","['US', 'Illinois', 'LaSalle County', 'Peru']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
https://www.adzuna.com/details/5773722192?utm_medium=api&utm_source=abfa41a4,5773722192,Adzuna::API::Response::Job,88918.32,1,88918.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MzcyMjE5MiIsInMiOiJtRzVxVEJ4djhSRzZWYk45V0UwTnpRIn0.sLDkGacAbWOhj81uYrWIKGyL7uI30kdYSkMR1Ajau-w,"Looking for dedicated truck driving jobs? J.B. Hunt is hiring regional CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $84,000 per year $3,000 sign-on bonus for a limited time Safety bonus opportunities Weekly home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 3…",38.958758,Regional Truck Driver,-85.890537,2026-06-23T11:52:38Z,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"Seymour, Jackson County","['US', 'Indiana', 'Jackson County', 'Seymour']",J.B. Hunt Transport,Adzuna::API::Response::Company,contract,full_time
