longitude,redirect_url,id,title,salary_min,salary_max,description,salary_is_predicted,__CLASS__,created,contract_time,latitude,adref,company.display_name,company.__CLASS__,category.label,category.tag,category.__CLASS__,location.area,location.display_name,location.__CLASS__,contract_type
,https://www.adzuna.com/land/ad/5790056074?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=B65300E47EBF9F0F75B16E71BA2219484059B21C,5790056074,Hematology/Oncology Nurse Practitioner,118007.23,118007.23,"Schedule: Monday - Friday (8:00am - 4:00pm) - Full-Time 1-2 Weeks per Month Setting: Hospital Job Details: Patient volume for inpatient and outpatient. Inpatient varies based on consults, outpatient Will have a Hem/onc physician on site EMR 80% paper, 20% EMR Meditech Requirements: Active RI License (Willing to License), DEA & CSR, 2 Years of Experience as a Nurse Practitioner in a Hematology/Oncology setting Travel: Airfare, lodging, and car rental will be covered. Please contact Anae Obee if …",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUpsNmJsZDU4UkdzMGFTSjE0UGhidyIsImkiOiI1NzkwMDU2MDc0In0.lCljmNbTf6lygc-VRtK1UXaMXIEbHpHW_VZqAMQmv-I,Aya Locums,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,['US'],US,Adzuna::API::Response::Location,
,https://www.adzuna.com/land/ad/5790056037?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=05A587F7F0F64225B52B3956AC37518B819FFF8B,5790056037,Physician / Urology / Michigan / Locum or Permanent / Urology Physician Locums Job MI Job,118882.64,118882.64,"Opening Summary Urology locum tenens opportunity in Michigan's Upper Peninsula providing 24-hour inpatient call coverage. This ongoing assignment offers recurring blocks throughout the summer with manageable call volume and no requirement to remain in-house while on call. Assignment Details Location: Upper Peninsula, Michigan Setting: Inpatient Contract Type: Ongoing Call Coverage Job ID: 50408 Schedule 24-Hour Beeper Call Coverage (7:00 AM 7:00 AM) Response Time: Within 20 Minutes Not Required…",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUpsNmJsZDU4UkdzMGFTSjE0UGhidyIsImkiOiI1NzkwMDU2MDM3In0.ASnHECyuRSTe6WxxTY5SF8qrK1PMPiupL8YLL3DjtDc,Floyd Lee Locums,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,['US'],US,Adzuna::API::Response::Location,contract
-81.322754,https://www.adzuna.com/land/ad/5790056073?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=178471396DA60B6DCCAA56EA05A53D23D4DCA988,5790056073,Cardiology - Interventional Physician,329163.38,329163.38,"Interventional Cardiologist Opportunity - Hickory, NC Position Overview Specialty: Interventional Cardiology Employment Type: Full-Time Practice Model: Employed Team & Practice Join 6 Board-Certified Cardiologists Supported by 5 Advanced Practice Providers (APPs) Busy, well-established practice Minimal administrative burden with physician input in decision-making Call & Coverage Interventional Call: 2-3 weeknights Every 4th weekend Rotating holidays Coverage: 24/7 STEMI program Accreditations: …",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,35.762441,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NjA3MyIsInMiOiJlSmw2YmxkNThSR3MwYVNKMTRQaGJ3In0.W0vX23ZFa597cjZlzfk_uyaEBZU6mTfXN9DHtYmanYI,RecruitWell,Adzuna::API::Response::Company,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,"['US', 'North Carolina', 'Catawba County', 'Lenoir Rhyne']","Lenoir Rhyne, Catawba County",Adzuna::API::Response::Location,
,https://www.adzuna.com/land/ad/5790056053?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=8614CA7ECE3A629D3B6482C2D119422EA899B3AE,5790056053,Physician / Cardiology / New York / Locum or Permanent / Cardiology Physician Locums Job NY Job,120172.32,120172.32,"Opening Summary General Cardiology locum tenens opportunity in Northern New York supporting a well-established solo cardiology practice. This assignment offers a consistent three-weeks-per-month schedule, minimal call responsibilities, and a blend of outpatient clinic, cardiac testing oversight, and inpatient consultative care. Assignment Details Location: Northern New York Setting: Outpatient Clinic and Hospital Consult Service Start Date: Early August 2026 (pending credentialing) Contract Len…",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUpsNmJsZDU4UkdzMGFTSjE0UGhidyIsImkiOiI1NzkwMDU2MDUzIn0.vwEfWuonGcDxginv1sH-RlkDV_d3EzMZBrzCdTH9zc0,Floyd Lee Locums,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,['US'],US,Adzuna::API::Response::Location,contract
-109.614843,https://www.adzuna.com/land/ad/5790056064?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=5EC61443179539FA95F265C306A6D3A725E7292D,5790056064,Physician / Emergency Medicine / Arizona / Locum or Permanent / Emergency Medicine Physician / Travel Position Job,374556.53,374556.53,"Locums, Inc. is seeking Physicians with Emergency Medicine experience for full-time services in a rural clinic in the Gallup, NM area working with the native Navajo people. The position is for 3 months with extensions possible. All valid state or Federal licenses acceptable. Board certified and Board eligible physicians in Emergency Medicine are both accepted. About the Opportunity:- Period of Performance is approx. 1/1/21 to 3/30/21 w/ possible 3-month extensions until 12/31/21- 12 hour shifts…",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,36.183756,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUpsNmJsZDU4UkdzMGFTSjE0UGhidyIsImkiOiI1NzkwMDU2MDY0In0.zpG1Xgn_iz2TMAUKjYAXRxkJ-zXeazzkwafKbdenzz0,"Locums, Inc.",Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Arizona', 'Apache County', 'Chinle']","Chinle, Apache County",Adzuna::API::Response::Location,contract
,https://www.adzuna.com/land/ad/5790056054?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=A913E968A94182B3190C1299BB8C0B08BB58D39D,5790056054,Physician / Gastroenterology / Texas / Locum or Permanent / Gastroenterology Physician Locums Job TX Job,125283.41,125283.41,Opening Summary Gastroenterology locum tenens opportunity in East Texas providing inpatient call coverage with ERCP preferred. This assignment offers weeklong call blocks with additional future dates anticipated and temporary privileges available for qualified providers. Assignment Details Location: East Texas Setting: Inpatient Contract Type: Call Coverage Job ID: 50428 Schedule 24-Hour Beeper Call Coverage Response Time: Within 30 Minutes Practice Details Inpatient consultative Gastroenterolo…,1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUpsNmJsZDU4UkdzMGFTSjE0UGhidyIsImkiOiI1NzkwMDU2MDU0In0.4lvPqBJnN-6s6rYtSapm6KFeUqaa1JbdbAVPeap06es,Floyd Lee Locums,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,['US'],US,Adzuna::API::Response::Location,contract
,https://www.adzuna.com/land/ad/5790056036?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=7B170842A0EFE17A4C92AF626823AC2E1F13ACB7,5790056036,Physician / Pain Management / Delaware / Permanent / Pain Management Dover Delaware Job,86044.54,86044.54,INTERVENTIONAL PAIN MANAGEMT DOVER DELAWARE We are looking for a BC/BE Pain Management Physician May have done residency in either PM&R or Anesthesia or Neurology Salary Approx 350k plus sign bonus in the first year. Production model after 1st year with the potential to make considerably higher compAbility to buy into local Ambulatory Surgery after several years Opening around July- August 2025 Full benefits included Must have completed a fellowship in Pain Medicine No Visa candidates considere…,1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NjAzNiIsInMiOiJlSmw2YmxkNThSR3MwYVNKMTRQaGJ3In0.MoTb7Q20FEUYj6oCD9JJhiJf48yGj6of4k_5MiAbrDk,Continuum Medical Staffing,Adzuna::API::Response::Company,HR & Recruitment Jobs,hr-jobs,Adzuna::API::Response::Category,['US'],US,Adzuna::API::Response::Location,permanent
-111.8036,https://www.adzuna.com/land/ad/5790056034?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=C326E862FB4706EDF2F193BD261A489BF619A27A,5790056034,"Physician / Rheumatology / California / Permanent / Looking for Physicians part time in Los Angeles, CA Job",213216.52,213216.52,"Good Day Dr, My name is Andrea. I work with a group in the Los Angeles area. We are looking to hire a part time Physician to do Social Security exams. We are looking for a Rheumatologist or someone with Rheumatology experience. Excellent salary. Do you have a moment to talk?SincerelyAndrea",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,33.3518,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NjAzNCIsInMiOiJlSmw2YmxkNThSR3MwYVNKMTRQaGJ3In0.D4Mhf1Mdb2gf0z2fCSHDZb-rbBipE3Nr9PC1-7GUjt0,Samuel Contract Staffing LLC,Adzuna::API::Response::Company,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,"['US', 'Arizona', 'Maricopa County', 'Gilbert']","Gilbert, Maricopa County",Adzuna::API::Response::Location,permanent
-100.62758,https://www.adzuna.com/land/ad/5790056062?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=388B071FC354B21161518AD785E60DC158AFFE75,5790056062,Direct Support Professional (Residential),45425.47,45425.47,"_Direct Support Professional_ About us Southwest Area Training Service is under new administration who is dedicated in providing the best support and advocacy for those we support. Southwest Area Training services is a local business in McCook, NE. We provide a challenging, rewarding, fast-paced working environment and our goal is to ensure all people supported have enviable lives. Our work environment also includes: A lively atmosphere On-the-job training Growth opportunities Southwest Area Tr…",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,40.209616,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NjA2MiIsInMiOiJlSmw2YmxkNThSR3MwYVNKMTRQaGJ3In0.QlK-hAtNhC_F8meyONTHGzhusXYFAvYxOeOx4W6JFH8,Southwest Area Training Service,Adzuna::API::Response::Company,Social work Jobs,social-work-jobs,Adzuna::API::Response::Category,"['US', 'Nebraska', 'Red Willow County', 'Mc Cook']","Mc Cook, Red Willow County",Adzuna::API::Response::Location,
-111.764189,https://www.adzuna.com/land/ad/5790056045?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=F699BC665142ACA154607F0F27C9427332B79F3B,5790056045,"Physician / Emergency Medicine / California / Permanent / We need an MD or DO at an integrated practice in Los Angeles, CA Job",100094.23,100094.23,"Hello,I work with a busy integrated practice in Los Angeles, CA and we are looking for an MD or DO to join our team. Schedule is very flexible and salary is negotiable. I look forward to speaking with you. Would you send your CV and contact information?Best regards,Sarah",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,33.332032,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NjA0NSIsInMiOiJlSmw2YmxkNThSR3MwYVNKMTRQaGJ3In0.TsOCV3AqNlfPYa1kCf4UqBrDysME1E7DKd9ZEmtA-oQ,Samuel Contract Staffing LLC,Adzuna::API::Response::Company,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,"['US', 'Arizona', 'Maricopa County', 'Higley']","Higley, Maricopa County",Adzuna::API::Response::Location,permanent
-76.1509,https://www.adzuna.com/land/ad/5790056077?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=DAF23332905F75DA2B684FD158ECAE7EBE392B67,5790056077,"Physician / New York / Locum Tenens / Enjoy Production Incentives Near Syracuse, New York Job",88921.62,88921.62,"Our client in a gorgeous, upstate New York location is seeking a qualified Chief Medical Officer to join their executive team. Located about 45 minutes away from Syracuse, this location is known for its abundance of outdoor activities, high quality of life, and stellar scenic views. Annual Salary. Retirement plan provided. Production Incentives available. Signing Bonus possible, contact us for details. Relocation Bonus possible.",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,43.0429,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5MDA1NjA3NyIsInMiOiJlSmw2YmxkNThSR3MwYVNKMTRQaGJ3In0.VvEwNv4H8xAHowB6FdlOExV6l0R7Qw9jmElPSRjHzwc,The Curare Group,Adzuna::API::Response::Company,Admin Jobs,admin-jobs,Adzuna::API::Response::Category,"['US', 'New York', 'Onondaga County', 'Syracuse']","Syracuse, Onondaga County",Adzuna::API::Response::Location,contract
-111.764189,https://www.adzuna.com/land/ad/5790056038?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=D20B61DE2ED3C8C3A3F8F23BA0EBEC699D2966BD,5790056038,"Physician / Clinical Pharmacology / Florida / Locum tenens / Hiring Medical Director in Orlando, FL Job",121419.23,121419.23,"Hello,I work with a plasma center in Orlando, FL. We have an open position for a Medical Director (MD or DO with 4 yrs clinical lab experience, 2 yrs experience in this field, or Pathologist) to join us 4 hrs/wk. Training provided. Must be within 50 miles of the clinic. Competitive salary. I look forward to speaking with you. Would you send your CV and contact information?Best regards,Brad",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,33.332032,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUpsNmJsZDU4UkdzMGFTSjE0UGhidyIsImkiOiI1NzkwMDU2MDM4In0.dIBYPf4i3s-H-LPOBqwCtc3vy0cYQ9ZOgUwZwKO-HMo,Samuel Contract Staffing LLC,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Arizona', 'Maricopa County', 'Higley']","Higley, Maricopa County",Adzuna::API::Response::Location,contract
-84.209435,https://www.adzuna.com/land/ad/5790056052?se=eJl6bld58RGs0aSJ14Phbw&utm_medium=api&utm_source=abfa41a4&v=978843B9822EBFD3488AE54C6861723430B03892,5790056052,"Physician / Ohio / Locum Tenens / Loan Forgiveness Available in Dayton, Ohio Job",152722.89,152722.89,"Join a thriving, highly regarded Anesthesiology group in southwest Ohio. The health system operates five campuses throughout Ohio, and has more than 100 patient care locations. Single Specialty Group Employee . Salary OR Income Guarantee. Loan Forgiveness available. Signing Bonus available, contact us for details. Relocation Bonus available. CME time and money available. Retirement plan provided. Mix of many types of cases (no hearts, inter cranial or OB).",1,Adzuna::API::Response::Job,2026-07-06T12:15:07Z,full_time,39.757443,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZUpsNmJsZDU4UkdzMGFTSjE0UGhidyIsImkiOiI1NzkwMDU2MDUyIn0.aSv6XeLLJQ5T3AeRAnhFIXH3ilB28UCoI8ZYhCwcgoY,The Curare Group,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"['US', 'Ohio', 'Montgomery County', 'Dayton']","Dayton, Montgomery County",Adzuna::API::Response::Location,contract
