salary_is_predicted,salary_min,created,redirect_url,title,longitude,adref,salary_max,__CLASS__,id,description,latitude,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag,contract_type,contract_time
1,53312.72,2026-07-31T11:12:27Z,https://www.adzuna.com/details/5822422593?utm_medium=api&utm_source=abfa41a4,Fitness Specialist - Corporate Wellness,-80.134484,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQyMjU5MyIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.Xo8KZsOt8NZcG4vumL9bi7GdoTgwg1ZchTTa_G0ptmQ,53312.72,Adzuna::API::Response::Job,5822422593,"Kinema Fitness is a premium fitness center operator that provides on-site wellness solutions to corporate facilities across the country. We are looking for a Full Time Fitness Specialist for a beautiful corporate fitness center in Downtown Miami. Kinema Fitness prides themselves on creating an absolutely incredible atmosphere to our members that is built on the highest levels of customer satisfaction, member engagement, program innovation, and performance. Kinema is seeking a Fitness Specialist…",25.756014,"Miami, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Miami']",Adzuna::API::Response::Location,Kinema Fitness,Adzuna::API::Response::Company,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,,full_time
1,44882.81,2026-07-31T11:12:00Z,https://www.adzuna.com/details/5822422231?utm_medium=api&utm_source=abfa41a4,Tool Room Attendant,-80.85675,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQyMjIzMSIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.cN0KkaxlqEzCfrPVFmkm1SVxDlS2AeWis2btSwkBCAk,44882.81,Adzuna::API::Response::Job,5822422231,"Tool Room Attendant Butech Bliss is a company that sets itself apart from its competitors by offering the most innovative design, manufacturing and service in our industry. This is accomplished by building and nurturing a workforce of exceptional employees. We recruit top talent by offering an exceptional employment package and fostering a supportive culture and pleasant working environment. The Tool Room Attendant will: Dress grinding wheels, according to specifications. Monitor machine operat…",40.900892,"Salem, Columbiana County","['US', 'Ohio', 'Columbiana County', 'Salem']",Adzuna::API::Response::Location,Butech Bliss,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
1,54961.94,2026-07-31T11:10:35Z,https://www.adzuna.com/details/5822421236?utm_medium=api&utm_source=abfa41a4,HR Coordinator,-77.606867,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQyMTIzNiIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.5STk1Sr1sGC7PTTLTppYXrGPyOA13IWCb1RL6hOarJo,54961.94,Adzuna::API::Response::Job,5822421236,"PEKO Precision Products: We Make Products That Matter PEKO is a full-service, debt-free, privately-owned contract manufacturer with over 60 years embedded in the Rochester, NY community. In collaboration with our valued business partners, we deliver new product development (NPI) strategies for product commercialization and provide solutions in the medical, industrial, defense, and renewable energy industries. Enriching life is a crucial component of what we do daily. The Opportunity: HR Coordin…",43.161471,"Rochester, Monroe County","['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,PEKO Precision Products Inc,Adzuna::API::Response::Company,HR & Recruitment Jobs,Adzuna::API::Response::Category,hr-jobs,,
1,64823.65,2026-07-31T11:10:15Z,https://www.adzuna.com/details/5822421050?utm_medium=api&utm_source=abfa41a4,On-Site Interpreter,-104.938427,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUJIY0NfU004UkdHZ09fbjBybWRpUSIsImkiOiI1ODIyNDIxMDUwIn0.AhJns_2w7Sdtv-wwObCPLYfKAn9WlyQU2WIyQ1--7kk,64823.65,Adzuna::API::Response::Job,5822421050,"Job Title: On-Site Consecutive &/or Simultaneous Interpreter Location: Onsite Job Type: Independent Contractor Experience Level: Experienced Job Overview: A Reviver onsite interpreter plays a crucial role in facilitating effective communication between individuals who speak different languages. Interpreters listen to a speaker in one language and accurately render the message into another language, either consecutively or simultaneously. Interpreters act as a communication bridge across various…",39.440421,"Douglas County, Colorado","['US', 'Colorado', 'Douglas County']",Adzuna::API::Response::Location,Reviver Global,Adzuna::API::Response::Company,Customer Services Jobs,Adzuna::API::Response::Category,customer-services-jobs,,
1,75431.34,2026-07-31T11:09:58Z,https://www.adzuna.com/details/5822420849?utm_medium=api&utm_source=abfa41a4,Project Engineer,-99.26508,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQyMDg0OSIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.Z5kYARSXP5B4JWtDruFe8oGW39FmciruF8N8O6v2Vkg,75431.34,Adzuna::API::Response::Job,5822420849,"MMR Project Engineer - based in Vernon, TX Location: Vernon, TX Pay: $47-$53/hour based on experience Per Diem: $150/day paid for days worked Work Schedule: 6/10s Company Culture: At MMR, our most valuable assets are not our buildings or equipment, it is our family of employees with diverse backgrounds and experiences. Our investment in training programs and resources allows our employees to reach both their personal and professional goals. This is evident with MMR receiving numerous awards inc…",34.154531,"Vernon, Wilbarger County","['US', 'Texas', 'Wilbarger County', 'Vernon']",Adzuna::API::Response::Location,MMR Group,Adzuna::API::Response::Company,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,energy-oil-gas-jobs,,
1,26088.69,2026-07-31T11:08:18Z,https://www.adzuna.com/details/5822419926?utm_medium=api&utm_source=abfa41a4,Seasonal TURN Help Maintenance Technician - Student Housing,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUJIY0NfU004UkdHZ09fbjBybWRpUSIsImkiOiI1ODIyNDE5OTI2In0.uLb0w1ulmkBka9YxyixX0HyVMlPag2lfYKDOBWHoTYs,26088.69,Adzuna::API::Response::Job,5822419926,"About University Partners University Partners is a student housing management company focused on delivering well-maintained communities, responsive service, and a positive resident experience. Our maintenance teams play a critical role in keeping our communities safe, clean, and operating at a high standard. Job purpose Are you hands-on, dependable, and ready to make an immediate impact? We are seeking a Temporary Seasonal Maintenance Technician to support the day-to-day maintenance operations …",,US,['US'],Adzuna::API::Response::Location,University Partners,Adzuna::API::Response::Company,Maintenance Jobs,Adzuna::API::Response::Category,maintenance-jobs,contract,
1,41301.59,2026-07-31T11:06:17Z,https://www.adzuna.com/details/5822418951?utm_medium=api&utm_source=abfa41a4,Dump Truck Driver - Richmond,-77.45,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxODk1MSIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.IWV_ZWCxnM2JsXAa3c5_8O1Ucz7nwwZo-fSmxClJco0,41301.59,Adzuna::API::Response::Job,5822418951,Job Title: Dump Truck Driver - Richmond Major Role and Purpose : Drives Dump Trucks for transporting construction materials to and from jobs and plant locations. Description of Duties : Ensure a safe work environment in compliance with all safety policies and procedures using the appropriate tools and equipment for the task. Safety maneuver trucks into loading or unloading positions. Pull or push levers to dump materials. Move hand and foot controls to move truck forward and backward to aid in …,37.56,"Richmond, Richmond County","['US', 'Virginia', 'Richmond County', 'Richmond']",Adzuna::API::Response::Location,Branscome,Adzuna::API::Response::Company,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,,
1,48602.74,2026-07-31T11:05:24Z,https://www.adzuna.com/land/ad/5822418591?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=D4210B13F658486B278DCE4C7647CAA22714CE64,Hairstylist,-122.688215,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxODU5MSIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.6QRez0Wbrzqxs3roZhuLMHndOhzVgJHy_p26CAiQuE4,48602.74,Adzuna::API::Response::Job,5822418591,"Job Description Job Description  1 KIDS' SALON IN THE U.S. WE ARE HIRING NOW! We are looking for a few happy energetic stylists and barbers to join our fun team. Sharkey’s Cuts for Kids is a salon for kids ages 0-14. We’re on a mission to WOW our clients from the minute they arrive. Smiles and a positive attitude are a must, and we treat all our team members like family! Full job description If you are a happy, energetic, fun, and positive cosmetologist with barbering experience , Sharkey Cuts …",45.505603,"Portland, Multnomah County","['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,Sharkey's Cuts for Kids - Portland,Adzuna::API::Response::Company,Retail Jobs,Adzuna::API::Response::Category,retail-jobs,,
1,61013.32,2026-07-31T11:05:24Z,https://www.adzuna.com/land/ad/5822418596?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=F3ADA0B52035C4F0DF7E9FAD6DD73E916D6BBBBC,Experienced Metal Fabricator at a family owned hot rod shop,-87.899151,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUJIY0NfU004UkdHZ09fbjBybWRpUSIsImkiOiI1ODIyNDE4NTk2In0.jicdpkzC3uFHAF4rQRi-V5qvkToUkeTFCXgznDhDapw,61013.32,Adzuna::API::Response::Job,5822418596,"Job Description Job Description We are about creating a better lifestyle for our technicians . Here at Bennett Coachworks you will participate in a special atmosphere. We are like a second family. You will enjoy positive surroundings while working hard restoring classic and muscle cars. Show off your abilities while improving your skills every day. If you are tired of feeling overlooked and unimportant working at a corporation who only cares about your production, rather than who you are, then …",43.043978,"Milwaukee, Milwaukee County","['US', 'Wisconsin', 'Milwaukee County', 'Milwaukee']",Adzuna::API::Response::Location,Bennett Coachworks LLC,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
1,54404.26,2026-07-31T11:05:24Z,https://www.adzuna.com/land/ad/5822418592?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=619D7489F86B9DA811A4BDD9A636AE0ECA530876,Paralegal,-84.264752,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxODU5MiIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.7R9t3c_j55Jhpw64BCUauxGe9jWLs7G16M-ucD2DhZM,54404.26,Adzuna::API::Response::Job,5822418592,"Job Description Job Description RumbergerKirk is looking for an experienced Paralegal to join our team! In this role, you’ll work closely with our attorneys on a variety of civil defense matters, including auto negligence, trucking litigation, premises liability, and school board defense litigation. You’ll be involved in all phases of litigation, from case development through trial, and play a key role in keeping cases moving forward. What you’ll do Manage and organize case files, including obt…",30.430969,"Tallahassee, Leon County","['US', 'Florida', 'Leon County', 'Tallahassee']",Adzuna::API::Response::Location,RUMBERGER KIRK & CALDWELL PROFESSIONAL ASSOC,Adzuna::API::Response::Company,Legal Jobs,Adzuna::API::Response::Category,legal-jobs,,
1,46133.43,2026-07-31T11:05:24Z,https://www.adzuna.com/land/ad/5822418598?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=2803B2040C032CD101FA5D902647915FCF5496DE,Fitter/Welder,-122.337912,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUJIY0NfU004UkdHZ09fbjBybWRpUSIsImkiOiI1ODIyNDE4NTk4In0.C9s7xzhtMLdK33b_E10h1DzndUQy8pyGK1eciWRKDK0,46133.43,Adzuna::API::Response::Job,5822418598,"Job Description Job Description Job description Company Core Success Statement This organization believes that each employee makes a significant contribution to our success. That contribution should not be limited by the assigned responsibilities. Therefore, this position description is designed to outline primary duties, qualifications and job scope, but not limit the incumbent or the organization to only the work identified. It is our expectation that each employee will offer his/her services…",45.416566,"Boring, Clackamas County","['US', 'Oregon', 'Clackamas County', 'Boring']",Adzuna::API::Response::Location,Superior metal fab llc,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
1,80040.95,2026-07-31T11:05:24Z,https://www.adzuna.com/land/ad/5822418599?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=7D98C8A0F9BA62D4B693D6B3F95E42ED8C01632B,"Sr. Construction Representative-Hendersonville, TN",-86.619996,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxODU5OSIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.2DVJLcTP7AHagHneOXms3kvD6fPxPbcaWvi4ExEiq2A,80040.95,Adzuna::API::Response::Job,5822418599,"Job Description Job Description Job Title: Sr. Construction Representative-Hendersonville, TN Work Location: Hendersonville, TN Salary: Based on experience and will be discussed with manager in interview REQUIREMENT- Must be a US Citizen and must pass a federal background review and drug screen Position Summary: The Senior Construction Representative provides construction quality assurance, inspection, and contract compliance services in support of the Old Hickory Turbine Generator Rehabilitati…",36.304774,"Hendersonville, Sumner County","['US', 'Tennessee', 'Sumner County', 'Hendersonville']",Adzuna::API::Response::Location,"Accura Engineering and Consulting Services, Inc.",Adzuna::API::Response::Company,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,,
1,68934.63,2026-07-31T11:05:24Z,https://www.adzuna.com/land/ad/5822418595?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=2E3C18D690A0C04B436204F3236FF1E65C018435,Estimator - Residential and Commercial Construction,-97.332753,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxODU5NSIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.XhwHVjq_lKsFg10Agbw9IPGljEsCz_IbBF4H2IeIWws,68934.63,Adzuna::API::Response::Job,5822418595,"Job Description Job Description Syndeo has a direct hire opportunity for a detail-driven residential construction Estimator to support custom & production homebuilding projects by analyzing blueprints, specifications, and site conditions to estimate labor, material, and time requirements. In this role, you will be responsible for translating blueprints into accurate, computer-based cost estimates, ensuring every material, quantity, and cost is accounted for and estimated accurately. Key Respons…",37.684363,"Wichita, Sedgwick County","['US', 'Kansas', 'Sedgwick County', 'Wichita']",Adzuna::API::Response::Location,Syndeo Staffing,Adzuna::API::Response::Company,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,,
1,60411.28,2026-07-31T11:05:23Z,https://www.adzuna.com/land/ad/5822418588?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=B63607D2D77EA1B10587442A3115D21F71A7B8CD,Paralegal - Digital Reporter,-78.886385,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxODU4OCIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.kbc-FTLEhYtlzz8C7l2JCg1jAAabHN4m4PUBvk1uq1A,60411.28,Adzuna::API::Response::Job,5822418588,"Job Description Job Description Remain a critical part of the legal industry while putting your paralegal skills to work. We are seeking a tech-savvy individual looking for a career within the legal system to join our team as a Digital Reporter . In this role, you will use high-quality digital audio equipment to capture the verbatim record of a deposition or other legal proceeding. This is a high-demand career that offers flexible schedules, ongoing support & mentorship, & high earning potentia…",42.896767,"Buffalo, Erie County","['US', 'New York', 'Erie County', 'Buffalo']",Adzuna::API::Response::Location,Veritext Legal Solutions,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,
1,99949.24,2026-07-31T11:05:23Z,https://www.adzuna.com/land/ad/5822418584?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=ADA4114E0B118D9E067D4C7079C975DE2CF6B656,Construction Estimator Heavy Civil / Site Development,-76.859106,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUJIY0NfU004UkdHZ09fbjBybWRpUSIsImkiOiI1ODIyNDE4NTg0In0.2wtiiJwM4fkJhf9G9gZmGihdbh-4Gvg-Wp0HnyS3kjY,99949.24,Adzuna::API::Response::Job,5822418584,"Job Description Job Description Key Duties / Responsibilities As a Heavy Civil Construction Estimator , you will review, analyze, and interpret bid specifications and drawings to create accurate project estimates. You’ll oversee the entire bidding process, from document analysis to submission of comprehensive bid proposals. This role requires strong technical skills, attention to detail, and the ability to collaborate effectively with clients, vendors, and internal teams. Experience working for…",34.78655,"Newport, Carteret County","['US', 'North Carolina', 'Carteret County', 'Newport']",Adzuna::API::Response::Location,Sunland Builders Inc,Adzuna::API::Response::Company,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,,
1,65194.52,2026-07-31T11:05:23Z,https://www.adzuna.com/land/ad/5822418586?se=EBHcC_SM8RGGgO_n0rmdiQ&utm_medium=api&utm_source=abfa41a4&v=F1E9D290AA4518165305F05D4AAF6A8D58B3C51C,Experienced Concrete Polishing Crew Member,-112.07,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMjQxODU4NiIsInMiOiJFQkhjQ19TTThSR0dnT19uMHJtZGlRIn0.uFN8c49mL8DcY2D1M6VNeR1OGOi_66VgfsobZj_tFaQ,65194.52,Adzuna::API::Response::Job,5822418586,"Job Description Job Description About Us Polished and Decorative Concrete (PDC) is a premier, fast-growing flooring company with over 15 years of industry excellence. Backed by national commercial and industrial contracts, we pride ourselves on delivering top-tier craftsmanship. As we expand our operations nationwide, we are seeking reliable, hardworking, and experienced Concrete Polishing Crew Members to join our traveling teams. ⚠️ IMPORTANT REQUIREMENT: This position requires a minimum of 2 …",33.45,"Phoenix, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,Polished Decorative Concrete,Adzuna::API::Response::Company,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,,
