salary_is_predicted,longitude,description,__CLASS__,created,id,latitude,salary_min,salary_max,adref,contract_time,title,redirect_url,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,location.display_name,location.__CLASS__,location.area,contract_type
0,-84.9431,"Stability Healthcare is seeking a local contract nurse RN Interventional Radiology for a local contract nursing job in Columbus, Georgia. Job Description & Requirements Specialty: Interventional Radiology Discipline: RN Duration: 12 weeks 40 hours per week Shift: 8 hours, days Employment Type: Local Contract Stability Healthcare is looking for a Interventional Radiology RN contract position in Columbus, GA. The main goal of radiology nurses is patient safety. They monitor and assess patients, p…",Adzuna::API::Response::Job,2026-08-15T09:17:11Z,5843096155,32.4841,0.0,122720.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTU1In0.KgbmLPd7yeoJ4EY7DZgOFJA5offL7Emqh16O15zqu6A,,Local Contract Interventional Radiology RN - $59 per hour,https://www.adzuna.com/land/ad/5843096155?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=5D56C628104223A632BF2C1DEEC80C37B706A937,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Beallwood, Muscogee County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Muscogee County', 'Beallwood']",
0,-70.007254,"Stability Healthcare is seeking a local contract nurse RN Med Surg for a local contract nursing job in Nantucket, Massachusetts. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 10/05/2026 Duration: 14 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Med-Surg RN contract position in Nantucket, MA. The majority of hospitalized patients are admitted to M/S either directly or after surgery. M/S is als…",Adzuna::API::Response::Job,2026-08-15T09:17:11Z,5843096145,41.258708,0.0,114400.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTQ1In0.GDw1-f73D-o5Cw_9JdUFRqBSGfMPKGxGztvmM3nmio0,,Local Contract Med/Surg RN - $55 per hour,https://www.adzuna.com/land/ad/5843096145?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=D578FE793C8AA0E70C701C6FC26FE4FD0FC43C46,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Sconset, Nantucket",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Nantucket', 'Sconset']",
0,-82.736926,"Stability Healthcare is seeking a local contract nurse RN PCU - Progressive Care Unit for a local contract nursing job in Brevard, North Carolina. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 09/14/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Rehab RN contract position in Brevard, NC. Rehabilitation Nurses help patients, who still require some nursing ca…",Adzuna::API::Response::Job,2026-08-15T09:17:11Z,5843096158,35.200393,0.0,85280.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NjE1OCIsInMiOiJJdExSYUs2WThSR1FyNlFtemloa0d3In0.LaBppLBgH42nRFKwDq5DPBpKFBV0KBX4AsHKF59MEdU,,Local Contract PCU RN - $41 per hour,https://www.adzuna.com/land/ad/5843096158?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=C477DA37F9EB0B1705AD5139AC81FD6A2D891874,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Brevard, Transylvania County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Transylvania County', 'Brevard']",
0,-96.373,"Stability Healthcare is seeking a local contract nurse RN Labor and Delivery for a local contract nursing job in Sioux City, Iowa. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 09/14/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a L&D RN contract position in Sioux City, IA. Labor and Delivery (L&D) Nurses care for women during labor and childbirth, monitoring the bab…",Adzuna::API::Response::Job,2026-08-15T09:17:11Z,5843096147,42.401,0.0,147680.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTQ3In0.ywCgqBdnH3aDSwGvD-BqvVJsHE49vIxLA0hD3xvr_gA,,Local Contract Labor & Delivery RN - $71 per hour,https://www.adzuna.com/land/ad/5843096147?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=83E1FD976ECF0156C5DA6D1EEABC3CE06BDAFDD2,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Sergeant Bluff, Woodbury County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Woodbury County', 'Sergeant Bluff']",
0,-95.936348,"Stability Healthcare is seeking a local contract nurse RN Trauma ICU for a local contract nursing job in Omaha, Nebraska. Job Description & Requirements Specialty: Trauma ICU Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, flexible Employment Type: Local Contract Stability Healthcare is looking for a ICU RN contract position in Omaha, NE. Intensive Care Unit (ICU) Nurses treat acutely ill patients with life-threatening conditions, in settings requiring continuous vigilance …",Adzuna::API::Response::Job,2026-08-15T09:17:11Z,5843096153,41.261559,0.0,116480.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTUzIn0.LO0uqHm3LheUR1erHG2d7JbStO8n-ti-pM-07bsCd3k,,Local Contract Trauma ICU RN - $56 per hour,https://www.adzuna.com/land/ad/5843096153?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=1B57DB4B06119F522FB18E0E7FFC38A6F1CAFB61,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Omaha, Douglas County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Douglas County', 'Omaha']",
0,-81.83619,"Stability Healthcare is seeking a local contract nurse RN CVOR for a local contract nursing job in Fort Myers, Florida. Job Description & Requirements Specialty: CVOR Discipline: RN Start Date: 09/08/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Local Contract Stability Healthcare is looking for a CVOR RN contract position in Fort Myers, FL. CVOR nurse jobs focus on the treatment of cardiovascular patients, including operating bypass machines and administering…",Adzuna::API::Response::Job,2026-08-15T09:17:11Z,5843096148,26.63163,0.0,137280.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTQ4In0.TsJT6LgUc8diu9qCsl_aaDnA3bdOnOizB_tIWPBEAuY,,Local Contract CVOR RN - $66 per hour,https://www.adzuna.com/land/ad/5843096148?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=157147040A78AB7B1115FD48157A9E8908DB3590,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Fort Myers, Lee County",Adzuna::API::Response::Location,"['US', 'Florida', 'Lee County', 'Fort Myers']",
0,-93.110276,"Stability Healthcare is seeking a local contract nurse RN ICU - Intensive Care Unit for a local contract nursing job in Russellville, Arkansas. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 11/02/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Med-Surg RN contract position in Russellville, AR. The majority of hospitalized patients are admitted to M/S either dir…",Adzuna::API::Response::Job,2026-08-15T09:17:10Z,5843096135,35.301028,0.0,83200.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTM1In0.3rQE9HjhTovPlNPZGZapzYrchJ5J7jQrIwArHJIK98k,,Local Contract ICU RN - $40 per hour,https://www.adzuna.com/land/ad/5843096135?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=4A421EB1F3CFED71F4C80D2F89925AC48C41086B,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Russellville, Pope County",Adzuna::API::Response::Location,"['US', 'Arkansas', 'Pope County', 'Russellville']",
0,-80.225377,"Stability Healthcare is seeking a local contract nurse RN Rehabilitation for a local contract nursing job in Winston Salem, North Carolina. Job Description & Requirements Specialty: Rehabilitation Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Rehab RN contract position in Winston Salem, NC. Rehabilitation Nurses help patients, who still require some nursing care, adapt physically and emotionally …",Adzuna::API::Response::Job,2026-08-15T09:17:10Z,5843096136,36.088896,0.0,93600.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTM2In0.B-8hn1sAFPFcNnpbMOnIGSP0P-kw0NTj45pConOCwhM,,Local Contract Rehabilitation Registered Nurse - $45 per hour,https://www.adzuna.com/land/ad/5843096136?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=CFA95054074AF33E0FDC7BE4D10D7B538A7712CE,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Eller, Forsyth County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Forsyth County', 'Eller']",
0,-86.158056,"Stability Healthcare is seeking a local contract nurse RN PACU - Post Anesthesia Care for a local contract nursing job in Indianapolis, Indiana. Job Description & Requirements Specialty: PACU - Post Anesthesia Care Discipline: RN Start Date: 09/14/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, days Employment Type: Local Contract Stability Healthcare is looking for a PACU RN contract position in Indianapolis, IN. PACU nurses are highly specialized RN's who care for patients who have…",Adzuna::API::Response::Job,2026-08-15T09:17:10Z,5843096126,39.768333,0.0,97760.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTI2In0._ss6DtLbIti97Q71aIxPgOwJ2N6l916RhHmNVCmeiI4,,Local Contract PACU RN - $47 per hour,https://www.adzuna.com/land/ad/5843096126?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=8DEF2E0039E4BF5E92D47E2675D994A29E643D44,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"West Indianapolis, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'West Indianapolis']",
0,-97.5561,"Stability Healthcare is seeking a local contract nurse RN Stepdown for a local contract nursing job in Oklahoma City, Oklahoma. Job Description & Requirements Specialty: Stepdown Discipline: RN Duration: 12 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Tele Step-Down RN contract position in Oklahoma City, OK. The PCU nurse is sometimes also called a step-down nurse and the PCU is also known as cardiac stepdown, medical step…",Adzuna::API::Response::Job,2026-08-15T09:17:10Z,5843096131,35.54388,0.0,114400.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NjEzMSIsInMiOiJJdExSYUs2WThSR1FyNlFtemloa0d3In0.cb1ZIelotLT30IV63GbvOVbOuRSRY6srlm5TRP5l56A,,Local Contract IMC RN - $55 per hour,https://www.adzuna.com/land/ad/5843096131?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=3538946263B18343372241344B8F62AA88688C27,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Nichols Hills, Oklahoma County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Nichols Hills']",
0,-87.33548,"Stability Healthcare is seeking a local contract nurse RN Med Surg for a local contract nursing job in Clarksville, Tennessee. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 09/14/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Med-Surg RN contract position in Clarksville, TN. The majority of hospitalized patients are admitted to M/S either directly or after surgery. M/S is als…",Adzuna::API::Response::Job,2026-08-15T09:17:10Z,5843096138,36.549812,0.0,108160.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTM4In0.3OvxWTq7mFuq8oY7FFjHUCsbZ1m_eolgYpibmXDnCbs,,Local Contract Med-Surg Registered Nurse - $52 per hour,https://www.adzuna.com/land/ad/5843096138?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=58F4262F04F94F6CC26637683DF3E5787CEC7D1C,Adzuna::API::Response::Company,Stability Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Clarksville, Montgomery County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Montgomery County', 'Clarksville']",
0,-90.46911,"Be a part of our mission! As a world leader in creating comfortable, sustainable, and efficient climate solutions for buildings, homes and transportation, it's our responsibility to put the planet first. For us at Trane Technologies , and through our businesses including Trane® and Thermo King , sustainability is not just how we do business—it is our business. Do you dare to look at the world's challenges and see impactful possibilities? Do you want to contribute to making a better future? If t…",Adzuna::API::Response::Job,2026-08-15T09:17:06Z,5843096123,38.505079,49504.0,91208.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MzA5NjEyMyIsInMiOiJJdExSYUs2WThSR1FyNlFtemloa0d3In0.oXvuGpFYLA-iF7YA50omh7vNXhulWYHlreytYVOk69M,full_time,"HVAC Service Technician - Fenton, MO",https://www.adzuna.com/details/5843096123?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Trane Technologies,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,"Fenton, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Fenton']",
0,-104.8377,"VyTalent Solutions is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Aurora, Colorado. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 09/21/2026 Duration: 12 weeks 36 hours per week Shift: 12 hours Employment Type: Travel The right role can make all the difference in your career. At VyTalent Solutions, we support healthcare professionals with opportunities designed to meet today’s workforce needs. We’re currently l…",Adzuna::API::Response::Job,2026-08-15T09:17:00Z,5843096119,39.70062,0.0,76128.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXRMUmFLNlk4UkdRcjZRbXppaGtHdyIsImkiOiI1ODQzMDk2MTE5In0.gAe7RvRgckIPuGZNLs0NbQsBQyX2TuzgEcQ09j6CZeQ,,"Travel Nurse RN - ED - Emergency Department - $1,464 per week",https://www.adzuna.com/land/ad/5843096119?se=ItLRaK6Y8RGQr6QmzihkGw&utm_medium=api&utm_source=abfa41a4&v=97C1AAB28814D66B79EFC3E27DBC6A2DC0E7BAAC,Adzuna::API::Response::Company,VyTalent Solutions,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,"Aurora, Arapahoe County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Arapahoe County', 'Aurora']",
