__CLASS__,redirect_url,id,adref,created,longitude,title,salary_is_predicted,latitude,salary_min,salary_max,description,category.tag,category.__CLASS__,category.label,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_type,contract_time
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387045?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=9CF62FA4AA58390238CFDD1C41ABE504086E174B,5681387045,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia25aWHA2MHE4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgxMzg3MDQ1In0.72RZsT7gSuiTD2Ulq_s_EtTET7g24TWHJ27tWjEXx-U,2026-03-28T09:52:12Z,-99.748135,Certified Nursing Assistant - CNA - Full Time Evenings - Sunset,1,46.836891,55081.11,55081.11,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 8 Hours - Evening Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $19.00 - $25.50 Pay Info: $5,000 SIGN-ON BONUS Department Details Competitive Compensation …",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Tappen, Kidder County","['US', 'North Dakota', 'Kidder County', 'Tappen']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387064?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=913402C790AB5F3EEE1410E8CE78911B4E10E889,5681387064,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia25aWHA2MHE4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgxMzg3MDY0In0.7OLPBVM2Hk4khJR9oNimDbIhWfUOD2xD2HM_IpA4Aqw,2026-03-28T09:52:12Z,-100.12791,CNA - Sunset - FT Straight Nights,1,46.860644,66180.91,66180.91,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 8 Hours - Night Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $19.00 - $25.50 Pay Info: $5000 Sign On Bonus Job Summary The Nursing Assistant (NA) serves a…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Steele, Kidder County","['US', 'North Dakota', 'Kidder County', 'Steele']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387056?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=7CF5664846389A1CBE23DFF2531AEA86BA2C1B14,5681387056,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia25aWHA2MHE4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgxMzg3MDU2In0.mOr4daxMX4m7_Rjj9qHkOAsYpKP1YHnohH2EXU7M2Nk,2026-03-28T09:52:12Z,-100.767293,Registered Nurse - RN -Full Time Days - Sunset,1,46.776231,103427.98,103427.98,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 12 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 36.00 Salary Range: $32.50 - $48.00 Pay Info: $25,000 SIGN-ON BONUS Department Details Competitive Compensation Di…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Bismarck, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Bismarck']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387049?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=765EFD24F98C1DDDBFE6987B3667479C9A5A5930,5681387049,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4NzA0OSIsInMiOiJrblpYcDYwcThSR1NFdDlHRzZ0MjFRIn0.JuMseNwtbPPKKk63J-SiT4Ej2RTrCVTnguq8elSNfCs,2026-03-28T09:52:12Z,-100.12791,Certified Nursing Assistant - CNA - Full Time Evenings - Sunset,1,46.860644,57376.59,57376.59,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 8 Hours - Evening Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $19.00 - $25.50 Pay Info: $5,000 SIGN-ON BONUS Department Details Competitive Compensation …",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Steele, Kidder County","['US', 'North Dakota', 'Kidder County', 'Steele']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387040?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=D3BB6C4D8C56856381902BDE7ACD80F2179F1E0F,5681387040,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4NzA0MCIsInMiOiJrblpYcDYwcThSR1NFdDlHRzZ0MjFRIn0.y4AUPfDevfWBtocPTzGe1VVle5mPZHzveEJ7UR952jY,2026-03-28T09:52:12Z,-100.311135,Registered Nurse - RN - Full Time Overnights - Sunset,1,46.49852,98812.88,98812.88,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 12 Hours - Night Shifts Job Schedule: Full time Weekly Hours: 36.00 Salary Range: $32.50 - $48.00 Pay Info: $25,000 SIGN-ON BONUS! Department Details Competitive Compensation…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Hazelton, Emmons County","['US', 'North Dakota', 'Emmons County', 'Hazelton']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387063?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=5CAC4585A1975A01A4AB89452463B6AD0DE11FBC,5681387063,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia25aWHA2MHE4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgxMzg3MDYzIn0.EuOnVukTaWst2ls69_uivuWdHS6zZkcWycZ_ofwQYxA,2026-03-28T09:52:12Z,-100.311135,Certified Nursing Assistant - CNA - Full Time Evenings - Sunset,1,46.49852,54240.96,54240.96,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 8 Hours - Evening Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $19.00 - $25.50 Pay Info: $5,000 SIGN-ON BONUS Department Details Competitive Compensation …",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Hazelton, Emmons County","['US', 'North Dakota', 'Emmons County', 'Hazelton']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387041?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=94A99793BE1376C5D859D179F59992FD3D81F741,5681387041,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia25aWHA2MHE4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgxMzg3MDQxIn0.GD3C0FLCoJnQTdwLvYwSkp0DHygmgLlLM_KvveJEA3o,2026-03-28T09:52:12Z,-100.872258,Registered Nurse - RN - Full Time Overnights - Sunset,1,46.405331,97971.85,97971.85,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 12 Hours - Night Shifts Job Schedule: Full time Weekly Hours: 36.00 Salary Range: $32.50 - $48.00 Pay Info: $25,000 SIGN-ON BONUS Department Details Competitive Compensation …",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Breien, Sioux County","['US', 'North Dakota', 'Sioux County', 'Breien']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387057?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=85B5416B0C1D8BF22DC1D3E33D31736C653AD97F,5681387057,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia25aWHA2MHE4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjgxMzg3MDU3In0.8LbPnBnrJk1MnzyEOAB2Erop-pcRjCOym6BwGwJi9zg,2026-03-28T09:52:12Z,-101.01702,Licensed Practical Nurse - LPN - Part Time Days - Sunset,1,47.31858,61379.42,61379.42,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 12 Hours - Day Shifts Job Schedule: Part time Weekly Hours: 12.00 Salary Range: $26.00 - $36.00 Pay Info: $10,000 Sign On Bonus Department Details Competitive Compensation Di…",part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"Washburn, McLean County","['US', 'North Dakota', 'McLean County', 'Washburn']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387051?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=D1FF0518DE143C2FBAC8E4C085858F0457FFEFD1,5681387051,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4NzA1MSIsInMiOiJrblpYcDYwcThSR1NFdDlHRzZ0MjFRIn0.xVxmZcq2QDd0agRyuPjEwVr6wtvG_-ONT2KLb58d7g0,2026-03-28T09:52:12Z,-100.61298,CMA - Sunset - FT Days,1,46.37898,61607.08,61607.08,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 12 Hours - Day Shifts Job Schedule: Full time Weekly Hours: 36.00 Salary Range: $19.00 - $25.50 Job Summary The Medication Assistant (MA) serves as caregiver who provides res…",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Livona, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Livona']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387050?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=83D4EE973993A22C9D9934405FE0AA49E868D777,5681387050,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4NzA1MCIsInMiOiJrblpYcDYwcThSR1NFdDlHRzZ0MjFRIn0.H9n8uJUKER6TX48po336IIFHokeTCONVqMyxQSh0ISE,2026-03-28T09:52:12Z,-100.522004,Certified Nursing Assistant - CNA - Full Time Evenings - Sunset,1,47.198765,57696.22,57696.22,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 8 Hours - Evening Shifts Job Schedule: Full time Weekly Hours: 40.00 Salary Range: $19.00 - $25.50 Pay Info: $5,000 SIGN-ON BONUS Department Details Competitive Compensation …",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Regan, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Regan']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5681387039?se=knZXp60q8RGSEt9GG6t21Q&utm_medium=api&utm_source=abfa41a4&v=8742F6817808DF541C2A7C1E0685D8F24CD225A8,5681387039,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MTM4NzAzOSIsInMiOiJrblpYcDYwcThSR1NFdDlHRzZ0MjFRIn0.UQ6ea0OCes5jHa0WZfUnst-aLiWzSIw-qMU1XI_8fiw,2026-03-28T09:52:12Z,-100.522004,Licensed Practical Nurse - LPN - Part Time Days - Sunset,1,47.198765,68865.64,68865.64,"Careers With Purpose Join our not-for-profit organization that has provided over 100 years of housing and services to seniors with a commitment to quality care and service in a Christian environment. Facility: Gss Nd Mandan Sunset Location: Mandan, ND Address: 1011 Boundary Street Northwestand, Mandan, ND 58554, USA Shift: 12 Hours - Day Shifts Job Schedule: Part time Weekly Hours: 12.00 Salary Range: $26.00 - $36.00 Pay Info: $10,000 Sign On Bonus Department Details Competitive Compensation Di…",part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"Regan, Burleigh County","['US', 'North Dakota', 'Burleigh County', 'Regan']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Good Samaritan,,
