redirect_url,description,id,adref,longitude,__CLASS__,salary_max,salary_min,latitude,created,title,salary_is_predicted,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,contract_type
https://www.adzuna.com/land/ad/5756398326?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=BC6A5F6C9ADCEF84FD9DF88061D91C257F1FC7B9,"Provide mechanical support service in response to operational changes resulting from malfunction, breakdown, relocation, replacement or other modification of existing mechanical systems and/or equipment. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means…",5756398326,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzI2In0.q4mFczP3U844Z_wG8WCFMufRpkTfUSLFKBZ7lVHrwTQ,-78.022622,Adzuna::API::Response::Job,48419.17,48419.17,35.293309,2026-06-08T12:38:23Z,MAINTENANCE TECHNICIAN II,1,"['US', 'North Carolina', 'Wayne County', 'Dudley']",Adzuna::API::Response::Location,"Dudley, Wayne County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398309?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=8E2FFFBB9E06ADDE2C69B68BE45D288FA665F52F,"Utilizes and maintains the facility’s Computerized Maintenance Management System (CMMS) to schedule and monitor maintenance work, and trace and document company assets. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 50 years of cherished memories with consumers by providing quality, great tasting products that make meals something to celebrate every day. Headquartered in Garner, North Carolina, we proudly operate thrivi…",5756398309,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzA5In0.sNxgXHudsyszifCn_Vd7nIkCX8DWGhCZJP2rRv-_4I4,-78.07339,Adzuna::API::Response::Job,43784.06,43784.06,34.998538,2026-06-08T12:38:23Z,MAINTENANCE PLANNER ( DS Ready to Eat ),1,"['US', 'North Carolina', 'Duplin County', 'Warsaw']",Adzuna::API::Response::Location,"Warsaw, Duplin County",Butterball,Adzuna::API::Response::Company,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,,
https://www.adzuna.com/land/ad/5756398305?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=F622912B435F8C537109D17AE0C282105EB1CCC3,"Guides the day-to-day activities for a team that ensures electrical, mechanical, pneumatic, and hydraulic servicing and efficient maintenance of production machinery and equipment, physical plant, utilities, and grounds. Ensures compliance with all regulations and company policies and procedures. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that…",5756398305,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMwNSIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.X2Zf5GKCaRGLPT663-UfsY9y9Em7CwipcgFaAPb5kFU,-78.106669,Adzuna::API::Response::Job,71758.99,71758.99,35.154577,2026-06-08T12:38:23Z,Maintenance Supervisor - RTE,1,"['US', 'North Carolina', 'Duplin County', 'Calypso']",Adzuna::API::Response::Location,"Calypso, Duplin County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398316?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=BDD65F6E3D8744ED49504F0CA744F07DFE3F06E5,"Guides the day-to-day activities for a team that ensures electrical, mechanical, pneumatic, and hydraulic servicing and efficient maintenance of production machinery and equipment, physical plant, utilities, and grounds. Ensures compliance with all regulations and company policies and procedures. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that…",5756398316,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzE2In0.d-EBHyiug8ToM-cinENCZOCekxAhTl23jn0X2JokH4Q,-78.171788,Adzuna::API::Response::Job,57755.34,57755.34,35.114058,2026-06-08T12:38:23Z,Maintenance Supervisor - RTC,1,"['US', 'North Carolina', 'Duplin County', 'Faison']",Adzuna::API::Response::Location,"Faison, Duplin County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398340?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=1ECE459D381B1488B4A23D40A1228A652D09F277,"Utilizes and maintains the facility’s Computerized Maintenance Management System (CMMS) to schedule and monitor maintenance work, and trace and document company assets. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 50 years of cherished memories with consumers by providing quality, great tasting products that make meals something to celebrate every day. Headquartered in Garner, North Carolina, we proudly operate thrivi…",5756398340,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODM0MCIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.8MnAUbM_ro3NsGSvfDqKNGneYuZ4FmwJwN9GSUA6TTM,-77.829856,Adzuna::API::Response::Job,39341.39,39341.39,35.111619,2026-06-08T12:38:23Z,MAINTENANCE PLANNER ( DS Ready to Eat ),1,"['US', 'North Carolina', 'Lenoir County', 'Pink Hill']",Adzuna::API::Response::Location,"Pink Hill, Lenoir County",Butterball,Adzuna::API::Response::Company,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,,
https://www.adzuna.com/land/ad/5756398323?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=E55094A9FA8BA5989D4A8FA80849FFC8C9801FD3,"At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means having a team who supports you, having the opportunity to grow personally and professionally, and making an impact on the health of others daily. Whether you choose to work at one of our five (5) manufac…",5756398323,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMyMyIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.S5C2CpMX1HaT836IBIBeVDJHdrP1zcGz7DBmtKIDeKM,-79.167803,Adzuna::API::Response::Job,70241.38,70241.38,35.00141,2026-06-08T12:38:23Z,Maintenance Superintendent - Refrigeration,1,"['US', 'North Carolina', 'Hoke County', 'Raeford']",Adzuna::API::Response::Location,"Raeford, Hoke County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398320?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=F70258610205076B34299D295569607771D156E7,"Provide support service for operating, monitoring, and providing preventive maintenance to the refrigeration system. Makes reports and repairs resulting from malfunction, breakdown, relocation, replacement or other modification of existing refrigeration systems and/or equipment. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals someth…",5756398320,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMyMCIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.NYeS0yXqTpcW6MM6kc9kXiwMsG4xZRY5cU-XrOjeCg0,-78.022622,Adzuna::API::Response::Job,62498.28,62498.28,35.293309,2026-06-08T12:38:23Z,CM - MAINTENANCE - CLASS 1 REFRIGERA,1,"['US', 'North Carolina', 'Wayne County', 'Dudley']",Adzuna::API::Response::Location,"Dudley, Wayne County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398337?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=68F46AB23A257A5AB7E8D496EB8A108987978363,"Provide mechanical support service in response to operational changes resulting from malfunction, breakdown, relocation, replacement or other modification of existing mechanical systems and/or equipment. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means…",5756398337,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMzNyIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.X2gdyLrvf0YzYp2k0iGG2HAR-m4t1hTWPyGRkUqavLU,-78.024664,Adzuna::API::Response::Job,39475.18,39475.18,35.38791,2026-06-08T12:38:23Z,PRODUCTION MAINTENANCE I,1,"['US', 'North Carolina', 'Wayne County', 'Patetown']",Adzuna::API::Response::Location,"Patetown, Wayne County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398318?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=EC51BCEAC367C8BC44BAB3297573FA1280899094,"Maintenance lead position responsible for assisting the Supervisor with duties in the maintenance area while ensuring that job tasks, assignments, and safety are followed. The Lead will also be responsible for performing a variety of maintenance tasks and focused on training all maintenance personnel to support the daily goals. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing qual…",5756398318,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMxOCIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.7jXC8TKSL2dosPq-Doa6DHtpeU94YxW8C9w-ZGeJroo,-78.022622,Adzuna::API::Response::Job,39179.0,39179.0,35.293309,2026-06-08T12:38:23Z,MAINTENANCE TEAM LEAD (ES REFRIGERATION),1,"['US', 'North Carolina', 'Wayne County', 'Dudley']",Adzuna::API::Response::Location,"Dudley, Wayne County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398327?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=8BBE948B8776C784D506D31EA2661F9A77B02ED3,"At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means having a team who supports you, having the opportunity to grow personally and professionally, and making an impact on the health of others daily. Whether you choose to work at one of our five (5) manufac…",5756398327,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzI3In0.hlwALW3b3zpwOPTypBJQKTBqOz_zvyFt3XCaC2wZFqw,-79.072596,Adzuna::API::Response::Job,81643.67,81643.67,34.902214,2026-06-08T12:38:23Z,Maintenance Superintendent - Refrigeration,1,"['US', 'North Carolina', 'Robeson County', 'Lumber Bridge']",Adzuna::API::Response::Location,"Lumber Bridge, Robeson County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398321?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=02D3467D8302280FF7EA10EA3E2DE4DA948C6A3B,"Provide mechanical support service in response to operational changes resulting from malfunction, breakdown, relocation, replacement or other modification of existing mechanical systems and/or equipment. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means…",5756398321,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODMyMSIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.pjoZFIWOez4s9KRZyzmCKFbUWX6HaT1S9-bNyoB358g,-78.171788,Adzuna::API::Response::Job,48419.17,48419.17,35.114058,2026-06-08T12:38:23Z,MAINTENANCE TECHNICIAN II,1,"['US', 'North Carolina', 'Duplin County', 'Faison']",Adzuna::API::Response::Location,"Faison, Duplin County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398304?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=F92EF13E8ADC04FF6BD90FA90CA465CB277E1587,"Guides the day-to-day activities for a team that ensures electrical, mechanical, pneumatic, and hydraulic servicing and efficient maintenance of production machinery and equipment, physical plant, utilities, and grounds. Ensures compliance with all regulations and company policies and procedures. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that…",5756398304,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRBY2JscGo4UkdERy1jYWpPUnBRdyIsImkiOiI1NzU2Mzk4MzA0In0.2Koc8hdRkLBNfzBEPewpoODYFoVhKevXpgNXepnSeGc,-77.881087,Adzuna::API::Response::Job,57755.34,57755.34,35.196142,2026-06-08T12:38:23Z,Maintenance Supervisor - RTC,1,"['US', 'North Carolina', 'Wayne County', 'Seven Springs']",Adzuna::API::Response::Location,"Seven Springs, Wayne County",Butterball,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,
https://www.adzuna.com/land/ad/5756398341?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=A02C917E8B607304596B657EED8CFB7C6ACD0ACE,"Provide mechanical support service in response to operational changes resulting from malfunction, breakdown, relocation, replacement or other modification of existing mechanical systems and/or equipment. At Butterball, we exist to help people pass love on. As the most recognized name in turkey, the brand represents more than 60 years of cherished memories, providing quality, great tasting products that make meals something to celebrate every day. We proudly believe that life at Butterball means…",5756398341,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODM0MSIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.iJM8IkefEEnUpTfcNWpmHN70YgsC3mv1_1QOMEAn1sU,-77.881087,Adzuna::API::Response::Job,48419.17,48419.17,35.196142,2026-06-08T12:38:23Z,MAINTENANCE TECHNICIAN II,1,"['US', 'North Carolina', 'Wayne County', 'Seven Springs']",Adzuna::API::Response::Location,"Seven Springs, Wayne County",Butterball,Adzuna::API::Response::Company,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,,
https://www.adzuna.com/land/ad/5756398346?se=JtAcblpj8RGDG-cajORpQw&utm_medium=api&utm_source=abfa41a4&v=B07ED8C147F8A2E5034AE46EF71937E9B91495AF,"Job Description Job Description GT Expedited — Strong Miles. Weekly Resets. Home When It Counts. The Number That Matters Most Our CDL-A regional drivers average $2,760 weekly gross — with weekend resets at home, not a truck stop. That's the GT difference. Pay Miles — No Fluff 67¢ CPM — competitive regional rate $2,500 transition bonus 2,500 – 3,000 miles/week average Paid detention Stop pay Performance bonus on miles driven Pay increase within first 6–9 months Bonus Programs That Add Up Safety …",5756398346,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NjM5ODM0NiIsInMiOiJKdEFjYmxwajhSR0RHLWNhak9ScFF3In0.OJeaIlzgg1qSgHSPvqpjsabysXn0kS2ynqUC8DExJY8,-88.314212,Adzuna::API::Response::Job,92217.29,92217.29,42.273196,2026-06-08T12:38:23Z,CDL-A Regional Truck Driver | 67¢ CPM  Home Every Weekend,1,"['US', 'Illinois', 'McHenry County', 'Crystal Lake']",Adzuna::API::Response::Location,"Crystal Lake, McHenry County",GT Expedited,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
