id,salary_is_predicted,salary_max,longitude,description,latitude,title,redirect_url,adref,created,salary_min,__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,contract_type
5780310281,1,86898.05,-104.9622,"Description Location: UCHealth UCHlth Highlands Ranch Hosp, US:CO:Highlands Ranch Department: HRH Mother Baby Unit Work Schedule: Full Time, 72.00 hours per pay period (2 weeks) Shift: Nights Pay: $35.29 - $54.71 / hour. Pay is dependent on applicant's relevant experience This position is an onsite role and does not offer a hybrid or remote option Work nights, earn more - our Night Shift Incentive Program pays $1,600 quarterly ($6,400/year) to full-time night shift RNs. Minimum Requirements: Gr…",39.59532,RN mom baby Nights,https://www.adzuna.com/details/5780310281?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDI4MSIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.cT4tD7a6hstjpmY3EfLl-ljz9mTxhZ1Iefuti-2K8j4,2026-06-28T10:47:46Z,86898.05,Adzuna::API::Response::Job,Adzuna::API::Response::Company,UC Health,"['US', 'Colorado', 'Arapahoe County', 'Centennial', 'Southglenn']","Southglenn, Centennial",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,
5780310251,1,116074.92,-118.434585,"Extraordinary Careers. Endless Possibilities. With the nation's largest home infusion provider, there is no limit to the growth of your career. Option Care Health, Inc. is the largest independent home and alternate site infusion services provider in the United States. With over 8,000 team members including 5,000 clinicians, we work compassionately to elevate standards of care for patients with acute and chronic conditions in all 50 states. Through our clinical leadership, expertise and national…",34.286167,RN Infusion Suite Nurse - Sun Valley,https://www.adzuna.com/details/5780310251?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDI1MSIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0._fnuF_56l6AqXgqwIArYe7KgMdMYfmScknmXoOUHIDI,2026-06-28T10:47:46Z,116074.92,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Option Care Health,"['US', 'California', 'Los Angeles County', 'San Fernando']","San Fernando, Los Angeles County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310236,1,88718.93,-105.93968,"Be the voice that helps others rediscover theirs right from the comfort of their own home. Join a home healthcare team where you'll do more than treat - you'll empower. At La Vita Bella Home Health, we specialize in compassionate, in-home care for our community by helping patients regain independence and dignity, right where the patient feels most comfortable. Your skills can empower and heal, helping patients to rediscover confidence and reconnect with loved ones. Why you'll love working with …",35.68259,Home Health Speech Language Pathologist,https://www.adzuna.com/details/5780310236?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ054eEN3Rno4UkdlNFp3TDB3TlM2dyIsImkiOiI1NzgwMzEwMjM2In0.o5l4anwZjyGVHdkbHBHZAC4mcfBlAaLfA6zYvGvOcBY,2026-06-28T10:47:46Z,88718.93,Adzuna::API::Response::Job,Adzuna::API::Response::Company,La Vita Bella Home Health,"['US', 'New Mexico', 'Santa Fe County', 'La Cienga']","La Cienga, Santa Fe County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310264,1,103540.3,-87.8376,"Overview Ready to take your physical therapy career on the road? With the strength of a national leader in outpatient orthopedic care behind you, ATI's internal travel programs, Explore ATI Launch and Explore ATI Passport, offer two distinct paths designed to match your lifestyle. Whether you're a new graduate, reentering the outpatient setting, or an experienced clinician seeking fresh challenges, Explore ATI gives you the opportunity to grow, travel, and thrive - all while enjoying the securi…",42.75444,Travel Physical Therapist,https://www.adzuna.com/details/5780310264?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDI2NCIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.Ho_22b0BLdnjlPEY5QjOlQm0SdOQxHL3bCk5_9DqQk8,2026-06-28T10:47:46Z,103540.3,Adzuna::API::Response::Job,Adzuna::API::Response::Company,ATI Physical Therapy,"['US', 'Wisconsin', 'Racine County', 'Racine']","Racine, Racine County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,permanent
5780310247,0,86840.0,-110.268343,"Uniti Med is seeking a travel Physical Therapist for a travel job in Sierra Vista, Arizona. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: 07/25/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Benefits: Day 1 Insurance Cigna medical, MetLife dental and vision insurance License reimbursement for new licenses needed for each assignment Discounts with hotels and rental cars A dedicated recruiter and support team …",31.549609,"Travel Physical Therapist Outpatient & Acute Rehab - $1,670 per week",https://www.adzuna.com/details/5780310247?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ054eEN3Rno4UkdlNFp3TDB3TlM2dyIsImkiOiI1NzgwMzEwMjQ3In0.x9n01dq1PJ691r6mlnPpcoDx-grubJJ1edx8dQuvE1s,2026-06-28T10:47:46Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Uniti Med,"['US', 'Arizona', 'Cochise County', 'Sierra Bonita']","Sierra Bonita, Cochise County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310197,1,34689.1,-118.2538,"RN - Clinic Pulse Healthcare is currently seeking Travel Nurses for multiple positions in locations throughout the United States. Start Date: 07/06/2026 Duration: 91 days City: Los Angeles State: California Degree: RN Specialty: Clinic Desired Shift: 4X10 Days, 06:00:00-16:00:00, 10.00-4 Why Travel with Pulse? Dedicated Recruitment Staff Weekly Housing Stipend or Paid Housing Per Diem Allowance Competitive Pay Weekly Direct Payroll Deposit Travel and License Reimbursements 401K Plus Match Group…",34.0414,RN - Clinic,https://www.adzuna.com/details/5780310197?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDE5NyIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.hNrCF2cXPRCpNXLpxlOlbN0nimiXbMl1kJb-GSKqXu0,2026-06-28T10:47:45Z,34689.1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Pulse Healthcare,"['US', 'California', 'Los Angeles County', 'Textile Finance']","Textile Finance, Los Angeles County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310191,1,41190.75,-84.294048,"Company Overview Bridgestone Retail Operations (BSRO) is part of Bridgestone Americas and employs over 22,000 teammates in North America. BSRO operates more than 2,200 company-owned stores, including Firestone Complete Auto Care, Tires Plus and Wheel Works locations. With locations across North America and more than $4.5 billion in tire and auto service sales, Bridgestone Retail Operations is the right place to build a career. Whatever role you fill, when you represent the Bridgestone name, you…",35.812401,Automotive Maintenance Technician,https://www.adzuna.com/details/5780310191?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ054eEN3Rno4UkdlNFp3TDB3TlM2dyIsImkiOiI1NzgwMzEwMTkxIn0.QuTS6tfv1_2ch2TAagmWThDpfk86uw8INXkAEcmRarA,2026-06-28T10:47:45Z,41190.75,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Bridgestone Americas,"['US', 'Tennessee', 'Loudon County', 'Lenoir City']","Lenoir City, Loudon County",Adzuna::API::Response::Location,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,part_time,contract
5780310227,1,79450.12,-75.900623,"Part-Time Child & Adolescent Psychiatrist | Binghamton, New York Hourly Rate: $200–$260/hr Location: Binghamton, NY About the Organization Join a trauma-informed behavioral health organization serving youth across New York State. Their mission is rooted in creating safe, healing-centered environments for children and adolescents who’ve experienced trauma, family disruption, or systems involvement. With a collaborative team of therapists, nurses, social workers, and educators, the organization i…",42.079689,"Part-Time Child & Adolescent Psychiatrist in Binghamton, New York",https://www.adzuna.com/details/5780310227?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ054eEN3Rno4UkdlNFp3TDB3TlM2dyIsImkiOiI1NzgwMzEwMjI3In0.9YbPVGrfaN3M_-gf3Li-Nt8Jm4yo9QEsoX70-wX55iE,2026-06-28T10:47:45Z,79450.12,Adzuna::API::Response::Job,Adzuna::API::Response::Company,PsyPhyCare,"['US', 'New York', 'Broome County', 'Park Terrace']","Park Terrace, Broome County",Adzuna::API::Response::Location,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,part_time,
5780310204,0,124956.0,-87.90474,"Premier Medical Staffing Services is seeking a travel nurse RN Med Surg for a travel nursing job in Green Bay, Wisconsin. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 07/20/2026 Duration: 12 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Looking for a great Travel Med Surg Nursing Job in Green Bay, Wisconsin? Premier Medical Staffing Services posted this Travel Nursing Job that offers 36 hours a week for 12 weeks in Green Bay, Wisconsin. Vivian …",44.52468,"Travel Med/Surg RN - $2,403 per week",https://www.adzuna.com/details/5780310204?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDIwNCIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.7nfckSg6-hBdiyQyDxlaFU-H58Lr_Y68BBGaReNAET4,2026-06-28T10:47:45Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Premier Medical Staffing Services,"['US', 'Wisconsin', 'Brown County', 'Preble']","Preble, Brown County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310175,1,47303.31,-111.743617,"Professional Dental is currently hiring experienced Dental Assistants to join our growing team. We are looking for patient-focused professionals who are passionate about delivering excellent care and creating a comfortable experience for every patient. If you're adaptable, reliable, and enjoy working in a collaborative environment, we'd love to meet you. As an important member of our clinical team, you'll support both patients and providers while helping ensure smooth daily operations in the of…",40.379954,Dental Assistant West Jordan UT,https://www.adzuna.com/details/5780310175?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDE3NSIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.5bVuRzoQsqgZUrgXzNKxYg9aZEXILrrVIWDeONiFYnE,2026-06-28T10:47:45Z,47303.31,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Professional Dental & Orthodontics,"['US', 'Utah', 'Utah County', 'Pleasant Grove']","Pleasant Grove, Utah County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310184,1,45095.75,-89.56409,"When you work for us, we work for you With Titan Medical, you gain access to thousands of travel nursing and allied health jobs across the country. You also get unmatched service. From the moment you apply, your recruitment specialist is focused on you - helping you build your profile to increase your chances of landing your perfect assignment. That includes developing your résumé, skills checklist and references. Travel Med Surg RN Location: Peoria, IL, United States Start date: 06-24-2026 Ass…",40.70923,Travel Med Surg RN,https://www.adzuna.com/details/5780310184?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ054eEN3Rno4UkdlNFp3TDB3TlM2dyIsImkiOiI1NzgwMzEwMTg0In0.R3982hQo0Lylp4AzkkGdHviTAZewxwgOrzxMITWmO6U,2026-06-28T10:47:45Z,45095.75,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Titan Medical ,"['US', 'Illinois', 'Peoria County', 'Vets Row']","Vets Row, Peoria County",Adzuna::API::Response::Location,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,,
5780310186,0,88192.0,-81.83619,"Anders Group is seeking a travel Physical Therapist for a travel job in Ft. Myers, Florida. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Looking for a great Travel Physical Therapist Job in Ft. Myers, Florida? Anders Group posted this Travel Therapy Job that offers 40 hours a week for 13 weeks in Ft. Myers, Florida. Vivian Health provides transparent Travel Phys…",26.63163,"Travel Physical Therapist - $1,696 per week",https://www.adzuna.com/details/5780310186?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDE4NiIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.KbaIsLWUkY0fbh1TA6g4tcJMAI7f6MOg_RqnzMmoDT0,2026-06-28T10:47:45Z,0.0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Anders Group,"['US', 'Florida', 'Lee County', 'Fort Myers']","Fort Myers, Lee County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310094,1,168449.52,-123.279551,"Medical Surgical Unit Nurse The Medical Surgical unit specializes in the care of acutely ill adults and of those who require surgery both emergent and elective. Medical Surgical patients are given the highest standards of professional care by registered nurses and nurse assistants. Specialty certification in Medical Surgical Nursing is strongly encouraged and supported. Experience/Education/Qualifications Note: No excessive RTO will be approved, no guaranteed work schedule aside from shift time…",44.544551,OR - Med Surg/Tele RN - NOC - BILL RATE INCREASED,https://www.adzuna.com/details/5780310094?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDA5NCIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.xs31LMZL6n4aLOJ_yeOC6RH1dPe4OPiIbqCSxaGgKvs,2026-06-28T10:47:44Z,168449.52,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Bestica Healthcare,"['US', 'Oregon', 'Benton County', 'Philomath']","Philomath, Benton County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310106,1,47711.43,-84.287316,"Summary This position, independently or in consultation with a physician, administers medications, performs various types of therapeutic modalities and diagnostic testing for and of the cardio-pulmonary system, responds to arrest and emergency situations and provides CPR and life support systems. As a Lead; conducts operation problem solving processes to ensure a uniform clinical outcome for the department. Assist the department by assuring that JCAHO and MDPH standards are met. Maintain high q…",43.615963,Lead Respiratory Therapist,https://www.adzuna.com/details/5780310106?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDEwNiIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.WlYi3Rg4dN4iVIAHqumRz_B_ZQjoJgJZF-ydeQPRl0U,2026-06-28T10:47:44Z,47711.43,Adzuna::API::Response::Job,Adzuna::API::Response::Company,MyMichigan Health,"['US', 'Michigan', 'Midland County', 'Midland']","Midland, Midland County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5780310110,1,131811.52,-90.192822,"Registered Nurse (RN) – Cardiac ICU Find your calling at Mercy! Utilizes the Mercy Nursing Conceptual Framework and nursing process to provide patient care. Maintains professional accountability for provision of patient care for the assigned patients. Coordinates the patient care in conjunction with other departments. Maintains patient rights and confidentiality of patient information. Position Details: Registered Nurse (RN) – Cardiac ICU To learn more about this unit, click here: Careers Locat…",38.630539,"Cardiac ICU Registered Nurse in Saint Louis, MO",https://www.adzuna.com/details/5780310110?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MDMxMDExMCIsInMiOiJnTnh4Q3dGejhSR2U0WndMMHdOUzZ3In0.maNTScNoF8feDwOsWG6C5u-beSZimStPAgeheJzm10Q,2026-06-28T10:47:44Z,131811.52,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Vivian Health,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']","Saint Louis, Saint Louis County",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,
