__CLASS__,longitude,adref,salary_max,latitude,description,title,created,salary_is_predicted,salary_min,id,redirect_url,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_type,contract_time
Adzuna::API::Response::Job,-77.338186,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNjU2In0.lqxj-1LEZDzjewkHYTI8sr6qJ-32hS-GP_p5-UxMuCs,116336.24,38.95528,"Job Description Job Description We are a boutique law firm located in Reston, VA that specializes in commercial and residential landlord/tenant litigation, leasing, and bankruptcy matters in Northern Virginia, Maryland, and D.C. We are seeking an associate litigation attorney who is either a current third year law student or a recent grad who has recently sat for, or is planning on sitting for the Virginia bar, or who is already licensed in Virginia. Preference will be given to candidates who a…",Attorney,2026-06-24T11:24:32Z,1,116336.24,5774972656,https://www.adzuna.com/land/ad/5774972656?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=BBD2183B749482A1730FC2B606D21D3B9E6C288D,Adzuna::API::Response::Company,Magruder Cook Koutsouftikis & Palanzi,Legal Jobs,legal-jobs,Adzuna::API::Response::Category,"Reston, Fairfax County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Reston']",,
Adzuna::API::Response::Job,-118.352039,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk3MjY0MiIsInMiOiJWSFkyak9KdjhSR3J2WUYxMWhxWUZRIn0.acZQr-r7plfeQ6WrZD5laN_weGOlJpDSv_t2t4rCM6M,68581.13,33.912781,"Job Description Job Description Do you love working with furry friends and take pride in your grooming skills? We’re looking for a talented, reliable groomer to join our team! Please have three years of experience • Confident in breed standard cuts • Able to lift up to 80 lbs • Clean driving record • Comfortable handling difficult dogs • Can prep & dry dogs independently • Own grooming tools • Weekend availability • Willing to learn and grow Bonus Skills (not required, but a plus!): • Cat groom…",Pet Groomer,2026-06-24T11:24:31Z,1,68581.13,5774972642,https://www.adzuna.com/land/ad/5774972642?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=CCE726E0894DF3A021629BD3AB80F795E7C08EF2,Adzuna::API::Response::Company,Woofie's of Torrance,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Hawthorne, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Hawthorne']",,
Adzuna::API::Response::Job,-117.164709,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNjE1In0.YEFEOKugTi4nJ6NnLK2pnBelRwRfGk63A6pejI3VOmI,139676.47,32.726967,"Job Description Job Description Mammography Technologist— San Diego, CA Join a team supporting diagnostic imaging with a consistent Monday–Friday schedule. This role offers a clear hourly pay rate of $56.00 with a comprehensive W-2 benefits package and weekly pay via direct deposit. Quick Facts Location: San Diego, California Tentative Start Date: 07/13/2026 End Date/Duration: Not specified Shift: Days (8-hour shifts), Monday–Friday day shift License/Certs: ARRT; current AHA or ARC BLS Healthca…",Mammography Technologist,2026-06-24T11:24:30Z,1,139676.47,5774972615,https://www.adzuna.com/land/ad/5774972615?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=EC934F625FB9B79D900EA3907F29FC117B676F7F,Adzuna::API::Response::Company,VieMed Healthcare Staffing,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"San Diego, San Diego County",Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'San Diego']",,
Adzuna::API::Response::Job,-74.088758,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNjMyIn0.By1STUMKWig-xwNdbsnKa0xE2W7Ss8ewi6NuNCyrZL4,51692.96,40.363541,"Job Description Job Description Riverside Wellness Center in Tinton Falls, NJ is seeking a LAc for immediate employment. RWC is a multi-disciplinary healthcare practice that offers chiropractic care, physical therapy, acupuncture and massage therapy. We are in and out-of-network (insurance plan dependent) low volume practice that takes pride in the personalized attention and care our patients receive and the education they receive from our clinicians Looking for a like-minded, friendly and self…",Acupuncturist,2026-06-24T11:24:30Z,1,51692.96,5774972632,https://www.adzuna.com/land/ad/5774972632?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=3BE1FA76A22751570384A2BD19D5EE516FC091FC,Adzuna::API::Response::Company,Monmouth Spine Center LLC,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Tinton Falls, Monmouth County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Tinton Falls']",,
Adzuna::API::Response::Job,-74.159522,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNjM1In0.Y5m-YaVrPC4efbsvAbUgf_L3MsD3Csq53NLjcK-eijg,83881.08,39.985751,Job Description Job Description Looking for a Physical Therapy Assistant to perform outpatient aquatic therapy for physical therapist owned practices. Part time. No experience necessary and training will be provided. Excellent hours with your choice of days of the week and excellent pay. Low volume. 2-3 days per week. Excellent mid-day hours for someone with school aged children. People and time management skills a must with a small amount of computer work. Be part of a fun team in a great gym …,Physical Therapy Assistant PTA,2026-06-24T11:24:30Z,1,83881.08,5774972635,https://www.adzuna.com/land/ad/5774972635?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=7436395F709A70481B0819F38AF7EF8FC3E83613,Adzuna::API::Response::Company,Hands On Physical Therapy,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,"Toms River, Ocean County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Ocean County', 'Toms River']",,
Adzuna::API::Response::Job,-73.788969,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNjM0In0.JjDJXsbwKUkFo_nWGrouUrwqsPKJQVEW4t4w0qi-PEA,64294.05,40.91969,"Job Description Job Description Auto Body Shop Estimator, handle estimates and negotiate repairs, customer and insurance follow up and excellent customer service. Must have experience If current with ASE and ICar Platinum . Sign On Bonus 2K Spanish speaking is a plus but not mandatory 80k base salary plus commision. With Commision 120k ",Auto Body Estimator,2026-06-24T11:24:30Z,1,64294.05,5774972634,https://www.adzuna.com/land/ad/5774972634?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=1CADC2B1EB31138AF5D3A11C44394DA714912A37,Adzuna::API::Response::Company,Tedesco Auto Body,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,"New Rochelle, Westchester County",Adzuna::API::Response::Location,"['US', 'New York', 'Westchester County', 'New Rochelle']",,
Adzuna::API::Response::Job,-117.860447,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNjI1In0.YIeW-DbZlr_dAY9h6Zq8fBlw1OLYh6d9JhdFbIkz25A,51764.89,33.746392,"Job Description Job Description We are seeking Armed Security Guard to become an integral part of our team. The selected individual will patrol and secure assigned premises as well as identify risks to staff and patrons. Responsibilities: Monitor premises to prevent theft, violence, or infractions of rules Thoroughly examine doors, windows, and gates to ensure proper function and security Warn violators of premise rules and regulations Report any facility issues such as fire hazards and leaking…",Armed Security Officer,2026-06-24T11:24:30Z,1,51764.89,5774972625,https://www.adzuna.com/land/ad/5774972625?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=505220F38B29615BE1563371A4BFFE7C643BC837,Adzuna::API::Response::Company,MX2 Global Protection INC,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,"Santa Ana, Orange County",Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Santa Ana']",,
Adzuna::API::Response::Job,-122.316421,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk3MjYyMSIsInMiOiJWSFkyak9KdjhSR3J2WUYxMWhxWUZRIn0.ESkJ0pkq-seuep0cuMLx3aknoebPzioSmprguA78sjA,57015.66,37.579354,"Job Description Job Description WE’RE HIRING SALES REPS! If you love selling, this is where you turn a part-time role into serious earnings. We’re looking for high-energy, outgoing salespeople to represent premium health brands like Qunol and Zena inside Costco. This is not your typical retail job—this is a performance-driven role where your personality and hustle directly impact your paycheck. What You’ll Earn: Starting at $24/hour  a strong bonus structure, you’ll earn on every unit sold (up …",Foster City TOP Sales Rep $24/hr  DAILY BONUS!,2026-06-24T11:24:30Z,1,57015.66,5774972621,https://www.adzuna.com/land/ad/5774972621?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=6D2F2952437A72908CF2D5299134EF18F9BD7F85,Adzuna::API::Response::Company,Direct Demo,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,"San Mateo, San Mateo County",Adzuna::API::Response::Location,"['US', 'California', 'San Mateo County', 'San Mateo']",,
Adzuna::API::Response::Job,-75.498498,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk3MjU5NSIsInMiOiJWSFkyak9KdjhSR3J2WUYxMWhxWUZRIn0.qeutfysS4MBSZCduO8jEmO7DJeIoysr9fMqKAdGF5xw,99369.02,39.628451,Job Description Job Description South Jersey Commercial Plumbing Company in business 25 years seeking Journeyman Plumbers. Applicants should be lead mechanics able to work and supervise others in all phases of commercial plumbing including layout and installation for tenant fit outs and/or new construction projects. Responsibilities include all phases of commercial plumbing but not limited to: · Review blueprints for optimal work procedures · Install new commercial plumbing according to bluepri…,Commercial Plumber,2026-06-24T11:24:29Z,1,99369.02,5774972595,https://www.adzuna.com/land/ad/5774972595?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=B804FBB8F3183BA9C6EA3EFFD560E9D67634EDE5,Adzuna::API::Response::Company,Integrity Plumbing,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,"Pennsville, Salem County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Salem County', 'Pennsville']",,
Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNTkxIn0.X9N1hUYNYAYmq61Ctufm0_T8hZU1s51h5lgUuQghIdk,109316.24,,"Job Description Job Description Currently seeking a Site Supervisor for a high-end residential general contractor based in and doing work mainly in Manhattan. The ideal candidate will possess 5  years of NYC site supervisor experience and preferably have a few of those years in NYC luxury residential experience. Responsibilities of the Site Supervisor - High End Residential Construction: Responsible for overseeing work of all trades (site work, carpentry, electrical, HVAC, plumbing, steel, etc.…",Construction Site Super,2026-06-24T11:24:29Z,1,109316.24,5774972591,https://www.adzuna.com/land/ad/5774972591?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=3F074C8E1A46FBCF5D2A399BDC87997223FC5CBE,Adzuna::API::Response::Company,CLT Recruiters,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,"New York City, New York",Adzuna::API::Response::Location,"['US', 'New York', 'New York City']",,
Adzuna::API::Response::Job,-83.0603,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk3MjU5OCIsInMiOiJWSFkyak9KdjhSR3J2WUYxMWhxWUZRIn0.hwljhb8QUEiNaQCR_sd6RifUnNllUiZGA8B9r2MvUPo,41553.02,42.348495,"Job Description Job Description Sales Representative - Entry Level At Askia, our mission is to help businesses thrive by expertly navigating the ever-changing landscape of customer acquisition. We understand the importance of capturing and converting our client's target audience, and our tailored strategies are designed to do just that with our team of seasoned sales professionals, cutting-edge technology, and unwavering dedication to delivering results. This is an entry-level position, so you …",Sales Representative - Entry Level,2026-06-24T11:24:29Z,1,41553.02,5774972598,https://www.adzuna.com/land/ad/5774972598?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=0C882C6CB2DFAC648203B2A2CA62DEE7D11C1813,Adzuna::API::Response::Company,Askia Incorporation,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,"Detroit, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Detroit']",,
Adzuna::API::Response::Job,-73.842999,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk3MjU5MiIsInMiOiJWSFkyak9KdjhSR3J2WUYxMWhxWUZRIn0.NgGo_F1oKNP9N-9kgoXnsl2Ea9WlX8ggMLkYT92goe0,48823.78,40.657122,"Job Description Job Description The Veterinary Technician/Assistant will support veterinary professionals in a small animal clinic setting, primarily caring for companion animals such as dogs and cats. This role involves working under the direct supervision of a veterinarian and collaborating with a team of technicians to provide high-quality medical care and support during daytime hours. Responsibilities Provide animal care and assist with medical procedures Perform laboratory work and patient…",Veterinary Technician/Assistant,2026-06-24T11:24:29Z,1,48823.78,5774972592,https://www.adzuna.com/land/ad/5774972592?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=C474C8D7D33127CF385397CC0F9DFFFC91B269AA,Adzuna::API::Response::Company,Howard Beach Animal Clinic,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,"Howard Beach, Queens",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Queens', 'Howard Beach']",,
Adzuna::API::Response::Job,-73.687908,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVkhZMmpPSnY4UkdydllGMTFocVlGUSIsImkiOiI1Nzc0OTcyNTk0In0.2sJy06H6CVsKLPcn39W2212ligBpzenY0U2XDNSE-g0,113493.8,40.735102,"Job Description Job Description Vecchione, Vecchione & Cano, LLP, is looking for a Workers' Compensation Attorney to join our dynamic and growing practice. For new attorneys, there will be in depth, in office training, then will turn into a fully remote position. The Attorney will be required to handle hearings and depositions, as well as complete writing assignments as needed. The ideal candidate is an initiative-taker with good analytical skills and will actively participate in all aspects of…",Workers' Compensation Attorney,2026-06-24T11:24:29Z,1,113493.8,5774972594,https://www.adzuna.com/land/ad/5774972594?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=DB6347243E307FB5D171715553A3B1433A6F5754,Adzuna::API::Response::Company,VECCHIONE VECCHIONE CONNORS & CANO,Legal Jobs,legal-jobs,Adzuna::API::Response::Category,"New Hyde Park, Nassau County",Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'New Hyde Park']",,
Adzuna::API::Response::Job,-75.545138,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3NDk3MjU5MyIsInMiOiJWSFkyak9KdjhSR3J2WUYxMWhxWUZRIn0.qYl7PGgD-4MdSZ9tJG1yAPaAEffr0nGYcktoaF5k8RY,103715.41,39.73126,"Job Description Job Description About Colonial Construction Colonial Construction is a premier full-service contractor serving the northern Delaware region, known for delivering exceptional craftsmanship on high-end residential projects. From luxury renovations and custom builds to complex insurance restoration work, our reputation is built on quality, accountability, and professionalism. We are growing and looking for a seasoned leader to join our team. Position Overview We are seeking an expe…",Residential Construction Superintendent,2026-06-24T11:24:29Z,1,103715.41,5774972593,https://www.adzuna.com/land/ad/5774972593?se=VHY2jOJv8RGrvYF11hqYFQ&utm_medium=api&utm_source=abfa41a4&v=11F067B51389F898DB6F6420EA91C6516F053B2C,Adzuna::API::Response::Company,Colonial Construction Co,Trade & Construction Jobs,trade-construction-jobs,Adzuna::API::Response::Category,"Wilmington, New Castle County",Adzuna::API::Response::Location,"['US', 'Delaware', 'New Castle County', 'Wilmington']",,
