longitude,redirect_url,__CLASS__,latitude,contract_time,created,salary_max,salary_min,id,description,adref,title,salary_is_predicted,contract_type,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__
-71.916422,https://www.adzuna.com/land/ad/5874375659?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=F77EE30DD8447D0B0FB4625BAF07581C53CB3C47,Adzuna::API::Response::Job,41.371439,part_time,2026-09-07T14:01:42Z,89668.29,89668.29,5874375659,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM3NTY1OSIsInMiOiI5dkYxMy1lcThSR3NKTmtkOXF5ME5RIn0.gDMctPxAljj0LNoq62JJUA24LOlaidkYZuDfaLEFYI8,Dashers - Sign Up and Start Earning,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Connecticut', 'New London County', 'Stonington']","Stonington, New London County",Adzuna::API::Response::Location
-73.685686,https://www.adzuna.com/land/ad/5874375658?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=6778604E66F6AE8C3FE289D0AA5286D0C08C9F51,Adzuna::API::Response::Job,41.32815,part_time,2026-09-07T14:01:41Z,93080.8,93080.8,5874375658,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NjU4In0.2OxO53C6GfCQ_SS1eV_3M2qO82okWWX4gKU5-B3wE1Q,Dashers - Sign Up and Start Earning,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'New York', 'Westchester County', 'Somers']","Somers, Westchester County",Adzuna::API::Response::Location
-73.655129,https://www.adzuna.com/land/ad/5874375653?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=C1C39929AD2DF7CA36D6657A254DA3FDF9CC451C,Adzuna::API::Response::Job,41.325928,part_time,2026-09-07T14:01:40Z,91350.38,91350.38,5874375653,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NjUzIn0.pyMSy74YMDK97sz0_qyhjMQRZEEKDUZn90KNbLrH9pY,Dashers - Sign Up and Start Earning,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'New York', 'Westchester County', 'Purdys']","Purdys, Westchester County",Adzuna::API::Response::Location
-87.32203,https://www.adzuna.com/land/ad/5874375637?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=D662C7D6DB025EBB28287E123350F9A1CEC72F83,Adzuna::API::Response::Job,36.516546,part_time,2026-09-07T14:01:37Z,85491.2,85491.2,5874375637,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM3NTYzNyIsInMiOiI5dkYxMy1lcThSR3NKTmtkOXF5ME5RIn0.BEOvtuy7GPas4ihvbjh55OSl44rvjWd-mPLV5x02HS8,Dashers - Sign Up and Start Earning,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Tennessee', 'Montgomery County', 'Clarksville']","Clarksville, Montgomery County",Adzuna::API::Response::Location
-73.820134,https://www.adzuna.com/land/ad/5874375640?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=8E6A7A7F7A8B8F8EA9118959A1EC08D28E40B1D3,Adzuna::API::Response::Job,41.055097,part_time,2026-09-07T14:01:37Z,87776.69,87776.69,5874375640,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NjQwIn0.LU15S-5l6eUxeDDKx8j_EDUxSoAU-eGLzFD3lgkwtzo,Dashers - Sign Up and Start Earning,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'New York', 'Westchester County', 'Elmsford']","Elmsford, Westchester County",Adzuna::API::Response::Location
-81.725632,https://www.adzuna.com/land/ad/5874375623?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=C764D54C4585B84E0DB636A882D925BCFFFC3BF4,Adzuna::API::Response::Job,28.804158,part_time,2026-09-07T14:01:35Z,61288.23,61288.23,5874375623,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NjIzIn0.lG7ZJlbcGAYXAe69nWj2CVK3yl5WNqdUihIFtkyn01k,Drive on your Own Time - Part Time Evening Opportunities,1,,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Florida', 'Lake County', 'Tavares']","Tavares, Lake County",Adzuna::API::Response::Location
-73.736625,https://www.adzuna.com/land/ad/5874375617?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=619285CDB983BE8B8582E3011479EE4BF6F1F412,Adzuna::API::Response::Job,41.33419,part_time,2026-09-07T14:01:34Z,57758.87,57758.87,5874375617,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NjE3In0.KGbci2aFRk_VEYDwaaeqn3DaLpqNqQGt_2k5RxpdCuQ,Drive on your Own Time - Part Time Evening Opportunities,1,,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'New York', 'Westchester County', 'Shenorock']","Shenorock, Westchester County",Adzuna::API::Response::Location
-73.655129,https://www.adzuna.com/land/ad/5874375615?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=23E3E2440DF4135590CCF7F613836334DE2DD30E,Adzuna::API::Response::Job,41.325928,part_time,2026-09-07T14:01:34Z,61176.98,61176.98,5874375615,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NjE1In0.dlvy5UdEhyK96SxH2Gs9Gf9Q3ZvAkaMZNZtAclVGe9M,Drive on your Own Time - Part Time Evening Opportunities,1,,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'New York', 'Westchester County', 'Purdys']","Purdys, Westchester County",Adzuna::API::Response::Location
-83.734344,https://www.adzuna.com/land/ad/5874375602?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=446FF864E997F1E5C66E8701D3F2951D5597B564,Adzuna::API::Response::Job,33.517897,part_time,2026-09-07T14:01:32Z,57350.34,57350.34,5874375602,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM3NTYwMiIsInMiOiI5dkYxMy1lcThSR3NKTmtkOXF5ME5RIn0.e3kNSydPX6EP8qj1y9NfEyPH5ONOItx5am8NkrUjOS0,Drive on your Own Time - Part Time Evening Opportunities,1,,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Georgia', 'Newton County', 'Mansfield']","Mansfield, Newton County",Adzuna::API::Response::Location
-83.350791,https://www.adzuna.com/land/ad/5874375581?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=F6A3644C839EF1C6CC86DC5727C28B8DEB6C54DC,Adzuna::API::Response::Job,30.753316,part_time,2026-09-07T14:01:27Z,65341.42,65341.42,5874375581,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NTgxIn0.sVn47IA5879r2XDBzP2naGHdicK3mhQ9xHVpnetxSPw,Delivery Driver - Earn Extra Cash,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Georgia', 'Lowndes County', 'Valdosta']","Valdosta, Lowndes County",Adzuna::API::Response::Location
-82.037304,https://www.adzuna.com/land/ad/5874375571?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=E8B47CEC003B7EEF7E2CCAE5B2A487909519CEDB,Adzuna::API::Response::Job,28.927483,part_time,2026-09-07T14:01:25Z,66858.73,66858.73,5874375571,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM3NTU3MSIsInMiOiI5dkYxMy1lcThSR3NKTmtkOXF5ME5RIn0.ONcvC54gFQX6JTbAvRYSC2MSmwYpzRlv7-fB0dxrfXA,Delivery Driver - Earn Extra Cash,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Florida', 'Sumter County', 'Oxford']","Oxford, Sumter County",Adzuna::API::Response::Location
-92.105505,https://www.adzuna.com/land/ad/5874375563?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=C0007C5A1773BE1D0B140AC57385F8313ADDCDD5,Adzuna::API::Response::Job,32.530914,part_time,2026-09-07T14:01:24Z,66328.7,66328.7,5874375563,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXZGMTMtZXE4UkdzSk5rZDlxeTBOUSIsImkiOiI1ODc0Mzc1NTYzIn0.fjMm-Ln8C5BnOgvjuIbzrFGOLelXOMto52jRv7tIk2g,Delivery Driver - Earn Extra Cash,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Louisiana', 'Ouachita Parish', 'Monroe']","Monroe, Ouachita Parish",Adzuna::API::Response::Location
-87.32203,https://www.adzuna.com/land/ad/5874375557?se=9vF13-eq8RGsJNkd9qy0NQ&utm_medium=api&utm_source=abfa41a4&v=BADE9CB4BE748BD0BC8DD315D4A7781D02A4D8D0,Adzuna::API::Response::Job,36.516546,part_time,2026-09-07T14:01:22Z,66345.71,66345.71,5874375557,"*Why Deliver with DoorDash?* DoorDash is the 1 category leader in food delivery, food pickup, and convenience store delivery in the US, trusted by millions of customers every day. As a Dasher, you’ll stay busy with a variety of earnings opportunities and can work when it works for you. Being a Dasher with DoorDash gives you the flexibility to earn extra cash on your terms. * *Multiple ways to earn:*Whether you’re delivering meals, groceries, or retail orders, DoorDash offers diverse earning opp…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NDM3NTU1NyIsInMiOiI5dkYxMy1lcThSR3NKTmtkOXF5ME5RIn0.eHllAtK3TUP1eIonyjyOkEDE-BnfiBnTu4NgDdcluLw,Delivery Driver - Earn Extra Cash,1,,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,DoorDash,"['US', 'Tennessee', 'Montgomery County', 'Clarksville']","Clarksville, Montgomery County",Adzuna::API::Response::Location
