id,contract_type,contract_time,description,__CLASS__,adref,salary_min,salary_max,longitude,created,redirect_url,salary_is_predicted,latitude,title,category.__CLASS__,category.tag,category.label,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__
5707236225,,part_time,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIzNjIyNSIsInMiOiJnS0ExelZvLThSR2Npc1BZa0lTRDd3In0.nwlMERVZfNxwDQ2oeD3vvCTqKQuH42B5qHpeVCFWg4c,49386.25,49386.25,-81.69938,2026-04-22T10:47:38Z,https://www.adzuna.com/land/ad/5707236225?se=gKA1zVo-8RGcisPYkISD7w&utm_medium=api&utm_source=abfa41a4&v=A06D1BE64A14C328D417DE2E2D9793B1C4A30B92,1,41.448051,Driver - Cash out with Instant Pay,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,"Brooklyn, Cuyahoga County","['US', 'Ohio', 'Cuyahoga County', 'Brooklyn']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
5707236115,,full_time,"Do you thrive in fast-paced environments where people, performance, and purpose all matter? Join the Fast Lane as an Automotive Service Advisor with Chapel Hill Tire today! At Chapel Hill Tire, we’re looking for a driven & reliable, people-focused Automotive Service Advisor who takes pride in their work and cares about doing right by customers and teammates! We’re a company that believes in growth, positivity, and real opportunities - not just buzzwords. If you’re looking for a place where your…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTE1In0.h29Vz1p0qzTO5OJF8PQp8e6Oysg9rE8Djrj8BDumOfM,50000.0,85000.0,-79.094579,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236115?utm_medium=api&utm_source=abfa41a4,0,35.913978,Service & Sales Advisor - Be the Spark Plug of Our Shop,Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,"Carrboro, Orange County","['US', 'North Carolina', 'Orange County', 'Carrboro']",Adzuna::API::Response::Location,Chapel Hill Tire,Adzuna::API::Response::Company
5707236120,,part_time,"Lattimore Physical Therapy is seeking a friendly and dedicated Physical Therapy Assistant to join our team. As a leading provider of comprehensive physical therapy and sports rehabilitation services, we are committed to providing exceptional care to our patients and community. In this role, you will work closely with our Physical Therapists to assist in the delivery of treatment plans and rehabilitation programs. You will have the opportunity to make a positive impact on the lives of our patien…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIzNjEyMCIsInMiOiJnS0ExelZvLThSR2Npc1BZa0lTRDd3In0.PAQQLL4XTmHkSUjn0zLlOVRvPZrDUx2LcxV01nMON_Y,22.0,25.0,-77.281698,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236120?utm_medium=api&utm_source=abfa41a4,0,42.887535,Physical Therapy Assistant (PTA),Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Canandaigua, Ontario County","['US', 'New York', 'Ontario County', 'Canandaigua']",Adzuna::API::Response::Location,Lattimore Physical Therapy,Adzuna::API::Response::Company
5707236134,contract,part_time,"Kreyco (formerly known as Language Learning Network) is a nationwide organization that specializes in preK-12 education. We support students of all kinds by building strong partnerships between schools and teachers. As we continue to grow, we are looking to connect with passionate, qualified, and dedicated teachers who may be interested in joining our team! We ensure that all of its teachers have everything that they need to be successful in the classroom. This includes providing a comprehensiv…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTM0In0.UiSXAuna49Mzf2JFA25J8BY8P_xadI4lIfootm0NZf0,46071.7,46071.7,-87.905918,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236134?utm_medium=api&utm_source=abfa41a4,1,42.701159,26-27 SY Teaching Jobs: Spanish-English Bilingual,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,"Sturtevant, Racine County","['US', 'Wisconsin', 'Racine County', 'Sturtevant']",Adzuna::API::Response::Location,Kreyco,Adzuna::API::Response::Company
5707236111,contract,part_time,"Please submit your CV in English and indicate your level of English proficiency. Mindrift connects specialists with project-based AI opportunities for leading tech companies, focused on testing, evaluating, and improving AI systems. Participation is project-based, not permanent employment. What this opportunity involves While each project involves unique tasks, contributors may: Design original computational physics problems that simulate real physics research workflows; Create problems requiri…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTExIn0.e8JuX11pssEyhdOez2tFe950EJFKhwgNOqLOqHtQw48,98489.71,98489.71,-111.374653,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236111?utm_medium=api&utm_source=abfa41a4,1,33.564951,Research Physicist with Python Experience - Freelance AI Trainer,Adzuna::API::Response::Category,scientific-qa-jobs,Scientific & QA Jobs,"Arizona, US","['US', 'Arizona']",Adzuna::API::Response::Location,Mindrift,Adzuna::API::Response::Company
5707236113,contract,part_time,"Kreyco (formerly known as Language Learning Network) is a nationwide organization that specializes in preK-12 education. We support students of all kinds by building strong partnerships between schools and teachers. As we continue to grow, we are looking to connect with passionate, qualified, and dedicated teachers who may be interested in joining our team! We ensure that all of its teachers have everything that they need to be successful in the classroom. This includes providing a comprehensiv…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTEzIn0.vnIOHNSrtqdQlEA5dDUSrN0Kdr6xI24C1QnAqggnt9U,50013.74,50013.74,-87.907747,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236113?utm_medium=api&utm_source=abfa41a4,1,42.63853,"26-27 SY Teaching Jobs: Spanish, Italian, French, Latin, ASL, Chinese/Mandarin",Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,"Somers, Kenosha County","['US', 'Wisconsin', 'Kenosha County', 'Somers']",Adzuna::API::Response::Location,Kreyco,Adzuna::API::Response::Company
5707236143,contract,,"Job Title: Locum Tenens - Family Medicine Physician Location: California State Position Overview: Our team at Vitaly Health is looking for a Family Medicine Physician to join our Medical Center on an ongoing Locum Tenens basis, to start promptly. The role involves scheduled clinical hours only, seeing an amount of patients that varies in an outpatient setting. Come join us in providing quality care to our community! Requirements MD/DO Degree Board Certified Licensed in California State BLS Cert…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTQzIn0.7S1NxD2ucbFZ-Fa4MRZeRHJBB3T1HXOIsHILalgypPg,136355.02,136355.02,-124.146096,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236143?utm_medium=api&utm_source=abfa41a4,1,40.813477,Job Title: Locum Tenens - Family Medicine Physician,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Eureka, Humboldt County","['US', 'California', 'Humboldt County', 'Eureka']",Adzuna::API::Response::Location,Vitaly Health,Adzuna::API::Response::Company
5707236116,,full_time,"WealthBridge Financial Group is seeking a dedicated and knowledgeable Financial Consultant to join our team. In this role, you will be responsible for developing personalized financial plans for clients, guiding them through their financial decisions, and helping them reach their long-term financial objectives. You will conduct comprehensive financial analyses, including assessments of investment strategies, risk management, retirement planning, and tax optimization. The ideal candidate is some…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIzNjExNiIsInMiOiJnS0ExelZvLThSR2Npc1BZa0lTRDd3In0.GGa3pJcAAJbIkkx1vWoqsq6Dn1ahHit7L1iDqJEHvjg,100000.0,150000.0,-74.49472,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236116?utm_medium=api&utm_source=abfa41a4,0,40.7818,Financial Consultant (NJ),Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,"Morristown, Morris County","['US', 'New Jersey', 'Morris County', 'Morristown']",Adzuna::API::Response::Location,WealthBridge Financial Group,Adzuna::API::Response::Company
5707236125,contract,part_time,"Kreyco (formerly known as Language Learning Network) is a nationwide organization that specializes in preK-12 education. We support students of all kinds by building strong partnerships between schools and teachers. As we continue to grow, we are looking to connect with passionate, qualified, and dedicated teachers who may be interested in joining our team! We ensure that all of its teachers have everything that they need to be successful in the classroom. This includes providing a comprehensiv…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTI1In0.2Kldk2YxRwCKc4u0iH1ho8UySjz-C6BLoP4-E0mKkcw,67684.34,67684.34,-87.8208,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236125?utm_medium=api&utm_source=abfa41a4,1,42.7332,26-27 SY Teaching Jobs: SPED Resource and Inclusion,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,"Racine, Racine County","['US', 'Wisconsin', 'Racine County', 'Racine']",Adzuna::API::Response::Location,Kreyco,Adzuna::API::Response::Company
5707236112,contract,part_time,"Kreyco (formerly known as Language Learning Network) is a nationwide organization that specializes in preK-12 education. We support students of all kinds by building strong partnerships between schools and teachers. As we continue to grow, we are looking to connect with passionate, qualified, and dedicated teachers who may be interested in joining our team! We ensure that all of its teachers have everything that they need to be successful in the classroom. This includes providing a comprehensiv…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTEyIn0.xJcYCWcPhieetau_-7iTtJU6XwqHbZeuq9_1q3CAh4w,49349.86,49349.86,-87.907747,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236112?utm_medium=api&utm_source=abfa41a4,1,42.63853,26-27 SY Teaching Jobs: SPED Reading Specialist,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,"Somers, Kenosha County","['US', 'Wisconsin', 'Kenosha County', 'Somers']",Adzuna::API::Response::Location,Kreyco,Adzuna::API::Response::Company
5707236139,contract,part_time,"Kreyco (formerly known as Language Learning Network) is a nationwide organization that specializes in preK-12 education. We support students of all kinds by building strong partnerships between schools and teachers. As we continue to grow, we are looking to connect with passionate, qualified, and dedicated teachers who may be interested in joining our team! We ensure that all of its teachers have everything that they need to be successful in the classroom. This includes providing a comprehensiv…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTM5In0.0fn0Y6md1bhyWettCyX4w2GKG00Gov2M8SQ78dpRHrY,51510.88,51510.88,-87.905918,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236139?utm_medium=api&utm_source=abfa41a4,1,42.701159,26-27 SY Teaching Jobs: SPED Reading Specialist,Adzuna::API::Response::Category,teaching-jobs,Teaching Jobs,"Sturtevant, Racine County","['US', 'Wisconsin', 'Racine County', 'Sturtevant']",Adzuna::API::Response::Location,Kreyco,Adzuna::API::Response::Company
5707236146,,full_time,"Team CATHEXIS elevates the government contracting experience through rapid response, deep skill, and thoughtful problem-solving and communication. Our core capabilities are our top-tier program and project management, data analytics, and audit services, the backbone of which is our integrated approach to operational excellence. You worked hard to get to where you are. You strive to make every day better than the day before. So do we. Team CATHEXIS operates with an all-in mindset. We are working…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNzIzNjE0NiIsInMiOiJnS0ExelZvLThSR2Npc1BZa0lTRDd3In0.RUZtS0nQeOmcuWO-bRe_fAuQSsORcEIQJ3UxpTOmhGk,100000.0,220000.0,-77.231472,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236146?utm_medium=api&utm_source=abfa41a4,0,38.918592,Data Scientist/Machine Learning Engineer - TS/SCI with Poly required (req-235),Adzuna::API::Response::Category,it-jobs,IT Jobs,"Tysons, Fairfax County","['US', 'Virginia', 'Fairfax County', 'Tysons']",Adzuna::API::Response::Location,CATHEXIS,Adzuna::API::Response::Company
5707236142,contract,full_time,"Clinic Executive Director – ABA Centers of Connecticut Glastonbury, CT Leadership Opportunity Are you a natural leader with hands-on experience running a healthcare business? Have you built a successful career by managing a high-performing team? We're looking for someone like you to run one of our clinics in the ABA field and provide exceptional services to our clients. The Executive Director serves as the senior leader, accountable for the overall success of clinics across four key pillars: op…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTQyIn0.0kW2Cas27w_QPUnZfPFWhypdVLQI3_xeXRjk4m5nG94,150000.0,180000.0,-72.555975,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236142?utm_medium=api&utm_source=abfa41a4,0,41.705638,Executive Director,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Glastonbury, Hartford County","['US', 'Connecticut', 'Hartford County', 'Glastonbury']",Adzuna::API::Response::Location,ICBD,Adzuna::API::Response::Company
5707236151,,,"Position Title: Residential Counselor (Job ID: 9000) Position Type: Per Diem; Hours as Needed ( Overnights required as needed) Benefits Eligible: No Location: Bayville, NJ Department: Adult Residential Salary: $17.00 Hourly Responsibilities: Provide direct supervision to consumers residing in an adult group home Provide transportation, recreational activities, direction with daily living skills to increase independence Provide case management services Requirements Bachelor's degree from an accr…",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0tBMXpWby04UkdjaXNQWWtJU0Q3dyIsImkiOiI1NzA3MjM2MTUxIn0.4Uk1TSr-F2QDvUwGXK7KRW6I9qfdVvBEiZxKcF9I6wU,17.0,17.0,-74.158697,2026-04-22T10:47:33Z,https://www.adzuna.com/details/5707236151?utm_medium=api&utm_source=abfa41a4,0,39.977903,Adult Group Homes Residential Counselor - Per Diem,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Toms River, Ocean County","['US', 'New Jersey', 'Ocean County', 'Toms River']",Adzuna::API::Response::Location,Bright Harbor Healthcare,Adzuna::API::Response::Company
