created,id,adref,description,salary_max,longitude,salary_is_predicted,__CLASS__,salary_min,latitude,redirect_url,title,category.tag,category.__CLASS__,category.label,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,contract_time,contract_type
2026-05-30T10:42:23Z,5745660631,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNjMxIn0.aRGdyWw9LbrKykLJt5GMrvlhR9h9klSBJukpIAmLRDg,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-85.751554,0,Adzuna::API::Response::Job,0.0,38.25277,https://www.adzuna.com/land/ad/5745660631?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=09B60F9707856AE7F95D333EBB5DB25CF5D048CD,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Louisville, Jefferson County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Jefferson County', 'Louisville']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660609,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNjA5In0.YD7G-kNnQxU8p-EjUlXvKFum2YJPHJM7CfqYIBfXCeg,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-81.43344,0,Adzuna::API::Response::Job,0.0,40.89732,https://www.adzuna.com/land/ad/5745660609?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=B7897B96703B1D4DE89E76517D4BBA5B34BB3BC6,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Lake Slagle, Stark County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Stark County', 'Lake Slagle']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660616,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NTY2MDYxNiIsInMiOiJKR0hvRmpaYzhSR2JHdlctYmNDY0hBIn0.SoKRJVX0bkunHnTby0OIDL5zLgOYqn7tbPeCnihqLkE,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-83.426164,0,Adzuna::API::Response::Job,0.0,41.905713,https://www.adzuna.com/land/ad/5745660616?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=CDA7F7B2A74F2D8EAB0384ECE04CEDF38C91A55B,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Frenchtown, Monroe County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Monroe County', 'Frenchtown']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660629,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNjI5In0.10amDgklyeuZW-abezyF19abPjb3g63Va-fzOO8rJxI,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-71.0663,0,Adzuna::API::Response::Job,0.0,42.361749,https://www.adzuna.com/land/ad/5745660629?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=AA36F7EBB54042D5EF8A81C55816BB909C0CFC56,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'Boston']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660611,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNjExIn0.tBHnKt-o3ybne8CvRq2s4AFaALJaZ5IN7-jOdzYo30s,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-87.6254,0,Adzuna::API::Response::Job,0.0,41.8782,https://www.adzuna.com/land/ad/5745660611?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=1D0DC13C0268E679D974FE5F6EED120875D21EDF,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"The Loop, Chicago",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago', 'The Loop']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660600,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNjAwIn0.Bs-GC3kahDM4J5PIRZEcgmZpAX_UL-dmzWB-XxKnZ4U,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-96.646985,0,Adzuna::API::Response::Job,0.0,41.058821,https://www.adzuna.com/land/ad/5745660600?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=19910BD7496AB192FBE142B33C983B00FF8275FB,Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Ceresco, Saunders County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Saunders County', 'Ceresco']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660599,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNTk5In0.gv-XbmFwuRr1umH2syoB1CP55_b3EOD0EefY8uSGcwo,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-75.073407,0,Adzuna::API::Response::Job,0.0,39.85026,https://www.adzuna.com/land/ad/5745660599?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=B26894DD5BFF56007ADAA8E4896A02CF560E578B,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Runnemede, Camden County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Camden County', 'Runnemede']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660619,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNjE5In0.HBzJgLdtzXnGZKRy8rB0v8JHJEMBhjup_xLWPLdL56c,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-85.751554,0,Adzuna::API::Response::Job,0.0,38.25277,https://www.adzuna.com/land/ad/5745660619?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=371B49354EB5B5CC1E192478A2EB3E3C6083A2D6,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Louisville, Jefferson County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Jefferson County', 'Louisville']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660630,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NTY2MDYzMCIsInMiOiJKR0hvRmpaYzhSR2JHdlctYmNDY0hBIn0.Zc6dDsCwvCvFUfl1HE8-KvpEIZJH5jSK3Ti6ZOnjwEI,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-83.728088,0,Adzuna::API::Response::Job,0.0,42.267057,https://www.adzuna.com/land/ad/5745660630?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=0A7E8D2AFE49152C7CA44E97A510B71EF2CD31DF,CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Loch Alpine, Washtenaw County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Washtenaw County', 'Loch Alpine']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660626,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NTY2MDYyNiIsInMiOiJKR0hvRmpaYzhSR2JHdlctYmNDY0hBIn0.DkalntzFB3qq2AQfiP5-qccHCYVFxV-ocTizFdK939E,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-80.653595,0,Adzuna::API::Response::Job,0.0,41.098958,https://www.adzuna.com/land/ad/5745660626?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=A2DF439DE604715146D07BA7516F66253C00680A,Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Youngstown, Mahoning County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Mahoning County', 'Youngstown']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
2026-05-30T10:42:23Z,5745660621,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkdIb0ZqWmM4UkdiR3ZXLWJjQ2NIQSIsImkiOiI1NzQ1NjYwNjIxIn0.S7zqiSBVbABbtF7FzWF2qFyax20h3LauWX69xCOYXr8,"CDL-A DEDICATED COMPANY TRUCK DRIVERS OPPORTUNITIES. DEDICATED DRIVERS: Great Home Time & Pay Earn up to $70,000 or more annually Bonuses may be available Call and ask for details of routes available in your area. Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hospital Indemnity, …",70000.0,-77.041912,0,Adzuna::API::Response::Job,0.0,38.906704,https://www.adzuna.com/land/ad/5745660621?se=JGHoFjZc8RGbGvW-bcCcHA&utm_medium=api&utm_source=abfa41a4&v=2E65C2B70D5160D0A1058F16FC1A9C10A1724849,Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $70k per year - U.S. Xpress - Dedicated,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"Washington, D.C., US",Adzuna::API::Response::Location,"['US', 'Washington, D.C.']",Adzuna::API::Response::Company,U.S. Xpress - Dedicated,full_time,
