__CLASS__,id,salary_min,adref,redirect_url,latitude,longitude,created,title,salary_is_predicted,salary_max,description,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,contract_time,contract_type
Adzuna::API::Response::Job,5731515443,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQ0MyIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.6Yn3x0SaospMdx3kGpJmpSAEkLzkJxpYLtL98Q6XsFA,https://www.adzuna.com/land/ad/5731515443?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=2D8A162F8700CE46394BBE3BEE00AE9378E7F59D,30.414401,-81.767513,2026-05-16T10:19:05Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Duval County', 'Dinsmore']",Adzuna::API::Response::Location,"Dinsmore, Duval County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515442,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVQU0FETlI4UkdpSmNoUHpLUnR3dyIsImkiOiI1NzMxNTE1NDQyIn0.2zjOQyRKKLwDg8YDyYi1s79n3oBNhMpZZiCUuMv9Hv0,https://www.adzuna.com/land/ad/5731515442?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=3BC50A6C9685D1EE5848E90BE591CEFA763EEF39,30.095631,-81.59695,2026-05-16T10:19:05Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'St. Johns County', 'Julington Creek']",Adzuna::API::Response::Location,"Julington Creek, St. Johns County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515441,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVQU0FETlI4UkdpSmNoUHpLUnR3dyIsImkiOiI1NzMxNTE1NDQxIn0.4B_jV64kU4_FmWMXZ-Xe3-zM1OV2OjUfF1uccxn9ZHs,https://www.adzuna.com/land/ad/5731515441?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=6E436F41199B305998B153D5992C393C3AA39C61,30.38231,-81.40431,2026-05-16T10:19:05Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Duval County', 'Mayport']",Adzuna::API::Response::Location,"Mayport, Duval County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515446,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQ0NiIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.BKjGJju4mQrIBvxBVW0NZBT65c0JqFRyjEU_Bd_FeIg,https://www.adzuna.com/land/ad/5731515446?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=866E66D556634FA7477777C0E5448D4740C10669,29.670009,-81.589915,2026-05-16T10:19:05Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Putnam County', 'East Palatka']",Adzuna::API::Response::Location,"East Palatka, Putnam County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515440,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQ0MCIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.mDaAe2smGPucbTTs0PvNJ4VDifKuAnZMz6KjV8k1tro,https://www.adzuna.com/land/ad/5731515440?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=4F6E4861DACFE3719DE61812F7134C70BFC48FA6,30.095923,-81.715936,2026-05-16T10:19:05Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Clay County', 'Fleming Island']",Adzuna::API::Response::Location,"Fleming Island, Clay County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515450,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVQU0FETlI4UkdpSmNoUHpLUnR3dyIsImkiOiI1NzMxNTE1NDUwIn0.YrrnA8GKLYZxW8TaVt2j5wjhHysfNkq3mDwy0WdfIB8,https://www.adzuna.com/land/ad/5731515450?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=4697D6F799AA4C179DB1914E3A2289270984FD90,30.292821,-81.630759,2026-05-16T10:19:05Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Duval County', 'Jacksonville']",Adzuna::API::Response::Location,"Jacksonville, Duval County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515429,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQyOSIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.2YYiQQHGYG5PpFLi8W0GuocTLiBLGW_hF3cTLrWyt_U,https://www.adzuna.com/land/ad/5731515429?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=CC272B28F05FC7F0B857AC62CEAEE26520A974BC,29.995781,-81.367263,2026-05-16T10:19:04Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'St. Johns County', 'Villano Beach']",Adzuna::API::Response::Location,"Villano Beach, St. Johns County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515428,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVQU0FETlI4UkdpSmNoUHpLUnR3dyIsImkiOiI1NzMxNTE1NDI4In0.gsWzFhSiSNtiDCXoWGDa0Xasi5RWdmPtWjxKJ45SPns,https://www.adzuna.com/land/ad/5731515428?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=E07BA6D443302B8ED6267C70475EF6C20256EB8F,29.429051,-81.554107,2026-05-16T10:19:04Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Putnam County', 'Crescent City']",Adzuna::API::Response::Location,"Crescent City, Putnam County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515432,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQzMiIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.W3bv6awH14mdXsFLGHiomFUWdzu1OWY1_5wfYwv31oc,https://www.adzuna.com/land/ad/5731515432?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=06A7F6CF55AF0279FCC49C80159F1BD7F1C70224,29.762235,-81.869297,2026-05-16T10:19:04Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Putnam County', 'Grandin']",Adzuna::API::Response::Location,"Grandin, Putnam County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515436,42000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQzNiIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.8expEH3j8pArWje2JpveFcwjhSSg2Spt7Opp-nGWiuA,https://www.adzuna.com/land/ad/5731515436?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=94B5EE229D8EE79B564F6761590CE3F3E0579F15,29.450047,-81.324064,2026-05-16T10:19:04Z,Drive with Lyft,0,65000.0,"Join Lyft, a pioneer in the ride-hailing industry, and be part of a team that values safety, community, and reliable transportation services. As a Lyft driver, you have the flexibility to choose your own hours and drive in areas that suit you best. Use Lyft's innovative mobile app platform to connect with riders who need smooth, quick transportation either within the city or for longer trips. Our drivers are crucial in ensuring that every ride is a safe, enjoyable, and high-quality experience f…","['US', 'Florida', 'Flagler County', 'Bunnell']",Adzuna::API::Response::Location,"Bunnell, Flagler County",Adzuna::API::Response::Company,Lyft,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515427,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQyNyIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.DuB4P2QYHJTEbJTSYI46IGzbw9vtky_IMhWJw5XDGQ0,https://www.adzuna.com/land/ad/5731515427?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=8E56D3568F04DC3927EB8827AAE6F38B8AACF1AA,38.83864,-104.815387,2026-05-16T10:19:02Z,RN,0,100000.0,"UCHealth is seeking a Registered Nurse (RN) to join our dynamic team. At UCHealth, we focus on providing patient-centered care in our state-of-the-art facilities across Colorado. This position requires a compassionate and dedicated professional who will work in a supportive environment to deliver superior health services. Our RNs play a critical role in patient care by administering medications, managing patient recovery, and providing emotional support to patients and their families. Administe…","['US', 'Colorado', 'El Paso County', 'Stratmoor Hills']",Adzuna::API::Response::Location,"Stratmoor Hills, El Paso County",Adzuna::API::Response::Company,UCHealth,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515425,65000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTUxNTQyNSIsInMiOiJMRVBTQUROUjhSR2lKY2hQektSdHd3In0.U-7Owx5wiO4dEBdHscFqJavDRKdEsRZoXO3C_F94Wg8,https://www.adzuna.com/land/ad/5731515425?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=8680495E4B8AACFA9A3563D53572C55E95F64276,31.28496,-92.46546,2026-05-16T10:19:01Z,New Grad RN,0,75000.0,"Rapides Regional Medical Center in Alexandria seeks a dedicated New Grad RN to join our dynamic healthcare team. We offer a nurturing environment where you can begin your nursing career with access to state-of-the-art facilities and cutting-edge medical procedures including emergency care, heart surgery, and cancer treatments. This role will provide you with the tools, training, and mentorship necessary to build a strong foundation in clinical practice, offering you opportunities to evolve in y…","['US', 'Louisiana', 'Rapides Parish', 'Alex']",Adzuna::API::Response::Location,"Alex, Rapides Parish",Adzuna::API::Response::Company,Rapides Regional Medical Center,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515424,68000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVQU0FETlI4UkdpSmNoUHpLUnR3dyIsImkiOiI1NzMxNTE1NDI0In0.IA5Eoe7eCcy9t-HXyLjwJN2NSoE_s0WKxhlRGMFq7MQ,https://www.adzuna.com/land/ad/5731515424?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=07E167551E316796B4A214D3903C473D16A51750,38.325665,-104.625725,2026-05-16T10:18:59Z,Registered Nurse,0,86000.0,"Join UCHealth, a leader in patient-focused medical services as a Registered Nurse at our Colorado-based facilities. Thrive in a supportive environment that promotes personal and professional growth. Our team is dedicated to providing top-tier healthcare by integrating advanced medical technology and cutting-edge treatments in our patient care protocols. As part of our team, you will have the opportunity to work across various departments, assisting in surgeries, patient recovery, and routine he…","['US', 'Colorado', 'Pueblo County', 'Belle Plain']",Adzuna::API::Response::Location,"Belle Plain, Pueblo County",Adzuna::API::Response::Company,UCHealth,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
Adzuna::API::Response::Job,5731515421,65000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVQU0FETlI4UkdpSmNoUHpLUnR3dyIsImkiOiI1NzMxNTE1NDIxIn0.MEbtlCCGbbeP15I09PgL2gc9G3vAJj7GyZCYGyeYPac,https://www.adzuna.com/land/ad/5731515421?se=LEPSADNR8RGiJchPzKRtww&utm_medium=api&utm_source=abfa41a4&v=FB41EB3574DBC2D4670F3FA060B1C3F2D3EE2917,36.210719,-82.742979,2026-05-16T10:18:58Z,Plant Nurse,0,85000.0,"Koch Foods, a leader in the poultry processing industry, is seeking a dedicated Plant Nurse to support the health and well-being of our employees within our manufacturing facilities. This role is pivotal in managing occupational health services, implementing health and safety standards, and providing emergency care to ensure a safe and productive work environment. The successful candidate will bring a proactive, empathetic approach to healthcare within the industrial setting, aligning with our …","['US', 'Tennessee', 'Greene County', 'Afton']",Adzuna::API::Response::Location,"Afton, Greene County",Adzuna::API::Response::Company,Koch Foods,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
