redirect_url,longitude,salary_max,__CLASS__,title,created,adref,latitude,salary_min,salary_is_predicted,description,id,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,category.label,category.tag,category.__CLASS__,contract_time,contract_type
https://www.adzuna.com/land/ad/5752157383?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=B4D4740A7BB0F734B45BD39ECFAFF9325BE141E8,-92.0218,102232.0,Adzuna::API::Response::Job,"Travel Med-Surg Telemetry Registered Nurse - $1,966 per week",2026-06-04T12:20:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MjE1NzM4MyIsInMiOiJRRHNNR3pKZzhSR2VHWlFOXy1XeGZBIn0.6YTOUcqKXodbp4x-lRoXOvznRMBrvReh1TfKpDb-ZBs,30.2259,0.0,0,"American Traveler is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Lafayette, Louisiana. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 06/29/2026 Duration: 8 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Jun 29, 2026 Length: 8 weeks Openings: 1 Description American Traveler is hiring a travel RN for a Med/Surg Telemetry positi…",5752157383,American Traveler,Adzuna::API::Response::Company,"Lafayette, Lafayette Parish",Adzuna::API::Response::Location,"['US', 'Louisiana', 'Lafayette Parish', 'Lafayette']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157389?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=F8E517FF3979951C93824EE2801DEBECCF0BD6F1,-122.330833,80600.0,Adzuna::API::Response::Job,"Travel Sterile Processing Technician - $1,550 per week",2026-06-04T12:20:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUURzTUd6Smc4UkdlR1pRTl8tV3hmQSIsImkiOiI1NzUyMTU3Mzg5In0.xvQ1oIu37ZfImLceGHSTxL_4zbe_Q77s-6S4KrQaTPM,47.606389,0.0,0,"LanceSoft is seeking a travel Sterile Processing Technician for a travel job in Seattle, Washington. Job Description & Requirements Specialty: Sterile Processing Technician Discipline: Allied Health Professional Start Date: 06/22/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, evenings Employment Type: Travel Start date: ASAP Shift: Eves 5x8 1500-2330 Duration: 13 Weeks Years of experience REQ: 3 years overall SPT exp min, Trauma 1 exp req, level 2 req First-timers accepted: (Y/N): No…",5752157389,LanceSoft,Adzuna::API::Response::Company,"Times Square, King County",Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Times Square']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157384?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=2B052D524CB3CCB14E145E089F645B949E9B7738,-95.884034,120952.0,Adzuna::API::Response::Job,"Travel Labor and Delivery Registered Nurse - $2,326 per week",2026-06-04T12:20:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MjE1NzM4NCIsInMiOiJRRHNNR3pKZzhSR2VHWlFOXy1XeGZBIn0.Li1_UydWaUxYauCIydNBmweDxPYqHg8scOGpRH40OsY,36.095485,0.0,0,"American Traveler is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Tulsa, Oklahoma. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Assignment Overview Shift: Days, 3x12hrs Hours: 36 hrs/wk Start Date: Jul 6, 2026 Length: 13 weeks Openings: 1 Description American Traveler is seeking an experienced RN for a Labor & Delivery position at a…",5752157384,American Traveler,Adzuna::API::Response::Company,"Williams, Tulsa County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Tulsa County', 'Williams']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157388?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=E1E853E88251E79B4F63C786C380D998C7DBA0C4,-90.1563,110604.0,Adzuna::API::Response::Job,"Travel ICU Registered Nurse - $2,127 per week",2026-06-04T12:20:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUURzTUd6Smc4UkdlR1pRTl8tV3hmQSIsImkiOiI1NzUyMTU3Mzg4In0.pBm1MFTMU8GPhPuu3uH2d7WgAxqVcvrh4i6sGh7HVhs,30.00912,0.0,0,"American Traveler is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Metairie, Louisiana. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/30/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Assignment Overview Shift: Days, 3x12hrs Hours: 36 hrs/wk Start Date: Jun 30, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring an experienced RN for an ICU positio…",5752157388,American Traveler,Adzuna::API::Response::Company,"Metairie Terrace, Metairie",Adzuna::API::Response::Location,"['US', 'Louisiana', 'Jefferson Parish', 'Metairie', 'Metairie Terrace']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157382?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=A4DCECB519DCC886B77D1771714E5CFC503DE68E,-70.762553,147056.0,Adzuna::API::Response::Job,"Travel CVOR RN - $2,828 per week",2026-06-04T12:20:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUURzTUd6Smc4UkdlR1pRTl8tV3hmQSIsImkiOiI1NzUyMTU3MzgyIn0.rlp0__7Rj3NswdmGO1QnDzZR19ZbMZ5tX-pQQjM4OMM,43.071755,0.0,0,"HCS 247 Travel is seeking a travel nurse RN CVOR for a travel nursing job in Portsmouth, New Hampshire. Job Description & Requirements Specialty: CVOR Discipline: RN Start Date: 06/22/2026 Duration: 13 weeks 40 hours per week Shift: 9 hours, days Employment Type: Travel Aggressive Compensation Packages Lodging Per-Diem for those who qualify Meals and Incidentals Allowance for those who qualify Travel Expense Allowance for those who qualify Medical Dental and Vision Benefits available (For you a…",5752157382,HCS 247 Travel,Adzuna::API::Response::Company,"Portsmouth, Rockingham County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Rockingham County', 'Portsmouth']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157385?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=4E87E2E97916D64B0BC1CD01F6729199B4F15E98,-87.8849,146588.0,Adzuna::API::Response::Job,"Travel OR Registered Nurse - $2,819 per week",2026-06-04T12:20:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUURzTUd6Smc4UkdlR1pRTl8tV3hmQSIsImkiOiI1NzUyMTU3Mzg1In0.RRHHd6GYqJ9kg9m6MnWcVSyxg5FN1UohhBOh8HRnEm0,41.9613,0.0,0,"Medical Solutions is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Chicago, Illinois. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel We’re seeking talented healthcare professionals whose adventure game is as strong as their clinical game. Those that want flexibility and high pay, we have the positions for you! Some of the industry-leading benefits enjoyed b…",5752157385,Medical Solutions,Adzuna::API::Response::Company,"Schiller Park, Cook County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Schiller Park']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157370?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=0E5AEE47251C78BA224B4ABE372A6B5A2F97A74C,-70.85328,149344.0,Adzuna::API::Response::Job,"Travel Nurse RN - Oncology - $2,872 per week",2026-06-04T12:20:54Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MjE1NzM3MCIsInMiOiJRRHNNR3pKZzhSR2VHWlFOXy1XeGZBIn0.3pYswNjvlbFhuwwiF2M3UpGX7CWZchE19s2LRLGlSo4,42.56646,0.0,0,"Trustaff is seeking a travel nurse RN Oncology for a travel nursing job in Beverly, Massachusetts. Job Description & Requirements Specialty: Oncology Discipline: RN Start Date: 06/29/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Infusion RNs, also sometimes called Chemo RNs, are responsible for administering medications and fluids through an IV line, central line, or venous access port. Infusion RNs are experts in IV access as well as the monitoring and …",5752157370,Trustaff,Adzuna::API::Response::Company,"Beverly, Essex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Essex County', 'Beverly']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157365?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=01B59D77C704EC525CF700692647FECFE5BA3EE0,-81.08986,97916.0,Adzuna::API::Response::Job,"Travel Nurse RN - Endoscopy - $1,883 per week",2026-06-04T12:20:54Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUURzTUd6Smc4UkdlR1pRTl8tV3hmQSIsImkiOiI1NzUyMTU3MzY1In0.KDN-_gmH1UOa9BLkQm3oVoXoOaIQE_d1surXaph0mqM,33.92034,0.0,0,"Trustaff is seeking a travel nurse RN Endoscopy for a travel nursing job in Columbia, South Carolina. Job Description & Requirements Specialty: Endoscopy Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel As an Endoscopy RN, you'll work in the endoscopy or gastroenterology unit. Endo nurses assist in any procedures where use of an endoscope is indicated and you'll help identify problems within the body using miniature cameras.…",5752157365,Trustaff,Adzuna::API::Response::Company,"Pineridge, Lexington County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Lexington County', 'Pineridge']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157374?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=60BE2673DEC992FF1CFD12D38F57B9230F0035AB,-76.92,116272.0,Adzuna::API::Response::Job,"Travel Nurse RN - ICU - Intensive Care Unit - $2,236 per week",2026-06-04T12:20:54Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MjE1NzM3NCIsInMiOiJRRHNNR3pKZzhSR2VHWlFOXy1XeGZBIn0.p0oSrMWBWW8CYl7dcqch4OJEGVgIxaViNTnWgqQvPEg,40.24,0.0,0,"Fusion Medical Staffing-Nursing is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Camp Hill, Pennsylvania. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/30/2026 Duration: 14 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Travel ICU RN Company: Fusion Medical Staffing Location: Facility in Camp Hill, Pennsylvania Job Details Fusion Medical Staffing is seeking a ICU RN for a 14-week trave…",5752157374,Fusion Medical Staffing-Nursing,Adzuna::API::Response::Company,"Camp Hill, Cumberland County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Camp Hill']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157376?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=D5D3ABB961CAF792FB590F9BDA665015AB1AEFF0,-122.079599,157248.0,Adzuna::API::Response::Job,"Travel MRI Technologist - $3,024 per week",2026-06-04T12:20:54Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUURzTUd6Smc4UkdlR1pRTl8tV3hmQSIsImkiOiI1NzUyMTU3Mzc2In0.MrfBiRKE3NMBwKDP7JTPPTAK2C9dq_ptcbVi0sHU16E,37.701202,0.0,0,"LanceSoft is seeking a travel MRI Technologist for a travel job in Castro Valley, California. Job Description & Requirements Specialty: MRI Technologist Discipline: Allied Health Professional Start Date: 07/13/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Shift - 3x12hrs Days MRI Tech Needed Certification Requirements: ARRT (MR), BLS Weekend Requirements: None On Call: No Desired Years of Experience: 5 years in acute care, preferable in a trauma setting…",5752157376,LanceSoft,Adzuna::API::Response::Company,"Hayward, Alameda County",Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'Hayward']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157379?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=C022C9B093A2F03C9ED5719E49DB34ADE1CC1A16,-80.324287,91520.0,Adzuna::API::Response::Job,"Travel Medical-Surgical Telemetry Nurse - $1,760 per week",2026-06-04T12:20:54Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUURzTUd6Smc4UkdlR1pRTl8tV3hmQSIsImkiOiI1NzUyMTU3Mzc5In0.eWHzC-__iXhpUnnNjyrY_NouTu0mZ-LKydeP0ThODNk,36.095314,0.0,0,"American Traveler is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Winston-Salem, North Carolina. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 06/22/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Jun 22, 2026 Length: 13 weeks Openings: 1 Description American Traveler is seeking an experienced RN for a Med/Sur…",5752157379,American Traveler,Adzuna::API::Response::Company,"Hanes, Forsyth County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Forsyth County', 'Hanes']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5752157367?se=QDsMGzJg8RGeGZQN_-WxfA&utm_medium=api&utm_source=abfa41a4&v=9CCE5DF4F2231A4407A3FF61CC57D595643DD588,-80.928092,97188.0,Adzuna::API::Response::Job,"Travel Nurse RN - ICU - Intensive Care Unit - $1,869 per week",2026-06-04T12:20:54Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MjE1NzM2NyIsInMiOiJRRHNNR3pKZzhSR2VHWlFOXy1XeGZBIn0.Xqr40FqoR4KwlUfWVqCg9Smv5ZD7VnK8u1qMH1rg72s,35.023399,0.0,0,"Trustaff is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Fort Mill, South Carolina. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/08/2026 Duration: 12 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel As an ICU RN, you'll provide hands-on care for critically ill patients. Intensive Care nurses must be able to assess, plan, and implement care strategies for patients who may suffer from a …",5752157367,Trustaff,Adzuna::API::Response::Company,"Pineville, Mecklenburg County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Pineville']",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
