__CLASS__,redirect_url,adref,salary_min,id,created,salary_max,latitude,description,title,salary_is_predicted,longitude,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time,contract_type
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271517?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=D9D23B5D81BBF30EA79216DC36F0724220AB1418,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MTUxNyIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.ZjlC4p_450XCu7E8JcDdB2BwsxB9oY19C-LCHBYQ4Lc,0.0,5867271517,2026-09-02T12:16:46Z,135720.0,42.530848,"Vivian is looking for Travel Physical Therapist Therapys in Pleasant Prairie, Wisconsin paying up to $2,610/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…","Travel Physical Therapist - Paying up to $2,610/week",0,-87.870884,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Pleasant Prairie, Kenosha County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Kenosha County', 'Pleasant Prairie']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271537?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=0B2E4AA67A0BE79EFB611A891FF8E8981F121A07,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS25ERDJ2Q204UkcySG9tRllPTVhmUSIsImkiOiI1ODY3MjcxNTM3In0.dBuQhtnxdNaAo_vSBLil97F9POr_k-ye1FcUs2ihnl4,0.0,5867271537,2026-09-02T12:16:46Z,121212.0,33.0234,"Vivian is looking for Travel Occupational Therapist Therapys in Plano, Texas paying up to $2,331/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs …","Travel Occupational Therapist - Paying up to $2,331/week",0,-96.69858,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Plano, Collin County",Adzuna::API::Response::Location,"['US', 'Texas', 'Collin County', 'Plano']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271497?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=178EDA1A25392DD5CC4BD92B17E7742123180914,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MTQ5NyIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.Y7ysv_K455U1CvCTHQfSHIL4C0HizZlEfv97gYPKDpE,0.0,5867271497,2026-09-02T12:16:45Z,127400.0,26.912444,"Vivian is looking for Travel Physical Therapist Therapys in Punta Gorda, Florida paying up to $2,450/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…","Travel Skilled Nursing Facility (SNF) Physical Therapist - Paying up to $2,450/week",0,-82.03396,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Punta Gorda, Charlotte County",Adzuna::API::Response::Location,"['US', 'Florida', 'Charlotte County', 'Punta Gorda']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271491?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=0103674CD1E941F7DEB1E31F36B8375694C72517,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MTQ5MSIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.9dHbtfpz5AbwNcSGOmehWky_4sDss9OxluwwlkMSWPs,0.0,5867271491,2026-09-02T12:16:45Z,179920.0,37.75554,"Vivian is looking for Travel Physical Therapist Therapys in Ronceverte, West Virginia paying up to $3,460/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disco…","Travel Physical Therapist - Paying up to $3,460/week",0,-80.46186,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Ronceverte, Greenbrier County",Adzuna::API::Response::Location,"['US', 'West Virginia', 'Greenbrier County', 'Ronceverte']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271494?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=0C316F5E5F40D576E4AD7493C3A429EF67CFAB15,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS25ERDJ2Q204UkcySG9tRllPTVhmUSIsImkiOiI1ODY3MjcxNDk0In0.36pE-0ZXMV_8GSdXA7_qOP-jnKl_XGBmE7buwIpy9uA,0.0,5867271494,2026-09-02T12:16:45Z,158080.0,45.034548,"Vivian is looking for Travel Occupational Therapist Therapys in Washington, Minnesota paying up to $3,040/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disco…","Travel Occupational Therapist - Paying up to $3,040/week",0,-92.86697,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Washington County, Minnesota",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Washington County']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271508?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=F65C50E86AB88576F14A4260077E8A74B16902F7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MTUwOCIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.bdx9_U71tZUqNIK68NZVufw9Ob6EMV4fLp5hvgf_x6w,0.0,5867271508,2026-09-02T12:16:45Z,140556.0,34.925188,"Vivian is looking for Travel Physical Therapist Therapys in Spartanburg, South Carolina paying up to $2,703/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…","Travel Long Term Acute Care Physical Therapist - Paying up to $2,703/week",0,-81.877697,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"White Stone, Spartanburg County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Spartanburg County', 'White Stone']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271446?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=BC69F587DE6FDC929EDD0EBB4F481CC9147AADAC,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MTQ0NiIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.3qVr73oHep2nxdxk4IYx1JwYpnd_c1QKFXy6kxw4mMs,70000.0,5867271446,2026-09-02T12:16:43Z,90000.0,43.23072,"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",Local CDL-A Driver,0,-78.20124,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,SYSTEM FREIGHT,Adzuna::API::Response::Company,"Albion, Orleans County",Adzuna::API::Response::Location,"['US', 'New York', 'Orleans County', 'Albion']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867271370?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=5A04A482B55E95589A18463017CBF9AA85AA2C97,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS25ERDJ2Q204UkcySG9tRllPTVhmUSIsImkiOiI1ODY3MjcxMzcwIn0.L5B6es3_5mQymcE4l9OywUR7rE5Lb_Avmxwpp3eGDkQ,70000.0,5867271370,2026-09-02T12:16:41Z,90000.0,43.07718,"System Freight is seeking a safety-focused Local CDL-A Driver to handle regional, time-sensitive freight across the Northeast and Mid-Atlantic. In this family-oriented, professional environment, you’ll run consistent local and regional routes, perform safe and efficient pickups and deliveries, complete accurate logs and inspections, and communicate clearly with dispatch and customers. Enjoy stable, year-round freight, competitive pay, and the backing of an established, dedicated fleet carrier t…",Local CDL-A Driver,0,-78.40464,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,SYSTEM FREIGHT,Adzuna::API::Response::Company,"Alabama, Genesee County",Adzuna::API::Response::Location,"['US', 'New York', 'Genesee County', 'Alabama']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867270883?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=242DD9E7B7FD5F6AD80138A587A28D158D370543,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MDg4MyIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.x53l-Oj0JbxPvI5oqS00dwhOAYyekBecAAepOG38WlI,0.0,5867270883,2026-09-02T12:16:31Z,119340.0,41.242294,"Vivian is looking for Travel Speech Language Pathologist Therapys in Wilkes-Barre, Pennsylvania paying up to $2,295/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.)…","Travel Speech Language Pathologist - Paying up to $2,295/week",0,-75.889703,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Wilkes Barre, Luzerne County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Luzerne County', 'Wilkes Barre']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867270882?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=29A7B291A36D8261ECD68A7383274CD8B3073DB7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MDg4MiIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.ZehWlYCjskDysSGhPoyUQpiGIjI9K7Fr7ABdmDLdR64,0.0,5867270882,2026-09-02T12:16:31Z,120640.0,35.68259,"NURSE's Etc. Staffing is seeking a travel nurse RN Med Surg for a travel nursing job in Santa Fe, New Mexico. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 09/14/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Shift: Days 07:00-19:00 START: ASAP Submission Requirements: Education/Skills • Bachelor of Science Degree in Nursing, preferred Experience • 1 year of experience in the related nursing specialty preferred Licenses, R…","Travel Med Surg RN - $2,320 per week",0,-105.93968,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,NURSE's Etc. Staffing,Adzuna::API::Response::Company,"La Cienga, Santa Fe County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Santa Fe County', 'La Cienga']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867270902?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=D8792A5D99C6191B1FD0F25773086841756536A9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS25ERDJ2Q204UkcySG9tRllPTVhmUSIsImkiOiI1ODY3MjcwOTAyIn0.ZLGHcp5FjFIDU8JYQdYTmDPqQ6dE1uRJrG1vo2Oiu34,0.0,5867270902,2026-09-02T12:16:31Z,86320.0,38.005448,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Louisa, Virginia paying up to $1,660/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…","Travel Skilled Nursing Facility (SNF) Physical Therapy Assistant - Paying up to $1,660/week",0,-78.033954,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Louisa, Louisa County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Louisa County', 'Louisa']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867270880?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=5E6326184F98312BFDEEE98E283D0DCAE8069DB6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS25ERDJ2Q204UkcySG9tRllPTVhmUSIsImkiOiI1ODY3MjcwODgwIn0.OSvz9k2OiQCi161ouev9Sn1-Qicef2d5iOtQRdz6Zm4,0.0,5867270880,2026-09-02T12:16:31Z,96720.0,42.97188,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Keene, New Hampshire paying up to $1,860/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and di…","Travel Skilled Nursing Facility (SNF) Physical Therapy Assistant - Paying up to $1,860/week",0,-72.30588,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Keene, Cheshire County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Cheshire County', 'Keene']",,
Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5867270868?se=KnDD2vCm8RG2HomFYOMXfQ&utm_medium=api&utm_source=abfa41a4&v=F4459D0851F0515A91FDE813A1317D34594CD4EB,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NzI3MDg2OCIsInMiOiJLbkREMnZDbThSRzJIb21GWU9NWGZRIn0.uin39QzCoyJNTwIKbKttlgmmsVNzNcq8ZAtY2BTT12c,0.0,5867270868,2026-09-02T12:16:30Z,111904.0,42.42245,"Vivian is looking for Travel Physical Therapist Therapys in Medford, Massachusetts paying up to $2,152/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…","Travel Skilled Nursing Facility (SNF) Physical Therapist - Paying up to $2,152/week",0,-71.108742,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"Medford, Middlesex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Medford']",,
