id,title,adref,salary_max,longitude,description,__CLASS__,salary_min,latitude,created,salary_is_predicted,redirect_url,location.area,location.display_name,location.__CLASS__,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,contract_type
5854382135,"Local Truck Driver - 2yrs EXP Required - Dry Van - $1.35k - $1.87k per week - A N Webber, Inc.",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjEzNSIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.m-tn0r4pXVfy8U2MKlXfJsprDnMNX_U2ULOx5U3CN0o,97240.0,-85.308214,"CDL Class A Truck Driver - Dry Van Only. A.N. WEBBER – SEEKING CDL A DRIVERS! WE HAVE GREAT PAY, EXCELLENT HOME TIME, FIRST CLASS EQUIPMENT and BENEFITS! Hiring in Multiple Locations: We Have OTR, Regional and Local Jobs available Must have at least 2 Years CDL-A experience to apply 70 MPH Trucks - Assigned late model Peterbilt 579’s and Volvo's! OTR $1,350 to $1,865 Weekly Average $70,000 to $97,000 Per Year Out 7 Days, Home 2 Days REGIONAL $1,300 to $1,500 Weekly Average $68,000 to $78,000 Pe…",Adzuna::API::Response::Job,70200.0,35.045291,2026-08-24T09:42:03Z,0,https://www.adzuna.com/details/5854382135?utm_medium=api&utm_source=abfa41a4,"['US', 'Tennessee', 'Hamilton County', 'Chickamauga']","Chickamauga, Hamilton County",Adzuna::API::Response::Location,"A N Webber, Inc.",Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,full_time,
5854382126,Truck Driver Company - 2yrs EXP Required - OTR - Reefer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkd4Nng4T2Y4UkctaE1mSmpuLTJoQSIsImkiOiI1ODU0MzgyMTI2In0.9tsVAdSRm2PZYlAH7Mvk0WiuFi2pZB2ADp855lGuVKA,85616.69,-84.37935,"Job Description Job Description Hyway Transportation is Hiring CDL-A Solos and Teams for OTR Hauls Excellent Pay on Practical Miles • Primarily No Touch Freight • Sign-On Bonus Job Details: Excellent Pay Weekly Safety Bonus Quarterly Safety Bonus Flexible Home Time Primarily No Touch Freight Sign-On Bonus Solo Miles: 2,500 – 3,000 weekly miles Team Miles: 4,500 - 6,500 weekly miles Paid orientation Paid PC Miler Practical Miles Paid holidays ESOP (free employee stock shares every year) 401k Mat…",Adzuna::API::Response::Job,85616.69,42.259401,2026-08-24T09:42:02Z,1,https://www.adzuna.com/land/ad/5854382126?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=6C8D340A17367D23942ECFBB43939654F77C15CF,"['US', 'Michigan', 'Jackson County', 'Jackson']","Jackson, Jackson County",Adzuna::API::Response::Location,Hyway Transportation,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,,
5854382125,"CDL-A Truck Driver - $5,000 Sign-On Bonus",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkd4Nng4T2Y4UkctaE1mSmpuLTJoQSIsImkiOiI1ODU0MzgyMTI1In0.dPBqlqkuh4w9R3YBIc4QZ-WyAT4sRSDcb1iM_EnTxwA,74161.59,-113.944752,"Job Description Job Description J.B. Hunt is Now Hiring Regional CDL-A Company Drivers in Van Buren, OH Earn Up to $90,000 per Year - Home Weekly Limited time $5,000 Sign-On Bonus Top Pay & Benefits: Drivers on this position over the last six to twelve months have average annualized earnings of $90,000 Limited time $5,000 sign-on bonus Safety bonus opportunities Consistent weekly home time Paid online orientations Paid time off Qualifications: CDL Class A License At least 3 months of driving ex…",Adzuna::API::Response::Job,74161.59,43.307683,2026-08-24T09:42:02Z,1,https://www.adzuna.com/land/ad/5854382125?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=B02880193A7F27C7FAF8B5E94091DC12782FBDE8,"['US', 'Idaho', 'Blaine County', 'Carey']","Carey, Blaine County",Adzuna::API::Response::Location,J.B. Hunt,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,,
5854382127,Sales Consultant Remote,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkd4Nng4T2Y4UkctaE1mSmpuLTJoQSIsImkiOiI1ODU0MzgyMTI3In0.uVHMoodHyWX0B6ytjJ_3Ly5pEKIKStOafF1rV096vGA,75487.61,-79.353924,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",Adzuna::API::Response::Job,75487.61,37.7343,2026-08-24T09:42:02Z,1,https://www.adzuna.com/land/ad/5854382127?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=CA8D340730672789B097D9058A7837B4134D60DC,"['US', 'Virginia', 'Buena Vista City', 'Buena Vista']","Buena Vista, Buena Vista City",Adzuna::API::Response::Location,HMG Careers,Adzuna::API::Response::Company,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,,
5854382111,Physical Medicine & Rehabilitation MD - Little Rock AR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkd4Nng4T2Y4UkctaE1mSmpuLTJoQSIsImkiOiI1ODU0MzgyMTExIn0.oa04kVsXO6ayRkg8pJlq43YBNew6ZQMwnODqyKzG57M,119179.95,-92.224315,"Job Description Job Description MRG Exams, a leader and premier service provider of independent medical examinations, is looking for Physical Medicine and Rehabilitation Provider to perform medical assessments on United States Veterans as part of the VA's disability benefits process. The Physical Medicine and Rehabilitation Provider will be responsible for reviewing medical health records through a secure Web Portal and performing a comprehensive assessment on each veteran. The Physical Medicin…",Adzuna::API::Response::Job,119179.95,34.815091,2026-08-24T09:41:59Z,1,https://www.adzuna.com/land/ad/5854382111?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=A868D48177FAF1689F7007D11ED60CE374D863EA,"['US', 'Arkansas', 'Pulaski County', 'Sherwood']","Sherwood, Pulaski County",Adzuna::API::Response::Location,MRG Exams,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
5854382112,Remote Sales Enrollment Specialist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjExMiIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.5nJDEA82nVtiH1R7YmdxZ1YsOsnrCJgzN62Y0PMhV74,70084.66,-93.107677,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",Adzuna::API::Response::Job,70084.66,36.229794,2026-08-24T09:41:59Z,1,https://www.adzuna.com/land/ad/5854382112?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=22E1B711183A79BD34DD99A6633ABDAC549A7C52,"['US', 'Arkansas', 'Boone County', 'Harrison']","Harrison, Boone County",Adzuna::API::Response::Location,HMG Careers,Adzuna::API::Response::Company,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,,
5854382107,Aircraft Certification Engineer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjEwNyIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.eKHzqk5g8eho4s7PESQo-_P7mwHhA_h3RFvqodS3mVQ,84482.47,-76.47366,"Aircraft Certification Engineer Location: Newport News, VA Job Type: Contract Starting Pay: $60.00/hour, with higher pay available based on experience Position Overview We are seeking an Aircraft Certification Engineer to support certification efforts for aircraft modifications, repairs, and aerospace programs. This position develops certification approaches, compliance plans, and technical documentation while coordinating engineering, testing, inspections, and approval activities throughout th…",Adzuna::API::Response::Job,84482.47,37.036263,2026-08-24T09:41:58Z,1,https://www.adzuna.com/details/5854382107?utm_medium=api&utm_source=abfa41a4,"['US', 'Virginia', 'Newport News City', 'Newport News']","Newport News, Newport News City",Adzuna::API::Response::Location,Qualdoc,Adzuna::API::Response::Company,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,,contract
5854382104,Work From Home Sales Specialist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjEwNCIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.tn7SYynPQk8ndmfNev7mJYRj3_uVJrUQVxkcZGUcv5c,64108.41,-96.831398,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",Adzuna::API::Response::Job,64108.41,39.028609,2026-08-24T09:41:57Z,1,https://www.adzuna.com/land/ad/5854382104?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=D91A9143587853F90D597DE9AF6D609ADD9B6A2E,"['US', 'Kansas', 'Geary County', 'Junction City']","Junction City, Geary County",Adzuna::API::Response::Location,HMG Careers,Adzuna::API::Response::Company,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,,
5854382099,Remote Sales Enrollment Specialist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjA5OSIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.Owa1Ukf_2Ltx2m3Z3ByXw1hUZLazqv6Bvy4elBUpuT4,72214.08,-72.936879,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",Adzuna::API::Response::Job,72214.08,41.304334,2026-08-24T09:41:56Z,1,https://www.adzuna.com/land/ad/5854382099?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=C96BF44A97884BB6AB3A69D047A3A64E356AAA3C,"['US', 'Connecticut', 'New Haven County', 'New Haven']","New Haven, New Haven County",Adzuna::API::Response::Location,HMG Careers,Adzuna::API::Response::Company,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,,
5854382088,Business Office Associate - Full Time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWkd4Nng4T2Y4UkctaE1mSmpuLTJoQSIsImkiOiI1ODU0MzgyMDg4In0.DDEqpMgs-usqzfeup2BgX-Ik_NXvtd-Fjlo3QQ8yCCQ,58240.0,-77.25201,"7183 - Potomac Mills - 2350 Research Ct, Woodbridge, Virginia, 22192 CarMax, the way your career should be! Position Overview As a Business Operations Associate, you will be the backbone of our store operations, ensuring smooth and accurate processing of sales, auctions, and appraisals. This role combines exceptional customer service, attention to detail, and strong organizational skills in a fast-paced, team-oriented environment. You’ll handle cash management, audit and process critical paperw…",Adzuna::API::Response::Job,36192.0,38.652364,2026-08-24T09:41:53Z,0,https://www.adzuna.com/details/5854382088?utm_medium=api&utm_source=abfa41a4,"['US', 'Virginia', 'Prince William County', 'Woodbridge']","Woodbridge, Prince William County",Adzuna::API::Response::Location,CarMax,Adzuna::API::Response::Company,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,full_time,
5854382080,Site Quality Leader,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjA4MCIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.AnQ3RbK2J4FxqzzHMW9F7IjCvclsVPY9S_tBrOafEG8,132333.86,-81.644569,"At DuPont, our purpose is to empower the world with essential innovations to thrive. We work on things that matter. Whether it’s providing clean water to more than a billion people on the planet, producing materials that are essential in everyday technology devices from smartphones to electric vehicles, or protecting workers around the world. Discover the many reasons the world’s most talented people are choosing to work at DuPont. Why Join Us | DuPont Careers Site Quality Leader Are you a pass…",Adzuna::API::Response::Job,132333.86,41.098944,2026-08-24T09:41:51Z,1,https://www.adzuna.com/details/5854382080?utm_medium=api&utm_source=abfa41a4,"['US', 'Ohio', 'Summit County', 'Copley']","Copley, Summit County",Adzuna::API::Response::Location,DuPont,Adzuna::API::Response::Company,Scientific & QA Jobs,Adzuna::API::Response::Category,scientific-qa-jobs,full_time,
5854382082,Branch Manager North Central Pennsylvania District,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjA4MiIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.v-FJIslyIipq_Ithgy1uYYjxEetg5IxD4SRwd0d-vNw,118495.76,-76.23264,"Why Wells Fargo: Are you looking for more? Find it here. At Wells Fargo, we're more than a financial services leader - we're a global trailblazer committed to driving innovation, empowering communities, and helping our customers succeed. We believe that a meaningful career is much more than just a job - it's about finding all of the elements to help you thrive, in one place. Living the Well Life means you're supported in life, not just work. It means having robust benefits, competitive compensa…",Adzuna::API::Response::Job,118495.76,40.67556,2026-08-24T09:41:51Z,1,https://www.adzuna.com/land/ad/5854382082?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=0942AF57BC61A21CFCBFA8BF32D34106F59FF229,"['US', 'Pennsylvania', 'Schuylkill County', 'Glenworth']","Glenworth, Schuylkill County",Adzuna::API::Response::Location,Wells Fargo,Adzuna::API::Response::Company,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,full_time,
5854382068,Entry Level CDL-A Truck Driver,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NDM4MjA2OCIsInMiOiJaR3g2eDhPZjhSRy1oTWZKam4tMmhBIn0.tJ7oy9b_qDrUithYZtvJHlChuIXG_ck3HVNYWoZhITI,75989.6,-87.611233,"Job Description Job Description Western Express is Now Hiring Entry Level CDL-A Drivers Recent Grads Earn up to $90,000 in the First Year No Experience Required Valid CDL-A Required to Apply At Western Express We Offer: Great pay - Recent Grads can earn up to $90,000 the first year! Experienced top earners and trainers make up to $130,000 per year Starting rates up to 48 CPM  increases up to 53 CPM within your first year! New safety bonus - Qualify and take home up to $2,000 or more each month …",Adzuna::API::Response::Job,75989.6,41.877521,2026-08-24T09:41:47Z,1,https://www.adzuna.com/land/ad/5854382068?se=ZGx6x8Of8RG-hMfJjn-2hA&utm_medium=api&utm_source=abfa41a4&v=13C476AA1829CF522348AC441C2DDFCFF5862D71,"['US', 'Illinois', 'Cook County', 'Chicago']","Chicago, Cook County",Adzuna::API::Response::Location,"Western Express, Inc.",Adzuna::API::Response::Company,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,,
