__CLASS__,salary_max,description,redirect_url,title,contract_type,salary_min,created,salary_is_predicted,contract_time,adref,id,location.display_name,location.area,location.__CLASS__,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,longitude,latitude
Adzuna::API::Response::Job,175768.89,"Job Description: At Bank of America, we are guided by a common purpose to help make financial lives better through the power of every connection. We do this by driving Responsible Growth and delivering for our clients, teammates, communities and shareholders every day. Being a Great Place to Work and providing a culture of caring is core to how we drive Responsible Growth. We are intentional about fostering an inclusive workplace where every teammate has the opportunity to succeed, build a care…",https://www.adzuna.com/land/ad/5838338030?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=7AD86A16B4F102665A2499AD0FC5715862573442,Business Information Security Officer - Global Banking and Markets,,175768.89,2026-08-12T10:13:34Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzODAzMCIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.0Hj2dY1-FaLu_ypgK7SkM0PamB9enNL-mEUWGotNbEc,5838338030,"Washington, Washington, D.C.","['US', 'Washington, D.C.', 'Washington']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,Bank of America,Adzuna::API::Response::Company,,
Adzuna::API::Response::Job,122146.73,"Employee Type: Full time Location: IL Oak Brook Job Type: Supply Chain Planning Job Posting Title: Sr. Demand Planner About Us: TreeHouse Foods is a leading manufacturer of private label packaged foods and beverages, operating a network of over 20 production facilities and several corporate offices across the United States and Canada. At TreeHouse Foods, our commitment to excellence extends beyond our products and revolves around our people. We are investing in talent and creating a performance…",https://www.adzuna.com/land/ad/5838338028?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=E89EF80341491FE2E5D213111319C3CD56CA362A,Sr. Demand Planner,,122146.73,2026-08-12T10:13:34Z,1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEJRTVlsbVc4UkdCa2NsSWkxaWRXQSIsImkiOiI1ODM4MzM4MDI4In0.p9khH1_9Fd5LVo3ajP0zmHx0C-ZUwFS8xgu8FPlkfkQ,5838338028,"Oak Brook, DuPage County","['US', 'Illinois', 'DuPage County', 'Oak Brook']",Adzuna::API::Response::Location,Manufacturing Jobs,manufacturing-jobs,Adzuna::API::Response::Category,Treehouse Foods,Adzuna::API::Response::Company,-87.928578,41.796746
Adzuna::API::Response::Job,102986.05,"Why Mayo Clinic Mayo Clinic is top-ranked in more specialties than any other care provider according to U.S. News & World Report. As we work together to put the needs of the patient first, we are also dedicated to our employees, investing in competitive compensation and comprehensive benefit plans – to take care of you and your family, now and in the future. And with continuing education and advancement opportunities at every turn, you can build a long, successful career with Mayo Clinic. Benef…",https://www.adzuna.com/land/ad/5838338002?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=E6780A67E6D4F896DCC0B8031AA806AB3535CBDA,Registered Nurse - Nursing Premium Inpatient Suites - RN,,102986.05,2026-08-12T10:13:32Z,1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEJRTVlsbVc4UkdCa2NsSWkxaWRXQSIsImkiOiI1ODM4MzM4MDAyIn0.cgKv0w2QwdeR4b0dWTU2_m0RPamn7IwnYThwnWHI4_0,5838338002,"Rochester, Olmsted County","['US', 'Minnesota', 'Olmsted County', 'Rochester']",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Mayo Clinic,Adzuna::API::Response::Company,-92.4912,44.03682
Adzuna::API::Response::Job,146829.6,"GovCIO is currently hiring for an RF Engineer to provide RF Analysis engineering functions on the Navy's Fleet Submarine Very Low and Low-Frequency Broadcast Engineering Support team. This position will be in Charleston, SC and will be a onsite position that typically requires 40% CONUS/OCONUS travel. Responsibilities * Responsible for design, development, documentation, commissioning and test of RF Characteristics on system hardware modifications for the US Navy LF/VLF radio transmitters. * Re…",https://www.adzuna.com/land/ad/5838338004?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=D84787E7C941F0391A5B75189EE045A1234FF65F,RF Engineer with Security Clearance,,146829.6,2026-08-12T10:13:32Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEJRTVlsbVc4UkdCa2NsSWkxaWRXQSIsImkiOiI1ODM4MzM4MDA0In0.X4y_JdPQ9vylEIsmFI-RnSF5RUBcWlF_q-iajhAsKSo,5838338004,"Charleston, Charleston County","['US', 'South Carolina', 'Charleston County', 'Charleston']",Adzuna::API::Response::Location,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category,GovCIO,Adzuna::API::Response::Company,-80.037607,32.932677
Adzuna::API::Response::Job,48608.49,"Who is Gateway Foundation? Gateway Foundation, Inc. is a national non-profit dedicated to helping individuals with substance use and mental health disorders. Established in 1968, Gateway provides essential tools and knowledge for recovery, positively impacting hundreds of thousands of lives. Operating through its Community Services, Corrections Divisions, and Corporate Headquarters, the organization is recognized for innovative, effective treatment approaches and maintaining high standards. Why…",https://www.adzuna.com/land/ad/5838337980?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=1020730A72B4878DC46E87DA81192F5150DB7CEA,Residential Assistant (2nd shift),,48608.49,2026-08-12T10:13:31Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzNzk4MCIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.ny9IHckUYUYLTVIbMCyDIk0umKQRkr-DWs_1kWbkQjA,5838337980,"Chicago, Cook County","['US', 'Illinois', 'Cook County', 'Chicago']",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Gateway Foundation Inc,Adzuna::API::Response::Company,,
Adzuna::API::Response::Job,90180.87,"University Advancement is seeking a Senior Content Writer and Editor to join its Transformational Research and Special Projects team. Reporting to the Senior Director, the incumbent is responsible for researching, writing, editing, and producing executive briefing materials that support senior university leaders in fundraising and constituent engagement activities. This role synthesizes information from multiple sources into accurate, concise, and strategically aligned briefing materials for me…",https://www.adzuna.com/land/ad/5838337990?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=C8ADC491D3C4DEB2F12AEDD1E6E2F6F09261FB06,Senior Content Writer and Editor,,90180.87,2026-08-12T10:13:31Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEJRTVlsbVc4UkdCa2NsSWkxaWRXQSIsImkiOiI1ODM4MzM3OTkwIn0.NfFLQsg5QRyiSGxquWo5Xq_uaTkidG8hb_C-gJz71dw,5838337990,"Los Angeles, Los Angeles County","['US', 'California', 'Los Angeles County', 'Los Angeles']",Adzuna::API::Response::Location,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Category,University of Southern California,Adzuna::API::Response::Company,,
Adzuna::API::Response::Job,44849.86,"Click here to see - A Day in The Life-Cake Decorator A Day in the Life: As a Cake Decorator, no one day is ever the same. You will use your artistic and creative design skills to put the “icing on the cake” on beautifully decorated cakes and pastries for our customers. You will be successful because you are passionate about decorating and have the creativeness to mix just the right colors to create the perfect icing and flowers for our cakes and pastries. When you’re not putting your creative j…",https://www.adzuna.com/land/ad/5838337993?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=9B41A98D401EEC582DD5EB11BD102C5A621B2E2C,Bakery General Duty Clerk (Cake Decorator),,44849.86,2026-08-12T10:13:31Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzNzk5MyIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.ruW1tM4KYBP8O6lcCNXuLdNazS9Dcq4VnuPLq7cF2ww,5838337993,"Weymouth, Norfolk County","['US', 'Massachusetts', 'Norfolk County', 'Weymouth']",Adzuna::API::Response::Location,Retail Jobs,retail-jobs,Adzuna::API::Response::Category,Albertsons Companies,Adzuna::API::Response::Company,-70.960624,42.207162
Adzuna::API::Response::Job,116521.23,"PURPOSE AND SCOPE: Provides nutritional services for the facility’s in-center and home patients as applicable in order to maximize the patient’s nutritional status and improve clinical outcomes. Functions as a member of the interdisciplinary healthcare team, supporting the FMCNA commitment to the Quality Enhancement Program (QEP) and Quality Assessment and Performance Improvement (QAI) activities. Actively participates in process improvement activities that enhance the likelihood that patients …",https://www.adzuna.com/land/ad/5838337999?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=DD8D1E99CFCFD4434E1A7772600D13B0D17972B6,Registered Dietitian,,116521.23,2026-08-12T10:13:31Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzNzk5OSIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.kph632AEzkHPJR2fg8BNn9A1fwmaP0wW17jW0oP8iAU,5838337999,US,['US'],Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Fresenius Medical Care,Adzuna::API::Response::Company,,
Adzuna::API::Response::Job,51694.69,"If you’re looking for a schedule that fits your lifestyle, check out PAM Health. Some things that our hospital can offer YOU: Opportunities for growth and advancement Flexible scheduling Employee Bonus Referral Program Supportive leadership The Certified Nursing Assistant (CNA) is responsible for performing various patient care activities and accommodative services under the general supervision of a Registered or Licensed Vocational/Practical Nurse. Performs patient care activities within the l…",https://www.adzuna.com/details/5838337938?utm_medium=api&utm_source=abfa41a4,Certified Nursing Assistant (CNA) - PRN Nights | Rocky Mount Specialty,,51694.69,2026-08-12T10:13:30Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEJRTVlsbVc4UkdCa2NsSWkxaWRXQSIsImkiOiI1ODM4MzM3OTM4In0.anCboF4nJbd9dx7O7Evh42myA8gAmSchhIPRaCkWJHY,5838337938,"Drake, Edgecombe County","['US', 'North Carolina', 'Edgecombe County', 'Drake']",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,PAM Health,Adzuna::API::Response::Company,-77.84004,35.96124
Adzuna::API::Response::Job,95161.91,"Building Location: Holy Trinity Hospital Department: 3057900 MAINTENANCE - GV HOSP Job Description: Responsible for general maintenance in a medical specialty campus. Provides routine and preventative maintenance including inspection, general maintenance and repairs on various systems such as pressure boilers, basic HVAC systems, fire safety systems, emergency generators, and patient care equipment. May provide emergency repairs and perform additional duties as assigned. Education Qualification…",https://www.adzuna.com/land/ad/5838337956?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=E76FAF0CCDDAEB04F32064787DBE06D3B5250880,Maintenance Engineer,,95161.91,2026-08-12T10:13:30Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEJRTVlsbVc4UkdCa2NsSWkxaWRXQSIsImkiOiI1ODM4MzM3OTU2In0.U06ZW5sBsUuoWZpFMq98m75AVZmzB6YY-glb83z60mQ,5838337956,"Graceville, Big Stone County","['US', 'Minnesota', 'Big Stone County', 'Graceville']",Adzuna::API::Response::Location,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Essentia Health,Adzuna::API::Response::Company,-96.433299,45.569586
Adzuna::API::Response::Job,77982.69,"Account Executive, CoStar Data & Analytics – Long Island, NY Job Description Who is CoStar Group? CoStar Group is a leading global provider of commercial and residential real estate information, analytics, and online marketplaces. Included in the S&P 500 Index, CoStar Group is on a mission to digitize the world’s real estate, empowering all people to discover properties, insights and connections that improve their businesses and lives. We have been living and breathing the world of real estate …",https://www.adzuna.com/land/ad/5838337966?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=87C3D3DECB324C18F8870B80E2CD3EDEE46DC720,"Account Executive, CoStar Data & Analytics - Long Island, NY",,77982.69,2026-08-12T10:13:30Z,1,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzNzk2NiIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.5GXARr7iqVDBl-y7B2Rp9KRJjvOBgROCPmzhisQdtao,5838337966,"Ny State Campus, Albany County","['US', 'New York', 'Albany County', 'Ny State Campus']",Adzuna::API::Response::Location,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,CoStar Group,Adzuna::API::Response::Company,-73.808983,42.679357
Adzuna::API::Response::Job,200462.14,"Business Unit What the Role Entails Own end-to-end operations of Tencent's overseas Elastic IP and load balancing gateway platform, covering user support ticket resolution, software deployment, on-call rotations, and critical incident management, while maintaining 24/7 security and reliability for the production environment. Who We Look For Computer-related Bachelor degree or above, more than 3-year-experience in large-scale system operation and maintenance, familiar with operation and maintena…",https://www.adzuna.com/land/ad/5838337961?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=DC244699842D0AE5787543153109C6D6CD1E728F,Senior Gateway Ops Engineer,,200462.14,2026-08-12T10:13:30Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzNzk2MSIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.tmNOUd4ELhC6bXqf2Ii2xD3rn3cWLQ3LjxW0t90O0-o,5838337961,"Palo Alto, Santa Clara County","['US', 'California', 'Santa Clara County', 'Palo Alto']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,Tencent,Adzuna::API::Response::Company,-122.157575,37.445797
Adzuna::API::Response::Job,73287.1,"Looking for a way to make an impact and help people? Join PacificSource and help our members access quality, affordable care! PacificSource is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to status as a protected veteran or a qualified individual with a disability, or other protected status, such as race, religion, color, sex, sexual orientation, gender identity, national origin, genetic information or age. PacificSource values…",https://www.adzuna.com/land/ad/5838337953?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=8AD5B7EAC7663AB83011A67C5682507601BF2B12,Medicare Sales Executive,,73287.1,2026-08-12T10:13:30Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzNzk1MyIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.ngrLDUUklrP5-xJhTeAAFdGvCRbf6pW3iXy_l_SUY48,5838337953,US,['US'],Adzuna::API::Response::Location,Sales Jobs,sales-jobs,Adzuna::API::Response::Category,PacificSource Health Plans,Adzuna::API::Response::Company,,
Adzuna::API::Response::Job,235724.39,"We are seeking a Senior Manager or Principal Director to play a critical leadership role within our growing R&D strategy team to focus on R&D reinvention across the value chain: helping clients move beyond incremental improvement to AI-enabled transformation of how they discover, develop, and deliver medicines. This high-impact role sits at the intersection of biopharma R&D, digital innovation, and enterprise transformation — advising R&D leaders at the world's leading pharmaceutical and biotec…",https://www.adzuna.com/land/ad/5838337973?se=pBQMYlmW8RGBkclIi1idWA&utm_medium=api&utm_source=abfa41a4&v=3282F05975CDA81E62169B444716A8471FC60C76,Life Sciences R&D Strategy Senior Manager,,235724.39,2026-08-12T10:13:30Z,1,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzODMzNzk3MyIsInMiOiJwQlFNWWxtVzhSR0JrY2xJaTFpZFdBIn0.j9CnfiNTtDwramL8NemKTSqrfXsUaE-7jrqyhGDv9Ec,5838337973,"Hartford, Hartford County","['US', 'Connecticut', 'Hartford County', 'Hartford']",Adzuna::API::Response::Location,Consultancy Jobs,consultancy-jobs,Adzuna::API::Response::Category,Accenture,Adzuna::API::Response::Company,-72.662236,41.789968
