__CLASS__,redirect_url,title,adref,id,longitude,salary_is_predicted,description,salary_max,created,latitude,salary_min,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441769?utm_medium=api&utm_source=abfa41a4,Maintenance Mechanic,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJ3YTJUYUk4UkdGZnJXcDJCaUVjZyIsImkiOiI1ODE1NDQxNzY5In0.HqUKXuXQCf0-HZp_GU2YUvA00_XHYyJJM5YG8EF8wsU,5815441769,-120.264087,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Compensation depends on relevant experience and/or education, specific skills, function, geographic location,…",35337.64,2026-07-25T10:32:09Z,37.241962,35337.64,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Merced County', 'Planada']","Planada, Merced County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441761?utm_medium=api&utm_source=abfa41a4,Meat Production Associate - Stock Yards,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTc2MSIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.dbqMZHK583JFmCqf5KpS4ebzY5lgjiYclxlnQRS_yCE,5815441761,-88.116919,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! THE STOCK YARDS STORY We’ve been providing chefs with expertly cut and portioned beef and pork for over 120 years, based on rigid meat-selection criteria, precise beef aging and expert trimming. Whatever your need, from white-linen presentation to casual family dining, our procurement experts will find the best-quality options that work for your budget and pack-…",39503.58,2026-07-25T10:32:05Z,41.629448,39503.58,Adzuna::API::Response::Category,manufacturing-jobs,Manufacturing Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Will County', 'Romeoville']","Romeoville, Will County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441759?utm_medium=api&utm_source=abfa41a4,Maintenance Mechanic,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTc1OSIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.WHN-i52ejAqcoxqm9P7KWRuiqz1j5XK6UuSPflY2BOI,5815441759,-119.12384,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Compensation depends on relevant experience and/or education, specific skills, function, geographic location,…",36716.05,2026-07-25T10:32:04Z,36.750124,36716.05,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Tulare County', 'Kings Canyon']","Kings Canyon, Tulare County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441746?utm_medium=api&utm_source=abfa41a4,Retail Merchandiser,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTc0NiIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.3vOLLAGDD5sgOzEfumqj5y39a-5FJWWsBnpraDyKjwA,5815441746,-85.546417,1,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining Retail Odyssey, an Advantage Solutions company, means joining a network of 65,000 teammates serving 4,000 brands and retail customers across 40 countries. All the while, being provided the opportunities, support, and enrichment you need to grow your career. In this role, you will provide in-store merchandising support …",38417.48,2026-07-25T10:32:03Z,41.561761,38417.48,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,The Retail Odyssey Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'LaGrange County', 'Topeka']","Topeka, LaGrange County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441745?utm_medium=api&utm_source=abfa41a4,Logistics Driver,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJ3YTJUYUk4UkdGZnJXcDJCaUVjZyIsImkiOiI1ODE1NDQxNzQ1In0.YnfyeFYmVs81ucfT6GmUrXEELTe5-VqJKE05IcBptSs,5815441745,-84.68725,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! We help YOU make it! US FOODS ® is one of the largest food distributors with a culture and history of promotion from within and unlimited career growth opportunities with ongoing job skills and leadership development training. We are looking for Logistics Truck Drivers who relish the chance to push their potential, grow and reap the rewards of joining the US FOO…",82243.45,2026-07-25T10:32:03Z,33.88132,82243.45,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Cobb County', 'Powder Springs']","Powder Springs, Cobb County",full_time,contract
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441751?utm_medium=api&utm_source=abfa41a4,Transportation Manager,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTc1MSIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.27wExTMS8p761-uSJTYdbVFAvA_q25v92kZcozEHncM,5815441751,-88.183633,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! Manager, Transportation will ensure a Transportation department culture focused on people, safety, service, and cost through meaningful engagements with drivers, best in-class service to customers, and safe and profitable operations. They will use their experience in transportation operations to manage personnel and drive efficient transportation operations thro…",81905.87,2026-07-25T10:32:03Z,41.822551,81905.87,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'DuPage County', 'Warrenville']","Warrenville, DuPage County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441736?utm_medium=api&utm_source=abfa41a4,Retail Merchandiser,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTczNiIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.Vqd2C4l6F2mZT_6NvixQDRW1yE-z-23K5tdKySv95p8,5815441736,-85.477433,1,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining Retail Odyssey, an Advantage Solutions company, means joining a network of 65,000 teammates serving 4,000 brands and retail customers across 40 countries. All the while, being provided the opportunities, support, and enrichment you need to grow your career. In this role, you will provide in-store merchandising support …",34498.54,2026-07-25T10:32:00Z,41.168684,34498.54,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,The Retail Odyssey Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Whitley County', 'Columbia City']","Columbia City, Whitley County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441734?utm_medium=api&utm_source=abfa41a4,CDL A Truck Driver,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTczNCIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.jE9W9rjaDfV62Gt3K_NY6n1BNrBrVKehX2qeZritfHQ,5815441734,-78.527609,1,ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! Ready to build a career with a company that’s leading the foodservice industry? Here’s HOW we help YOU make it! 5K Retention BONUS! Our Top drivers can earn up to $100k annually. Altoona CDL A Drivers start at $32/hour. WEEKLY PAY! HOME DAILY! Current schedule: Monday through Friday . Dispatch between 3 AM – 5 AM (average of 50 hours/week).  Team members occasio…,102671.46,2026-07-25T10:31:59Z,40.17761,102671.46,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Bedford County', 'Osterburg']","Osterburg, Bedford County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441727?utm_medium=api&utm_source=abfa41a4,Maintenance Mechanic,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJ3YTJUYUk4UkdGZnJXcDJCaUVjZyIsImkiOiI1ODE1NDQxNzI3In0.qonAgnKFtVjGUS3essvoJs8cT45D9MinI8QtNWkaeIA,5815441727,-120.232216,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Compensation depends on relevant experience and/or education, specific skills, function, geographic location,…",48780.17,2026-07-25T10:31:56Z,37.103635,48780.17,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Madera County', 'Chowchilla']","Chowchilla, Madera County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441728?utm_medium=api&utm_source=abfa41a4,Delivery Driver Grimes,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTcyOCIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.ZjLnZ4VFgk0n0CK9YQjjMYHcXGPCABhn3k2ILYM70F4,5815441728,-94.256577,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! Job Description BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? Pay: Our drivers start at $32.09 per hour PLUS over time! $10,000 retention bonus for eligible new hires! Schedule: Local position home every day! Monday – Friday Weekends off 3AM – 6AM Start times Benefits : All benefits are available start…",74192.01,2026-07-25T10:31:56Z,41.659919,74192.01,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Iowa', 'Dallas County', 'Redfield']","Redfield, Dallas County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441719?utm_medium=api&utm_source=abfa41a4,Retail Merchandiser,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTcxOSIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.SZxwOcMrP2ZNtbXPBaByI0QpmtL3R3PTV0S9nRFIOUI,5815441719,-85.1994,1,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining Retail Odyssey, an Advantage Solutions company, means joining a network of 65,000 teammates serving 4,000 brands and retail customers across 40 countries. All the while, being provided the opportunities, support, and enrichment you need to grow your career. In this role, you will provide in-store merchandising support …",31743.08,2026-07-25T10:31:53Z,41.58132,31743.08,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,The Retail Odyssey Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'LaGrange County', 'Stroh']","Stroh, LaGrange County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441718?utm_medium=api&utm_source=abfa41a4,Delivery Driver Grimes,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTcxOCIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.mzrnYHSaJCOlgIUU7jtspWiXob1mf-3H4k2BnEoDRc8,5815441718,-93.681543,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! Job Description BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? Pay: Our drivers start at $32.09 per hour PLUS over time! $10,000 retention bonus for eligible new hires! Schedule: Local position home every day! Monday – Friday Weekends off 3AM – 6AM Start times Benefits : All benefits are available start…",79143.54,2026-07-25T10:31:53Z,41.879491,79143.54,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Iowa', 'Story County', 'Slater']","Slater, Story County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441709?utm_medium=api&utm_source=abfa41a4,Retail Merchandiser,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickJ3YTJUYUk4UkdGZnJXcDJCaUVjZyIsImkiOiI1ODE1NDQxNzA5In0.C9zSa8WYPj0NmZrg4fHgf4VMfG7XW57NM4xHJNguLTM,5815441709,-86.62013,1,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining Retail Odyssey, an Advantage Solutions company, means joining a network of 65,000 teammates serving 4,000 brands and retail customers across 40 countries. All the while, being provided the opportunities, support, and enrichment you need to grow your career. In this role, you will provide in-store merchandising support …",33381.21,2026-07-25T10:31:52Z,39.249596,33381.21,Adzuna::API::Response::Category,retail-jobs,Retail Jobs,The Retail Odyssey Company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Monroe County', 'Ellettsville']","Ellettsville, Monroe County",part_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441708?utm_medium=api&utm_source=abfa41a4,Maintenance Mechanic,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTcwOCIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.mpmmTea7hDjHyLTNHKb7cCniX_QdfKB-oMPXd1fS4eg,5815441708,-119.708639,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Compensation depends on relevant experience and/or education, specific skills, function, geographic location,…",44937.42,2026-07-25T10:31:52Z,36.312378,44937.42,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Kings County', 'Armona']","Armona, Kings County",full_time,
Adzuna::API::Response::Job,https://www.adzuna.com/details/5815441707?utm_medium=api&utm_source=abfa41a4,Delivery Driver Grimes,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNTQ0MTcwNyIsInMiOiJyQndhMlRhSThSR0ZmcldwMkJpRWNnIn0.i75N_W74nP161zUcfH72-SDtrHH3ve17n8LRWqOsmq8,5815441707,-93.04746,1,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! Job Description BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? Pay: Our drivers start at $32.09 per hour PLUS over time! $10,000 retention bonus for eligible new hires! Schedule: Local position home every day! Monday – Friday Weekends off 3AM – 6AM Start times Benefits : All benefits are available start…",88356.02,2026-07-25T10:31:51Z,41.69736,88356.02,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"US Foods, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Iowa', 'Jasper County', 'Newton']","Newton, Jasper County",full_time,
