__CLASS__,adref,latitude,contract_type,redirect_url,longitude,salary_min,id,contract_time,created,salary_is_predicted,salary_max,title,description,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4ODAzMzg5NiIsInMiOiJlTnVpVkw2eThSR1dFUFZ1OThfNFlRIn0.24wh74YfFkUwDu3J4k7xd9OImItrmXi0B-xNutzqeOg,42.48624,,https://www.adzuna.com/land/ad/5888033896?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=15B8522B83FC6AB0976030AEC23FEE4A5CCFC69F,-72.6102,69633.76,5888033896,,2026-09-17T13:14:38Z,1,69633.76,Instacart Shopper - Delivery Driver,"Job Description FULL-SERVICE SHOPPER \n Start earning quickly with a flexible schedule \n Shopping with Instacart is more than grocery delivery. Shoppers help make our world go round. They make money, make moves, and make shopping lists come true. They make good time, make life easier, and make people’s day. \n Shoppers make it all happen—sign up now to help create a world where everyone has access to the food they love. \n As a full-service shopper, you’ll receive orders through the Shopper ap…",Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,Instacart Shoppers,Adzuna::API::Response::Company,"South Deerfield, Franklin County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Franklin County', 'South Deerfield']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4ODAzMzg5NSIsInMiOiJlTnVpVkw2eThSR1dFUFZ1OThfNFlRIn0.igSIWo_cTIK-PW1xaUAO1U68rtI0ShCk_7z3Xx_piGE,42.577079,,https://www.adzuna.com/land/ad/5888033895?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=0A48407F44562F432996F53F5EE0284E79016D0B,-72.812363,68372.8,5888033895,,2026-09-17T13:14:38Z,1,68372.8,"Shop, Deliver, Earn Cash - Instacart","Job Description FULL-SERVICE SHOPPER \n Start earning quickly with a flexible schedule \n Shopping with Instacart is more than grocery delivery. Shoppers help make our world go round. They make money, make moves, and make shopping lists come true. They make good time, make life easier, and make people’s day. \n Shoppers make it all happen—sign up now to help create a world where everyone has access to the food they love. \n As a full-service shopper, you’ll receive orders through the Shopper ap…",Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,Instacart Shoppers,Adzuna::API::Response::Company,"East Charlemont, Franklin County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Franklin County', 'East Charlemont']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZU51aVZMNnk4UkdXRVBWdTk4XzRZUSIsImkiOiI1ODg4MDMzODkyIn0.Jg6XPLHtXwB6cw27LpBeWpD6OjhutiMm1sIP3-rAAg0,38.063898,,https://www.adzuna.com/land/ad/5888033892?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=2CCEBBC70A39051635F5EB012F5E2B627AF265FB,-102.310467,83456.5,5888033892,,2026-09-17T13:14:38Z,1,83456.5,Heavy Equipment Mechanic,"Job Description Job Description ???? Keep the Fleet Running Strong – Join Carrigan Excavating as a Heavy Equipment Mechanic – Excavation Fleet! ???? Job Title: Heavy Equipment Mechanic Company Name: Carrigan Excavating Pay Range: $25–$30 per hour (based on experience)  Performance Bonus Employment Type : Full-Time Schedule: Monday–Friday Location: Lamar, CO Type of Construction/Work we perform: Heavy Equipment / Rigging (Residential, Commercial, Government or Federal) Job Overview Carrigan Exca…",Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Carrigan Excavating,Adzuna::API::Response::Company,"Granada, Prowers County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Prowers County', 'Granada']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4ODAzMzg5MyIsInMiOiJlTnVpVkw2eThSR1dFUFZ1OThfNFlRIn0.cSZE2cckk9bDEQ1dElDOvaqWN9MLKwoBAm5fwtNXhvM,34.146,,https://www.adzuna.com/land/ad/5888033893?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=CD61CC3F7921D3F6BB8725B78578CF774F4DE220,-101.426,90433.3,5888033893,,2026-09-17T13:14:38Z,1,90433.3,Project Engineer/Construction Manager,"Job Description Job Description Project Engineer / Construction Manager – Drive Heavy Civil & Infrastructure Projects for Rumler Civil Construction Job Overview: Company: Rumler Civil Construction Inc Salary/Pay Rate: $80,000 - $90,000 per year (Salary) (based on experience) Location: Floydada, TX Job/Employment Type: Full Time Project Scope: Data Center/Industrial Mandatory Licences & Certifications: Valid Driver’s License The Opportunity : You will play a pivotal role in shaping the direction…",Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Rumler Civil Construction Inc,Adzuna::API::Response::Company,"Lockney, Floyd County",Adzuna::API::Response::Location,"['US', 'Texas', 'Floyd County', 'Lockney']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4ODAzMzg5MSIsInMiOiJlTnVpVkw2eThSR1dFUFZ1OThfNFlRIn0.-8ofqgqjcePyiHbU6dYr3tB3gcx05ogdTDW7fnxWgbY,42.045009,,https://www.adzuna.com/land/ad/5888033891?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=6942F99D31587E2D481A7CC2CE0D221864734D6C,-91.595687,75602.16,5888033891,,2026-09-17T13:14:38Z,1,75602.16,Exterior Sales Consultant,"Job Description Job Description Exterior Sales Consultant – Launch Your Residential Sales Career with TAP Exteriors Job Overview: Company: TAP Exteriors Salary/Pay Rate: $15 - $18 per hour plus uncapped commission of total revenue Location: Marion, Iowa Job/Employment Type: Full Time Project Scope: Residential Restoration & Specialty Mandatory Licences & Certifications: None Required The Opportunity: You will serve as the primary face of our company, helping local homeowners navigate residentia…",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,TAP Exteriors,Adzuna::API::Response::Company,"Indian Creek, Linn County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Linn County', 'Indian Creek']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZU51aVZMNnk4UkdXRVBWdTk4XzRZUSIsImkiOiI1ODg4MDMzODk0In0.KKgQO6fufj5p2QTda0-9dT-MYXzqDB5nahWbiyWgVyo,42.622513,,https://www.adzuna.com/land/ad/5888033894?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=2CD3C31DA31F2C6EFDB56ECB080C0C19E8209A5B,-72.873964,63444.24,5888033894,,2026-09-17T13:14:38Z,1,63444.24,"Shop, Deliver, Earn Cash - Instacart","Job Description FULL-SERVICE SHOPPER \n Start earning quickly with a flexible schedule \n Shopping with Instacart is more than grocery delivery. Shoppers help make our world go round. They make money, make moves, and make shopping lists come true. They make good time, make life easier, and make people’s day. \n Shoppers make it all happen—sign up now to help create a world where everyone has access to the food they love. \n As a full-service shopper, you’ll receive orders through the Shopper ap…",Adzuna::API::Response::Category,domestic-help-cleaning-jobs,Domestic help & Cleaning Jobs,Instacart Shoppers,Adzuna::API::Response::Company,"Charlemont, Franklin County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Franklin County', 'Charlemont']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZU51aVZMNnk4UkdXRVBWdTk4XzRZUSIsImkiOiI1ODg4MDMzODg4In0.CIi9Tt8BUn5u6r4KumFgQCX7WnULuS7AV1M7HHIPzDE,33.308771,,https://www.adzuna.com/land/ad/5888033888?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=802F8556084EF349E21882930E4821FDB11D2004,-111.921403,38054.25,5888033888,,2026-09-17T13:14:37Z,1,38054.25,Cleaner,"Job Description Job Description For those who want to keep growing, learning, and evolving. We at Kelly® hear you, and we’re here for you! We’re seeking an Production Associate to work at a premier manufacturing client in Chandler, AZ. Sound good? Take a closer look below. You owe it to yourself to consider this great new opportunity. 1st shift: Monday - Friday 5:00 am - 1:30 pm - $17.50/hour 2nd shift: Monday - Friday 1:30 pm - 10:00 pm - $18.00/hour Location: Chandler, AZ Why you should apply…",Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Kelly Services,Adzuna::API::Response::Company,"Chandler, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Chandler']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4ODAzMzg4NSIsInMiOiJlTnVpVkw2eThSR1dFUFZ1OThfNFlRIn0.7uesSPzAXdaqovmmxTwY_SxgCscmNK7s__hA7QSpv-U,40.987,,https://www.adzuna.com/land/ad/5888033885?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=84E7186630874EDA3793CAD49B6804ADED133D55,-81.893751,93770.05,5888033885,,2026-09-17T13:14:34Z,1,93770.05,"CDL-A Auto Haulers Needed: Earn $70,000-$120,000 per year, Regional and OTR Routes Available, Home","Job Description Job Description Join Our Team: Drive the Future of Auto Logistics! What We Offer: $70k–$120k annual earnings potential (percentage pay) Consistent home time depending on lane (local, regional long-haul available) Late-model trucks with easy-to-use straps and hydraulics, new trucks added annually Paid orientation Generous performance and damage-free bonus opportunities; we want the best driversand we want them to maximize their earning potential! Scheduled pay increases for lengt…",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Proficient Auto Transport,Adzuna::API::Response::Company,"Creston, Wayne County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Wayne County', 'Creston']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4ODAzMzg4NiIsInMiOiJlTnVpVkw2eThSR1dFUFZ1OThfNFlRIn0.9HbnprcEx2fR-uVadt8jrDUdO6EP1hHlThx-RazlUXM,39.241413,,https://www.adzuna.com/land/ad/5888033886?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=026BACCDDE74F4F7ED08C56EBE02EC92B07E519E,-84.363129,138079.73,5888033886,,2026-09-17T13:14:34Z,1,138079.73,Business Development Executive,"Job Description Job Description Description: LedgerLogix is a CFO advisory and outsourced accounting firm helping growing, privately held businesses build stronger financial operations. We've grown to a team of 45 professionals serving 100 clients nationwide — and we're now expanding into new markets: Cincinnati, Dayton, and Northern Kentucky. We're hiring a Business Development Executive to lead that growth, wherever your existing network is strongest. This is a relationship-driven role, not a…",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,TP4 Advisors Inc,Adzuna::API::Response::Company,"Montgomery, Hamilton County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Montgomery']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZU51aVZMNnk4UkdXRVBWdTk4XzRZUSIsImkiOiI1ODg4MDMzODgyIn0.Xt53eoF3BvBWZeI5g26xzxVjxybvjw2P5t98RPiZ3LE,43.030206,,https://www.adzuna.com/land/ad/5888033882?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=9B632E425F78A46E70F4562EC2906E898B417595,-78.753288,81884.47,5888033882,,2026-09-17T13:14:33Z,1,81884.47,HVAC Project Engineer,"Job Description Job Description Company: GLC Business Services Job: HVAC Project Engineer Location: Buffalo, NY Salary Range:$60,000.00 To $80,000.00 Annually Position Summary The Project Engineer provides technical and administrative support to project management and field operations teams on HVAC, mechanical, and piping construction projects. This role assists with project documentation, submittals, RFIs, scheduling, procurement, cost tracking, and coordination between field personnel, vendor…",Adzuna::API::Response::Category,energy-oil-gas-jobs,"Energy, Oil & Gas Jobs",GLC Business Services,Adzuna::API::Response::Company,"Getzville, Erie County",Adzuna::API::Response::Location,"['US', 'New York', 'Erie County', 'Getzville']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZU51aVZMNnk4UkdXRVBWdTk4XzRZUSIsImkiOiI1ODg4MDMzODgzIn0.u4ZTDjwnwOytOh6FCjHsjfIb9RHCUCTcJavzgTrtn9Y,39.103197,,https://www.adzuna.com/land/ad/5888033883?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=F8E94EDA457D2CDBA5D5E9F20CCD4DA4967B94F0,-84.506488,60605.75,5888033883,,2026-09-17T13:14:33Z,1,60605.75,Diesel Technician,"Job Description \n \n Palmer Trucks is Now Hiring Diesel Technicians in Cincinnati, OH\n \n \n Earn $18 - $45/Hour\n \n \n \n Our Technicians Deserve the Best Benefits\n \n \n Competitive Diesel Mechanic Pay:\n \n Earn $18 - $45 per hour, based on experience \n Career advancement opportunities with earning potential up to $50/hour \n Monthly technician performance bonus \n Weekly pay \n Invest in Your Future:\n \n Paid on-the-job training \n Ongoing professional development \n Career advancemen…",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,Palmer Trucks,Adzuna::API::Response::Company,"Cincinnati, Hamilton County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Cincinnati']"
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4ODAzMzg4NCIsInMiOiJlTnVpVkw2eThSR1dFUFZ1OThfNFlRIn0.FYcJL6p2HWU71-LBRhmwWXCDNXD03becfahCdrVuxsw,40.862226,,https://www.adzuna.com/land/ad/5888033884?se=eNuiVL6y8RGWEPVu98_4YQ&utm_medium=api&utm_source=abfa41a4&v=A5B7F0BA0CF411245A7148010DE2E3DA0991303E,-73.889463,77241.94,5888033884,,2026-09-17T13:14:33Z,1,77241.94,"Mobile Associate - Retail Sales, Bilingual Spanish Preferred","Job Description \n At T-Mobile, we invest in YOU! Our Total Rewards Package ensures that employees get the same big love we give our customers. All team members receive a competitive base salary and compensation package - this is Total Rewards. Employees enjoy multiple wealth-building opportunities through our annual stock grant, employee stock purchase plan, 401(k), and access to free, year-round money coaches. That’s how we’re UNSTOPPABLE for our employees! \n Job Overview\n \n This role supp…",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,"T-Mobile USA, Inc.",Adzuna::API::Response::Company,"Bronx Park and Fordham, Bronx",Adzuna::API::Response::Location,"['US', 'New York', 'New York City', 'Bronx', 'Bronx Park and Fordham']"
