redirect_url,__CLASS__,longitude,adref,description,salary_is_predicted,title,salary_max,latitude,created,id,salary_min,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_time,contract_type
https://www.adzuna.com/land/ad/5870853412?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=9A6192DD5B0447F77E38DB6FCA7896C1ED4CE622,Adzuna::API::Response::Job,-85.136257,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzNDEyIn0.cUdczj39fJEd1F17CD0ffQiEMiRTYCd_BbHDY1_gTSU,"Arcadia Home Care & Staffing, part of the Addus Homecare family of companies, is a national provider of home care and staffing with over 40 years of experience and dedication to enhancing the quality of life. Arcadia has immediate need for Certified Nursing Assistants (CNA) throughout Michigan! We are offering virtual job interviews as a safety measure against COVID-19. Apply today and learn more about our current opportunities! We are urgently hiring CNA’s in these cities; Battle Creek, MI - C…",1,Certified Nurse Assistant (CNA),41403.73,42.306187,2026-09-04T12:45:47Z,5870853412,41403.73,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Battle Creek, Calhoun County","['US', 'Michigan', 'Calhoun County', 'Battle Creek']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
https://www.adzuna.com/land/ad/5870853411?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=A272AEBC808C89210647EDC2AE822F9A5B401D3F,Adzuna::API::Response::Job,-122.52337,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1MzQxMSIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.hJ8TnEupNru9IB9IE_tXH3ybZ7_T2n8Cyz_cMchSDt4,"Offering Daily Pay for select positions Addus HomeCare is hiring immediately for Home Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join …",1,Addus Home Care Aide,49979.56,45.666641,2026-09-04T12:45:47Z,5870853411,49979.56,Addus Homecare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Orchards, Clark County","['US', 'Washington', 'Clark County', 'Orchards']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
https://www.adzuna.com/land/ad/5870853413?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=560CF917274FB83961FEC208C3CA9A233763E4B6,Adzuna::API::Response::Job,-122.50524,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzNDEzIn0.kLxxBhef-E0DtR4ovuMWs6ycvjKsWC5T_QbcyMyMkDA,"Special Needs Caregiver - Pay rates range from $21 - $25/hr Currently looking to hire aides for all shifts. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If y…",1,Special Needs Caregiver,53872.06,37.97136,2026-09-04T12:45:47Z,5870853413,53872.06,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"San Rafael, Marin County","['US', 'California', 'Marin County', 'San Rafael']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
https://www.adzuna.com/details/5870853224?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-81.769132,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1MzIyNCIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.NpuD7wibHyF70zCjWjWni5QvNoxxxPjHtsBvoM245cs,"Job Type: MD/DO Subspecialty: Comprehensive Practice Location: Jacksonville, FL MD Or Corporate Owned: Corporate Reason for Job Opening: Replacement Partnership Opportunity: Yes; 1-2 years for experienced hires & 2-3 for “green” docs Target Compensation: 300 – 325k Base Bonus Opportunity: Yes, for collections in excess of 3x salary Retirement Program: Yes w/ Match; 100% of 3% & 50% of next 4/5% Other Benefits: Medical, Dental, Vision, 401k, STD/LTD, Life, HSA/FSA, Free Telemedicine, Employee Di…",1,"Comprehensive Surgeon / Ophthalmologist - Jacksonville, FL",77465.61,30.342001,2026-09-04T12:42:13Z,5870853224,77465.61,Ocular Recruiting,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Jacksonville, Duval County","['US', 'Florida', 'Duval County', 'Jacksonville']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/details/5870853223?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-81.748256,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1MzIyMyIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.qsaZCCvvehvduRI0s13I7ZScli4vQze-6A-HSKR9n3c,"This position is with a moderate-sized, growing practice that currently has 5 MDs, 3 ODs, and a PA on staff. Excellent patient-centric culture offering cataract surgery, oculoplastic, comprehensive eye care, YAG capsulotomy, refractive lens exchange, and much more! Job Type: MD/DO Subspecialty: Comprehensive/Cornea/Glaucoma Surgeon Practice Location: Clermont, FL MD Or Corporate Owned: Corporate Reason for Job Opening: Replacement Partnership Opportunity: Yes; 1-2 years for experienced hires & …",1,"Comprehensive Surgeon / Ophthalmologist - Clermont, FL",89743.84,28.519622,2026-09-04T12:42:13Z,5870853223,89743.84,Ocular Recruiting,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Clermont, Lake County","['US', 'Florida', 'Lake County', 'Clermont']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/details/5870853222?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-84.339368,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzMjIyIn0.Cpu8iYbB1V-8iFXfVdsbAvpTnl-7iXbm82TMca9drCE,"Job Type: MD/DO Subspecialty: Comprehensive Surgeon Practice Location: Morrow, GA MD Or Corporate Owned: Corporate Reason for Job Opening: Growth Experience Requirement: None Partnership Opportunity: Yes; 1-2 years for experienced hires & 2-3 for “green” docs Target Compensation: $250 – $325k Base Bonus Opportunity: Yes, for collections in excess of 3x salary Retirement Program: Yes w/ Match; 100% of 3% & 50% of next 4/5% Other Benefits: Medical, Dental, Vision, 401k, STD/LTD, Life, HSA/FSA, Fr…",1,"Comprehensive Ophthalmologist - Partnership Opportunity - Morrow, GA",74041.95,33.583166,2026-09-04T12:42:13Z,5870853222,74041.95,Ocular Recruiting,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Morrow, Clayton County","['US', 'Georgia', 'Clayton County', 'Morrow']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853126?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=F00364D0EE700EAC66FFEF52BAD4EF4C9EF36DB8,Adzuna::API::Response::Job,-71.692474,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1MzEyNiIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.RS1ixxk_PMWKwNIQYiZNrKohmeKz3vZmFZOKe0-LG3I,"GQR Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Plymouth, New Hampshire. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 01/01/2027 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Contract - W2 Med/Surg Registered Nurse (RN) Job Location: Plymouth, New Hampshire Start Date: January 1, 2027 Profession: Registered Nurse (RN) Facility: Hospital Estimated Pay: $2158.29 - $2253.29 Duration:13 weeks Sp…",0,"Travel Med Surg RN - $2,158 per week",112216.0,43.753016,2026-09-04T12:42:05Z,5870853126,0.0,GQR Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Plymouth, Grafton County","['US', 'New Hampshire', 'Grafton County', 'Plymouth']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853120?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=F9F896826A19BB770C99420CD770B622107AE3EC,Adzuna::API::Response::Job,-117.29328,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MDg1MzEyMCIsInMiOiJxSHlOdUlDbzhSR1M5dFgzZ1BVOU5nIn0.Nxp8x2bZCsem4Umd4OxSq0pOmHlDOfUC5M2wqJPNVig,"American Traveler is seeking a travel nurse RN Clinic Med Surg / Telemetry for a travel nursing job in Encinitas, California. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 09/21/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Sep 21, 2026 Length: 13 weeks Openings: 8 Description American Traveler is hiring an experienced RN for a Med/Surg …",0,"Travel Med Surg Tele RN - $1,827 per week",95004.0,33.03762,2026-09-04T12:42:03Z,5870853120,0.0,American Traveler,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Encinitas, San Diego County","['US', 'California', 'San Diego County', 'Encinitas']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853116?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=2C2F5AEF2ABC822585DFEF9F994ABA2231FA52F4,Adzuna::API::Response::Job,-91.68785,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzMTE2In0.PUCHQeFJajmvKho7kMCQUBQ8JJ-0kD33XPLRaqRlydQ,"LanceSoft is seeking a travel nurse RN Electrophysiology Lab for a travel nursing job in Cedar Rapids, Iowa. Job Description & Requirements Specialty: Electrophysiology Lab Discipline: RN Start Date: 09/21/2026 Duration: 13 weeks 36 hours per week Shift: 9 hours, days Employment Type: Travel LanceSoft Job ID j97bbb10mdff8vmyc7x9ygrgps8ds4b0. Pay package is based on 9 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN E…",0,"Travel Electrophysiology Lab RN - $2,800 per week",145600.0,41.948107,2026-09-04T12:42:03Z,5870853116,0.0,LanceSoft,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Cedar Rapids, Linn County","['US', 'Iowa', 'Linn County', 'Cedar Rapids']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853125?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=24FFB940D4E20800F83E62FE000CCCA584416E96,Adzuna::API::Response::Job,-101.89618,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzMTI1In0.RA-nAJ2EeV3Et6wg3kWuH0ZDn97wgBxmNRGJYWk9jQ0,"GHR Healthcare is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Lubbock, Texas. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 10/05/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Emergency Room Registered Nurse (Travel Assignment) – Lubbock, TX We are seeking a skilled Emergency Room Registered Nurse for a travel RN assignment in Lubbock, TX . This fast-paced acute care role is …",0,"Travel ER RN - $2,177 per week",113204.0,33.59095,2026-09-04T12:42:03Z,5870853125,0.0,GHR Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lubbock, Lubbock County","['US', 'Texas', 'Lubbock County', 'Lubbock']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853108?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=2444CA516EF6F3F2254EB9DC04ADD70AE1BE3BDB,Adzuna::API::Response::Job,-73.639751,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzMTA4In0.QeXAmGWlauw0quqsHIKBcECMxtfioPMKC8QEngGnIxU,"HCS 247 is seeking a travel nurse RN Endoscopy for a travel nursing job in Mineola, New York. Job Description & Requirements Specialty: Endoscopy Discipline: RN Start Date: 09/21/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, flexible Employment Type: Travel Aggressive Compensation Packages Lodging Per-Diem for those who qualify Meals and Incidentals Allowance for those who qualify Travel Expense Allowance for those who qualify Medical Dental and Vision Benefits available (For you a…",0,"Travel Endoscopy RN - $2,170 per week",112840.0,40.746806,2026-09-04T12:42:02Z,5870853108,0.0,HCS 247,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Mineola, Nassau County","['US', 'New York', 'Nassau County', 'Mineola']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5870853100?se=qHyNuICo8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=39A3A42DB469209FCE4A654C8BEB5EAF50549EE3,Adzuna::API::Response::Job,-98.764807,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUh5TnVJQ284UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcwODUzMTAwIn0.q0eikHv4OkXxIfRk4cygJtQU9UpOW4UQmCXVc6UD71U,"LanceSoft is seeking a travel nurse RN Med Surg for a travel nursing job in Great Bend/ KS, Kansas. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 09/20/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel LanceSoft Job ID j97c1dgzddj32gavrc50awwrqd8dsncd. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN Med Surg About LanceS…",0,"Travel Nurse RN - Med Surg - $2,200 per week",114400.0,38.364457,2026-09-04T12:42:02Z,5870853100,0.0,LanceSoft,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Great Bend, Barton County","['US', 'Kansas', 'Barton County', 'Great Bend']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
