latitude,title,longitude,salary_min,redirect_url,adref,__CLASS__,description,id,salary_is_predicted,created,salary_max,category.label,category.__CLASS__,category.tag,company.__CLASS__,company.display_name,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
40.554514,Mental Health Therapist (New Jersey),-74.460165,108310.27,https://www.adzuna.com/land/ad/5742317504?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=1D730E9042670483A6DE1DBD10985907F8C33DF8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMxNzUwNCIsInMiOiJMQ3BLR090WjhSR3MzTWU1WDNwQUF3In0.DhkiCc1gtqLSfT4eov2zOqOY_duUswrjF8ooZ9itw6U,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317504,1,2026-05-27T12:22:47Z,108310.27,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Middlesex County', 'Piscataway']","Piscataway, Middlesex County",,
39.287872,Mental Health Therapist (New Jersey),-75.178544,92899.52,https://www.adzuna.com/land/ad/5742317511?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=7CCD225A683098EA9FA0DA97E1EB36BC099E8E9B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTENwS0dPdFo4UkdzM01lNVgzcEFBdyIsImkiOiI1NzQyMzE3NTExIn0.dsPO4o-_go8QYrJJMftEJSRvUYQv6vLo8214PL3wDto,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317511,1,2026-05-27T12:22:47Z,92899.52,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Cumberland County', 'Gandys Beach']","Gandys Beach, Cumberland County",,
40.787453,Mental Health Therapist (New Jersey),-74.258493,120659.46,https://www.adzuna.com/land/ad/5742317418?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=1CB29ABCA9442A36DCABD48A872164F1D5A7A330,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTENwS0dPdFo4UkdzM01lNVgzcEFBdyIsImkiOiI1NzQyMzE3NDE4In0._bFWv0TcMVlM8S8c6i3SxKPJQg08toXC9vq3u3PdkMo,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317418,1,2026-05-27T12:22:46Z,120659.46,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Essex County', 'Town']","Town, Essex County",,
38.86344,Mental Health Therapist (Virginia),-77.19402,123965.95,https://www.adzuna.com/land/ad/5742317336?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=DA369F91DDD1914B4FCCE317E474DC4C80069D3B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTENwS0dPdFo4UkdzM01lNVgzcEFBdyIsImkiOiI1NzQyMzE3MzM2In0.vSLd09op6QdDGwrd8eKofeWw9uyTqUFViJ4gruZOFUw,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317336,1,2026-05-27T12:22:44Z,123965.95,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Mosby']","Mosby, Fairfax County",,
37.54251,Mental Health Therapist (Virginia),-77.9189,136803.33,https://www.adzuna.com/land/ad/5742317295?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=0CC3B2F3FB77F9656E55F21814B323EAFE32A075,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMxNzI5NSIsInMiOiJMQ3BLR090WjhSR3MzTWU1WDNwQUF3In0.EQoQj1wBPyOFH_TZmMnIi8yc50pPs69hl_P5kVBqKPA,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317295,1,2026-05-27T12:22:44Z,136803.33,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Powhatan County', 'Powhatan']","Powhatan, Powhatan County",,
39.04,Mental Health Therapist (Virginia),-77.481,100572.38,https://www.adzuna.com/land/ad/5742317322?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=E25830105E61FBB94F34B1613BBE181512856533,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTENwS0dPdFo4UkdzM01lNVgzcEFBdyIsImkiOiI1NzQyMzE3MzIyIn0.I5KGIohMHiKTvITc90cdOy6BOQFn4J1l_kbEFUMkjCo,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317322,1,2026-05-27T12:22:44Z,100572.38,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Loudoun County', 'Ashburn']","Ashburn, Loudoun County",,
38.823,Mental Health Therapist (Virginia),-77.619,97697.35,https://www.adzuna.com/land/ad/5742317330?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=1635A6F5ED52CE48CDE795B874862B9FA7B364C5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMxNzMzMCIsInMiOiJMQ3BLR090WjhSR3MzTWU1WDNwQUF3In0.AROyHyYKqZ_0KrqA7BDwRFTrTBLOhSnY-ChxPBpvaw0,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317330,1,2026-05-27T12:22:44Z,97697.35,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Prince William County', 'Haymarket']","Haymarket, Prince William County",,
37.007436,Mental Health Therapist (Virginia),-76.383214,112519.98,https://www.adzuna.com/land/ad/5742317301?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=8D2E051A29610A447144DE5C868AEAB88CC59643,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTENwS0dPdFo4UkdzM01lNVgzcEFBdyIsImkiOiI1NzQyMzE3MzAxIn0.chFBxZP5Vou4VcHmDSs4R5lSM_gm_Axp1bhGJA1dV30,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317301,1,2026-05-27T12:22:44Z,112519.98,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Hampton City', 'Hampton Roads']","Hampton Roads, Hampton City",,
37.1331,Mental Health Therapist (Virginia),-76.3659,101275.27,https://www.adzuna.com/land/ad/5742317320?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=6C776326993589917791B11EC902C6DBE8F88173,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMxNzMyMCIsInMiOiJMQ3BLR090WjhSR3MzTWU1WDNwQUF3In0.k5Py-usxRabTpnu1mKLZaHGiCHAwy79xhjXdbuegYDw,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317320,1,2026-05-27T12:22:44Z,101275.27,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Poquoson City', 'Poquoson']","Poquoson, Poquoson City",,
37.289036,Mental Health Therapist (Virginia),-77.299946,127544.28,https://www.adzuna.com/land/ad/5742317335?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=304A5EF85C2235DC11A5523037DA5596D49A3A41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMxNzMzNSIsInMiOiJMQ3BLR090WjhSR3MzTWU1WDNwQUF3In0.oC2f_9Lf0TsNNp6MY_UEmKiJEegvilsLTBe7AN2Rn-o,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317335,1,2026-05-27T12:22:44Z,127544.28,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Hopewell City', 'Hopewell']","Hopewell, Hopewell City",,
38.071131,Mental Health Therapist (Virginia),-78.899793,91058.39,https://www.adzuna.com/land/ad/5742317308?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=4E8A675C99366006D23EDC68FC3EC8888A41E7A5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMxNzMwOCIsInMiOiJMQ3BLR090WjhSR3MzTWU1WDNwQUF3In0.zcmm7VtqgxKnEA8GzAeo__vdzc9PDW55WvAdRNTBwRs,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317308,1,2026-05-27T12:22:44Z,91058.39,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Waynesboro City', 'Waynesboro']","Waynesboro, Waynesboro City",,
38.63,Mental Health Therapist (Virginia),-77.27,100412.9,https://www.adzuna.com/land/ad/5742317299?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=DF0685EA1FD288961EE72FBD2C01901462B834AB,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MjMxNzI5OSIsInMiOiJMQ3BLR090WjhSR3MzTWU1WDNwQUF3In0.Shtr4xAUvNKeb-DV6iwrrq5Q0cMmq19hxf0ll4g4X_E,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317299,1,2026-05-27T12:22:44Z,100412.9,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Prince William County', 'Woodbridge']","Woodbridge, Prince William County",,
37.2707,Mental Health Therapist (Virginia),-79.9415,114801.41,https://www.adzuna.com/land/ad/5742317317?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=F31C71AC9B2FD120C8F03A1F578404800770F98A,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTENwS0dPdFo4UkdzM01lNVgzcEFBdyIsImkiOiI1NzQyMzE3MzE3In0.v6XePrMotgqeEij8joifRhTWcQboihnV_URPY5IDUIM,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317317,1,2026-05-27T12:22:44Z,114801.41,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Roanoke County', 'Roanoke']","Roanoke, Roanoke County",,
38.886306,Mental Health Therapist (Virginia),-77.097739,119115.52,https://www.adzuna.com/land/ad/5742317293?se=LCpKGOtZ8RGs3Me5X3pAAw&utm_medium=api&utm_source=abfa41a4&v=2906DDECFC99E477C3FC9A7EF8477113B3ECB150,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTENwS0dPdFo4UkdzM01lNVgzcEFBdyIsImkiOiI1NzQyMzE3MjkzIn0.5vHU1Q8699dLcmmhFBiA3-5tNb65vMyTDm2s5TzpgiI,Adzuna::API::Response::Job,"SonderMind is a leading mental health care platform revolutionizing therapy services by empowering licensed mental health therapists to deliver exceptional care with cutting-edge, AI-powered tools. We are seeking compassionate and highly skilled clinicians to join our expanding network, offering the flexibility to manage your own practice, bring your existing clients, and benefit from steady referrals. At SonderMind, we believe there can’t be mental healthcare without mentally-strong clinicians…",5742317293,1,2026-05-27T12:22:44Z,119115.52,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,Adzuna::API::Response::Company,SonderMind,Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'State Farm']","State Farm, Arlington County",,
