__CLASS__,created,salary_is_predicted,salary_min,description,salary_max,id,adref,latitude,redirect_url,title,longitude,category.tag,category.label,category.__CLASS__,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,contract_type,contract_time
Adzuna::API::Response::Job,2026-07-16T11:04:42Z,1,91153.09,"Clean Harbors is looking for a Regional Class A Tanker Driver to join their safety conscious team in E. Chicago, IN. This route runs from E. Chicago, IN to OH, KS and into Canada and averages 60-65 hours per week. About the role: Drivers average $90-$120K per year $7,500 sign-on-bonus available Weekly home time Compensation includes hourly wages (all on-duty non-driving time) a Why work for Clean Harbors? Health and Safety is our 1 priority and we live it 3-6-5! Comprehensive health benefits co…",91153.09,5803227591,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXVadVBDaUI4Ukc2ekxlclJwTjBhdyIsImkiOiI1ODAzMjI3NTkxIn0.s0mYXa5ZDbHZSj182iOQIaSSUdTRug1aZPzD7cCfFOo,41.642827,https://www.adzuna.com/land/ad/5803227591?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=E61FFDE0BAD461E2FB93CF4C6787626DB5E1AB57,Regional Class A Tanker Driver,-87.450489,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Lake County', 'East Chicago']",Adzuna::API::Response::Location,"East Chicago, Lake County",Adzuna::API::Response::Company,Clean Harbors,contract,full_time
Adzuna::API::Response::Job,2026-07-16T11:04:17Z,0,150000.0,"New OpeningÂ Director of EHS - New OrleansÂ NES Fircroft is actively seeking candidates for a permanent Director of EHS role with one of our O/G Midstream clients in the New Orleans, Louisiana region.Â All interested candidates are encouraged to send their most updated resume to gabriel.fox@nesfircroft.comÂ along with their availability.Â Â The Director of EHS&S will be responsible for managing the EHSS Department at the Avondale and St. Rose terminals in Louisiana. The EHSS Director will be re…",150000.0,5803227585,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMzIyNzU4NSIsInMiOiJtdVp1UENpQjhSRzZ6TGVyUnBOMGF3In0.44O7jt_JldbB7lVML8zsLoEfswndaOWiQ0DXeaaJN6o,29.946872,https://www.adzuna.com/details/5803227585?utm_medium=api&utm_source=abfa41a4,Director of EHS,-90.323135,energy-oil-gas-jobs,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,"['US', 'Louisiana', 'Saint Charles Parish', 'Saint Rose']",Adzuna::API::Response::Location,"Saint Rose, Saint Charles Parish",Adzuna::API::Response::Company,NES Fircroft,permanent,full_time
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Speech Language Pathologist Therapys in Stockton, California paying up to $2,593/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and d…",134836.0,5803227563,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXVadVBDaUI4Ukc2ekxlclJwTjBhdyIsImkiOiI1ODAzMjI3NTYzIn0.VOX-qbThMxSgOMZ8gMp6olZQ08N7DpgEUrtGs33c08w,37.957982,https://www.adzuna.com/land/ad/5803227563?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=BC987F1E36A81F9A32B24CFFDAAAD25BF2BF5A15,"Travel Speech Language Pathologist - Paying up to $2,593/week",-121.286702,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'California', 'San Joaquin County', 'Stockton']",Adzuna::API::Response::Location,"Stockton, San Joaquin County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Nicholasville, Kentucky paying up to $1,570/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, locat…",81640.0,5803227568,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXVadVBDaUI4Ukc2ekxlclJwTjBhdyIsImkiOiI1ODAzMjI3NTY4In0.xVolOLMGKEWS-GnFY1G4yGm3zqw1Xtmquj4m3e4hfTI,37.884088,https://www.adzuna.com/land/ad/5803227568?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=1D9A42EB9E7E660EEDD7CFDDC4998FC2FD447817,"Travel Skilled Nursing Facility (SNF) Certified Occupational Therapy Assistant - Paying up to $1,570/week",-84.565792,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Kentucky', 'Jessamine County', 'Nicholasville']",Adzuna::API::Response::Location,"Nicholasville, Jessamine County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Guthrie, Oklahoma paying up to $1,765/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, e…",91780.0,5803227566,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXVadVBDaUI4Ukc2ekxlclJwTjBhdyIsImkiOiI1ODAzMjI3NTY2In0.WCG_o9RnCJTrmArTwizfL1wI2SB9do5QtNyF5Ykh8zY,35.846626,https://www.adzuna.com/land/ad/5803227566?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=DDCC494961D8D06178F48FF656F0D5061F7EB834,"Travel Certified Occupational Therapy Assistant - Paying up to $1,765/week",-97.418365,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Oklahoma', 'Logan County', 'Guthrie']",Adzuna::API::Response::Location,"Guthrie, Logan County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Physical Therapist Therapys in Brunswick, Georgia paying up to $3,080/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover job…",160160.0,5803227559,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMzIyNzU1OSIsInMiOiJtdVp1UENpQjhSRzZ6TGVyUnBOMGF3In0.yrcm9eIdZ63yqAc5VOClFDWvBdam2qpbCgnO4Tly74c,31.157859,https://www.adzuna.com/land/ad/5803227559?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=64DC8AE996B38DC7CE30549240A0BE80E120045A,"Travel Physical Therapist - Paying up to $3,080/week",-81.488993,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Glynn County', 'Brunswick']",Adzuna::API::Response::Location,"Brunswick, Glynn County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Farmington, Maine paying up to $1,819/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disco…",94588.0,5803227569,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMzIyNzU2OSIsInMiOiJtdVp1UENpQjhSRzZ6TGVyUnBOMGF3In0.pF9pwf76gU6e2a2OCykvm7TSx44LHwnqBDjQQl2EK0Y,44.664309,https://www.adzuna.com/land/ad/5803227569?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=2549A99CE47988CA25BE6024C25626E39C1DCE9C,"Travel Physical Therapy Assistant - Paying up to $1,819/week",-70.128512,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Maine', 'Franklin County', 'Farmington']",Adzuna::API::Response::Location,"Farmington, Franklin County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Physical Therapist Therapys in Ashland, Alabama paying up to $2,123/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs …",110396.0,5803227572,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMzIyNzU3MiIsInMiOiJtdVp1UENpQjhSRzZ6TGVyUnBOMGF3In0.ZUswBjYund3R-0V3vzjd1FZOrht6lYaMNIslJc7mWb8,33.250124,https://www.adzuna.com/land/ad/5803227572?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=A4BF56CC08075A741DC7CD37F49AE6F0309265F0,"Travel Physical Therapist - Paying up to $2,123/week",-85.845856,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Alabama', 'Clay County', 'Ashland']",Adzuna::API::Response::Location,"Ashland, Clay County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Physical Therapist Therapys in O'Fallon, Missouri paying up to $2,166/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover job…",112632.0,5803227573,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXVadVBDaUI4Ukc2ekxlclJwTjBhdyIsImkiOiI1ODAzMjI3NTczIn0.Je4ntTligOXdHx5J8X4cPdiiTz8EsyG_QTud-zySKik,38.809516,https://www.adzuna.com/land/ad/5803227573?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=891D43D03958049DA55973D9DA30C09E6E316B31,"Travel Outpatient Physical Therapist - Paying up to $2,166/week",-90.71625,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis', ""O'Fallon""]",Adzuna::API::Response::Location,"O'Fallon, Saint Louis",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Nashua, New Hampshire paying up to $2,000/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, locatio…",104000.0,5803227574,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXVadVBDaUI4Ukc2ekxlclJwTjBhdyIsImkiOiI1ODAzMjI3NTc0In0.4eVN90XzWa_E5zxVGwY4QXzTiohBbBq-HK2TFqpV9xo,42.72819,https://www.adzuna.com/land/ad/5803227574?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=D000C4B153C8CFC84E5A4800F751E6C336EC9E53,"Travel Certified Occupational Therapy Assistant - Paying up to $2,000/week",-71.496166,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'New Hampshire', 'Hillsborough County', 'Nashua']",Adzuna::API::Response::Location,"Nashua, Hillsborough County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Physical Therapist Therapys in Florence, Kentucky paying up to $2,458/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover job…",127816.0,5803227564,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMzIyNzU2NCIsInMiOiJtdVp1UENpQjhSRzZ6TGVyUnBOMGF3In0.4sMUm9SQHnia_uyNbZnpitJxkJ_Ed49fbC4tPkz3C7I,38.991501,https://www.adzuna.com/land/ad/5803227564?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=BA9960E65736F857B6C2AD00C23ED1D20BCBDD0F,"Travel Home Health Physical Therapist - Paying up to $2,458/week",-84.642912,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Kentucky', 'Boone County', 'Hopeful Heights']",Adzuna::API::Response::Location,"Hopeful Heights, Boone County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Physical Therapist Therapys in Rio Rancho, New Mexico paying up to $2,700/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",140400.0,5803227565,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMzIyNzU2NSIsInMiOiJtdVp1UENpQjhSRzZ6TGVyUnBOMGF3In0.uhCOkiFobP69kmcbDBjW1Ub_goDJu7KujZUq7uDQ7PU,35.308865,https://www.adzuna.com/land/ad/5803227565?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=23F2B0B957549C4FE1E215854C23C612C659478A,"Travel Physical Therapist - Paying up to $2,700/week",-106.654655,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'New Mexico', 'Sandoval County', 'Panorama Heights']",Adzuna::API::Response::Location,"Panorama Heights, Sandoval County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-07-16T11:01:19Z,0,0.0,"Vivian is looking for Travel Speech Language Pathologist Therapys in Visalia, California paying up to $3,197/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and di…",166244.0,5803227560,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXVadVBDaUI4Ukc2ekxlclJwTjBhdyIsImkiOiI1ODAzMjI3NTYwIn0.14CHjvNIu8uv8UBx6Qk9hise2zmZfq53KcC2DKqVo_o,36.30891,https://www.adzuna.com/land/ad/5803227560?se=muZuPCiB8RG6zLerRpN0aw&utm_medium=api&utm_source=abfa41a4&v=A55A1865912D6C4A9B947C951D17954720DC164A,"Travel Speech Language Pathologist - Paying up to $3,197/week",-119.31431,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'California', 'Tulare County', 'Visalia']",Adzuna::API::Response::Location,"Visalia, Tulare County",Adzuna::API::Response::Company,Vivian Health,,
