salary_is_predicted,salary_min,created,redirect_url,longitude,title,adref,salary_max,description,__CLASS__,id,latitude,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time,contract_type
1,28071.71,2026-07-30T11:04:56Z,https://www.adzuna.com/details/5821201664?utm_medium=api&utm_source=abfa41a4,-97.581358,Car Wash Attendant 412,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAxNjY0In0.MSiXX4hLKpH4pnWlKb9DO_91km2yfa7myFp33R02is0,28071.71,"Car Wash Attendant (Part-Time) Start Here. Grow Fast. Lead Sooner. | WhiteWater Express Starting Pay: $13–$15/hour  Biweekly Tips Multiple shifts available – Hiring Immediately Looking for a job that’s active, social, and actually leads somewhere? At WhiteWater Express, this isn’t just a car wash job, it’s your starting point for leadership. We promote from within, offer performance bonuses, and train you to succeed. No experience? No problem. We provide paid training. Benefits & Why You’ll Lov…",Adzuna::API::Response::Job,5821201664,30.661806,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Georgetown']","Georgetown, Williamson County",WhiteWater Express Car Wash,Adzuna::API::Response::Company,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,part_time,
1,48842.88,2026-07-30T11:04:28Z,https://www.adzuna.com/details/5821201442?utm_medium=api&utm_source=abfa41a4,,Remote Productivity Assistant (U.S. Only – Full-Time or Part-Time),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMTQ0MiIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.1MW9cnMFnRZysGTcfwyzSEmHoR66V-p2C98CV-s5j5E,48842.88,"Remote Productivity Assistant (U.S. Only – Full-Time or Part-Time) Location: Remote — U.S. Based Employment Type: Full-Time or Part-Time Start Date: Immediate (Quick Interview & 24–48 Hour Onboarding) We are seeking a highly organized and motivated Remote Productivity Assistant to support daily operations and help improve workflow across our team. This fully remote role offers flexible scheduling and the opportunity to work independently while contributing to a supportive, growth-focused enviro…",Adzuna::API::Response::Job,5821201442,,Adzuna::API::Response::Location,['US'],US,AO Globe Life,Adzuna::API::Response::Company,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,part_time,
1,48483.67,2026-07-30T11:03:27Z,https://www.adzuna.com/details/5821201004?utm_medium=api&utm_source=abfa41a4,-87.840619,IV Therapy Nurse (Part-Time / PRN / Weekends),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMTAwNCIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.c6C1EHyQJZHksXAsHc339_QnCy_rHc1iSuX2I4rfxXo,48483.67,"IV Therapy Nurse Location: Park Ridge, Illinois Company: IV Nutrition About IV Nutrition At IV Nutrition, we're redefining healthcare by shifting the focus from reactive medicine to proactive wellness. Our mission is to help clients optimize their health, prevent chronic disease, and improve longevity through personalized, evidence-informed care that addresses the root causes of health concerns. Our clinical approach integrates functional health principles, advanced diagnostics, targeted nutrit…",Adzuna::API::Response::Job,5821201004,42.011141,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Park Ridge']","Park Ridge, Cook County",IV Nutrition,Adzuna::API::Response::Company,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,part_time,
1,81537.77,2026-07-30T11:03:27Z,https://www.adzuna.com/details/5821201005?utm_medium=api&utm_source=abfa41a4,-81.39314,Paramedic/RN - IV Clinic Technician,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAxMDA1In0.q4DtoGzmzRUrPt97iX5BIpJTPq-Mb8__Eo-9xX9lSzI,81537.77,"IV Technician – RN or Paramedic Pay: $26/hour  tips (average additional $2–$8/hr based on service) Job Type: Part-Time, Full-Time, or PRN Work Setting: Clinic (spa-like environment) Ready for a Change? Are you an experienced RN or paramedic who’s feeling the weight of long shifts, constant schedule changes, and a high-stress healthcare setting? Looking for a role where you can make a real impact while caring for your own wellbeing, too? At IV Nutrition, we believe in helping people feel better—…",Adzuna::API::Response::Job,5821201005,30.294686,Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville Beach']","Jacksonville Beach, Duval County",IV Nutrition,Adzuna::API::Response::Company,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,part_time,
1,144787.48,2026-07-30T11:03:13Z,https://www.adzuna.com/details/5821200887?utm_medium=api&utm_source=abfa41a4,-105.851313,Life Insurance Sales Position (Work From Home),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMDg4NyIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.8mU-liAQ2KyUPN_YX1P4F3C8m5VZ0fDWAhW1CdqUnG0,144787.48,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200887,35.837206,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Santa Fe County', 'Santa Fe']","Santa Fe, Santa Fe County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,140667.14,2026-07-30T11:03:13Z,https://www.adzuna.com/details/5821200888?utm_medium=api&utm_source=abfa41a4,-71.327286,Life Insurance Sales Position (Work From Home),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAwODg4In0.60CqWIvkdxjMmtxBhJdW-p_0zFbkYR5-SVKbcQ6ko40,140667.14,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200888,42.880643,Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Rockingham County', 'Derry']","Derry, Rockingham County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,149537.61,2026-07-30T11:03:12Z,https://www.adzuna.com/details/5821200872?utm_medium=api&utm_source=abfa41a4,-119.813527,Home Based Life Insurance Role,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMDg3MiIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.bo27nXld2NzUaws5g0s4KIlRCQiaV19G4QzRmbdWZgY,149537.61,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200872,39.5254,Adzuna::API::Response::Location,"['US', 'Nevada', 'Washoe County', 'Reno']","Reno, Washoe County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,151209.16,2026-07-30T11:03:12Z,https://www.adzuna.com/details/5821200877?utm_medium=api&utm_source=abfa41a4,-73.044955,Insurance Agent Role – Work From Home,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAwODc3In0.X94qoFMI9xYoI-ThI9zvEVSPfjWV2DpGTRaOJ1Da7eI,151209.16,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200877,41.556706,Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Waterbury']","Waterbury, New Haven County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,155435.66,2026-07-30T11:03:12Z,https://www.adzuna.com/details/5821200882?utm_medium=api&utm_source=abfa41a4,-96.399435,Insurance Sales – Home Based,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMDg4MiIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.tvNnMMFmv3P3KnHa93b5DN9Fh7VGqq05FBG4msVoHEE,155435.66,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200882,42.491558,Adzuna::API::Response::Location,"['US', 'Iowa', 'Woodbury County', 'Sioux City']","Sioux City, Woodbury County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,149246.97,2026-07-30T11:03:12Z,https://www.adzuna.com/details/5821200883?utm_medium=api&utm_source=abfa41a4,-79.852082,Life Insurance Sales Agent - Work From Home,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTIwMDg4MyIsInMiOiJEbnFSNGltTThSR0dnT19uMHJtZGlRIn0.p5Gbc1CMRZo7ccVhdDhyc-5n1y-veYohu4fCjYO3zLg,149246.97,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200883,32.823485,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Charleston County', 'Mount Pleasant']","Mount Pleasant, Charleston County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,154069.78,2026-07-30T11:03:12Z,https://www.adzuna.com/details/5821200881?utm_medium=api&utm_source=abfa41a4,-89.272298,Insurance Sales – Home Based,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAwODgxIn0.gVnRXQgoIXwwBE5J2ryRkRmEw-0hdazvf4ieVri7g90,154069.78,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200881,31.241113,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Forrest County', 'Hattiesburg']","Hattiesburg, Forrest County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,143133.55,2026-07-30T11:03:12Z,https://www.adzuna.com/details/5821200873?utm_medium=api&utm_source=abfa41a4,-94.413065,Home Based Life Insurance Role,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAwODczIn0.UxIJ9_4u_pogH7bGQL9CKMLxIAdvkNNuloh1sPZPLV4,143133.55,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200873,35.370461,Adzuna::API::Response::Location,"['US', 'Arkansas', 'Sebastian County', 'Fort Smith']","Fort Smith, Sebastian County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,161238.31,2026-07-30T11:03:11Z,https://www.adzuna.com/details/5821200870?utm_medium=api&utm_source=abfa41a4,-71.388375,Home Based Insurance Sales Representative,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAwODcwIn0.1caJH545cZzNxcAWiB5TGwGtsBbNL4xV5v_Obhy2Q5E,161238.31,"The Delaney Agency is looking for individuals interested in working remotely as Life Insurance Sales Representatives . This is a work-from-home opportunity for coachable, disciplined individuals who are comfortable with a 100% commission-based income and are motivated to help families who have already asked for assistance with life insurance-backed products. Our agents typically help 3–5 families per week , earning an average of $300–$500 per family they serve. Applicants must be U.S. citizens …",Adzuna::API::Response::Job,5821200870,41.86849,Adzuna::API::Response::Location,"['US', 'Rhode Island', 'Providence County', 'Pawtucket']","Pawtucket, Providence County",The Delaney Agency llc,Adzuna::API::Response::Company,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,,
1,97300.04,2026-07-30T11:01:35Z,https://www.adzuna.com/details/5821200173?utm_medium=api&utm_source=abfa41a4,-73.608519,Regulatory Affairs/Quality Affairs Specialist,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAwMTczIn0.Breda1XgtbaGqHPMzAEF0-DrYvh6cbUBAxbMn31FW_Y,97300.04,"Job Title: Regulatory Affairs/Quality Affairs Specialist Reports To: Supervisor, Regulator Affairs Last Update: July 2026 About the job This role collaborates cross-functionally across the organization to prepare, submit, and maintain regulatory filings with agencies such as the U.S. FDA, European Notified Bodies, and other international authorities. Primary Responsibilities Author and manage (under leadership’s supervision) the preparation, formatting, and collection of regulatory submissions …",Adzuna::API::Response::Job,5821200173,40.653816,Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'Baldwin']","Baldwin, Nassau County",Elliquence,Adzuna::API::Response::Company,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,,
1,43778.8,2026-07-30T11:01:10Z,https://www.adzuna.com/details/5821200002?utm_medium=api&utm_source=abfa41a4,-73.538799,Doggy Daycare Guest Experience Specialist,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMjAwMDAyIn0.mI1EpCPKN2UI8ZNFPmn5LyNGsnCHu77FQUd5RhvBQBg,43778.8,"Job description Spot On Veterinary is looking for FT and PT Hotel employees for our luxury pet hotel, daycare and spa. Experience preferred. Ideal candidates will have a strong work ethic, enjoy working with a team while being able to work independently as well, possess excellent time management skills, be reliable and punctual, and have a deep love for our four legged clients. Compassion and patience paired with strong attention to detail are a must! We have a Team Management system you will w…",Adzuna::API::Response::Job,5821200002,41.052959,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Stamford']","Stamford, Fairfield County",Spot On Vet,Adzuna::API::Response::Company,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,part_time,
1,94277.75,2026-07-30T11:00:11Z,https://www.adzuna.com/details/5821199625?utm_medium=api&utm_source=abfa41a4,,"Cybersecurity Analyst, Journeyman",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG5xUjRpbU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxMTk5NjI1In0.pei4rTi2fj0qgUbP-hxFVQaZE5M5cpVPe3SuyQ92tVY,94277.75,"KAIROS, Inc is searching for an energetic, experienced, and highly motivated Cybersecurity Analyst, Journeyman, to join our team. This position will work a hybrid schedule with at a minimum of two days a week on site work at St. Inigoes, MD. Established in July 2013, KAIROS, Inc. is a growing Woman Owned Small Business (WOSB) providing full life cycle Cybersecurity, Program Management, Engineering, Logistics, Additive Manufacturing, and Training and Education services focused on optimizing cust…",Adzuna::API::Response::Job,5821199625,,Adzuna::API::Response::Location,['US'],US,KAIROS Inc,Adzuna::API::Response::Company,it-jobs,Adzuna::API::Response::Category,IT Jobs,,
