salary_min,adref,created,redirect_url,salary_is_predicted,__CLASS__,salary_max,id,latitude,longitude,description,title,location.display_name,location.__CLASS__,location.area,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_time,contract_type
37000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDgwOSIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.O5izTdgSDeF2hLiWzYRYmmHauI8CizvKDNalqKo4b-w,2026-06-06T10:33:37Z,https://www.adzuna.com/land/ad/5754550809?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=451D557C1F1F31CF38C60959A13D61C956A8ACF8,0,Adzuna::API::Response::Job,47000.0,5754550809,37.905091,-121.226008,"Join UniFirst Corporation as a Maintenance Technician I, where you will play a crucial role in ensuring the optimal functioning of our facilities and equipment. UniFirst Corporation is a leader in providing workplace uniforms and protective wear, servicing thousands of businesses across North America and Europe. In this role, you will maintain and repair various facility systems and machinery used in our daily operations. If you have a knack for mechanical systems and a commitment to operationa…",Maintenance Technician I,"French Camp, San Joaquin County",Adzuna::API::Response::Location,"['US', 'California', 'San Joaquin County', 'French Camp']",Adzuna::API::Response::Category,Maintenance Jobs,maintenance-jobs,Adzuna::API::Response::Company,UniFirst,,
63000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDgxNCIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.YrNTazHHP7FZ4Q4K77qt0Gl-XMdrAQXuJmjNFV5zKhk,2026-06-06T10:33:37Z,https://www.adzuna.com/land/ad/5754550814?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=1DEC9AE8AA87CE1121A87B6F09DF3B3511D2D81C,0,Adzuna::API::Response::Job,80000.0,5754550814,42.425,-74.032078,"As a Fleet Supervisor at UniFirst, you will play a crucial role in ensuring the efficiency and reliability of our fleet operations, which are pivotal to delivering exceptional service to our customers across the United States, Europe, and Canada. You will oversee the maintenance, compliance, and cost-efficiency of our vehicle fleet, while also ensuring that our transportation services adhere to company standards and regulatory requirements. Manage day-to-day operations of the fleet including ro…",Fleet Supervisor- UniFirst,"Greenville, Greene County",Adzuna::API::Response::Location,"['US', 'New York', 'Greene County', 'Greenville']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,UniFirst,,
63000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW1lOThMWmg4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU0NTUwODEyIn0.DfRROBmcLg7UocB5O82HZODcJDyND8FcIvPMy085Zpc,2026-06-06T10:33:37Z,https://www.adzuna.com/land/ad/5754550812?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=A2181A5E9CB58652BCBF58B6AB04BEE68C52CC51,0,Adzuna::API::Response::Job,80000.0,5754550812,42.814351,-73.94316,"As a Fleet Supervisor at UniFirst, you will play a crucial role in ensuring the efficiency and reliability of our fleet operations, which are pivotal to delivering exceptional service to our customers across the United States, Europe, and Canada. You will oversee the maintenance, compliance, and cost-efficiency of our vehicle fleet, while also ensuring that our transportation services adhere to company standards and regulatory requirements. Manage day-to-day operations of the fleet including ro…",Fleet Supervisor- UniFirst,"Scotia, Schenectady County",Adzuna::API::Response::Location,"['US', 'New York', 'Schenectady County', 'Scotia']",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Company,UniFirst,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW1lOThMWmg4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU0NTUwODAzIn0.2J0yNXVHrmdepZI0uQJ3fqBwpfhYhxiK5cbJxNg1aPY,2026-06-06T10:33:34Z,https://www.adzuna.com/land/ad/5754550803?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=582C7CD5E86BF108DF25233DE3A780FFA4F0F67A,0,Adzuna::API::Response::Job,115856.0,5754550803,43.1315,-77.6085,"American Traveler is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Rochester, New York. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 07/07/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Jul 7, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring a travel RN for an Emergency Depa…","Travel Emergency Room RN - $2,228 per week","Loehmanns Plaza, Monroe County",Adzuna::API::Response::Location,"['US', 'New York', 'Monroe County', 'Loehmanns Plaza']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,American Traveler,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDgwMiIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.f1zDFFq5J9Axn-fdNALR1cPhutOzPr5LDqjupMKgXXc,2026-06-06T10:33:33Z,https://www.adzuna.com/land/ad/5754550802?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=D75B178A98F13BD39C922FBD0EF3DA33FB9B1223,0,Adzuna::API::Response::Job,91520.0,5754550802,35.2268,-80.8432,"American Traveler is seeking a travel nurse RN NICU - Neonatal Intensive Care for a travel nursing job in Charlotte, North Carolina. Job Description & Requirements Specialty: NICU - Neonatal Intensive Care Discipline: RN Start Date: 06/29/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Jun 29, 2026 Length: 13 weeks Openings: 1 Description American Traveler is seeking an experienced …","Travel NICU Registered Nurse - $1,760 per week","Charlotte, Mecklenburg County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,American Traveler,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDc5MSIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.SJWhFkkYedL65tqGfq7pOzQXGMXKHIxSFGg_-2UpmAA,2026-06-06T10:33:29Z,https://www.adzuna.com/land/ad/5754550791?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=5C996C9DC1904E80EE301106CE11825F5EEB9A06,0,Adzuna::API::Response::Job,81120.0,5754550791,43.27016,-91.477927,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Waukon, Iowa paying up to $1,560/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…","Travel Skilled Nursing Facility (SNF) Physical Therapy Assistant - Paying up to $1,560/week","Waukon, Allamakee County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Allamakee County', 'Waukon']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Vivian Health,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDc5OCIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.eUr3ZU1oQ_hWHlsLEZRX6NnH9FLOVn8qooBQ6gKMhdI,2026-06-06T10:33:29Z,https://www.adzuna.com/land/ad/5754550798?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=492C34F2F2F97277844DE6A397D953F249EB2CA0,0,Adzuna::API::Response::Job,97344.0,5754550798,32.312638,-110.918927,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Tucson, Arizona paying up to $1,872/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discove…","Travel Outpatient Physical Therapy Assistant - Paying up to $1,872/week","Little Tucson, Pima County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Pima County', 'Little Tucson']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Vivian Health,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW1lOThMWmg4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU0NTUwNzgyIn0.NJmXlodmyfXTBzdTC5fah2eOaqpPBDzEMbuyhRckGWg,2026-06-06T10:33:27Z,https://www.adzuna.com/land/ad/5754550782?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=395F47341BEA64FF16D7BEE59EFA7527645317FB,0,Adzuna::API::Response::Job,127504.0,5754550782,26.143,-81.7957,"Vivian is looking for Travel Occupational Therapist Therapys in Naples, Florida paying up to $2,452/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jo…","Travel Occupational Therapist - Paying up to $2,452/week","Naples, Collier County",Adzuna::API::Response::Location,"['US', 'Florida', 'Collier County', 'Naples']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Vivian Health,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW1lOThMWmg4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU0NTUwNzc2In0.bMtrTEXou5e0Y8wrbM95bqWqrRi6EgM1ME0914QOfsM,2026-06-06T10:33:27Z,https://www.adzuna.com/land/ad/5754550776?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=98B08872DA4A9C933D90E83BE1390502CABCE85B,0,Adzuna::API::Response::Job,140400.0,5754550776,35.68259,-105.93968,"Vivian is looking for Travel Physical Therapist Therapys in Santa Fe, New Mexico paying up to $2,700/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover j…","Travel Long Term Care (LTC) Physical Therapist - Paying up to $2,700/week","La Cienga, Santa Fe County",Adzuna::API::Response::Location,"['US', 'New Mexico', 'Santa Fe County', 'La Cienga']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Vivian Health,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDc3OCIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.ZlMCwMo0DsHK3o63M4nNc2KBlKl2ffotZ95R8tsr1vg,2026-06-06T10:33:27Z,https://www.adzuna.com/land/ad/5754550778?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=3065484BEDB978784C0DF98FC0C4F3AB4185DEED,0,Adzuna::API::Response::Job,139880.0,5754550778,34.38645,-80.085328,"Vivian is looking for Travel Physical Therapist Therapys in Hartsville, South Carolina paying up to $2,690/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…","Travel Outpatient Physical Therapist - Paying up to $2,690/week","Hartsville, Darlington County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Darlington County', 'Hartsville']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Vivian Health,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDc4NCIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.WHgk8W-InMXY2uuoENRlbPurCq4RVIbIjZP-ht6Pnz0,2026-06-06T10:33:27Z,https://www.adzuna.com/land/ad/5754550784?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=E310AABC3B155E0821CEECACD2A97687D3653BF8,0,Adzuna::API::Response::Job,160472.0,5754550784,34.1037,-117.2413,"Vivian is looking for Travel Physical Therapist Therapys in San Bernardino, California paying up to $3,086/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…","Travel Physical Therapist - Paying up to $3,086/week","Marigold, San Bernardino County",Adzuna::API::Response::Location,"['US', 'California', 'San Bernardino County', 'Marigold']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Vivian Health,,
0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVW1lOThMWmg4UkdUeWMxNkJYbElvZyIsImkiOiI1NzU0NTUwNzc0In0.4LPcHY-f8hE-0W4btxUBIGxTLLyWvqFXYthHqeShafY,2026-06-06T10:33:26Z,https://www.adzuna.com/land/ad/5754550774?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=119A80E98ECAD79006BE14475FF418A0C501F04C,0,Adzuna::API::Response::Job,146432.0,5754550774,44.96036,-89.654102,"Vivian is looking for Travel Speech Language Pathologist Therapys in Wausau, Wisconsin paying up to $2,816/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…","Travel Speech Language Pathologist - Paying up to $2,816/week","Rib Mountain, Marathon County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Marathon County', 'Rib Mountain']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Vivian Health,,
90000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDU1MDYxMyIsInMiOiJVbWU5OExaaDhSR1R5YzE2QlhsSW9nIn0.kAAIAwt-Es4zEJ2bt-UHePBUIxIzYfQMSPRy-2mXbhY,2026-06-06T10:33:04Z,https://www.adzuna.com/land/ad/5754550613?se=Ume98LZh8RGTyc16BXlIog&utm_medium=api&utm_source=abfa41a4&v=B98B7CD02FE57942F355CDF16788AF848D80F42F,0,Adzuna::API::Response::Job,118000.0,5754550613,41.953806,-72.797482,"Hartford Healthcare seeks an RN for our Emergency Department. In this fast-paced role, you’ll triage and provide evidence-based care to diverse patients, collaborate with ED physicians and multidisciplinary teams, administer medications and interventions, and respond to emergencies. You’ll use cutting-edge technology to monitor patients, document accurately in the EHR, and champion safety and quality standards. Our culture emphasizes teamwork, compassion, and professional growth, offering educa…",RN Emergency Department,"Granby, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Granby']",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Hartford Healthcare,,
