contract_time,latitude,title,salary_is_predicted,__CLASS__,redirect_url,adref,description,id,salary_min,created,longitude,salary_max,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,location.__CLASS__,location.area,location.display_name,contract_type
full_time,41.724962,Senior Workday Developer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961203?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMjAzIn0.Pm4RdjsiB2B_d83lvAE7LTolQiZKTgG2iqEM9dOudGk,"Senior Workday Developer - Remote Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior Workday Developer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $100,000–$170,000 Annually Experience Required: 8 ye…",5884961203,115786.25,2026-09-15T13:34:22Z,-72.827648,115786.25,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Farmington']","Farmington, Hartford County",
full_time,41.724962,Senior Guidewire Developer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961198?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMTk4In0.rJf0DOFj8OMep-TM5F3wbp4wNYI3JidpF_nWgDMmzFg,"Senior Guidewire Developer - Remote Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior Guidewire Developer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $100,000–$160,000 Annually Experience Required: …",5884961198,134473.33,2026-09-15T13:34:22Z,-72.827648,134473.33,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Farmington']","Farmington, Hartford County",
full_time,30.272921,Senior UI/UX Designer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961202?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMjAyIn0.QGc-dRp4z1tKnhg_gnt-s8V1x-P_zIb1MTB3Vh3RjA4,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior UI/UX Designer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $135,000–$155,000 Annually Experience Required: 6 years Sponsorship: U.S. Citizens, Green…",5884961202,112322.49,2026-09-15T13:34:22Z,-97.744386,112322.49,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']","Austin, Travis County",
full_time,30.505198,Technical Principal Engineer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961216?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMjE2In0.9PRVa4A_fLpkTiYMx7Al5Jt4Djs46J21Cukr2N_JQcU,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Technical Principal Engineer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $245,000–$275,000 Annually Experience Required: 6 years Sponsorship: U.S. Citizens…",5884961216,160559.47,2026-09-15T13:34:22Z,-97.820289,160559.47,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Cedar Park']","Cedar Park, Williamson County",
full_time,30.272921,Senior Data Scientist,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961196?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMTk2In0.fxw0TBEURuyvHqkxnrvNU-XnJAo0DfqiUol1wnfjS_E,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior Data Scientist Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $160,000–$180,000 Annually Experience Required: 6 years Sponsorship: U.S. Citizens, Green…",5884961196,144153.98,2026-09-15T13:34:22Z,-97.744386,144153.98,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']","Austin, Travis County",
full_time,30.505198,Service-Oriented Architect,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961205?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MTIwNSIsInMiOiJJblF6WlN5eDhSR0dIZUVaUHhVbWF3In0.oA8glFS-k3O2mRv_H_jtmwiCoKIUibnxg0uYWnQzUSs,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Service-Oriented Architect Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $150,000–$165,000 Annually Experience Required: 6 years Sponsorship: U.S. Citizens, …",5884961205,125328.22,2026-09-15T13:34:22Z,-97.820289,125328.22,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Cedar Park']","Cedar Park, Williamson County",
full_time,41.724962,Senior Python Developer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961200?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMjAwIn0.a46P5xU0B4o7ZpPu9ohleRaFYgmyhbVxBQ38n_xxWTM,"Senior Python Developer - Remote Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior Python Developer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $100,000–$160,000 Annually Experience Required: 10 yea…",5884961200,113165.88,2026-09-15T13:34:22Z,-72.827648,113165.88,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Farmington']","Farmington, Hartford County",
full_time,41.724962,Senior AEM Developer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961193?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMTkzIn0.qsrkfTsXkA6S74a4fX0woV3eJ_3N6w4LP9sYsaq4ZhU,"Senior AEM Developer – Remote Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior AEM Developer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $100,000–$160,000 Annually Experience Required: 8 years Spon…",5884961193,116864.88,2026-09-15T13:34:22Z,-72.827648,116864.88,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Farmington']","Farmington, Hartford County",
,37.448491,Senior Data Engineer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961194?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MTE5NCIsInMiOiJJblF6WlN5eDhSR0dIZUVaUHhVbWF3In0.GRPjL_KVdgnnVUBYI1vOi2N8gWgDoFaVrXJNtH3666E,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior Data Engineer Location: 100% Remote (U.S.) Experience Required: 10 years Sponsorship: U.S. Citizens, Green Card Holders, EAD Holders, and H-1B transfer candidates are encouraged to ap…",5884961194,122700.02,2026-09-15T13:34:22Z,-122.180281,122700.02,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'California', 'San Mateo County', 'Menlo Park']","Menlo Park, San Mateo County",
full_time,30.272921,Senior Devops Engineer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961197?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MTE5NyIsInMiOiJJblF6WlN5eDhSR0dIZUVaUHhVbWF3In0.9T97YwpxyCS5xSTv3BTJNuJPRIQNxc8sCWltl0ONeLs,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior DevOps Engineer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $155,000–$175,000 Annually Experience Required: 6 years Sponsorship: U.S. Citizens, Gree…",5884961197,123040.31,2026-09-15T13:34:22Z,-97.744386,123040.31,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']","Austin, Travis County",
full_time,30.578806,ServiceNow Technical Architect,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961207?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MTIwNyIsInMiOiJJblF6WlN5eDhSR0dIZUVaUHhVbWF3In0.HzeNlt0B3P-U_P-eONyT4-P9A6IpiOaTWxQH0lovZEY,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: ServiceNow Technical Architect Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $165,000–$185,000 Annually Experience Required: 6 years Sponsorship: U.S. Citize…",5884961207,130212.15,2026-09-15T13:34:22Z,-97.853069,130212.15,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Leander']","Leander, Williamson County",
full_time,30.272921,Software Test Engineer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961211?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMjExIn0.GaZFTwW6t99p8HlKJEfiNaDD2f_6AuaVHPWUIJ56nz4,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Software Test Engineer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $105,000–$125,000 Annually Experience Required: 6 years Sponsorship: U.S. Citizens, Gree…",5884961211,107039.75,2026-09-15T13:34:22Z,-97.744386,107039.75,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']","Austin, Travis County",
full_time,41.724962,Senior Java Full Stack Developer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961199?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MTE5OSIsInMiOiJJblF6WlN5eDhSR0dIZUVaUHhVbWF3In0.nMKcqSH6D6HoBB0KIzymCqSIJcgE7EnVcvPdp3pWOiU,"Senior Java Full Stack Developer - Remote Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Senior Java Full Stack Developer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $100,000–$150,000 Annually Experienc…",5884961199,107495.48,2026-09-15T13:34:22Z,-72.827648,107495.48,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Farmington']","Farmington, Hartford County",
full_time,41.724962,Service Mesh Engineer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961204?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NDk2MTIwNCIsInMiOiJJblF6WlN5eDhSR0dIZUVaUHhVbWF3In0.4R2Q2V4xSo2FW6rWjgNpAiskUbvZ62parCMaLrIti80,"Service Mesh Engineer - Remote Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Service Mesh Engineer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $100,000–$160,000 Annually Experience Required: 8 years Sp…",5884961204,91353.95,2026-09-15T13:34:22Z,-72.827648,91353.95,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Farmington']","Farmington, Hartford County",
full_time,41.724962,SAP HANA Engineer,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961188?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMTg4In0.T_cPeDu99UwEf0txjyw13libpCyRp5Sbo5DcmnLoM30,"Senior SAP HANA Engineer - Remote Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: SAP HANA Engineer Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $100,000–$150,000 Annually Experience Required: 8 years Spo…",5884961188,146244.33,2026-09-15T13:34:21Z,-72.827648,146244.33,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Farmington']","Farmington, Hartford County",
full_time,30.578806,Salesforce Middleware Architect,1,Adzuna::API::Response::Job,https://www.adzuna.com/details/5884961179?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSW5RelpTeXg4UkdHSGVFWlB4VW1hdyIsImkiOiI1ODg0OTYxMTc5In0.kw9THVrZS2HZtxKaUUt-JZdnq9vtI5NfF0PsILWuiKE,"Bright Vision Technologies is a technology consulting and software development company delivering cloud, AI, data, and enterprise solutions across the United States. This is a fantastic opportunity to join an established and well-respected organization offering tremendous career growth potential. Job Title: Salesforce Middleware Architect Location: 100% Remote (U.S.) Position Type: Full-time, Direct W2 Salary Range: $150,000–$175,000 Annually Experience Required: 6 years Sponsorship: U.S. Citiz…",5884961179,138093.95,2026-09-15T13:34:21Z,-97.853069,138093.95,Adzuna::API::Response::Company,Bright Vision Technologies,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Leander']","Leander, Williamson County",
