id,redirect_url,salary_is_predicted,title,adref,salary_max,description,longitude,salary_min,latitude,created,__CLASS__,category.__CLASS__,category.tag,category.label,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
5737725957,https://www.adzuna.com/land/ad/5737725957?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=7EDA922CE009B3C063DFA32A30CA583128C51A7F,0,Remote Financial Planning & Analysis Manager - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNTk1NyIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.veT4zuQTJLHTsuo4lOLSwlC9geYkTQ00gZncPU__qKk,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-111.239863,104000.0,36.134993,2026-05-22T11:46:38Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Tuba City, Coconino County","['US', 'Arizona', 'Coconino County', 'Tuba City']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737725954,https://www.adzuna.com/land/ad/5737725954?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=51E5A8E1CA2C3BD60510433734576AAA3C1ACB57,0,Remote FP&A Manager - AI Trainer ($50-$60 per hour),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1OTU0In0.dyW3idE5iBc5sgTVfMqixlYOdIbTgLv80rtMBlTKGO4,124800.0,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",-97.54667,104000.0,30.5427,2026-05-22T11:46:38Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,"Hutto, Williamson County","['US', 'Texas', 'Williamson County', 'Hutto']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Data Annotation,part_time,contract
5737725928,https://www.adzuna.com/land/ad/5737725928?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=FF6CF4DF49AB32A21A251607ACFB880F9D4CA4BC,0,Casual Parcel Delivery Specialist (TOWN OF NANTUCKET),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1OTI4In0.ncv8tOlnGRtbVMWdFMHE0nn1abE9geKm1Apw3YPJh5A,47840.0,"Casual Package Delivery Driver Who exactly are UPS Casual Package Delivery Drivers? They’re the ones who drive our familiar brown trucks, bringing packages great and small to our customers. They’re a friendly, physically active crew who enjoy fast-paced work, being outdoors, and being behind the wheel! So, what does it take to make it through a busy shift delivering boxes of all shapes and sizes to homes and businesses in your community and beyond? The ability to lift up to 70 lbs. Valid driver…",,47840.0,,2026-05-22T11:46:29Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,US,['US'],Adzuna::API::Response::Location,Adzuna::API::Response::Company,United Parcel Service,full_time,permanent
5737725925,https://www.adzuna.com/land/ad/5737725925?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=CAD0FAFE0B7EB6B376E9BA985CF95F0D9B260817,0,"Amazon Delivery Driver - 22.75/hr Starting  Bonuses  OT | Flex 4-Day Schedule | Hooksett, NH",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNTkyNSIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.FYLHLX4JMJYaoV8HmxsdG37dotHtTHU42uBw8aTAUtk,22750.0,"NHBlacklabs Delivery LLC – a proud Veteran-owned Amazon Delivery Service Partner – is hiring motivated, team-oriented Delivery Drivers in Hooksett, NH right now! If you’re reliable, safety-focused, and want great starting pay, true schedule flexibility, hourly & anniversary bonuses, overtime, and fast career growth , this is the opportunity for you. No delivery experience? No problem — we provide paid training , a company vehicle, gas, and all equipment. Why Drivers Love Working Here: Starting …",-71.465128,22750.0,43.096721,2026-05-22T11:46:28Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"Hooksett, Merrimack County","['US', 'New Hampshire', 'Merrimack County', 'Hooksett']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NHBlacklabs Delivery,full_time,
5737725921,https://www.adzuna.com/land/ad/5737725921?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=7A93785EDEB034170A8AA840FDEE42C6A8955F98,0,Concrete Finisher - Experience Required,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNTkyMSIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.FJ4KBsEo1SeO7Gw_rU1IIjYZbGKN9dDui3A0rIhRdEY,76960.0,"Description: Thomann Asphalt is a family-owned full-service asphalt paving company. Thomann’s extensive experience has kept the paving contractor in business for 100 years. The Company’s primary focus is on commercial and industrial paving and site work projects in both the private and public sectors. We specialize in parking lot maintenance, including paving, patching, seal coating, crack sealing, drain work, and site work, which includes a full complement of grading, excavating, and utility i…",-118.147377,56160.0,34.694628,2026-05-22T11:46:26Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,"Lancaster, Los Angeles County","['US', 'California', 'Los Angeles County', 'Lancaster']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Thomann Asphalt Paving Corp,full_time,
5737725922,https://www.adzuna.com/land/ad/5737725922?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=76A5B3B31F048C6A556D3711EC65E967CD5E30BE,0,Concrete Finisher - Experience Required,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1OTIyIn0.F83ZSQLMvvru6z7VYATQMDtJjadEP1VQI98fI7tcajo,76960.0,"Description: Thomann Asphalt is a family-owned full-service asphalt paving company. Thomann’s extensive experience has kept the paving contractor in business for 100 years. The Company’s primary focus is on commercial and industrial paving and site work projects in both the private and public sectors. We specialize in parking lot maintenance, including paving, patching, seal coating, crack sealing, drain work, and site work, which includes a full complement of grading, excavating, and utility i…",-73.808983,56160.0,42.679357,2026-05-22T11:46:26Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,trade-construction-jobs,Trade & Construction Jobs,"Ny State Campus, Albany County","['US', 'New York', 'Albany County', 'Ny State Campus']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Thomann Asphalt Paving Corp,full_time,
5737725279,https://www.adzuna.com/land/ad/5737725279?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=A8383AB8378EF7C7D2115B471469F7C3C87B6FE5,1,Registered Nurse (PRN),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNTI3OSIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.g0eHQzDcY0twWoY-r2Sm_tzOuVQZ6SwbQyXJqQLRzAQ,80146.74,"We save lives while providing the opportunity for people to realize their healthy selves.: Registered Nurse Rosewood Scottsdale Scottsdale, AZ At Monte Nido Rosewood, we understand the intricate medical, emotional, and psychological complications experienced by someone with an eating disorder. Using a holistic and multidisciplinary approach, we treat patients with anorexia nervosa, bulimia nervosa, and binge eating disorders, as well as co-occurring addictions and disorders. Our well-establishe…",-111.82711,80146.74,33.779014,2026-05-22T11:43:07Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"Carefree, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Carefree']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Rosewood,,
5737725265,https://www.adzuna.com/land/ad/5737725265?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=229EA92DEE21E7B22CD7A27B17A66E69ED6C259E,1,Mix Bar Attendant,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1MjY1In0.YkegCoLPimN3DqcSvQBOI33zaf3Nwv9g-0N7YAHBAP8,59994.86,"Additional Information Job Number 26061816 Job Category Food and Beverage & Culinary Location W Nashville, 300 12th Ave S, Nashville, Tennessee, United States, 37203 VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Non-Management POSITION SUMMARY Facilitate positive guest experiences with the in-room honor bar. Inventory honor bar, in-room accessories and promotional materials and replace if required. Maintain the cleanliness and appearance of each honor bar. Utilize software an…",-86.792457,59994.86,36.146286,2026-05-22T11:43:02Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Nashville, Davidson County","['US', 'Tennessee', 'Davidson County', 'Nashville']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Marriott International, Inc",,
5737725266,https://www.adzuna.com/land/ad/5737725266?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=83745B2E03AFBA58F3C42BDD665D9A5D25F10F79,1,Bartender,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1MjY2In0.eV-sa6GfMiuCinuVaqkIp815VvDn_qjHfJLO45vrRjM,54816.47,"Additional Information Job Number 26062022 Job Category Food and Beverage & Culinary Location Gaylord Opryland Resort & Convention Center, 2800 Opryland Dr, Nashville, Tennessee, United States, 37214 VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Non-Management Tip Eligible: Y POSITION SUMMARY Prepare drink orders for guests according to specified recipes using measuring systems. Issue, open, and serve wine/champagne bottles. Set up and maintain cleanliness and condition of ba…",-86.7207,54816.47,36.1719,2026-05-22T11:43:02Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Jere Baxter, Davidson County","['US', 'Tennessee', 'Davidson County', 'Jere Baxter']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Marriott International, Inc",,
5737725264,https://www.adzuna.com/land/ad/5737725264?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=DE43DB1B389DE54612F7EDCD7AC6A437ACE5E757,1,Server,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1MjY0In0.R-8TVHcVstqFK4gm-arTYhETpAP9C6hKS9MiEB2GPPs,51844.13,"Additional Information Seasonal (May - September) Job Number 26062439 Job Category Food and Beverage & Culinary Location W Philadelphia, 1439 Chestnut St, Philadelphia, Pennsylvania, United States, 19102 VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Non-Management POSITION SUMMARY Our jobs aren’t just about putting food on the table that our guests will enjoy until they ask for their bill. Instead, we want to build an experience that is memorable and unique – with food and dr…",-75.16548,51844.13,39.95208,2026-05-22T11:43:02Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Middle East, Philadelphia County","['US', 'Pennsylvania', 'Philadelphia County', 'Middle East']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Marriott International, Inc",,
5737725271,https://www.adzuna.com/land/ad/5737725271?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=8B8B82A16D2225B95014172ADD204E74E852C60F,1,Bistro Server,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkpOaE5fWlY4UkdPd19FbUFKaDlnQSIsImkiOiI1NzM3NzI1MjcxIn0.2MaggLbsKA9VRfEm0G9zqwHsrHqCXimsRE0A3tdkKPw,59541.71,"Additional Information Evening Shift Preferred Job Number 26062467 Job Category Food and Beverage & Culinary Location Courtyard by Marriott Atlanta Perimeter Center, 6250 Peachtree Dunwoody Rd, Atlanta, Georgia, United States, 30328 VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Non-Management POSITION SUMMARY Our jobs aren’t just about putting food on the table that our guests will enjoy until they ask for their bill. Instead, we want to build an experience that is memorable …",-84.39462,59541.71,33.93402,2026-05-22T11:43:02Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Tuxedo, Fulton County","['US', 'Georgia', 'Fulton County', 'Tuxedo']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Marriott International, Inc",,
5737725267,https://www.adzuna.com/land/ad/5737725267?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=1B33A4BE74ECF6406C715CFE55AD8F0F9206F616,1,Wet Deck Server,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNTI2NyIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.JgTnjxpfYLUpHqaWffJxhWegRT4KwfoDRA8meLB4ZY0,45497.23,"Additional Information Job Number 26062110 Job Category Food and Beverage & Culinary Location W Fort Lauderdale, 401 N Fort Lauderdale Beach Blvd, Fort Lauderdale, Florida, United States, 33304 VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Non-Management POSITION SUMMARY Our jobs aren’t just about putting food on the table that our guests will enjoy until they ask for their bill. Instead, we want to build an experience that is memorable and unique – with food and drinks on th…",-80.12952,45497.23,26.11578,2026-05-22T11:43:02Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Fort Lauderdale, Broward County","['US', 'Florida', 'Broward County', 'Fort Lauderdale']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Marriott International, Inc",,
5737725262,https://www.adzuna.com/land/ad/5737725262?se=bJNhN_ZV8RGOw_EmAJh9gA&utm_medium=api&utm_source=abfa41a4&v=FCC2F314BA7FC6B50B078760F21C5828BD988559,1,Culinary Cook Trainee,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzcyNTI2MiIsInMiOiJiSk5oTl9aVjhSR093X0VtQUpoOWdBIn0.5To_yt1AaT6Z8UykC8eq2hmIYvZf6gu25DcSs6sN9JY,91190.05,"Additional Information Job Number 26062050 Job Category Food and Beverage & Culinary Location Monterey Marriott, 350 Calle Principal, Monterey, California, United States, 93940 VIEW ON MAP Schedule Part Time Located Remotely? N Position Type Non-Management Pay Range: $20.00-$20.00 per hour POSITION SUMMARY The Monterey Marriott is now partnering with the Rouxbe Cooking School to offer culinary associates engaging online training opportunities to help grow their careers. Through Rouxbe's self-pa…",-121.8492,91190.05,36.5877,2026-05-22T11:43:01Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,"Del Rey Oaks, Monterey County","['US', 'California', 'Monterey County', 'Del Rey Oaks']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"Marriott International, Inc",,
