salary_max,title,id,adref,redirect_url,created,latitude,description,salary_min,__CLASS__,longitude,salary_is_predicted,category.label,category.__CLASS__,category.tag,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,contract_time,contract_type
84438.25,Physical Therapist (Home Health),5845190007,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NTE5MDAwNyIsInMiOiI4SXljNUVHYThSR1h2TFNWTURjRUtnIn0.-hiOBpuAukmF8bgWnN1DzzxgvnXxUYuDXcK5wQwTfVE,https://www.adzuna.com/land/ad/5845190007?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=1C14FE11BF82396F138379446F4A0D72B64D2DDC,2026-08-17T09:40:51Z,32.530914,"Full Time Physical Therapist - $10,000 Sign On Bonus Part Time and PRN Positions Also Available Explore opportunities with Delhi HomeCare, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your ca…",84438.25,Adzuna::API::Response::Job,-92.105505,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Louisiana', 'Ouachita Parish', 'Monroe']",Adzuna::API::Response::Location,"Monroe, Ouachita Parish",Adzuna::API::Response::Company,UnitedHealth Group,,
94276.31,Physical Therapist,5845189998,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTg5OTk4In0.yGMdRHq-PptbHb1l_Tfw0uRs4yHAJqYOpHht0UqO9ow,https://www.adzuna.com/land/ad/5845189998?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=D84ECB88826C804F7A868B9F1DCA4228159F3016,2026-08-17T09:40:51Z,42.269539,"Enjoy a flexible full-time weekday schedule along with comprehensive benefits designed to support your health, well-being, and work-life balance. Explore opportunities with Caretenders, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and th…",94276.31,Adzuna::API::Response::Job,-71.616178,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Massachusetts', 'Worcester County', 'Westborough']",Adzuna::API::Response::Location,"Westborough, Worcester County",Adzuna::API::Response::Company,UnitedHealth Group,,
34623.33,Licensed Practical Nurse (LPN),5845190001,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTkwMDAxIn0.o_2qhkCDN17P2YJM-gLlCTItYHm_sNq5x_PXrm8yZcs,https://www.adzuna.com/land/ad/5845190001?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=3A9ED28B95825C848CFC39D0CAF4E7133115B62D,2026-08-17T09:40:51Z,30.430969,"Full-Time Position! (Monday-Friday, 8a-4:30p) Explore opportunities with SunCrest OMNI, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring.…",34623.33,Adzuna::API::Response::Job,-84.264752,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Florida', 'Leon County', 'Tallahassee']",Adzuna::API::Response::Location,"Tallahassee, Leon County",Adzuna::API::Response::Company,UnitedHealth Group,,
51839.79,Registered Nurse - RN,5845190009,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTkwMDA5In0.CpUWl2DTcX2CJkQnFnVEJYw0fRgCA19QYwTteDjWLS8,https://www.adzuna.com/land/ad/5845190009?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=0F5B74F8958F3679EBCA64BE81F5B9A01BF59CEB,2026-08-17T09:40:51Z,32.570157,"Full-Time Registered Nurse (RN) Explore opportunities with Louisiana HomeCare, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecti…",51839.79,Adzuna::API::Response::Job,-92.189907,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Louisiana', 'Ouachita Parish', 'West Monroe']",Adzuna::API::Response::Location,"West Monroe, Ouachita Parish",Adzuna::API::Response::Company,UnitedHealth Group,,
94896.1,Physical Therapist (Home Health),5845190000,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTkwMDAwIn0.gekzKJ3Y_e-HeHRuUghlRZW_f_rjepSIL01G8BFX04s,https://www.adzuna.com/land/ad/5845190000?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=2668A579056D3A74B2395D255C228DD60C32FD26,2026-08-17T09:40:51Z,32.281825,"Physical Therapist - $7500 Sign On Bonus for Full Time Part Time or PRN Positions also Available Explore opportunities with Louisiana HomeCare, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for yo…",94896.1,Adzuna::API::Response::Job,-93.82407,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Louisiana', 'De Soto Parish', 'Stonewall']",Adzuna::API::Response::Location,"Stonewall, De Soto Parish",Adzuna::API::Response::Company,UnitedHealth Group,,
95049.26,Physical Therapist,5845189981,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NTE4OTk4MSIsInMiOiI4SXljNUVHYThSR1h2TFNWTURjRUtnIn0.Chbzm65FaqOnho6dvQBHLlBkjeEmtKiBEUwML3Tpbp4,https://www.adzuna.com/land/ad/5845189981?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=31E0E6EA82B446112E344638D9C1196189C65211,2026-08-17T09:40:50Z,39.08916,"Territory Covered: Montgomery County We offer a flexible weekday schedule, mileage reimbursement, and comprehensive benefits to support your health, financial well-being, and work-life balance. Explore opportunities with HomeCall, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections wit…",95049.26,Adzuna::API::Response::Job,-77.190884,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Maryland', 'Montgomery County', 'Rockville']",Adzuna::API::Response::Location,"Rockville, Montgomery County",Adzuna::API::Response::Company,UnitedHealth Group,,
73750.55,"Physical Therapist Including $15,000 Sign-On Bonus",5845189988,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTg5OTg4In0.WKQqrMm4dBg2fhqX4rVPRPRUMFvuH88-ekY5O2BzPjQ,https://www.adzuna.com/land/ad/5845189988?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=AF1956E5641864DE009E2C258CCFC531898B0EF5,2026-08-17T09:40:50Z,42.293147,"$15,000 Sign-on Bonus for External Candidates We offer a competitive sign-on bonus with flexible payout options, designed to meet individual needs. Payout structure and eligibility will be discussed during the interview process. Explore opportunities with Caretenders, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members…",73750.55,Adzuna::API::Response::Job,-71.231991,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Massachusetts', 'Norfolk County', 'Needham Heights']",Adzuna::API::Response::Location,"Needham Heights, Norfolk County",Adzuna::API::Response::Company,UnitedHealth Group,,
66917.36,"RN, Home Health",5845189982,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTg5OTgyIn0.2oESwz74tluwD-gViL8SQpHVKomS3ayNKaQIN2sgD-A,https://www.adzuna.com/land/ad/5845189982?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=698D4D9DF9FB289C8027C2260FE83DA2DFC8AEA0,2026-08-17T09:40:50Z,40.862585,"Flexible Scheduling Mileage Reimbursement Provided Local Coverage Area: Snyder County & portions of Union, Northumberland, and Mifflin County $12,500 Sign-On Bonus Available for Full-Time External Hires Explore opportunities with Geisinger Home Health, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create mean…",66917.36,Adzuna::API::Response::Job,-76.79441,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Pennsylvania', 'Northumberland County', 'Sunbury']",Adzuna::API::Response::Location,"Sunbury, Northumberland County",Adzuna::API::Response::Company,UnitedHealth Group,,
87159.82,"Physical Therapist - Granite City, IL - Sign On Bonus $7,500",5845189975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTg5OTc1In0._ysryY2Qa0HBUqF9Q0IP-QqCTkpDXKq5QVNW5IkaJ2c,https://www.adzuna.com/land/ad/5845189975?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=4D62DD16EA21E33CAC8E0031020B7A19A15C813B,2026-08-17T09:40:49Z,38.701439,"$7,500 Sign-on Bonus for External Candidates Explore opportunities with Gateway Regional Home Health, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a cult…",87159.82,Adzuna::API::Response::Job,-90.14872,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Illinois', 'Madison County', 'Granite City']",Adzuna::API::Response::Location,"Granite City, Madison County",Adzuna::API::Response::Company,UnitedHealth Group,,
90470.3,Clinical Director- RN Home Health $5K Bonus,5845189977,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTg5OTc3In0.06B7pyrjTVYnJbFyXZMz58yHOqdd02amcF_UGflp-cU,https://www.adzuna.com/land/ad/5845189977?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=BA5C4496E1BB80074133BEA104E0087399669770,2026-08-17T09:40:49Z,47.091776," $5,000 Sign on Bonus for eligible full time candidates Explore opportunities with Assured Home Health, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a cu…",90470.3,Adzuna::API::Response::Job,-123.852641,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Washington', 'Grays Harbor County', 'Aberdeen']",Adzuna::API::Response::Location,"Aberdeen, Grays Harbor County",Adzuna::API::Response::Company,UnitedHealth Group,,
51403.41,Licensed Practical Nurse,5845189959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NTE4OTk1OSIsInMiOiI4SXljNUVHYThSR1h2TFNWTURjRUtnIn0.2MY2SGb18XD-Hh3Ko4rN3e0dpMdctXk0kc25coZN9Yg,https://www.adzuna.com/land/ad/5845189959?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=D6993FDACAEF184B802F2549AA2866A615F39380,2026-08-17T09:40:48Z,38.473182,"Explore opportunities with LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecting. Growing together. The Licensed Practical Nurse in Home Hea…",51403.41,Adzuna::API::Response::Job,-77.996664,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Virginia', 'Culpeper County', 'Culpeper']",Adzuna::API::Response::Location,"Culpeper, Culpeper County",Adzuna::API::Response::Company,UnitedHealth Group,,
47130.36,Licensed Practical Nurse,5845189958,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTg5OTU4In0.Jvm3syRQA04gIwZBJ-qhy7FMaMEAggccyNojgRBO0YQ,https://www.adzuna.com/land/ad/5845189958?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=6E7941D623F59CA95B7A8B1FEE223C12F5EFA7EB,2026-08-17T09:40:48Z,36.187614,"Explore opportunities with Elite Home Health, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecting. Growing together. LHCJOBS The…",47130.36,Adzuna::API::Response::Job,-94.239698,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Arkansas', 'Washington County', 'Springdale']",Adzuna::API::Response::Location,"Springdale, Washington County",Adzuna::API::Response::Company,UnitedHealth Group,,
101707.15,Physical Therapist,5845189963,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEl5YzVFR2E4UkdYdkxTVk1EY0VLZyIsImkiOiI1ODQ1MTg5OTYzIn0.lTbo3lXynAvgCs7q19Nh9IeHyqf7sqJNv6iIlaXTK-w,https://www.adzuna.com/land/ad/5845189963?se=8Iyc5EGa8RGXvLSVMDcEKg&utm_medium=api&utm_source=abfa41a4&v=EB128E9AA39557C8F9CBFA2A1B76EA211DC9CE1D,2026-08-17T09:40:48Z,41.304334,"Explore opportunities with Patient Care, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to helping people feel their best, including our team members who create meaningful connections with patients, their families, each other and the communities we serve. Find a home for your career here. Join us and embrace a culture of Caring. Connecting. Growing together. As the Physical …",101707.15,Adzuna::API::Response::Job,-72.936879,1,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Connecticut', 'New Haven County', 'New Haven']",Adzuna::API::Response::Location,"New Haven, New Haven County",Adzuna::API::Response::Company,UnitedHealth Group,,
