longitude,contract_time,description,__CLASS__,title,salary_min,latitude,salary_is_predicted,created,adref,redirect_url,salary_max,id,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.tag,category.label,category.__CLASS__,contract_type
-76.63194,part_time,"Coach is a global fashion house founded in New York in 1941. Inspired by the vision of Creative Director Stuart Vevers and the inclusive and courageous spirit of our hometown, we make beautiful things, crafted to last—for you to be yourself in. Coach is part of the Tapestry portfolio – a global house of brands committed to stretching what’s possible. A member of the Tapestry family, we are part of a global house of brands that has unwavering optimism and is committed to being innovative and who…",Adzuna::API::Response::Job,Sales Associate III,31200.0,40.264008,0,2026-08-16T09:15:00Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzk3NSIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.jnrGP-5efc6VtG-a31t5N3Oge4QtvpTrvJY_HqRMZNw,https://www.adzuna.com/details/5844233975?utm_medium=api&utm_source=abfa41a4,40040.0,5844233975,Tapestry,Adzuna::API::Response::Company,"['US', 'Pennsylvania', 'Dauphin County', 'Hershey']",Adzuna::API::Response::Location,"Hershey, Dauphin County",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,contract
-82.020137,full_time,"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? We help YOU make it! The expected base rate for this role is $25.00 per hour during training period (2-8 weeks), then paid component pay (based on miles, cases, and stops). *Pay consists of an hourly rate, then component pay, and other incentives. Benefits …",Adzuna::API::Response::Job,CDL Delivery Driver,84123.66,38.43259,1,2026-08-16T09:14:57Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzk2NSIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.DffmQycv6ZdrUCKbYDWnAiS5nFbzqNXcbLH6O2mHJ5M,https://www.adzuna.com/details/5844233965?utm_medium=api&utm_source=abfa41a4,84123.66,5844233965,US Foods,Adzuna::API::Response::Company,"['US', 'West Virginia', 'Putnam County', 'Hurricane']",Adzuna::API::Response::Location,"Hurricane, Putnam County",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
-71.257723,full_time,"• The Scientist II, Downstream Processing will independently design, execute, and interpret studies to test and characterize new and prototype downstream processing technologies, equipment, and products for biologics and advanced therapies. This role will generate application data across areas including monoclonal antibodies, recombinant proteins, cell and gene therapies, vaccines, and related modalities, translating experimental findings into clear technical recommendations, application insigh…",Adzuna::API::Response::Job,Scientist II,113600.0,42.400469,0,2026-08-16T09:14:44Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzk1MiIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.GHALL0DBxUWyP0WZ0hE8PeANCyVHrXzGwNuKAXxSpHQ,https://www.adzuna.com/details/5844233952?utm_medium=api&utm_source=abfa41a4,163300.0,5844233952,Repligen Corporation,Adzuna::API::Response::Company,"['US', 'Massachusetts', 'Middlesex County', 'Waltham']",Adzuna::API::Response::Location,"Waltham, Middlesex County",scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,
-71.86698,,"Grow your impact in advanced manufacturing Help us deliver precision components on schedule as a key contributor in the Manufacturing department. You’ll report to the Manufacturing Manager and be trusted with setup, operation, and program edits across CNC equipment while championing quality and Lean improvements. FLSA CLASSIFICATION: Non Exempt Your impact Translate travelers, drawings, and specifications into efficient machine setups and reliable production runs. Retrieve, modify, and execute …",Adzuna::API::Response::Job,Precision CNC Milling/Turning Specialist,37440.0,41.90676,0,2026-08-16T09:14:20Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3BCdHJuZVo4UkdxTTl0bHJLMkZmUSIsImkiOiI1ODQ0MjMzODc2In0.-XTxHCGnxrcvzhMTC8q0d89eqATptzaNfXuvS05e4c8,https://www.adzuna.com/details/5844233876?utm_medium=api&utm_source=abfa41a4,208000.0,5844233876,Alinabal,Adzuna::API::Response::Company,"['US', 'Connecticut', 'Windham County', 'Putman']",Adzuna::API::Response::Location,"Putman, Windham County",manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Category,
-81.080985,,"LRS Healthcare - Travel Nursing is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Savannah, Georgia. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 09/07/2026 Duration: 18 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel At LRS Healthcare, we connect skilled nursing and allied health professionals with rewarding opportunities at top healthcare facilities across the country. Whether you're loo…",Adzuna::API::Response::Job,"Travel Nurse RN - ED - Emergency Department - $2,123 per week",0.0,32.081259,0,2026-08-16T09:14:15Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzg3MSIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.ByZW6L9n5Q2FreFxdTkZrZLyRvHIg4UaSwcqCCdrcLU,https://www.adzuna.com/land/ad/5844233871?se=cpBtrneZ8RGqM9tlrK2FfQ&utm_medium=api&utm_source=abfa41a4&v=5009198512DBAB7312F1F16DA7EA44487EFA9668,110396.0,5844233871,LRS Healthcare - Travel Nursing,Adzuna::API::Response::Company,"['US', 'Georgia', 'Chatham County', 'Savannah']",Adzuna::API::Response::Location,"Savannah, Chatham County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
-105.072292,full_time,"Job Description Join Our Team as an Circuit Design Engineer and become a member of the US Navy's Fleet Ballistic Missile (FBM) D5 Life Extension 2 (D5LE2) Avionics team. Location: This position does not support teleworking ; the preferred candidate will be located near our Lockheed Martin Space facility one of the Coolest places to work: Littleton CO and be expected to work in the office. About Lockheed Martin Space Space is a critical domain, connecting our technologies, our security and our h…",Adzuna::API::Response::Job,"Circuit Design Engineer II, Secret Clearance",105731.77,39.47498,1,2026-08-16T09:14:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzg2NCIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.UKhM_gn_gKyuWHNveVhcW1-1UgvLY7-f-3vxmz_QXME,https://www.adzuna.com/land/ad/5844233864?se=cpBtrneZ8RGqM9tlrK2FfQ&utm_medium=api&utm_source=abfa41a4&v=8FCDCED02263758C802322957C9701C3272E6690,105731.77,5844233864,Lockheed Martin,Adzuna::API::Response::Company,"['US', 'Colorado', 'Douglas County', 'Roxborough']",Adzuna::API::Response::Location,"Roxborough, Douglas County",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
-90.192483,,"Registered Nurse (SDU) - Metairie, LA ( SM0106) Schedule based on your preferred hours and days! No Client Interview Needed. Start right after credentialing! Get immediate login access to the platform with all open shifts! Location: Metairie, LA Employment Type: Per-Diem ( this is a 1099 position) Hourly Rate: $41.76 per hour About Greenlife Healthcare Staffing: Greenlife Healthcare Staffing is a leading nationwide recruitment agency dedicated to connecting healthcare professionals with top-tie…",Adzuna::API::Response::Job,Registered Nurse (SDU),78663.6,30.013976,1,2026-08-16T09:13:59Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzg1NyIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.fXTTGUpcSLYewkecS-17SW8Hkd_AeaffhsEozqp7CRs,https://www.adzuna.com/details/5844233857?utm_medium=api&utm_source=abfa41a4,78663.6,5844233857,GreenLife Healthcare Staffing,Adzuna::API::Response::Company,"['US', 'Louisiana', 'Jefferson Parish', 'Metairie', 'Metairie Terrace']",Adzuna::API::Response::Location,"Metairie Terrace, Metairie",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
-75.545138,full_time,"Chemical Plant Loader PSC Group is hiring a Chemical Loading Operator to join our team! This full-time role offers hands-on training, safety-focused work, and long-term career growth. If you're looking for stability with a company that values its people, consider joining the PSC family today! Job Duties & Responsibilities:• Ensures that the vessel is secured and inspected at the loading rack• Transfers product according to procedures• Checks product / vessel weight to ensure limitations do not …",Adzuna::API::Response::Job,Chemical Plant Loader,47876.11,39.73126,1,2026-08-16T09:13:58Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzg1NiIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.RFC4r4BM0hg8GRWM90P5bGqcixptVXnQMot15OHjJ3A,https://www.adzuna.com/details/5844233856?utm_medium=api&utm_source=abfa41a4,47876.11,5844233856,PSC Group,Adzuna::API::Response::Company,"['US', 'Delaware', 'New Castle County', 'Wilmington']",Adzuna::API::Response::Location,"Wilmington, New Castle County",trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,
-103.617975,full_time,"Lube Technician — North Dakota Poff's Power Solutions | Full-Time | Shop-Based | 12-Hour Day Shifts Poff's Power Solutions operates out of Williston, ND providing fleet maintenance, mobile repair, welding, and mechanical services to oilfield operators, commercial fleets, and local equipment owners. We're looking for a dependable Lube Technician who is eager to learn, takes pride in quality work, and wants to build a long-term career in the diesel and heavy equipment industry. This position is b…",Adzuna::API::Response::Job,Lube Technician — North Dakota,37440.0,48.146968,0,2026-08-16T09:13:57Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzg1MyIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.rIwWR7jEOV_dnWDrp3tKqLbs1qTQmNW9R62aRzAzWrI,https://www.adzuna.com/details/5844233853?utm_medium=api&utm_source=abfa41a4,49920.0,5844233853,Nexgen Enterprises,Adzuna::API::Response::Company,"['US', 'North Dakota', 'Williams County', 'Williston']",Adzuna::API::Response::Location,"Williston, Williams County",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,
-85.197741,full_time,"Job Title: Remote Customer Service Representative – Hotel Bookings Job Type: Flexible Schedule | Remote About Us We are a trusted travel planning company specializing in personalized vacations, hotel accommodations, cruises, and group travel. Our mission is to deliver exceptional customer service while helping clients create memorable travel experiences worldwide. Position Overview We are seeking friendly, detail-oriented individuals to join our team as Remote Customer Service Representatives f…",Adzuna::API::Response::Job,Online | Hotel Booking Agent | No Experience Needed,25000.0,44.070506,0,2026-08-16T09:13:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3BCdHJuZVo4UkdxTTl0bHJLMkZmUSIsImkiOiI1ODQ0MjMzODU1In0.CUFGoWaJAKpU8e4pCZTOFYohhElKgWiN9IA1nGGN21U,https://www.adzuna.com/details/5844233855?utm_medium=api&utm_source=abfa41a4,75000.0,5844233855,Aisles & Abroad,Adzuna::API::Response::Company,"['US', 'Michigan']",Adzuna::API::Response::Location,"Michigan, US",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
-71.066119,full_time,"Position Overview We are seeking a detail-oriented and service-focused Hospitality & Travel Coordinator to assist with organizing travel-related services and hospitality arrangements. This role focuses on coordinating schedules, managing details, and supporting clients to ensure a smooth and well-structured experience. This is a fully remote position ideal for individuals who are organized, proactive, and enjoy working in a client-focused environment. Key Responsibilities Coordinate hospitality…",Adzuna::API::Response::Job,Remote Hospitality & Travel Coordinator | No Experience Needed,35000.0,42.354856,0,2026-08-16T09:13:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3BCdHJuZVo4UkdxTTl0bHJLMkZmUSIsImkiOiI1ODQ0MjMzODQ4In0.I_Q5HlmCNkJYCSI2nF25m8Xzri4p9e6H4pgjJpmDADM,https://www.adzuna.com/details/5844233848?utm_medium=api&utm_source=abfa41a4,65000.0,5844233848,Aisles & Abroad,Adzuna::API::Response::Company,"['US', 'Massachusetts', 'Suffolk County', 'Boston']",Adzuna::API::Response::Location,"Boston, Suffolk County",pr-advertising-marketing-jobs,"PR, Advertising & Marketing Jobs",Adzuna::API::Response::Category,
-83.059881,full_time,"Under the general supervision of the Crisis Care Center – Site Director, the Crisis Care Shift Supervisor is responsible for providing general supervision and monitoring for the Crisis Care Center. This position will also provide clinical support for clients of the Crisis Care Center. PRINCIPAL DUTIES AND RESPONSIBILITIES: Serves as the onsite immediate supervisor for team members through role modeling, coaching and assisting the unit. Oversees daily operations. Creates a healthy partnership wi…",Adzuna::API::Response::Job,Crisis Care Shift Supervisor,62212.66,42.344531,1,2026-08-16T09:13:46Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzg0OSIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.jabXJu92OgP9mnl54xqaB07bjzJfAQtF1ey9eNSPvxQ,https://www.adzuna.com/details/5844233849?utm_medium=api&utm_source=abfa41a4,62212.66,5844233849,DETROIT WAYNE Integrated HEALTH Network,Adzuna::API::Response::Company,"['US', 'Michigan', 'Wayne County', 'Detroit']",Adzuna::API::Response::Location,"Detroit, Wayne County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
-73.687908,full_time,"At LifeStance Health, we believe in a truly healthy society where mental and physical healthcare are unified to make lives better. Our mission is to help people lead healthier, more fulfilling lives by improving access to trusted, affordable, and personalized mental healthcare. Everywhere. Every day. It’s a lofty goal; we know. But we make it happen with the best team in behavioral health. Thank you for taking the time to explore a career with us. As the fastest growing behavioral health practi…",Adzuna::API::Response::Job,Licensed Clinical Social Worker (LCSW),72000.0,40.735102,0,2026-08-16T09:13:44Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzg0MiIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.XCND1wXfWrFZfHnXhNgAK-QJ2Z2U4wCSdP22jmp4Ot0,https://www.adzuna.com/details/5844233842?utm_medium=api&utm_source=abfa41a4,110000.0,5844233842,LifeStance Health,Adzuna::API::Response::Company,"['US', 'New York', 'Nassau County', 'New Hyde Park']",Adzuna::API::Response::Location,"New Hyde Park, Nassau County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
-83.443,part_time,"Now Hiring Part-Time School Bus Drivers for Brandon School District in Ortonville, MI! As a Part Time School Bus Driver, you will play a vital role in your community and the lives of students. You will start students’ days with morning pickup before school and transport them safely back home in the afternoon. Additional hours for field trips and special event transportation may be available. No experience is necessary to become a school bus driver! We are here to help you succeed with expert tr…",Adzuna::API::Response::Job,School Bus Driver,38404.62,42.852251,1,2026-08-16T09:13:42Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3BCdHJuZVo4UkdxTTl0bHJLMkZmUSIsImkiOiI1ODQ0MjMzODM5In0.74yZQMvXxgu4rwepOiJ4qBX7MXETarcY7pDJxvwOOh8,https://www.adzuna.com/details/5844233839?utm_medium=api&utm_source=abfa41a4,38404.62,5844233839,First Student,Adzuna::API::Response::Company,"['US', 'Michigan', 'Oakland County', 'Ortonville']",Adzuna::API::Response::Location,"Ortonville, Oakland County",travel-jobs,Travel Jobs,Adzuna::API::Response::Category,
-111.029466,,"Join the Top- Rated Travel Healthcare Team! Skyline Med Staff was named as the 1 Best Travel Healthcare Company in 2025 by BluePipes, a recognition driven by glowing reviews from travel healthcare professionals. Our recruiters are consistently praised on Google for their responsiveness, dedication, accessibility, and industry knowledge. Ready to experience the difference? Apply for a job today and see why healthcare professionals choose Skyline! As a traveler with Skyline Med Staff, you'll have…",Adzuna::API::Response::Job,Radiology - Nuc Med,58639.52,45.674039,1,2026-08-16T09:13:41Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDIzMzgzOCIsInMiOiJjcEJ0cm5lWjhSR3FNOXRscksyRmZRIn0.-bxvC7_7NcQ4_LY7U4jl9gC3Z72wcYxYRQFpV27dVBw,https://www.adzuna.com/details/5844233838?utm_medium=api&utm_source=abfa41a4,58639.52,5844233838,Bozeman Deaconess Hospital,Adzuna::API::Response::Company,"['US', 'Montana', 'Gallatin County', 'Bozeman']",Adzuna::API::Response::Location,"Bozeman, Gallatin County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
