__CLASS__,adref,redirect_url,latitude,longitude,contract_type,id,created,title,contract_time,salary_min,salary_max,description,salary_is_predicted,category.tag,category.__CLASS__,category.label,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTI5NDE4MiIsInMiOiIxTUNzQnNrODhSRy1Hcjk5Tm1XY2JBIn0.zeEmEbO4o7QdOfeF5VDH31kmflZT8FQ_244q_gMqrjU,https://www.adzuna.com/land/ad/5705294182?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=AB454DBA096813AD0BD252E9B2F4095334AE3737,42.365079,-71.104519,,5705294182,2026-04-20T10:51:29Z,"Vice President , Global Clinical Lead - Solid Tumor (BOSTON)",full_time,358607.5,358607.5,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as a Vice Pr…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTcyIn0.eMS-3DRGdndO6ESLTQaRlAezktPadlDhdoWHdZdQf9E,https://www.adzuna.com/land/ad/5705294172?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=1D7690449A60725E743F6CF4E6952ADF53A98C5B,42.365079,-71.104519,,5705294172,2026-04-20T10:51:29Z,Head of Target Validation Research (BOSTON),full_time,175331.77,175331.77,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Objective / Purpose: The Director, Target Validation Sciences will lead a next-generation, automation-enabled assay hub for human dis…",1,it-jobs,Adzuna::API::Response::Category,IT Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTc5In0.eepVZUZSEjOQMUMv6YeYodzUReTLSUnnmmeMId3fD4Y,https://www.adzuna.com/land/ad/5705294179?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=3F042AB688AFA42FD12381EF0A86CD0AE686C3FD,42.365079,-71.104519,,5705294179,2026-04-20T10:51:29Z,"Global Head, Strategic Research Outsourcing (BOSTON)",part_time,296187.84,296187.84,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Objective / Purpose: The Head of Strategic Research Outsourcing serves as the enterprise‑level leader responsible for shaping and exe…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTI5NDE3MyIsInMiOiIxTUNzQnNrODhSRy1Hcjk5Tm1XY2JBIn0.PCXtNvSYewBkqkfKBjMbpYF1irR4FCl9m5HbMhyZq3Y,https://www.adzuna.com/land/ad/5705294173?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=2C9C546AD029AA62301E811F3FA5086353FAFF5A,42.365079,-71.104519,,5705294173,2026-04-20T10:51:29Z,"Associate Director, Statistics - Leading edge R&D-driven environment (BOSTON)",full_time,159037.95,159037.95,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as Associate…",1,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTI5NDE4MyIsInMiOiIxTUNzQnNrODhSRy1Hcjk5Tm1XY2JBIn0.F3c5BofpLjLDp6k7vsKseTyXJESDx7aeEueWNbjZ7y4,https://www.adzuna.com/land/ad/5705294183?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=BCD1D888DE4044354BD7AC2C447963DF3073D2EF,42.365079,-71.104519,,5705294183,2026-04-20T10:51:29Z,"Senior Scientist, Cellular Lead Profiling (Automation) (BOSTON)",part_time,127555.35,127555.35,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description At Takeda, we are a forward-looking, world-class R&D organization that unlocks innovation and delivers transformative therapies to pa…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTI5NDE4NSIsInMiOiIxTUNzQnNrODhSRy1Hcjk5Tm1XY2JBIn0.0dZ16oylxznu2mVD6Xb2RcsPbCvB0LuAguv80LW3p18,https://www.adzuna.com/land/ad/5705294185?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=DC97CBE9685101D8243EE471C11F942910F5804D,42.365079,-71.104519,contract,5705294185,2026-04-20T10:51:29Z,"Deputy Medical Director, Neuroscience Clinical Science (CAMBRIDGE)",full_time,232002.55,232002.55,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as an Associ…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTgxIn0.7fuDl73dqh7UdQNr0oGSvKaGYaKepPo1l2iLdVK5eIE,https://www.adzuna.com/land/ad/5705294181?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=A07EBD725DC141C5EEA58E360B84B01913E0075D,42.365079,-71.104519,,5705294181,2026-04-20T10:51:29Z,Director of Oncology Clinical Science (BOSTON),full_time,225260.38,225260.38,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Are you looking for a patient-focused, innovation-driven company that will inspire you and empower you to shine? Join us as a Medical…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTY4In0.b7zdu-vB8hJYEKie7tBbBUn1w8Q77GNPpHKJykz2BjM,https://www.adzuna.com/land/ad/5705294168?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=41BD431C69830FA35CA657A0F31887D203BB3587,42.365079,-71.104519,,5705294168,2026-04-20T10:51:29Z,"Senior Director, Oncology Therapeutic Area Lead (TAL), Drug Metabolism, Pharmacokinetics and Modeling (DMPK&M) - Leverage scientific leadership to drive oncology drug innovation (BOSTON)",full_time,206216.31,206216.31,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description OBJECTIVES/PURPOSE: The Oncology (ONC) Therapeutic Area Lead in DMPK&M will have strong scientific and strategic leadership to impact…",1,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTc3In0._Nk9ZjC10NeFaJdhuuQf1AuiYOhYLQXo1vF48AOsUo8,https://www.adzuna.com/land/ad/5705294177?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=45830C155B944180DC4029A580685C8F65E72397,42.35768,-71.05763,,5705294177,2026-04-20T10:51:29Z,Clinical Trials Coordinator (BOSTON),part_time,95171.26,95171.26,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Are you looking for a patient-focused, innovation-driven company to inspire you and empower you to shine? Join us as a Clinical Study…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Boston, Suffolk County","['US', 'Massachusetts', 'Suffolk County', 'Boston']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTg3In0.ePNPLenECuP9TpH8DITRz2F2dvr9wF06pgrL31WT8-M,https://www.adzuna.com/land/ad/5705294187?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=715082C978FD65F6282D7265F0D886D4B9188659,42.435368,-71.232202,,5705294187,2026-04-20T10:51:29Z,Human Factors Engineering - Associate Engineering Fellow - Influence cutting-edge medical technology design (LEXINGTON),full_time,172193.25,172193.25,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description Objective Human Factors Engineering (HFE) Lead - Associate Engineering Fellow (AEF) is responsible for Human Centered Design of Medic…",1,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Adzuna::API::Response::Location,"Lexington, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Lexington']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNTI5NDE4MCIsInMiOiIxTUNzQnNrODhSRy1Hcjk5Tm1XY2JBIn0.X2Uz4KFo_ot4b88mNLfjma08Vl12OWTJOnOI_hYfCmA,https://www.adzuna.com/land/ad/5705294180?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=3E495EC7794D4155292E056EE202C66A6204C183,42.365079,-71.104519,,5705294180,2026-04-20T10:51:29Z,Head of Lab Operations (BOSTON),full_time,168088.78,168088.78,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description About the Role: At Takeda, we are guided by our purpose of Better Health for People, Brighter Future for the World and our commitment…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTc0In0.DUqFJBXXO3_ihSHngzfikDcifmE8svJbmuNptVoKKZA,https://www.adzuna.com/land/ad/5705294174?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=4A4629C9D5E1A6694615FC42C75A66F38B9FBD1C,42.365079,-71.104519,,5705294174,2026-04-20T10:51:29Z,"Executive Director, Oncology DMPK & Modeling Lead (BOSTON)",full_time,176479.72,176479.72,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description OBJECTIVES/PURPOSE: The Oncology (ONC) Therapeutic Area Lead in DMPK&M will have strong scientific and strategic leadership to impact…",1,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMU1Dc0Jzazg4UkctR3I5OU5tV2NiQSIsImkiOiI1NzA1Mjk0MTc1In0.-JRlB42lmA1pTFUpqOVAAGrWgorxeliA1hSB9d7rpFg,https://www.adzuna.com/land/ad/5705294175?se=1MCsBsk88RG-Gr99NmWcbA&utm_medium=api&utm_source=abfa41a4&v=297E7324A18C957EE5F60A5207EA4EA555BA5982,42.365079,-71.104519,,5705294175,2026-04-20T10:51:29Z,"Associate Scientist, Biochemical Lead Profiling (BOSTON)",part_time,108705.27,108705.27,"By clicking the “Apply” button, I understand that my employment application process with Takeda will commence and that the information I provide in my application will be processed in line with Takeda’s Privacy Notice and Terms of Use . I further attest that all information I submit in my employment application is true to the best of my knowledge. Job Description At Takeda, we are a forward-looking, world-class R&D organization that unlocks innovation and delivers transformative therapies to pa…",1,scientific-qa-jobs,Adzuna::API::Response::Category,Scientific & QA Jobs,Adzuna::API::Response::Location,"Cambridgeport, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Cambridgeport']",Adzuna::API::Response::Company,Takeda Pharmaceutical
