salary_min,salary_max,latitude,title,longitude,id,created,redirect_url,__CLASS__,adref,description,salary_is_predicted,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.area,location.display_name,location.__CLASS__,contract_time,contract_type
0.0,79300.0,35.231211,"Travel Skilled Nursing Facility (SNF) Certified Occupational Therapy Assistant - Paying up to $1,525/week",-111.568286,5801270044,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270044?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=C9B00D2938172FEF0BE90FA231EC52B742B75CBB,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDA0NCIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.MaWTpmFZhl0NKRqdo9zDuI472VnB-6b5yPMr7Z0KrFQ,"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Flagstaff, Arizona paying up to $1,525/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'Arizona', 'Coconino County', 'Bellemont']","Bellemont, Coconino County",Adzuna::API::Response::Location,,
0.0,131196.0,44.899277,"Travel Outpatient Physical Therapist - Paying up to $2,523/week",-71.458717,5801270037,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270037?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=C9017088DFAC7F48397D39DBFDD1A7D16803F9FD,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDAzNyIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.6YrkL-VkDX_fEBRyuPzvusM2qt6x0YmYU8GxVRDDkfY,"Vivian is looking for Travel Physical Therapist Therapys in Colebrook, New Hampshire paying up to $2,523/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'New Hampshire', 'Coos County', 'Colebrook']","Colebrook, Coos County",Adzuna::API::Response::Location,,
0.0,73840.0,35.773993,"Travel Outpatient Physical Therapy Assistant - Paying up to $1,420/week",-78.63276,5801270041,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270041?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=8B95563FC3E2D597CBB31930BEA7B42A624EFB61,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDQxIn0.8ugsU-5k_XMd9l8CciMNtBnP68kaMDouZ7tKp8XkrA8,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Raleigh, North Carolina paying up to $1,420/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Wake County', 'Raleigh']","Raleigh, Wake County",Adzuna::API::Response::Location,,
0.0,108316.0,37.97802,"Travel Skilled Nursing Facility (SNF) Physical Therapy Assistant - Paying up to $2,083/week",-122.05572,5801270045,2026-07-15T10:55:50Z,https://www.adzuna.com/land/ad/5801270045?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=01C46AF8DC70A316FBA8FE9886A1DF3E29373FF1,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDQ1In0.KlVZI32XQyLFz9n1z4FLCFnKiQjWUuFJtgwoSP2S32w,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Concord, California paying up to $2,083/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and dis…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,"['US', 'California', 'Contra Costa County', 'Pacheco']","Pacheco, Contra Costa County",Adzuna::API::Response::Location,,
0.0,102544.0,34.0414,"Travel Physical Therapist - $1,972 per week",-118.2538,5801270024,2026-07-15T10:55:49Z,https://www.adzuna.com/land/ad/5801270024?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=93E606217E688A1F1D2CA28FC1A1DE75C6FC0685,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDI0In0.AZpCEYHHSIlkTGL94QMqcrA9oVPPAOAqTnDhz8T3uOg,"Uniti Med is seeking a travel Physical Therapist for a travel job in Los Angeles, California. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: 08/10/2026 Duration: 2 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Benefits: Day 1 Insurance Cigna medical, MetLife dental and vision insurance License reimbursement for new licenses needed for each assignment Discounts with hotels and rental cars A dedicated recruiter and support team …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Uniti Med,Adzuna::API::Response::Company,"['US', 'California', 'Los Angeles County', 'Textile Finance']","Textile Finance, Los Angeles County",Adzuna::API::Response::Location,,
45760.0,83200.0,36.500587,staff - Registered Nurse (RN) - New Graduate - $22-40 per hour,-86.870305,5801270018,2026-07-15T10:55:49Z,https://www.adzuna.com/land/ad/5801270018?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=5E360D413E6A462A62E2494940C5D20C6CE78B8A,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDE4In0.LBJ4BE97ggu94tFzZwfNjstBLo8c3vg6EFU1rkS3TXQ,"Perm Staff Jobs is seeking a Registered Nurse (RN) New Graduate for a nursing job in Springfield, Tennessee. Job Description & Requirements Specialty: New Graduate Discipline: RN Duration: Ongoing Employment Type: Staff New Grad Registered Nurse Residency Introduction Do you want to join an organization that invests in you? At TriStar NorthCrest Medical Center , you come first! HCA Healthcare is committed to the growth and development of our future nurses! The HCA Nurse Residency Program is a y…",0,Adzuna::API::Response::Category,graduate-jobs,Graduate Jobs,Perm Staff Jobs,Adzuna::API::Response::Company,"['US', 'Tennessee', 'Robertson County', 'Coopertown']","Coopertown, Robertson County",Adzuna::API::Response::Location,,
0.0,112320.0,35.741598,Local Contract Telemetry Registered Nurse - $54 per hour,-81.698417,5801270020,2026-07-15T10:55:49Z,https://www.adzuna.com/land/ad/5801270020?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=DBB6C372061F25FD9100F2BF15E79BE038280529,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDAyMCIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.DCt7Iisu-aB-8vz-X3IqFfRFMirZOm3eOh4wajo8HVU,"Assured Nursing is seeking a local contract nurse RN Telemetry for a local contract nursing job in Morganton, North Carolina. Job Description & Requirements Specialty: Telemetry Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Assured Nursing Job ID 37534263. Posted job title: RN:Tele,19:00:00-07:30:00 Benefits Weekly pay Holiday Pay 401k retirement plan Referral bonus Medical benefits Dental benefits Vision benef…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Assured Nursing,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Burke County', 'Morganton']","Morganton, Burke County",Adzuna::API::Response::Location,,
43680.0,79040.0,35.053561,staff - Registered Nurse (RN) - Acute Care - $21-38 per hour,-83.207709,5801270012,2026-07-15T10:55:48Z,https://www.adzuna.com/land/ad/5801270012?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=CE6E8A8AAA5AA407BBD922081C0B94E4F3185604,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDAxMiIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.NlHmCWGKRdXjG6nhrjpzbBPGWbNNCSp6RYOyClg3G5Y,"Perm Staff Jobs is seeking a Registered Nurse (RN) Acute Care for a nursing job in Highlands, North Carolina. Job Description & Requirements Specialty: Acute Care Discipline: RN Duration: Ongoing Employment Type: Staff New Grad Acute Care Registered Nurse Do you want to join an organization that invests in you? At Highlands-Cashiers Hospital , you come first! HCA Healthcare is committed to the growth and development of our future nurses! SIGN ON BONUS AVAILABLE! APPLY TODAY AND SPEAK WITH A REC…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Perm Staff Jobs,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Macon County', 'Highlands']","Highlands, Macon County",Adzuna::API::Response::Location,,
52000.0,95680.0,28.913927,staff - Registered Nurse (RN) - Med Surg - $25-46 per hour,-98.56232,5801269996,2026-07-15T10:55:48Z,https://www.adzuna.com/land/ad/5801269996?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=1FF8423D63CE8B934D3C2FCB265897B9DB98ED8F,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjY5OTk2In0.0PRt8Lo5rrPHe8le9jJ_npBtZ8yMszLEvCs7q3GftD0,"Perm Staff Jobs is seeking a Registered Nurse (RN) Med Surg for a nursing job in Jourdanton, Texas. Job Description & Requirements Specialty: Med Surg Discipline: RN Duration: Ongoing Employment Type: Staff New Grad RN Do you want to join an organization that invests in you? At Methodist Hospital Atascosa , you come first! Methodist Healthcare is committed to the growth and development of our future nurses! The Methodist Healthcare Residency Program is a year-long program designed to give you h…",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Perm Staff Jobs,Adzuna::API::Response::Company,"['US', 'Texas', 'Atascosa County', 'Jourdanton']","Jourdanton, Atascosa County",Adzuna::API::Response::Location,,
47840.0,79040.0,35.741598,staff - Registered Nurse (RN) - Orthopedics - $23-38 per hour,-81.698417,5801270010,2026-07-15T10:55:48Z,https://www.adzuna.com/land/ad/5801270010?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=4CCAC9550E263BF2135F33D43FD91B5DF9879049,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0g2aXFWMkE4UkdETU5Gbzlxa1hzdyIsImkiOiI1ODAxMjcwMDEwIn0.3jpAsL5pSgQi2smyVwUvyOeCpMP3WC-MEpNv0HM5ZlY,"Perm Staff Jobs is seeking a Registered Nurse (RN) Orthopedics for a nursing job in Morganton, North Carolina. Job Description & Requirements Specialty: Orthopedics Discipline: RN Duration: Ongoing Employment Type: Staff New Grad RN - Orthopedics Do you want to join an organization that invests in you? At Mission Hospital , you come first! HCA Healthcare is committed to the growth and development of our future nurses! The HCA Healthcare Residency Program is a year-long program designed to give …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Perm Staff Jobs,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Burke County', 'Morganton']","Morganton, Burke County",Adzuna::API::Response::Location,,
70720.0,83200.0,35.84775,staff - Registered Nurse (RN) - Labor and Delivery - $34-40 per hour,-86.36359,5801269997,2026-07-15T10:55:48Z,https://www.adzuna.com/land/ad/5801269997?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=1FABD62EE78B47732780ADFA435C9DAA9AAFB0C4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI2OTk5NyIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.i0iH6gEAqfLfT27uUbteH69Wt-fu2UGgWBRrw_QUwng,"Perm Staff Jobs is seeking a Registered Nurse (RN) Labor and Delivery for a nursing job in Murfreesboro, Tennessee. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Duration: Ongoing Employment Type: Staff High Risk OB Clinical Nurse Coordinator As the nation’s largest private employer of Registered Nurses, we’re honored by the trust of over 100,000 nurses and committed to supporting safe, high-quality care for which they can practice. That’s why more than 80% of our …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Perm Staff Jobs,Adzuna::API::Response::Company,"['US', 'Tennessee', 'Rutherford County', 'Murfreesboro']","Murfreesboro, Rutherford County",Adzuna::API::Response::Location,,
52000.0,95680.0,29.692516,staff - Registered Nurse (RN) - Rehabilitation - $25-46 per hour,-98.107993,5801270000,2026-07-15T10:55:48Z,https://www.adzuna.com/land/ad/5801270000?se=3H6iqV2A8RGDMNFo9qkXsw&utm_medium=api&utm_source=abfa41a4&v=356263FB41377F6A670353AC2678EFA0B9DC2CDB,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMTI3MDAwMCIsInMiOiIzSDZpcVYyQThSR0RNTkZvOXFrWHN3In0.earHk7ds--I_Uv6ZCk5zId4pV4ILufSMfc6oVUYf-B4,"Perm Staff Jobs is seeking a Registered Nurse (RN) Rehabilitation for a nursing job in New Braunfels, Texas. Job Description & Requirements Specialty: Rehabilitation Discipline: RN Duration: Ongoing Employment Type: Staff New Grad Registered Nurse Do you want to join an organization that invests in you? At Methodist Hospital Stone Oak , you come first! Methodist Healthcare is committed to the growth and development of our future nurses! The Methodist Healthcare Residency Program is a year-long …",0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Perm Staff Jobs,Adzuna::API::Response::Company,"['US', 'Texas', 'Comal County', 'Solms']","Solms, Comal County",Adzuna::API::Response::Location,,
