longitude,__CLASS__,salary_max,contract_time,adref,id,latitude,salary_is_predicted,salary_min,description,redirect_url,created,title,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,contract_type
-119.175348,Adzuna::API::Response::Job,55120.0,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNzAyIn0.Qwvnas40zKfsz9pbPv_to_HFP94Ir70TNlf1rXEACC8,5708373702,46.210276,0,43680.0,"POSITION TITLE RESTAURANT MANAGER JOB CODE RORM20 REPORTS TO District Manager EXEMPTION STATUS Exempt DEPARTMENT Restaurant Field Operations POSITION SUMMARY: Responsible for managing the overall operations of a Jack in the Box unit. Uses discretion in daily management decisions with accountability for ensuring effective execution of the Service Profit Chain (SPC) and Brand Promise. Develops team to provide excellent internal service, external service, and build restaurant sales and profit whil…",https://www.adzuna.com/details/5708373702?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:15:02Z,Jack in the Box - RESTAURANT MANAGER,Adzuna::API::Response::Location,"['US', 'Washington', 'Benton County', 'Kennewick']","Kennewick, Benton County",Adzuna::API::Response::Company,Feast Enterprises,Hospitality & Catering Jobs,Adzuna::API::Response::Category,hospitality-catering-jobs,
-94.623558,Adzuna::API::Response::Job,111238.0,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MzcwMyIsInMiOiJxbWd1NGljXzhSRzJUS1dZeXhsQUVnIn0.fhIPNSUdr1Bdtn2m3fpwtF6FkdjxfMECj93ijW64IBs,5708373703,35.053709,0,45760.0,"Camping World is seeking a Service Technician (Flat–Rate) for our growing team. We are ideally looking for someone with advanced diagnostic and repair skills for Recreational Vehicle (RV) coach systems, generators and coach body repairs. Someone who is passionate about fixing mechanical, plumbing, HVAC, electrical, and maintenance problems would be ideal. A successful Recreational Vehicle (RV) Technician will have strong attention to detail, be self-motivated and well-versed in all maintenance …",https://www.adzuna.com/details/5708373703?utm_medium=api&utm_source=abfa41a4,2026-04-23T11:15:02Z,Maintenance Technician,Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Le Flore County', 'Poteau']","Poteau, Le Flore County",Adzuna::API::Response::Company,Camping World,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,
-73.52064,Adzuna::API::Response::Job,31355.88,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNjk5In0.C-OpqGBmWhlOc5gCFCzKPsd008y431yCSSMJaxJz0hQ,5708373699,41.09694,1,31355.88,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/land/ad/5708373699?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=2AE29505267FC542F3FA2967F98EA70FA53F2BEA,2026-04-23T11:15:00Z,Drive with Uber - Sign Up Today,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Springdale']","Springdale, Fairfield County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-72.705807,Adzuna::API::Response::Job,47543.46,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MzcwMCIsInMiOiJxbWd1NGljXzhSRzJUS1dZeXhsQUVnIn0.dBcocO2YF7JF00KWnN4iwvO52kd_FVsTMtVoB_UmE9c,5708373700,41.773894,1,47543.46,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/land/ad/5708373700?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=70C2C08BE3FAA2825553D08DBEEAECCC6FCBAC6C,2026-04-23T11:15:00Z,Driver - Earn in your free time,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Unity Plaza']","Unity Plaza, Hartford County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-72.574639,Adzuna::API::Response::Job,35299.31,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNjk4In0.akV6x-Kr8-I7REwgF4gG-LH839PgWpkkb5QStmV8EFI,5708373698,41.463303,1,35299.31,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/land/ad/5708373698?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=0C92127259D8BBE30334B31E062CD1173D510F84,2026-04-23T11:14:59Z,Choose your own schedule - Drive with Uber,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Middlesex County', 'Higganum']","Higganum, Middlesex County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-73.362658,Adzuna::API::Response::Job,37056.98,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNjk3In0.DcdcAfMEQb9AxGcbK2d8ZwrqCUFGNzmpbGPTSTdJi8E,5708373697,41.5289,1,37056.98,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/land/ad/5708373697?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=CCE199EC40E78EECB87F22658FC4D60888C36932,2026-04-23T11:14:59Z,Driver - Make Money On Your Schedule,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Litchfield County', 'New Milford']","New Milford, Litchfield County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-73.195893,Adzuna::API::Response::Job,30925.62,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNjkzIn0.mhfTSOoGHQ8RR-nJuBWE0_C-9GrgoeXi2rfsHBsztE8,5708373693,41.689262,1,30925.62,"Earn at least $1795 driving with Uber when you complete your first 157 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 157 trips with Ub…",https://www.adzuna.com/land/ad/5708373693?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=BCD7AB3622649A9F56D8F0D0DDF2752939E0A709,2026-04-23T11:14:58Z,"Flexible $: Earn At Least $1795 For Your First 157 Trips, Guaranteed.",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Litchfield County', 'Bethlehem']","Bethlehem, Litchfield County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-73.066468,Adzuna::API::Response::Job,32709.79,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNjk0In0.CRvCm7N0pGKleJ8NduHN41tSgAguNT25gHZf_LazZYk,5708373694,41.553061,1,32709.79,"Earn at least $1795 driving with Uber when you complete your first 157 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 157 trips with Ub…",https://www.adzuna.com/land/ad/5708373694?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=F6F702CA88288691B7ED7A56CAD86CCCB1D4245C,2026-04-23T11:14:58Z,"Drive With Uber: Earn At Least $1795 For Your First 157 Trips, Guaranteed.",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Waterbury']","Waterbury, New Haven County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-71.916422,Adzuna::API::Response::Job,32057.0,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNjkyIn0.dh_zSi6vmGapLNkjWdZ5AJdxGQs5uKbd7CjH2H-5eI4,5708373692,41.371439,1,32057.0,"Earn at least $1795 driving with Uber when you complete your first 157 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 157 trips with Ub…",https://www.adzuna.com/land/ad/5708373692?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=28E8F350FCD5A0B5531CAE1B1123C008E6A037B6,2026-04-23T11:14:58Z,"Choose your schedule - Earn At Least $1795 For Your First 157 Trips, Guaranteed.",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New London County', 'Stonington']","Stonington, New London County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-73.08268,Adzuna::API::Response::Job,31970.57,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicW1ndTRpY184UkcyVEtXWXl4bEFFZyIsImkiOiI1NzA4MzczNjg5In0.R95m3hPAc1qgdIPtHN_ws3H4NGHEseq9wds3HlWP30U,5708373689,41.23543,1,31970.57,"Earn at least $1795 driving with Uber when you complete your first 157 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 157 trips with Ub…",https://www.adzuna.com/land/ad/5708373689?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=B891A26172070F5696C08C58CEF0E2F731A2F7AF,2026-04-23T11:14:57Z,"Flexible $: Earn At Least $1795 For Your First 157 Trips, Guaranteed.",Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Milford']","Milford, New Haven County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-73.040295,Adzuna::API::Response::Job,53863.38,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MzY5MSIsInMiOiJxbWd1NGljXzhSRzJUS1dZeXhsQUVnIn0.uX2PAIgNmit6tBnFILNwU0UlOnsHmvHX3FNBRLHnyEM,5708373691,41.555686,1,53863.38,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/land/ad/5708373691?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=6E8447A7A4FA0A53DF066DD925E61FF42F212092,2026-04-23T11:14:57Z,Driver gig - Earn on your schedule,Adzuna::API::Response::Location,"['US', 'Connecticut', 'New Haven County', 'Waterbury']","Waterbury, New Haven County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-73.52064,Adzuna::API::Response::Job,33806.15,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MzY4OCIsInMiOiJxbWd1NGljXzhSRzJUS1dZeXhsQUVnIn0.wFAtNvdYLahlohehw88hIRrP0rRd0tuYBg5wOnnQf_s,5708373688,41.09694,1,33806.15,"Earn at least $1795 driving with Uber when you complete your first 157 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 157 trips with Ub…",https://www.adzuna.com/land/ad/5708373688?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=94A2CB9F47FC101F4CC77FB903175E73C3B4FCE2,2026-04-23T11:14:57Z,Part-time gig: Earn at least $1795 in your first 157 trips.,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Springdale']","Springdale, Fairfield County",Adzuna::API::Response::Company,Uber,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,
-72.70459,Adzuna::API::Response::Job,45833.65,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MzY4NyIsInMiOiJxbWd1NGljXzhSRzJUS1dZeXhsQUVnIn0.IQwCF3dx2K-7tQJvm7euH3NNifi-ahA3vPIDzycRp1k,5708373687,41.77257,1,45833.65,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/land/ad/5708373687?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=350D5702A6A9B691533C39FF1AF0CABF2249CB9B,2026-04-23T11:14:57Z,Driver - Get Paid Daily,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Barry Square']","Barry Square, Hartford County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
-72.752702,Adzuna::API::Response::Job,40040.96,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwODM3MzY5MCIsInMiOiJxbWd1NGljXzhSRzJUS1dZeXhsQUVnIn0.4Qydkh2NR4O_W4umVxYF4mmM84Q7Zpvf5_il0ZfRiqA,5708373690,41.755869,1,40040.96,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",https://www.adzuna.com/land/ad/5708373690?se=qmgu4ic_8RG2TKWYyxlAEg&utm_medium=api&utm_source=abfa41a4&v=A53EB4E2B9FF405A51BBC5FBEF8427DD8BD67793,2026-04-23T11:14:57Z,Drive with Uber for weekend cash,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'West Hartford']","West Hartford, Hartford County",Adzuna::API::Response::Company,Uber,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
