salary_min,__CLASS__,salary_max,adref,description,latitude,created,id,salary_is_predicted,redirect_url,title,longitude,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,contract_time,contract_type
0.0,Adzuna::API::Response::Job,192556.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMzY4NjI0MCIsInMiOiJTby02YlM4NzhSR1Z0dHNkelZlWlV3In0.Wjysi48d2ns3I3Hd0G3dCF9xmz0CZ0T5hvgIa6yDi9Q,"LanceSoft is seeking a travel nurse RN Labor and Delivery for a travel nursing job in San Leandro, California. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: 05/18/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel 1-year recent (within the last 3 years) full-time equivalent experience Graduate of an accredited nursing program. License, Certification, Registration About LanceSoft Established in 2000, LanceSoft is a …",37.688724,2026-04-18T09:57:47Z,5703686240,0,https://www.adzuna.com/land/ad/5703686240?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=E972F4E439B0C0CF9F84D4820A7D1EF96E33CCBB,"Travel Nurse RN - Labor and Delivery - $3,703 per week",-122.150578,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,LanceSoft,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'San Lorenzo']","San Lorenzo, Alameda County",,
38415.83,Adzuna::API::Response::Job,38415.83,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU28tNmJTODc4UkdWdHRzZHpWZVpVdyIsImkiOiI1NzAzNjg1MzcyIn0.LVfw9C55cTN6LKXL0aIQWluII3Ob-LcN_XILzNvssxE,"Job Description What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you…",,2026-04-18T09:57:03Z,5703685372,1,https://www.adzuna.com/land/ad/5703685372?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=41CAC36992BDF54CA3EB1A9C17109C8B505C55CA,Driver - Flexible hours. Instant Pay.,,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Uber,Adzuna::API::Response::Company,Adzuna::API::Response::Location,['US'],US,,
75243.23,Adzuna::API::Response::Job,75243.23,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMzY4NTMxMSIsInMiOiJTby02YlM4NzhSR1Z0dHNkelZlWlV3In0.hqTAujavC9zhWQaX8i2bx-DVpPhdaz3gmDMmGgOw9CU,"Overview: $2,000 Sign-On Bonus About Us Matrix Medical Network pioneered the first national in-home clinical network, and today we’re an independent provider of comprehensive health assessments serving people across the nation. We deliver exceptional, personalized care that improves health, lowers costs, and empowers people to live their best lives. With deep roots in clinical assessment and care management services, our national network of clinicians breaks through traditional barriers to care…",38.071131,2026-04-18T09:56:52Z,5703685311,1,https://www.adzuna.com/land/ad/5703685311?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=827B5654C0459643FC531C8E5F6B5C8F0E9A96F2,Nurse Practitioner or Physician Assistant - PRN,-78.899793,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Matrix Medical Network,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Waynesboro City', 'Waynesboro']","Waynesboro, Waynesboro City",full_time,
66230.84,Adzuna::API::Response::Job,66230.84,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU28tNmJTODc4UkdWdHRzZHpWZVpVdyIsImkiOiI1NzAzNjg1MjY4In0.8L3dbX0NGXUSNFLrK__CXZehzSAsETmkyEHfZPFaayc,"Overview: $1,500 Sign-On Bonus About Us Matrix Medical Network pioneered the first national in-home clinical network, and today we’re an independent provider of comprehensive health assessments serving people across the nation. We deliver exceptional, personalized care that improves health, lowers costs, and empowers people to live their best lives. With deep roots in clinical assessment and care management services, our national network of clinicians breaks through traditional barriers to care…",32.5308,2026-04-18T09:56:52Z,5703685268,1,https://www.adzuna.com/land/ad/5703685268?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=0E75A86288848550CEC3670F5553D5441AF60FC6,Nurse Practitioner - PRN,-95.40348,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Matrix Medical Network,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Mt Sylvan']","Mt Sylvan, Smith County",full_time,
109573.52,Adzuna::API::Response::Job,109573.52,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU28tNmJTODc4UkdWdHRzZHpWZVpVdyIsImkiOiI1NzAzNjg1MjM3In0.QEUO30dvfTGu4rFVBtUItKED-YXSb7qQu5BeWunASF0,"Overview: $2,000 Sign-On Bonus About Us Matrix Medical Network pioneered the first national in-home clinical network, and today we’re an independent provider of comprehensive health assessments serving people across the nation. We deliver exceptional, personalized care that improves health, lowers costs, and empowers people to live their best lives. With deep roots in clinical assessment and care management services, our national network of clinicians breaks through traditional barriers to care…",37.289036,2026-04-18T09:56:52Z,5703685237,1,https://www.adzuna.com/land/ad/5703685237?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=72BAEA01AD7FF83536EE809D37C11AA76558F467,Nurse Practitioner or Physician Assistant - PRN,-77.299946,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Matrix Medical Network,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Hopewell City', 'Hopewell']","Hopewell, Hopewell City",full_time,
69677.01,Adzuna::API::Response::Job,69677.01,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMzY4NTE2OCIsInMiOiJTby02YlM4NzhSR1Z0dHNkelZlWlV3In0.rNT-h4E5m4Vw38tcf2sQOQWqRnLeqgacAL2w_OCIuzE,"Introduction Managers thrive with us! HCA Healthcare is one of the nation’s leading providers of healthcare services, comprising of over 180 hospitals and about 2,000 sites of care in 21 states and the United Kingdom. We are looking for a Home Health Assistant Director for our St. David's Healthcare at Home team where excellence creates excellence. Benefits St. David's Healthcare at Home, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The…",30.517477,2026-04-18T09:56:50Z,5703685168,1,https://www.adzuna.com/land/ad/5703685168?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=91AC05667A835980F48F5DA22AC4BE5DF41343EC,Home Health Assistant Director RN,-97.672068,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,St. David's Healthcare at Home,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Round Rock']","Round Rock, Williamson County",part_time,
104239.09,Adzuna::API::Response::Job,104239.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU28tNmJTODc4UkdWdHRzZHpWZVpVdyIsImkiOiI1NzAzNjg1MTk3In0.pHhXDz3LXcDOcLbiHoUooFkEycKjeXFM2KA63Rl-gbo,"Ready for a role that supports your unique calling in patient care and fits your life? At Mission Hospital, you’ll find clear pathways to advance backed by our unmatched nationwide transfer policy that lets you grow your career when the time is right for you. With mentorship opportunities, clinical education courses, professional certification support, and educational assistance, you will have all the resources you need to build the career of a lifetime. Job Summary and Qualifications The Nurse…",35.596321,2026-04-18T09:56:50Z,5703685197,1,https://www.adzuna.com/land/ad/5703685197?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=D59BCEF207562626A7B06DF5F9E69D00C7BC70E9,Registered Nurse (RN) - Hiring Now!,-82.555682,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Mission Hospital,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Buncombe County', 'Asheville']","Asheville, Buncombe County",,
43865.39,Adzuna::API::Response::Job,43865.39,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU28tNmJTODc4UkdWdHRzZHpWZVpVdyIsImkiOiI1NzAzNjg1MTg2In0.4n8fQTGdoQLG3F_C2bu-p5rX6r9jLTOxZfWCcWNi-ww,"Earn: $46500- $54000/ year Benefits: Health Insurance Dental Insurance Vision Insurance 401K program with Company match Employee Assistance Program Prescription drug discounts Employee discounts And more! Are you looking for a new, challenging and rewarding management career with the ability to travel across the US? Do you like managing and interacting with people and customers? Then continue reading for an exciting career opportunity that might be perfect for you! Summary Retail Project Superv…",42.130213,2026-04-18T09:56:50Z,5703685186,1,https://www.adzuna.com/details/5703685186?utm_medium=api&utm_source=abfa41a4,Retail Project Supervisor,-121.819021,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Driveline,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Oregon', 'Klamath County', 'Kingsley Field']","Kingsley Field, Klamath County",full_time,
220846.56,Adzuna::API::Response::Job,220846.56,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMzY4NTEzNSIsInMiOiJTby02YlM4NzhSR1Z0dHNkelZlWlV3In0.4x-TB7Cl2q3DbCnF2q8-sgPKmVu_JvqWsKfNHtaYgxU,"Job Description: This position is participating in our External Referral Program . If you know somebody who may be a fit, click here to submit a referral. If your referral is hired, you'll receive a $3,000 payment! code-extrefer WHAT WE’RE DOING Lockheed Martin, Rotary Mission Systems Cyber & Intelligence invites you to step up to one of today’s most daunting challenges: the use of advanced electronics to undermine our way of life. As a cyber security professional at Lockheed Martin, you’ll pro…",38.891581,2026-04-18T09:56:49Z,5703685135,1,https://www.adzuna.com/land/ad/5703685135?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=0AAF0AC9A862AD4555CDE295F42BDCE3D7E45A91,Senior Software Engineer Staff - Clearance Required,-77.020224,it-jobs,IT Jobs,Adzuna::API::Response::Category,Lockheed Martin,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Washington, D.C.']","Washington, D.C., US",full_time,
74942.53,Adzuna::API::Response::Job,74942.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMzY4NTE0NyIsInMiOiJTby02YlM4NzhSR1Z0dHNkelZlWlV3In0.0qkeEBht74W_W8evrr2QT6vqVgF14yoKJWKzZAaauWc,"Take your CDL-A career further! Our drivers work hard to move, supply, and provide for America's favorite brands. Being reliable and dedicated to safety has defined our success as an industry leader for 130 years. Join McLane and discover the driving difference-we provide you with industry-leading pay, strong and secure client relationships, and get you home safely and more often. That's why our drivers build long-lasting careers with us. Benefits you can count on: Pay Rate: Drivers $95,000 to …",40.696577,2026-04-18T09:56:49Z,5703685147,1,https://www.adzuna.com/land/ad/5703685147?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=97E6B59B52E3D383D6496974563BC58F52F34B22,CDL A Delivery Truck Driver,-83.822713,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,"Mclane Company, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hardin County', 'Alger']","Alger, Hardin County",full_time,
82362.68,Adzuna::API::Response::Job,82362.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU28tNmJTODc4UkdWdHRzZHpWZVpVdyIsImkiOiI1NzAzNjg1MTA5In0.bQLBlHYWmPeO-Aidap3Y-Vgf9n8A5wZJw6gmKM3XHAM,"Logistics at full potential. At GXO, we’re constantly looking for talented individuals at all levels who can deliver the caliber of service our company requires. You know that a positive work environment creates happy employees, which boosts productivity and dedication. On our team, you’ll have the support to excel at work and the resources to build a career you can be proud of. 2nd Shift, Monday - Friday, 3:00pm - 12:00am At GXO, we look for employees who take pride in their work and show dedi…",32.684624,2026-04-18T09:56:47Z,5703685109,1,https://www.adzuna.com/land/ad/5703685109?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=EC028CCBF232E32ABADEB6EB9F8A66448DF08833,Maintenance Supervisor - 2nd Shift,-97.345986,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,GXO Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Edgecliff Village']","Edgecliff Village, Tarrant County",,
174919.08,Adzuna::API::Response::Job,174919.08,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU28tNmJTODc4UkdWdHRzZHpWZVpVdyIsImkiOiI1NzAzNjg1MDk3In0.s3GaVF7WdLON-JoWaRZUZKu_B6gPENgk7k21nUzEGMc,"Logistics at full potential. At GXO, we’re constantly looking for talented individuals at all levels who can deliver the caliber of service our company requires. You know that a positive work environment creates happy employees, which boosts productivity and dedication. On our team, you’ll have the support to excel at work and the resources to build a career you can be proud of. The Senior Director, International Accounting is responsible for overseeing accounting, reporting, and internal contr…",32.67282,2026-04-18T09:56:47Z,5703685097,1,https://www.adzuna.com/land/ad/5703685097?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=46DF22D8CE026AF27B24B950EBF7151AA9E358BE,"Senior Director, International Accounting",-97.08942,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,GXO Logistics,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Arlington']","Arlington, Tarrant County",full_time,
57959.11,Adzuna::API::Response::Job,57959.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMzY4NTA5MiIsInMiOiJTby02YlM4NzhSR1Z0dHNkelZlWlV3In0.sbuoIGaUxj_wOtBdk0XZ94W-Va9dy4rNbiVyt9DmEzg,"Description Brinks Home™ is a leader in the smart security industr y , protecting over one million people across the U.S., Canada, and Puerto Rico. Our platinum-grade protection is backed by award-winning customer service and expertly trained professionals. We strive for the highest standards for our customers while fostering a positive work environment for our employees . We create a culture that fosters innovation, celebrates creativity, and encourages authenticity. Join us and be part of a c…",33.453204,2026-04-18T09:56:40Z,5703685092,1,https://www.adzuna.com/land/ad/5703685092?se=So-6bS878RGVttsdzVeZUw&utm_medium=api&utm_source=abfa41a4&v=F51B27B557EB87A42636103F6673A2643966C981,Alarm Service Technician,-112.01195,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Brinks Home,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",full_time,
