redirect_url,__CLASS__,longitude,title,created,salary_max,salary_is_predicted,latitude,adref,description,id,salary_min,location.__CLASS__,location.display_name,location.area,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label,contract_time,contract_type
https://www.adzuna.com/land/ad/5817485510?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=8BAC42CFC9E13AC1928A9DDCDB8ACC544C97CCCB,Adzuna::API::Response::Job,-111.700018,"Locum Physician Assistant (PA) - Cardiology - Electrophysiology in Flagstaff, AZ",2026-07-27T11:32:22Z,127611.57,1,35.474926,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NTEwIn0.7sgYDGp-oC-kP1PUxbLVUMfW5VsoyqIPIdUGoF-hn5c,"Physician Assistant | Cardiology - Electrophysiology Location: Flagstaff, AZ Employer: Wellhart, LLC Pay: Competitive weekly pay (inquire for details) Start Date: 9/28/2026 About the Position LocumJobsOnline is working with Wellhart, LLC to find a qualified Cardiac Electrophysiology PA in Flagstaff, Arizona, 86001! We are seeking a Cardio Electrophysiology Physician Assistant for a 60-day assignment with our client in Arizona, starting Aug 17, 2026. The ideal candidate will work 8 AM to 5 PM, p…",5817485510,127611.57,Adzuna::API::Response::Location,"Flagstaff, Coconino County","['US', 'Arizona', 'Coconino County', 'Flagstaff']",LocumJobsOnline,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,contract
https://www.adzuna.com/land/ad/5817485542?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=A78210614EAD7CAEA4FD64D46FD3A55261AB9C85,Adzuna::API::Response::Job,-82.101255,Registered Nurse (RN) - Fulltime - Days - Medical Specialties - Kennestone,2026-07-27T11:32:22Z,78435.73,1,39.32924,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNzQ4NTU0MiIsInMiOiJYaTJZcjlLSjhSRzZVcmg3RmQwZHRRIn0.cmWntSNten60sbteqSDdb3U1qjk8Tyb72gBRkXgMsjM,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Day (United …",5817485542,78435.73,Adzuna::API::Response::Location,"Athens, Athens County","['US', 'Ohio', 'Athens County', 'Athens']",Wellstar Health System,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
https://www.adzuna.com/land/ad/5817485564?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=53836D42EE402352B2F164FA6A30DBA365EC658F,Adzuna::API::Response::Job,-72.936879,Locum Certified Registered Nurse Anesthetist (CRNA) - Anesthesiology - General/Other in Connecticut,2026-07-27T11:32:22Z,339461.25,1,41.304334,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNzQ4NTU2NCIsInMiOiJYaTJZcjlLSjhSRzZVcmg3RmQwZHRRIn0.jW4-g1yepphHKa4ep9WlaJU2L_xyr6YCIBduFO8KSzk,Certified Registered Nurse Anesthetist | Anesthesiology - General/Other Location: Connecticut Employer: LocumTenens.com Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position LocumJobsOnline is working with LocumTenens.com to find a qualified Anesthesiology CRNA in Connecticut! This Job at a Glance - Job Reference Id: ORD-217717-CRNA-CT - Title: CRNA - Dates Needed: ASAP - Ongoing - Shift Type: Day Shift - Assignment Type: OR - Call Required: Negotiable - Board Ce…,5817485564,339461.25,Adzuna::API::Response::Location,"New Haven, New Haven County","['US', 'Connecticut', 'New Haven County', 'New Haven']",LocumJobsOnline,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,contract
https://www.adzuna.com/land/ad/5817485569?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=DCE1E7CC558A69A4C4527E4525C2E79DC7ED9D79,Adzuna::API::Response::Job,-85.264975,"Locum Physician (MD/DO) - Anesthesiology - General/Other in Kendallville, IN",2026-07-27T11:32:22Z,358301.2,1,41.441438,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NTY5In0.xMbhPqVRCzjHvrw5iBiV2nRhuuuavgkF89k8HzSuhP8,"Doctor of Medicine | Anesthesiology - General/Other Location: Kendallville, IN Employer: CompHealth Pay: Competitive weekly pay (inquire for details) Shift Information: 5 days x 8 hours Start Date: ASAP About the Position LocumJobsOnline is working with CompHealth to find a qualified Anesthesiology MD in Kendallville, Indiana, 46755! CompHealth exists to make the locums process easier. Not only will we search for jobs that fit your interests, we'll be here to handle all the details like credent…",5817485569,358301.2,Adzuna::API::Response::Location,"Kendallville, Noble County","['US', 'Indiana', 'Noble County', 'Kendallville']",LocumJobsOnline,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,contract
https://www.adzuna.com/land/ad/5817485504?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=900ED8E8F79EEECD6758191A72E2A9AA65A3DDDA,Adzuna::API::Response::Job,-121.531291,"Comprehensive Ophthalmologist Opportunity | Sacramento, CA",2026-07-27T11:32:22Z,80197.05,1,38.597464,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NTA0In0.Go9P6ZoPEuCz_if9G5YO_EdqfWKrlhNyFlln5RWDLbo,"The Permanente Medical Group is currently seeking a Full Time Comprehensive Ophthalmologist to join our team in Sacramento, CA. A FEW REASONS TO CONSIDER A PRACTICE WITH TPMG: - Work-life balance focused practice, including flexible schedules and unmatched practice support - We can focus on providing excellent patient care without managing overhead and billing. - We demonstrate our commitment to a culture of equity, inclusion, and diversity by hiring physicians that reflect and celebrate the di…",5817485504,80197.05,Adzuna::API::Response::Location,"West Sacramento, Yolo County","['US', 'California', 'Yolo County', 'West Sacramento']","Kaiser Permanente - The Permanente Medical Group, Inc. -Northern California",Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
https://www.adzuna.com/land/ad/5817485541?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=7BEC907C49395E32B0F23794146D4D673ECB5B97,Adzuna::API::Response::Job,-121.861588,"Reproductive Endocrinologist in Sacramento, CA",2026-07-27T11:32:22Z,156993.5,1,38.691881,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NTQxIn0.XDFnhDdt80A7u661aFLQ-zLlDJOivrq4ycFzqFSN7kw,"Leading the future of health care The Permanente Medical Group, Inc (TPMG) is one of the largest medical groups in the nation with over 10,000 physicians, 21 medical centers, numerous clinics throughout Northern and Central California and an 80-year tradition of providing quality medical care. Reproductive Endocrinologist Sacramento, California Position: Board Eligible or Certified Reproductive Endocrinologist * Board Eligible or Certified in Reproductive Endocrinology and Infertility * Full sc…",5817485541,156993.5,Adzuna::API::Response::Location,"Woodland, Yolo County","['US', 'California', 'Yolo County', 'Woodland']","Kaiser Permanente - The Permanente Medical Group, Inc. -Northern California",Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
https://www.adzuna.com/land/ad/5817485566?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=261E997223C4AD9C71EDBA3A3B974AFDEF938E6F,Adzuna::API::Response::Job,-81.8955,Registered Nurse WMCG (Augusta)- 3N Neurology FT NIGHTS,2026-07-27T11:32:22Z,42000.8,1,33.49913,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNzQ4NTU2NiIsInMiOiJYaTJZcjlLSjhSRzZVcmg3RmQwZHRRIn0.0XMFWhls4oaepM1-ury4Mh75KzeZSz9pra336BLke_s,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Join us and discover th…",5817485566,42000.8,Adzuna::API::Response::Location,"Clearwater, Aiken County","['US', 'South Carolina', 'Aiken County', 'Clearwater']",Wellstar Health System,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
https://www.adzuna.com/land/ad/5817485526?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=5F83AB4B866A746E12088261C38BD51606C857F7,Adzuna::API::Response::Job,-117.161769,Home Health Physical Therapist (PT) - Per Visit Pay Up to $135/visit (North County -SD),2026-07-27T11:32:22Z,78772.09,1,33.163027,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NTI2In0.nd77zjCLXQj81sOmK4bO3m_gsOjMoDC8YL7FaZxbqcg,"Home Health Physical Therapist - Patient-Centered Care with Unmatched Flexibility Since 2008, Lifespan Therapy has empowered qualified clinicians to connect with homebound geriatric patients across California through our innovative app-based network. We're looking for experienced home health PTs or those looking to transition from outpatient or SNF settings. Join us and deliver patient-centered care with unmatched flexibility and independence. Why Choose Lifespan Therapy? - Your Autonomy, Your …",5817485526,78772.09,Adzuna::API::Response::Location,"San Marcos, San Diego County","['US', 'California', 'San Diego County', 'San Marcos']",Lifespan Therapy,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,part_time,
https://www.adzuna.com/land/ad/5817485453?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=768981CDC3043F0169569FD58E5B8A3EA1644284,Adzuna::API::Response::Job,-97.13863,Speech Language Pathologist Assistant (SLPA),2026-07-27T11:32:21Z,75906.96,1,31.551726,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNzQ4NTQ1MyIsInMiOiJYaTJZcjlLSjhSRzZVcmg3RmQwZHRRIn0.NoEYkY9jpXdxwce41PNMlGKI6X-2EOVc2ga3RjPJWkc,"Speech Language Pathology Assistant (SLPA) Pediatric Home Health Territory: Waco, TX Pay: $63,700 -$78,260 A Role That Supports Your Path At Care Options for Kids, we've built a home health SLPA role around what assistants value most: strong clinical support, meaningful hands-on experience, and flexibility that fits different career paths and life stages. In this role, you'll work directly with children in home-based settings, supporting therapy plans under the supervision of licensed SLPs whil…",5817485453,75906.96,Adzuna::API::Response::Location,"Waco, McLennan County","['US', 'Texas', 'McLennan County', 'Waco']",Care Options for Kids,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
https://www.adzuna.com/land/ad/5817485442?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=D91EF46F60CBD2C973348235162B672E354A268F,Adzuna::API::Response::Job,-85.370519,CDL A Truck Driver,2026-07-27T11:32:21Z,74721.66,1,36.79034,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NDQyIn0.WzoW0XCrayIrcGZ_bEbf83rU7D5lEBrzw5blS0sdZhs,"Dollar General Fleet is hiring Class A CDL Truck Drivers for regional home weekly routes. As a DG Fleet driver, you'll connect our distribution centers with Dollar General stores and new locations expanding across the country - all while getting home every week and bringing the people (and pets) you love along for the ride. Apply today, or call us at (629) 290-1089 to speak with a recruiter. What You'll Earn - Mile and Stop pay - Quarterly Safety Bonuses - Paid weekly Benefits - Competitive ben…",5817485442,74721.66,Adzuna::API::Response::Location,"Burkesville, Cumberland County","['US', 'Kentucky', 'Cumberland County', 'Burkesville']",Dollar General Fleet,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,,
https://www.adzuna.com/land/ad/5817485471?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=F760D485A032D7E49243A1552FB18CAEE5E8472F,Adzuna::API::Response::Job,-82.130675,Assistant Nurse Manager (RN) - In-Patient Burn @ Cobb Hospital,2026-07-27T11:32:21Z,56138.57,1,33.533746,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NDcxIn0.kfRwv0i1kRfAFN5c0jYSeWGdYisshVtZBogmiY4JqlE,"How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people's lives. Work Shift Various (Uni…",5817485471,56138.57,Adzuna::API::Response::Location,"Evans, Columbia County","['US', 'Georgia', 'Columbia County', 'Evans']",Wellstar Health System,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
https://www.adzuna.com/land/ad/5817485481?se=Xi2Yr9KJ8RG6Urh7Fd0dtQ&utm_medium=api&utm_source=abfa41a4&v=1B4A842628E783947575A856B875C8B9F567D08C,Adzuna::API::Response::Job,-122.043969,"Locum Physician (MD/DO) - Psychiatry - General/Other in Union City, CA",2026-07-27T11:32:21Z,308379.0,1,37.59523,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGkyWXI5S0o4Ukc2VXJoN0ZkMGR0USIsImkiOiI1ODE3NDg1NDgxIn0.d3u2oARanWPBs0co6f6K_Ibht6aG7uyDPitPjiDoZgA,"Doctor of Medicine | Psychiatry - General/Other Location: Union City, CA Employer: CompHealth Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position LocumJobsOnline is working with CompHealth to find a qualified Psychiatry MD in Union City, California, 94587! CompHealth exists to make the locums process easier. Not only will we search for jobs that fit your interests, we'll be here to handle all the details like credentialing, housing, travel arrangements, and so …",5817485481,308379.0,Adzuna::API::Response::Location,"Union City, Alameda County","['US', 'California', 'Alameda County', 'Union City']",LocumJobsOnline,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,contract
