salary_max,__CLASS__,contract_time,latitude,adref,salary_is_predicted,id,longitude,title,salary_min,created,description,redirect_url,company.__CLASS__,company.display_name,location.display_name,location.area,location.__CLASS__,category.tag,category.label,category.__CLASS__,contract_type
21376.86,Adzuna::API::Response::Job,full_time,36.533772,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzMxNiIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.rwdq8fJ9tYYs7w1tMT6hU7iT1LMiVVfjlt8t4rZhH_E,1,5693217316,-82.358684,"Travel MedSurg RN in Bristol, Tennessee",21376.86,2026-04-08T10:13:20Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217316?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Blountville, Sullivan County","['US', 'Tennessee', 'Sullivan County', 'Blountville']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
17667.21,Adzuna::API::Response::Job,full_time,35.96976,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzMxNCIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.V5rmR9Jm4DHugYcyRWQyrh-80uo570TJUJJeBSlYTWQ,1,5693217314,-88.943384,"Travel MedSurg RN in Jackson, Tennessee",17667.21,2026-04-08T10:13:20Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217314?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Trenton, Gibson County","['US', 'Tennessee', 'Gibson County', 'Trenton']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
19208.84,Adzuna::API::Response::Job,full_time,36.530174,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzMxNSIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.sq2wcd9-5Jw0xC5gI6JsA7JUi5P3k9Gqn0989VvQUio,1,5693217315,-81.904098,"Travel MedSurg RN in Bristol, Tennessee",19208.84,2026-04-08T10:13:20Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217315?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Mountain City, Johnson County","['US', 'Tennessee', 'Johnson County', 'Mountain City']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
16458.79,Adzuna::API::Response::Job,full_time,36.725096,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWhGR0RGb3o4Ukd2ckwzVTljSnNndyIsImkiOiI1NjkzMjE3MzEzIn0.gJV_C_U35gbs9hTAa4q2jgrrkVLJusc8hYP97q4pGkU,1,5693217313,-81.997516,"Travel MedSurg RN in Bristol, Tennessee",16458.79,2026-04-08T10:13:19Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217313?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Abingdon, Washington County","['US', 'Virginia', 'Washington County', 'Abingdon']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
17960.15,Adzuna::API::Response::Job,full_time,35.833456,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWhGR0RGb3o4Ukd2ckwzVTljSnNndyIsImkiOiI1NjkzMjE3MzEwIn0.npRGj4U7nhWM58XagaGE0bBlsHF5EYBccUc1u3FrPI0,1,5693217310,-88.545575,"Travel MedSurg RN in Jackson, Tennessee",17960.15,2026-04-08T10:13:18Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217310?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Leach, Carroll County","['US', 'Tennessee', 'Carroll County', 'Leach']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
20081.89,Adzuna::API::Response::Job,full_time,36.51852,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzMwNyIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.4ZYRxeifBxf1yACcjBP5yIdCOaK6-69e9Q5-SJ3pUbk,1,5693217307,-82.55796,"Travel MedSurg RN in Bristol, Tennessee",20081.89,2026-04-08T10:13:17Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217307?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Kingsport, Sullivan County","['US', 'Tennessee', 'Sullivan County', 'Kingsport']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
16814.29,Adzuna::API::Response::Job,full_time,36.312328,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzMwOCIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.ItLCstPVlLSBP-Y6My3xREC8cxS00T59FGCe2MORFYY,1,5693217308,-82.381549,"Travel MedSurg RN in Bristol, Tennessee",16814.29,2026-04-08T10:13:17Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217308?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Mountain Home, Washington County","['US', 'Tennessee', 'Washington County', 'Mountain Home']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
18512.78,Adzuna::API::Response::Job,full_time,35.710774,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWhGR0RGb3o4Ukd2ckwzVTljSnNndyIsImkiOiI1NjkzMjE3MzAyIn0.Qf3pwJy3KzcKTomNLEDprB1E8OLXBrsueFprab7aGkI,1,5693217302,-89.081541,"Travel MedSurg RN in Jackson, Tennessee",18512.78,2026-04-08T10:13:16Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217302?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Bells, Crockett County","['US', 'Tennessee', 'Crockett County', 'Bells']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
193172.17,Adzuna::API::Response::Job,,47.426693,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzMwMCIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.Nzai5sd8VU8QDDdbiqa9VNaCkokuQhZt2cF9fPfL9gc,1,5693217300,-122.575304,Registered Dental Hygienist,193172.17,2026-04-08T10:13:16Z,"Registered Dental Hygienist (RDH) – $68–$73/hr – No Weekends – Done by 3 PM most days! Tacoma / Lakewood, WA Top-paying RDH role with a consistent 4-day schedule (Tue–Fri, 7–3). Full-time or part-time options available. No weekends, modern, private office, supportive team, and strong benefits. New Grads encouraged to apply! Apply today for better pay and work-life balance. Benefits: Medical, Dental, 401k, PTO Compensation: $68-$73/hour",https://www.adzuna.com/land/ad/5693217300?se=EhFGDFoz8RGvrL3U9cJsgw&utm_medium=api&utm_source=abfa41a4&v=61A0271680AA56D48D7796F993E2F55754BFE22D,Adzuna::API::Response::Company,Confidential Dental Practice,"Olalla Valley, Kitsap County","['US', 'Washington', 'Kitsap County', 'Olalla Valley']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
116191.66,Adzuna::API::Response::Job,,40.12794,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWhGR0RGb3o4Ukd2ckwzVTljSnNndyIsImkiOiI1NjkzMjE3MzA1In0.t-SifTtc2S81r1Us0gA98hvKMr5TjBcb5vAW6ScWzb4,1,5693217305,-75.0597,Registered Dental Hygienist,116191.66,2026-04-08T10:13:16Z,"Registered Dental Hygienist in Philadelphia, PA - Great Pay  BENEFITS! We are looking for an exceptional dental hygienist to join our fantastic team! Our well-established private practice, located in the heart of Center City, Philadelphia , is seeking someone passionate about their work and eager to contribute to a collaborative environment. Whether you're an experienced professional or just starting your career, we'd love to hear from you! Schedule: Full Time (4 day work week with Benefits) or…",https://www.adzuna.com/land/ad/5693217305?se=EhFGDFoz8RGvrL3U9cJsgw&utm_medium=api&utm_source=abfa41a4&v=630906B052DDD82E5572EC57C9C890EBD0EB7A83,Adzuna::API::Response::Company,Dentistry at 1818 Market Street,"Bryn Athyn, Montgomery County","['US', 'Pennsylvania', 'Montgomery County', 'Bryn Athyn']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
19377.03,Adzuna::API::Response::Job,full_time,36.3486,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWhGR0RGb3o4Ukd2ckwzVTljSnNndyIsImkiOiI1NjkzMjE3MzA2In0.kpQuDf4D_5ozYBspCEyiT_ayjVoeW2IOiFmWqcTOUnE,1,5693217306,-82.2108,"Travel MedSurg RN in Bristol, Tennessee",19377.03,2026-04-08T10:13:16Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217306?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Elizabethton, Carter County","['US', 'Tennessee', 'Carter County', 'Elizabethton']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
17507.6,Adzuna::API::Response::Job,full_time,35.774591,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzMwMSIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.yVwFYCmerYvQYkD6vHGe_Wi8Y8StjHtb6DnPkatX6bQ,1,5693217301,-88.380873,"Travel MedSurg RN in Jackson, Tennessee",17507.6,2026-04-08T10:13:16Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217301?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Parker Crossroads, Henderson County","['US', 'Tennessee', 'Henderson County', 'Parker Crossroads']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
19132.35,Adzuna::API::Response::Job,full_time,36.756821,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRWhGR0RGb3o4Ukd2ckwzVTljSnNndyIsImkiOiI1NjkzMjE3Mjk5In0.O8Aj5YedOQ4Wyscgj8r2GwDgHLV1acKllrDzDV0ZT2k,1,5693217299,-81.848123,"Travel MedSurg RN in Bristol, Tennessee",19132.35,2026-04-08T10:13:16Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217299?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Meadowview, Washington County","['US', 'Virginia', 'Washington County', 'Meadowview']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
18686.42,Adzuna::API::Response::Job,full_time,35.68323,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MzIxNzI5OCIsInMiOiJFaEZHREZvejhSR3ZyTDNVOWNKc2d3In0.ONBCeJTJcZh99iyk-h6FH0MAwwzCNUhN9yl-UREToaE,1,5693217298,-88.823987,"Travel MedSurg RN in Jackson, Tennessee",18686.42,2026-04-08T10:13:15Z,"Responsibilities MedSurg RNs provide bedside care for a variety of patients and execute individualized patient assessments to create an individualized plan of care. MedSurg RNs prepare equipment and assist physicians during examination and treatment of patients. MedSurg RN job responsibilities include, but are not limited to: MedSurg RNs prepare, administer, and record prescribed medications Initiate alternative action when adverse symptomology is displayed Change dressings, insert catheters, s…",https://www.adzuna.com/details/5693217298?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Company,Gifted Healthcare,"Bemis, Madison County","['US', 'Tennessee', 'Madison County', 'Bemis']",Adzuna::API::Response::Location,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
