created,salary_max,title,__CLASS__,latitude,longitude,salary_is_predicted,adref,description,redirect_url,id,salary_min,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.label,category.tag,category.__CLASS__,contract_time,contract_type
2026-09-26T12:50:10Z,104000.0,Class A CDL Company Driver - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,42.502864,-96.376012,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzgxIn0.GxsutbYrWudN1lZz3vau23qlR84rYFBYr1HAoUhc6t4,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907781?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=205F859681A17B0E9B9D72A04E2D122F5DE557D4,5899907781,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Sioux City, Woodbury County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Woodbury County', 'Sioux City']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:09Z,104000.0,CDL-A Company Driver - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,38.19024,-75.6948,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5OTkwNzc2MyIsInMiOiJ0aXFqT2N5NThSRzNqcEN2OXhwV21BIn0.HazuIczOw-fOY1YJeBlBvY6udI3DPlSEsoyRyAlBdLE,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907763?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=C9FB1033EDD72897665D3DFAC933D0AF0DF0EA79,5899907763,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Princess Anne, Somerset County",Adzuna::API::Response::Location,"['US', 'Maryland', 'Somerset County', 'Princess Anne']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:09Z,104000.0,Class A CDL Company Driver - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,41.483702,-81.693448,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzY0In0.HljZVLM5m5IX6236A7EaVsgsm0YlfYu1WuRjM8_JhOg,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907764?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=3A7E6CB89CE22D763899EFE8983410ECF41A7304,5899907764,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Newburgh Heights, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Newburgh Heights']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:09Z,104000.0,Class A CDL Company Driver - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,32.42169,-81.790975,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzU5In0.sOLvPTKqCVCIeMA-gMopWGq3RX42kRs9xbhi-P15dyA,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907759?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=64908FDCF0AA5DDBBC4E8A76EE670F0D4605D00A,5899907759,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Akin, Bulloch County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Bulloch County', 'Akin']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:09Z,104000.0,Truck Driver Company - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,42.336514,-122.834124,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5OTkwNzc2MSIsInMiOiJ0aXFqT2N5NThSRzNqcEN2OXhwV21BIn0.PKkq-7U3IBmh3V-rnXyajmVDSFyaW-gAcivZNWMOibY,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907761?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=9165717E915AE032C977A6F15337F437D160D438,5899907761,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Phoenix, Jackson County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Jackson County', 'Phoenix']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:08Z,92784.69,Truck Driver Company - 2yrs EXP Required - OTR - Flatbed,Adzuna::API::Response::Job,38.231366,-104.636987,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzQ4In0.HsmopHEBq6U2dzY3DtW5tK1N55Dk4LIsrakdTRqcfb0,"Job Description Job Description Step Deck/Flatbed Company Drivers - OTR Routes Available! Call us now to get started! Drive for one of the most respected fleets on the road today. We offer a solid base of customers with year-round freight. Personal and professional dispatch, a great work environment, and a competitive compensation structure. We are seeking responsible drivers with the desire to serve our customers and earn a good living at the same time. Weekly minimum guarantee of $1650 per we…",https://www.adzuna.com/land/ad/5899907748?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=7552743EEAD0F21CADB57F6CAB8C36292CA86072,5899907748,92784.69,Adzuna::API::Response::Company,Safeway Logistics,"Bessemer, Pueblo County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Pueblo County', 'Bessemer']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:07Z,104000.0,CDL-A Company Driver - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,34.584678,-98.36506,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzM3In0.Q_5IpVp_BkUpVF555XYnyxbPUS9oV3xAHnZaIKS2iYg,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907737?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=2AD9ECC847B766452114132D977337CA833119B4,5899907737,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Meers, Comanche County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Comanche County', 'Meers']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:07Z,89959.6,CDL-A Company Driver - 2yrs EXP Required - OTR - Flatbed,Adzuna::API::Response::Job,37.68544,-97.335746,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzE1In0.UWN4EyqS3ZslBri0myTkp5kLk78W6qgL78MW3Tz1v1Y,"Job Description Job Description Step Deck/Flatbed Company Drivers - OTR Routes Available! Call us now to get started! Drive for one of the most respected fleets on the road today. We offer a solid base of customers with year-round freight. Personal and professional dispatch, a great work environment, and a competitive compensation structure. We are seeking responsible drivers with the desire to serve our customers and earn a good living at the same time. Weekly minimum guarantee of $1650 per we…",https://www.adzuna.com/land/ad/5899907715?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=A91DADD25BBBDDC37611487164F8FD034B2574E5,5899907715,89959.6,Adzuna::API::Response::Company,Safeway Logistics,"Wichita, Sedgwick County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Sedgwick County', 'Wichita']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:07Z,90709.7,"Mobile Associate, Store-in-Store - Retail Sales",Adzuna::API::Response::Job,31.47807,-100.489927,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5OTkwNzcwNyIsInMiOiJ0aXFqT2N5NThSRzNqcEN2OXhwV21BIn0.MyGD_Gl-PyafNdQMePzaNYGoFzqxzRVLwashfoKFvnM,"Job Description \n At T-Mobile, we invest in YOU! Our Total Rewards Package ensures that employees get the same big love we give our customers. All team members receive a competitive base salary and compensation package - this is Total Rewards. Employees enjoy multiple wealth-building opportunities through our annual stock grant, employee stock purchase plan, 401(k), and access to free, year-round money coaches. That’s how we’re UNSTOPPABLE for our employees! \n Job Overview\n \n Mobile Associa…",https://www.adzuna.com/land/ad/5899907707?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=6E0F1FBD2ABEBF6F0889A3F4D70025AA844A4906,5899907707,90709.7,Adzuna::API::Response::Company,"T-Mobile USA, Inc.","San Angelo, Tom Green County",Adzuna::API::Response::Location,"['US', 'Texas', 'Tom Green County', 'San Angelo']",Sales Jobs,sales-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:07Z,104000.0,Class A CDL Company Driver - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,38.968784,-95.239539,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzMxIn0.nThpz4uRR_uw7tHRdGda2IJKCwtp6dQNiFyuvBlzbWQ,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907731?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=27D96FE5A60C65ECCCC783A4E42F79A42C6C8A52,5899907731,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Lawrence, Douglas County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Douglas County', 'Lawrence']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:07Z,104000.0,Truck Driver Company - 2yrs EXP Required - OTR - Dry Van - $1.5k - $2k per week,Adzuna::API::Response::Job,30.271158,-97.741701,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzM1In0.mwfI6qm66R0Uix_4H5ETKETH8ihRdnpraTDJAt2Bwt4,"Job Description Job Description RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE Safeway Logistics is based out of Indianapolis, IN. We leverage the United & Mayflower Logistics Network and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are …",https://www.adzuna.com/land/ad/5899907735?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=EEB32C9547AA9D30B93A93C8FAB889B7B533E527,5899907735,78000.0,Adzuna::API::Response::Company,Safeway Logistics,"Austin, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Austin']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
2026-09-26T12:50:07Z,174065.56,CDL-A Condo Fleet Truck Driver,Adzuna::API::Response::Job,48.756216,-122.489459,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidGlxak9jeTU4UkczanBDdjl4cFdtQSIsImkiOiI1ODk5OTA3NzEzIn0.RGGrk3EqkiqqzPmJgn7gAkDNrFxfrGVHnTdyuG_Ajbg,"Job Description Job Description C.R. England, the premier long-haul refrigerated carrier in the country has openings on an Anheuser-Busch Condo Fleet. This is a dry van operation hauling Anheuser-Busch products within 48 states. Valid CDL-A plus 3 months of Class A CDL experience required This lane is not suitable for students, recent graduates, or trainees Lane Details: Drivers on this fleet operate condo trucks and dry van trailers delivering no-touch freight Loads at some locations will be d…",https://www.adzuna.com/land/ad/5899907713?se=tiqjOcy58RG3jpCv9xpWmA&utm_medium=api&utm_source=abfa41a4&v=42502532E48DCB0FFDA3D88BF596E32E271A9CE1,5899907713,174065.56,Adzuna::API::Response::Company,C.R. England,"Bellingham, Whatcom County",Adzuna::API::Response::Location,"['US', 'Washington', 'Whatcom County', 'Bellingham']",Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
