salary_min,id,__CLASS__,redirect_url,salary_is_predicted,salary_max,longitude,description,adref,title,created,latitude,category.tag,category.label,category.__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,contract_type,contract_time
83728.74,5794256940,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256940?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=B813AFB723FE13052E4B46CE0543DB5066176ED1,1,83728.74,-106.966735,"Physical Therapy Assistant Location: Sheridan, WY Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position Our client is seeking an experienced Physical Therapy Assistant for a Days shift position in Sheridan, WY. This Therapy role is based in the Physical Therapy Assistant and requires a minimum of 2 years of recent Physical Therapy Assistant experience. Position Requirements Active WY…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUYyTEpiQjc4UkdtOVlIdlE4WG9rUSIsImkiOiI1Nzk0MjU2OTQwIn0.kU0fKa4H0XFjSqDkFLP36W7incbyh4J0Knif9yhsQEE,"Travel Physical Therapy Assistant (PTA) in Sheridan, WY",2026-07-09T11:49:37Z,44.787821,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Sheridan, Sheridan County",Adzuna::API::Response::Location,"['US', 'Wyoming', 'Sheridan County', 'Sheridan']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
92184.23,5794256930,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256930?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=203915EB57B61AD99151C724EF314690F92AEF39,1,92184.23,-121.986245,"Physical Therapist Location: Vacaville, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Rehabilitation Therapist for a Rotational/Flexible shift position in Vacaville, CA. This Therapy role is based in the Occupational Therapist and requires a minimum of 2 years of recent Rehabilitation Therapist experience. Position Requirements Active CA license and/or Compact lice…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkzMCIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.6Zzh3Rs9xZAygZtxZWEYGlh8xrtCZ_kN-BtmrsBYHSY,"Travel Physical Therapist (PT) in Vacaville, CA",2026-07-09T11:49:37Z,38.380032,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Vacaville, Solano County",Adzuna::API::Response::Location,"['US', 'California', 'Solano County', 'Vacaville']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
89301.5,5794256934,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256934?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=92D2213D1C4DA23D36745117B2A8DB7D050282DF,1,89301.5,-121.762231,"Physical Therapist Location: Watsonville, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Rehabilitation Therapist for a Rotational/Flexible shift position in Watsonville, CA. This Therapy role is based in the Occupational Therapist and requires a minimum of 2 years of recent Rehabilitation Therapist experience. Position Requirements Active CA license and/or Compact …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkzNCIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.ncE4s69TRYBGRWJAKitpjq9fBe5ohYSRcS9Hpz8Bl7Q,"Travel Physical Therapist (PT) in Watsonville, CA",2026-07-09T11:49:37Z,36.9217,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Watsonville, Santa Cruz County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Cruz County', 'Watsonville']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
89068.29,5794256947,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256947?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=ED31E05C7EFE87130952363BF124C32EDAEEECB1,1,89068.29,-121.986245,"Speech Language Pathologist Location: Vacaville, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Shift Information: Days Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Speech Language Pathologist for a Days shift position in Vacaville, CA. This Therapy role is based in the Speech Therapist and requires a minimum of 2 years of recent Speech Language Pathologist experience. Position Requirements Active CA license a…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUYyTEpiQjc4UkdtOVlIdlE4WG9rUSIsImkiOiI1Nzk0MjU2OTQ3In0.P7yzZU18Wdi87K0Yhos_oVKZwmMGv1Rlr6s1105D5wk,"Travel Speech Language Pathologist (SLP) in Vacaville, CA",2026-07-09T11:49:37Z,38.380032,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Vacaville, Solano County",Adzuna::API::Response::Location,"['US', 'California', 'Solano County', 'Vacaville']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
54343.07,5794256935,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256935?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=E23F908AFA5868076F052FBD8D8524E40D4C5E71,1,54343.07,-122.614942,"Physical Therapy Assistant Location: Petaluma, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Physical Therapy Assistant for a Unknown shift position in Petaluma, California. This Therapy role is based in the Physical Therapy Assistant and requires a minimum of 2 years of recent Physical Therapy Assistant experience. Position Requirements Active California license a…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkzNSIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.-SWb-h0vScEWgyr2grPIPIwy8g7Vb-rF0JGXYraqQ6Q,"Travel Physical Therapy Assistant (PTA) in Petaluma, CA",2026-07-09T11:49:37Z,38.251788,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Penngrove, Sonoma County",Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Penngrove']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
60578.19,5794256937,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256937?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=05473C51547B598CDE5CEE6AFDF18248C743486B,1,60578.19,-121.952908,"Physical Therapy Assistant Location: San Ramon, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Shift Information: Days Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Physical Therapy Assistant for a Days shift position in San Ramon, California. This Therapy role is based in the Physical Therapy Assistant and requires a minimum of 2 years of recent Physical Therapy Assistant experience. Position Requirements Acti…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkzNyIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.YKC9kbSRszF6kEySDyeRzWw5uwVjtKkbq94JtD2keO4,"Travel Physical Therapy Assistant (PTA) in San Ramon, CA",2026-07-09T11:49:37Z,37.754697,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"San Ramon, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'San Ramon']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
125485.13,5794256931,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256931?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=8E518E2BD82E8A2A99DA0848615039EBC642C4D7,1,125485.13,-122.081533,"Physical Therapist Location: Hayward, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Physical Therapist for a Unknown shift position in Hayward, CA. This Therapy role is based in the Physical Therapist and requires a minimum of 2 years of recent Physical Therapist experience. Position Requirements Active CA license and/or Compact license Current BLS and/or ACLS and/…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkzMSIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.ZdOGhwUeqz7x5T0O38X4PczKVRLq4vgJgqXMp7JrZfo,"Travel Physical Therapist (PT) in Hayward, CA",2026-07-09T11:49:37Z,37.674815,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Hayward, Alameda County",Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'Hayward']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
122604.23,5794256929,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256929?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=F599F50C63CDF939E4DA0DF02EB6B62AFE1CE841,1,122604.23,-121.649868,"Physical Therapist Location: Morgan Hill, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Physical Therapist for a Rotational/Flexible shift position in Morgan Hill, CA. This Therapy role is based in the Physical Therapist and requires a minimum of 2 years of recent Physical Therapist experience. Position Requirements Active CA license and/or Compact license Current …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkyOSIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.pPaKfZRW8muZwVqsHP2VAhIQpfdkp4AWNtJsv71R4JI,"Travel Physical Therapist (PT) in Morgan Hill, CA",2026-07-09T11:49:37Z,37.125324,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Morgan Hill, Santa Clara County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Morgan Hill']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
131193.12,5794256949,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256949?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=402F551F938DBC6206F4FED6482B392CFC0A59CE,1,131193.12,-106.966735,"Speech Language Pathologist Location: Sheridan, WY Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/20/2026 About the Position Our client is seeking an experienced Speech Language Pathologist for a Days shift position in Sheridan, WY. This Therapy role is based in the Speech Therapist and requires a minimum of 2 years of recent Speech Language Pathologist experience. Position Requirements Active WY licens…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUYyTEpiQjc4UkdtOVlIdlE4WG9rUSIsImkiOiI1Nzk0MjU2OTQ5In0.DdBMNqLJ2vNfOijgp154N-3rMFVs8oglIrojGVIlcuA,"Travel Speech Language Pathologist (SLP) in Sheridan, WY",2026-07-09T11:49:37Z,44.787821,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Sheridan, Sheridan County",Adzuna::API::Response::Location,"['US', 'Wyoming', 'Sheridan County', 'Sheridan']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
68795.86,5794256938,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256938?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=0EE5E8157DA04753E8CF08AE36D83ECA908B6A3F,1,68795.86,-121.572757,"Physical Therapy Assistant Location: Gilroy, CA Agency: Kiwi Healthcare Pay: Competitive weekly pay (inquire for details) Contract Duration: 13 Weeks Start Date: ASAP About the Position Our client is seeking an experienced Physical Therapy Assistant for a Rotational/Flexible shift position in Gilroy, CA. This Therapy role is based in the Physical Therapy Assistant and requires a minimum of 2 years of recent Physical Therapy Assistant experience. Position Requirements Active CA license and/or Co…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUYyTEpiQjc4UkdtOVlIdlE4WG9rUSIsImkiOiI1Nzk0MjU2OTM4In0.05rVFgVpXSNYyzMmbJhYPRWmoRU-DwnqPj8lQH6cowI,"Travel Physical Therapy Assistant (PTA) in Gilroy, CA",2026-07-09T11:49:37Z,37.019926,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Gilroy, Santa Clara County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Gilroy']",Adzuna::API::Response::Company,Kiwi Healthcare,contract,full_time
85296.0,5794256926,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256926?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=58842F60CAD96D554D45513AC54AE81E6B8DDC7F,0,85296.0,-86.129583,"Polysomnographic / Sleep Tech Location: Indianapolis, IN Agency: ADN Healthcare,LLC Pay: $1,777 per week Shift Information: Nights - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 8/4/2026 About the Position Weekly rate listed is an estimate and can vary based on the applicant's home location, VMS Fees, and onboarding costs. Our Client is currently seeking Polysomnographic Technician for positions in Indianapolis , Indiana for a 3x12 Nights, 19:00:00-07:00:00, 12.00-3 shift. The idea…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkyNiIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.elLx0cRdmulZY7kSexG085QTqpc1TSdn-UuSTZ5PZxc,"Travel Polysomnographic / Sleep Tech - $1,777 per week in Indianapolis, IN",2026-07-09T11:49:35Z,39.826737,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Uptown, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Uptown']",Adzuna::API::Response::Company,"ADN Healthcare,LLC",contract,full_time
113904.0,5794256927,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5794256927?se=AF2LJbB78RGm9YHvQ8XokQ&utm_medium=api&utm_source=abfa41a4&v=85026F4446B3757CB942956821F80444E4E829CE,0,113904.0,-81.873774,"Physical Therapist Location: Fort Myers, FL Agency: Towne U.S. LLC Pay: $2,373 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 7/17/2026 About the Position Physical Therapist (PT) – Inpatient Rehabilitation (IRF) We are seeking a motivated and clinically skilled Physical Therapist (PT) to join an inpatient rehabilitation team focused on intensive, goal-oriented recovery. This role provides the opportunity to work with patients recovering from stroke, …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NDI1NjkyNyIsInMiOiJBRjJMSmJCNzhSR205WUh2UThYb2tRIn0.evCtneZ8OU9kInQirCYg7w0EV3O7Rs6ubkyxno2eAY0,"Travel Physical Therapist (PT) - $2,373 per week in Fort Myers, FL",2026-07-09T11:49:35Z,26.565854,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"Fort Myers, Lee County",Adzuna::API::Response::Location,"['US', 'Florida', 'Lee County', 'Fort Myers']",Adzuna::API::Response::Company,Towne U.S. LLC,contract,full_time
