__CLASS__,title,adref,latitude,salary_min,created,description,salary_is_predicted,salary_max,id,redirect_url,longitude,category.label,category.__CLASS__,category.tag,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
Adzuna::API::Response::Job,Drive on Your Schedule,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkZTR25KRTk4UkdZc2RGUlRWT1RmQSIsImkiOiI1NzA2MjAzMDk2In0.9BRLykySc79O6gMBm81m6AW3Nn87OSstRvlm7uYc6hM,40.366835,35183.09,2026-04-21T10:43:25Z,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,35183.09,5706203096,https://www.adzuna.com/land/ad/5706203096?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=3F5DD056ACFF7A6BADD20ECD60F0932847B20231,-79.657233,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Westmoreland County', 'Harrison City']","Harrison City, Westmoreland County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
Adzuna::API::Response::Job,Certified Senior Pharmacy Technician,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzA5OSIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.ZC34B-etG6CnHxnS8xvlRNHE3Dn1eCN3FiYeK0_LbEQ,64.83318,36744.77,2026-04-21T10:43:25Z,"Customer Experience Engages customers and patients by greeting them and offering assistance with products and services. Resolves customer issues and answers questions to ensure a positive customer experience. Models and shares customer service best practices with all team members to deliver a distinctive and delightful customer experience, including interpersonal habits (e.g., greeting, eye contact, courtesy, etc.) and Walgreens service traits (e.g., offering help proactively, identifying needs…",1,36744.77,5706203099,https://www.adzuna.com/land/ad/5706203099?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=E88072BD2AE147A7423AB014077ACF84725D316B,-147.7227,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Alaska', 'Fairbanks North Star', 'Badger']","Badger, Fairbanks North Star",Adzuna::API::Response::Location,Adzuna::API::Response::Company,WALGREENS,,
Adzuna::API::Response::Job,Choose your own schedule - Drive with Uber,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzEwMCIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.FDFkplPnXk7w2eqvVQSnJ5aeHFfr0PEaLd2BhD_TPNE,40.781051,33507.96,2026-04-21T10:43:25Z,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,33507.96,5706203100,https://www.adzuna.com/land/ad/5706203100?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=C40DDD9EFCA68E44B68A4DB5A51A2F86F17CC17B,-79.317323,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Armstrong County', 'Elderton']","Elderton, Armstrong County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
Adzuna::API::Response::Job,Driver gig - Earn on your schedule,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzA5MSIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.Lx9uKRuG78RfT6j2BWN_RClMe5bjDFWxuXvb25rccMo,40.726459,51634.92,2026-04-21T10:43:25Z,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,51634.92,5706203091,https://www.adzuna.com/land/ad/5706203091?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=5DA6295D94661FB77667A264E7CE7A93C8428DCF,-78.82292,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Indiana County', 'Cherry Tree']","Cherry Tree, Indiana County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
Adzuna::API::Response::Job,"Side gig - Earn at least $2715 in your first 170 trips with Uber, guaranteed.",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkZTR25KRTk4UkdZc2RGUlRWT1RmQSIsImkiOiI1NzA2MjAzMDcyIn0.2g_VoCv_9VP0iq4yTbKOByQn7Yzi9gi44VKnBI8ltGA,40.78702,42865.48,2026-04-21T10:43:24Z,"Earn at least $2715 driving with Uber when you complete your first 170 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 170 trips with Ub…",1,42865.48,5706203072,https://www.adzuna.com/land/ad/5706203072?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=AFB35337AD59B5BC0DE87D808CB924CF239C35C2,-79.197527,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Indiana County', 'Plumville']","Plumville, Indiana County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
Adzuna::API::Response::Job,Certified Pharmacy Technician,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkZTR25KRTk4UkdZc2RGUlRWT1RmQSIsImkiOiI1NzA2MjAzMDY2In0.e4clcu7M0fg1KKbuVYFDzX5Kjg7KpZK_IRgRlfmoFl0,61.318579,25813.98,2026-04-21T10:43:24Z,"In accordance with state and federal regulations, assists the pharmacist, under direct supervision, in the practice of pharmacy. Assists the pharmacist in the performance of other Pharmacy Department duties in accordance with Company policies and procedures. Responsible for using pharmacy systems to obtain patient and drug information and process prescriptions. If PTCB certified, assists with and coaches pharmacy technicians in the operation of pharmacy systems and cashiers in the operation of …",1,25813.98,5706203066,https://www.adzuna.com/land/ad/5706203066?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=7E93A5C4D5BA9FAF24066FD0CB911A97A0E4CDD1,-149.535527,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Alaska', 'Anchorage', 'Eagle River']","Eagle River, Anchorage",Adzuna::API::Response::Location,Adzuna::API::Response::Company,WALGREENS,,
Adzuna::API::Response::Job,Certified Pharmacy Technician,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkZTR25KRTk4UkdZc2RGUlRWT1RmQSIsImkiOiI1NzA2MjAzMDcwIn0.jAPpf6D-dSHwgHznW2d5e9W1PpE1xuUKt5eLIzEb--I,30.22694,26799.27,2026-04-21T10:43:24Z,"In accordance with state and federal regulations, assists the pharmacist, under direct supervision, in the practice of pharmacy. Assists the pharmacist in the performance of other Pharmacy Department duties in accordance with Company policies and procedures. Responsible for using pharmacy systems to obtain patient and drug information and process prescriptions. If PTCB certified, assists with and coaches pharmacy technicians in the operation of pharmacy systems and cashiers in the operation of …",1,26799.27,5706203070,https://www.adzuna.com/land/ad/5706203070?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=E3E5D6739AC54397843D7B005FA6A170857F44BB,-93.195619,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Louisiana', 'Calcasieu Parish', 'Lake Charles']","Lake Charles, Calcasieu Parish",Adzuna::API::Response::Location,Adzuna::API::Response::Company,WALGREENS,,
Adzuna::API::Response::Job,Flexible Gig - Drive with Uber,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzA3NiIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.teh4KGC8MJdg36V5LwGwCOnd_iVhzZbM1BY3-9HCjaw,40.857,39310.93,2026-04-21T10:43:24Z,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,39310.93,5706203076,https://www.adzuna.com/land/ad/5706203076?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=11CDA66D989ACD71E71B15A4080B1A939BE3B052,-80.394,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Beaver County', 'New Galilee']","New Galilee, Beaver County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
Adzuna::API::Response::Job,Registered Nurse,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzA2MyIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.dDXmPSVndn8SKBUsQHOp0toJk2ac1uFubwCImqf7GpA,35.316474,51478.66,2026-04-21T10:43:24Z,"Sign-On Bonus Available Relocation Assistance Available Receive 17% Weekday Nights, 26% Weekend Nights and 15% Weekend Day shift differentials Minimum Offer $ 34.84/hr. Maximum Offer $ 45.33/hr. Compensation Disclaimer Compensation for this role is based on a number of factors, including but not limited to experience, education, and other business and organizational considerations. Department: CPC Acute Services FTE: 0.90 Full Time Shift: Days Position Summary: Provide professional nursing care…",1,51478.66,5706203063,https://www.adzuna.com/land/ad/5706203063?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=84AB9ADEFB0F3B4BCC336145D8A3C6CF28D5221C,-106.463281,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'New Mexico', 'Sandoval County', 'Placitas']","Placitas, Sandoval County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,University of New Mexico - Hospitals,,
Adzuna::API::Response::Job,Drive with Uber for weekend cash,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzA3OCIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.XUGCZGizOeTVtHE85fzOQmBZJheHvuXoxuQCVC9Mwyk,40.42674,33009.34,2026-04-21T10:43:24Z,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,33009.34,5706203078,https://www.adzuna.com/land/ad/5706203078?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=BFA8E041F30CBAC9854D08D27324E5E36BD4CFE5,-79.96914,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Allegheny County', 'Carson']","Carson, Allegheny County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
Adzuna::API::Response::Job,Senior Certified Pharmacy Technician,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzA2NCIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.hkHeVyZ1GsRpTur2CNKgn5HBz1TKGkiJdjvvy4EFTJE,35.250606,24070.29,2026-04-21T10:43:24Z,"In accordance with state and federal regulations, assists the pharmacist, under direct supervision, in the practice of pharmacy. Assists the pharmacist in the performance of other Pharmacy Department duties in accordance with Company policies and procedures. Responsible for using pharmacy systems to obtain patient and drug information and process prescriptions. If PTCB certified, assists with and coaches pharmacy technicians in the operation of pharmacy systems and cashiers in the operation of …",1,24070.29,5706203064,https://www.adzuna.com/land/ad/5706203064?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=7D253A731D5DD76F1BF08C987AB390F7EE5331C7,-97.624349,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Oklahoma', 'McClain County', 'Newcastle']","Newcastle, McClain County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,WALGREENS,,
Adzuna::API::Response::Job,Earn Extra Income Driving,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjIwMzA4OCIsInMiOiJiRlNHbkpFOThSR1lzZEZSVFZPVGZBIn0.WTGGjm5LFWjgR0S7oEJBQPZxtGdu7kRcxMeM-Yn-8fo,40.2996,41887.48,2026-04-21T10:43:24Z,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,41887.48,5706203088,https://www.adzuna.com/land/ad/5706203088?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=DA740803C080E836F8D73FFC744F1549DA1F0776,-79.81896,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Allegheny County', 'Boston']","Boston, Allegheny County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
Adzuna::API::Response::Job,Earn Cash - Drive with Uber,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYkZTR25KRTk4UkdZc2RGUlRWT1RmQSIsImkiOiI1NzA2MjAzMDgyIn0.Df0LhWkMhQE86ECzaSxpHe6K4sc3-eOkKnzc5ipvPS4,40.4847,31528.72,2026-04-21T10:43:24Z,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",1,31528.72,5706203082,https://www.adzuna.com/land/ad/5706203082?se=bFSGnJE98RGYsdFRTVOTfA&utm_medium=api&utm_source=abfa41a4&v=8FB8F38F1E5488EA3786589E9ECC2BD2C608061B,-80.0208,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,"['US', 'Pennsylvania', 'Allegheny County', 'Observatory']","Observatory, Allegheny County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Uber,part_time,
