created,description,__CLASS__,id,salary_is_predicted,longitude,salary_min,salary_max,redirect_url,latitude,title,adref,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_time,contract_type
2026-09-23T13:46:11Z,"Job Description Job Description Position Purpose: The primary purpose of this position is to perform chemistry tasks at the Transportation Security Laboratory (TSL). Essential Duties and Responsibilities: Collects and analyzes data using gas chromatography (GC), liquid chromatography with mass spectrometry detection (LCMS), and ion chromatography (IC). Performs troubleshooting, maintenance, and method development on GC, LCMS, and IC instrumentation. Performs wet chemistry (dilutions, extraction…",Adzuna::API::Response::Job,5895490697,1,-74.607964,65439.7,65439.7,https://www.adzuna.com/land/ad/5895490697?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=886BB394E8596688E7FFDD537977EAD27A3420E2,39.391393,Entry Level Chemist,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjk3In0.uvWEjJ_vtXLa1n39N9amwsmWOtWytybieH3IqaV7z4U,Adzuna::API::Response::Location,"Egg Harbor, Atlantic County","['US', 'New Jersey', 'Atlantic County', 'Egg Harbor']",scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Signature Science, LLC",,
2026-09-23T13:46:11Z,"Job Description Job Description XL Specialized Trailers is a top tier manufacturer of custom Heavy Haul Trailers engineered and designed to meet the hauling needs of its customers. Founded on innovation and commitment to quality, the XL brand has earned a reputation as a premium heavy haul trailer. Position Description: General Summary: Generally expected to work as a valued member of the XL Specialized Trailers team. Maintains production by assembling parts and subassemblies. Essential Duties …",Adzuna::API::Response::Job,5895490689,1,-91.45797,55101.49,55101.49,https://www.adzuna.com/land/ad/5895490689?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=729E79597DE426A1A09ADCBF7B3D345978CD10FB,42.485785,Final Assembly - Component Installer 2nd Shift,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDY4OSIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.5p0t0_HKj6ecGYvpqC0VgisgObens78J6c3jlBeknEc,Adzuna::API::Response::Location,"Manchester, Delaware County","['US', 'Iowa', 'Delaware County', 'Manchester']",manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,XL Specialized Trailers,,
2026-09-23T13:46:11Z,"Job Description Job Description Ardurra is seeking a Senior Traffic Engineering Project Manager to join our Central Region team! We are open to candidates in Houston, Austin, Dallas, and San Antonio, Texas! Ardurra is a multidisciplinary civil engineering services firm which provides broad-based solutions tailored to the specific needs of the public and private sector. We leverage the depth of our professional and technical expertise, as well as our integrated structure, to deliver practical, i…",Adzuna::API::Response::Job,5895490729,1,,112462.7,112462.7,https://www.adzuna.com/land/ad/5895490729?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=DC1D6FC328CCA7BBF30A5C89F7602ECDA4D42A9C,,Senior Traffic Engineering Project Manager,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNzI5In0.AyoXxP1feKCkDUZ955TI5cBAicR-Q33cBQO67AEFDGM,Adzuna::API::Response::Location,"Houston, Harris County","['US', 'Texas', 'Harris County', 'Houston']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Ardurra Group, Inc.",,
2026-09-23T13:46:11Z,"Job Description Job Description Information System Security Officer (ISSO) Employment Type: Full-Time, Mid-Level Department: Administrative and Logistics Support As a FSR ISSO, you will be embedded on-site with U.S. Government customers to ensure the secure, compliant operation of a production-grade data and application platform used in mission-critical environments. You will serve as the primary authority for system security and compliance—working hands-on with live systems while partnering cl…",Adzuna::API::Response::Job,5895490649,1,,154296.36,154296.36,https://www.adzuna.com/land/ad/5895490649?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=6E0A8A0D07816218D6B3DB1424C95395F33649F2,,Information System Security Officer (ISSO),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDY0OSIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.uLAdEMDAYhHMetNnsb_Sn5faFIXlkLDaE1_2rSbBy6A,Adzuna::API::Response::Location,"New York City, New York","['US', 'New York', 'New York City']",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Contact Government Services, LLC",,
2026-09-23T13:46:11Z,"Job Description Job Description Description: We are ERock! ERock is a leader and innovator in distributed energy. ERock has responded to long-term trends in electricity by becoming the first smart-grid supplier to US energy consumers. The company installs, operates, and integrates its highly flexible, low-cost, and quick-response distributed generation to increase reliability and stability, reduce costs and decrease carbon footprint. At ERock, our backup generators ensure that customers will ne…",Adzuna::API::Response::Job,5895490705,1,,120856.85,120856.85,https://www.adzuna.com/land/ad/5895490705?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=A0502A84A84CA16D19CA5717CE5F7DD01DFFB911,,Cybersecurity Engineer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNzA1In0.g2BoLNrn44IljoBOG63vFLahJ3NjgoLhKGmkzW2ngfw,Adzuna::API::Response::Location,"Houston, Harris County","['US', 'Texas', 'Harris County', 'Houston']",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Enchanted Rock Management LLC,,
2026-09-23T13:46:11Z,"Job Description Job Description Active In-Home Therapy Job Title: Home Health Occupational Therapist About Us: Active In-Home Therapy is a leading provider of home health services committed to delivering compassionate and high-quality care to individuals in the comfort of their homes. We are currently seeking a skilled and dedicated Home Health Occupational Therapist to join our dynamic team. Position Overview: As a Home Health Occupational Therapist, you will play a crucial role in providing s…",Adzuna::API::Response::Job,5895490671,1,-122.267666,105533.02,105533.02,https://www.adzuna.com/land/ad/5895490671?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=1E89129C319C2DBD0BD33F99EC96979755665E63,38.033984,"Occupational Therapist for Home Health Visits - PRN (Rodeo, CA)",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjcxIn0.XjQrpdcT8oAD38fRSyzE4zblBJCPtqxIQfrDbuHDUcQ,Adzuna::API::Response::Location,"Rodeo, Contra Costa County","['US', 'California', 'Contra Costa County', 'Rodeo']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Active In-Home Therapy,,
2026-09-23T13:46:11Z,"Job Description Job Description Description: Med Tech Day Shift Up to $21.65/hour! $1,000 Sign On Bonus! Come Discover the Endless Rewards of a Career that Matters at Tel Hai. We are a nonprofit retirement community in Honey Brook, PA and a Certified ‘Great Place to Work!"" We offer a vibrant, caring community with a long-standing reputation of providing exemplary service and care to our Residents as well as endless rewards to our team members. Come join our dedicated team in Lakeview Personal C…",Adzuna::API::Response::Job,5895490643,1,-75.911331,50286.74,50286.74,https://www.adzuna.com/land/ad/5895490643?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=34645331C8B7B408056ED83899BC0A6B782A7658,40.094266,Med Tech,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjQzIn0.juhDclWiWhb1HyibQEalvDvqz7PTt914w4fxGrGv3BU,Adzuna::API::Response::Location,"Honey Brook, Chester County","['US', 'Pennsylvania', 'Chester County', 'Honey Brook']",social-work-jobs,Social work Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Tel Hai Retirement Community,,
2026-09-23T13:46:11Z,"Job Description Job Description SitelogIQ is seeking a Senior Vice President of Business Development in the South Business Unit to lead strategic growth initiatives and expand market presence throughout the region. As SitelogIQ continues its growth trajectory, we are seeking a dynamic and experienced sales leader who embodies a customer-centric approach and has a proven track record of developing high-performing teams and driving complex solution sales. The Senior Vice President of Business Dev…",Adzuna::API::Response::Job,5895490695,1,-86.473602,208091.12,208091.12,https://www.adzuna.com/land/ad/5895490695?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=63CC19CFE34679FBCAB54192295FBF07481BF5F1,38.73283,Senior Vice President of Business Development,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjk1In0.4-RnweapAaG7KbEbVsIBsilYHdiNItu3Hf7BCf3vKtI,Adzuna::API::Response::Location,"Mitchell, Lawrence County","['US', 'Indiana', 'Lawrence County', 'Mitchell']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,SitelogIQ,,
2026-09-23T13:46:11Z,"Job Description Job Description Physical Therapist Career Opportunity Join a Team That Puts Your Passion for Care First Are you seeking a fulfilling career that feels like home and lets you make a meaningful impact? At Encompass Health, you'll find an opportunity to provide exceptional care and support to our patients, witnessing their remarkable progress firsthand. As a Physical Therapist, your specialized skills will help deliver high-quality, compassionate care, allowing you the time to deep…",Adzuna::API::Response::Job,5895490656,1,-73.391944,115294.7,115294.7,https://www.adzuna.com/land/ad/5895490656?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=56BAEA3B6448DBFB2EA945A851CECE03D7E1ACA2,41.468611,Physical Therapist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDY1NiIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.ihP7SIsoqnMt2NQk64avxm9ArMad38EI2nZqiVHOUm4,Adzuna::API::Response::Location,"Brookfield, Fairfield County","['US', 'Connecticut', 'Fairfield County', 'Brookfield']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Encompass Health Rehabilitation Hospital of Danbury,,
2026-09-23T13:46:11Z,"Job Description Job Description Opportunity for Board Certified Behavior Analyst (BCBA)! Matchly is looking for an experienced Board Certified Behavior Analyst (BCBA) to join our team! We are a passionate ABA company dedicated to transforming lives through evidence-based practices. Our culture fosters collaboration, personal growth, and client success. Board Certified Behavior Analysts (BCBAs) thrive in our supportive environment and commitment to professional development and making an impact i…",Adzuna::API::Response::Job,5895490725,1,-96.88872,80401.83,80401.83,https://www.adzuna.com/land/ad/5895490725?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=D4FE6F9BC3654EA9EA3D3B2BACD65555335BA758,33.012681,Telehealth Board Certified Behavior Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNzI1In0.ovWAaGqMZMBTKLOewhVkBkCpIupPAzWYu5dEYjBJxws,Adzuna::API::Response::Location,"Carrollton, Denton County","['US', 'Texas', 'Denton County', 'Carrollton']",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Matchly Staffing Solutions,,
2026-09-23T13:46:11Z,"Job Description Job Description Description: Job Summary : The Machinist II is responsible for independently setting up, operating, troubleshooting, and optimizing CNC machining processes used to produce precision components. This role performs complex setups, supports process improvements, and ensures parts consistently meet engineering specifications, quality requirements, and production schedules. The Machinist II serves as a technical resource within the machine shop by assisting with probl…",Adzuna::API::Response::Job,5895490704,1,-111.9737,35573.62,35573.62,https://www.adzuna.com/land/ad/5895490704?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=D55E63CEE18BAF528600F4AEDDBECC738F9EB4B1,41.249058,Machinist II,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDcwNCIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.vkc_MHS_2T_gC0NzAhMVn4jwgm4jFB3Sp4D15oEPqPs,Adzuna::API::Response::Location,"Ogden, Weber County","['US', 'Utah', 'Weber County', 'Ogden']",engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Qnergy Careers,,
2026-09-23T13:46:11Z,"Job Description Job Description Growing professional asphalt contractor in Brevard County seeking individuals with experience or individuals interested in learning the trade for full-time work. Shop is located in Melbourne. Job Details: Perform tasks involving physical labor by removing and replacing asphalt. Sealcoating/Spraying parking lots and roadways. Maintain all asphalt equipment and supplies. Responsibilities: Asphalt Repair: Cutting asphalt with saw, tacking and compacting new asphalt.…",Adzuna::API::Response::Job,5895490678,1,-80.590052,33632.21,33632.21,https://www.adzuna.com/land/ad/5895490678?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=6E81E0C0505BE761CF43042057C983E18E6D74C4,28.176123,Asphalt/Sealcoat Crew Member,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjc4In0.u3pOKzhpzb8Jr1aQjMojsX0EzY-keSM8tSvTnHWQUjA,Adzuna::API::Response::Location,"Satellite Beach, Brevard County","['US', 'Florida', 'Brevard County', 'Satellite Beach']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,"Burton Asphalt & Services, Inc.",,
2026-09-23T13:46:11Z,"Job Description Job Description Job Summary PJ Fitzpatrick is seeking an experienced and dependable Window & Door Installer to join our Production team. This position is responsible for completing window and door installations according to company standards and customer contracts while delivering an exceptional customer experience. The ideal candidate is detail-oriented, professional, and able to work independently or as part of a team in a fast-paced environment. Essential Responsibilities Arr…",Adzuna::API::Response::Job,5895490696,1,-73.202614,32272.71,32272.71,https://www.adzuna.com/land/ad/5895490696?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=5A01A26C2440CF414C2EF38C3A2CAE41A952186A,40.825654,Lead Window and Door Installer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUprcFFIZTM4Ukd5OVk4Vkd4ZmtKZyIsImkiOiI1ODk1NDkwNjk2In0.P2EyWGkVG39QsksqLFMH3C5RHXVPeAuVmIeZmiI2_n0,Adzuna::API::Response::Location,"Hauppauge, Suffolk County","['US', 'New York', 'Suffolk County', 'Hauppauge']",trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,PJ Fitzpatrick,,
2026-09-23T13:46:11Z,"Job Description Job Description Here’s the deal: we’re awesome at taking care of our customers and providing exceptional residential and commercial lawn care and landscaping service. But that only happens because we have amazing people like you on our team. If you’re ready to take the next step in your career and lead a crew of landscapers, or you’re already successful at being a team lead, then we want to talk with you. At The Ground Guys, we’re more than just “the lawn guy.” We’re a dedicated…",Adzuna::API::Response::Job,5895490712,1,-96.498042,44877.5,44877.5,https://www.adzuna.com/land/ad/5895490712?se=-JkpQHe38RGy9Y8VGxfkJg&utm_medium=api&utm_source=abfa41a4&v=64807B02CB4BE9B0BFEE0F50A4B6B27F2DE51F14,33.180116,Copy - Team Lead Landscaping,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NTQ5MDcxMiIsInMiOiItSmtwUUhlMzhSR3k5WThWR3hma0pnIn0.2y-adgDThj0XAEnG6I2oUy9NaiWflvMvCxtm8c6_4VY,Adzuna::API::Response::Location,"Princeton, Collin County","['US', 'Texas', 'Collin County', 'Princeton']",trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,The Grounds Guys of Allen,,
