id,salary_max,salary_is_predicted,adref,longitude,title,description,created,contract_time,__CLASS__,salary_min,latitude,redirect_url,category.label,category.__CLASS__,category.tag,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,contract_type
5853641861,54808.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODYxIn0.l8eNTrorBBSmOKfAbq8v61kUrvzP7U381Jg8193dN2o,-75.33164,Certified Medical Assistant,"SHIFT: Any (United States of America) Seeking Breakthrough Makers Children’s Hospital of Philadelphia (CHOP) offers countless ways to change lives. Our diverse community of more than 20,000 Breakthrough Makers will inspire you to pursue passions, develop expertise, and drive innovation. At CHOP, your experience is valued; your voice is heard; and your contributions make a difference for patients and families. Join us as we build on our promise to advance pediatric care—and your career. CHOP doe…",2026-08-23T09:28:45Z,full_time,Adzuna::API::Response::Job,43784.0,40.131126,https://www.adzuna.com/details/5853641861?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Pennsylvania', 'Montgomery County', 'Norristown']",Adzuna::API::Response::Location,"Norristown, Montgomery County",The Children's Hospital of Philadelphia,Adzuna::API::Response::Company,
5853641856,60320.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODU2In0.IAodcLqrcSsKHhzXGP4UDXJMmOD2NZEh43CoaUnXDW4,-71.96414,Banking Center Specialist,"Being a Country Bank team member has a lot of perks! Our competitive total compensation package and comprehensive benefit package include: 401(k) Plan with a generous employer contribution plus match; Income protection benefits; Educational assistance and tuition reimbursement benefits; Generous total paid time off, and more Country Bank is a growing mutual community bank with locations in Hampden, Hampshire and Worcester counties. We are Made to Make a Difference in the lives of our customers,…",2026-08-23T09:28:44Z,full_time,Adzuna::API::Response::Job,45760.0,42.138723,https://www.adzuna.com/details/5853641856?utm_medium=api&utm_source=abfa41a4,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,"['US', 'Massachusetts', 'Worcester County', 'Charlton']",Adzuna::API::Response::Location,"Charlton, Worcester County",Country Bank for Savings,Adzuna::API::Response::Company,
5853641854,49920.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTg1NCIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.J3Z3V6YxLpNZ3Mq_NLFItTFgwG32sEuLbocN5BC1k3c,,Laborer - Laborer,"Title: Construction Laborer Location: Project sites across NYC, Northern New Jersey, and Southern Connecticut Reports to: Site Superintendents Position Overview: CMTA, formerly known as AMA Design Build, is seeking a reliable and hardworking Construction Laborer to support daily operations on high-end residential and commercial construction projects. This hands-on role is essential to maintaining clean, safe, and organized job sites, as well as protecting newly installed finishes and existing s…",2026-08-23T09:28:43Z,,Adzuna::API::Response::Job,45760.0,,https://www.adzuna.com/details/5853641854?utm_medium=api&utm_source=abfa41a4,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,"['US', 'New York', 'New York City']",Adzuna::API::Response::Location,"New York City, New York",CMTA,Adzuna::API::Response::Company,
5853641850,30559.47,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTg1MCIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.Bkbcbz-GDBW3VyO6FU1YRN1LgkKmqWM2BvvHPg9aa9Y,-96.760106,Frisco Landing Welcome Desk Coordinator,"Title: Frisco Landing Welcome Desk Coordinator Employee Classification: Administrative Specialist Campus: University of North Texas Division: UNT-Student Affairs SubDivision-Department: UNT-Div of Student Affairs Department: UNT-DSA-Frisco-160110 Job Location: Frisco Salary: 36,500.00 FTE: 1.000000 Retirement Eligibility: TRS Eligible About Us - Values Overview Welcome to the University of North Texas System. The UNT System includes the University of North Texas in Denton and Frisco, the Univer…",2026-08-23T09:28:42Z,full_time,Adzuna::API::Response::Job,30559.47,33.154117,https://www.adzuna.com/details/5853641850?utm_medium=api&utm_source=abfa41a4,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,"['US', 'Texas', 'Collin County', 'Frisco']",Adzuna::API::Response::Location,"Frisco, Collin County",University of North Texas System,Adzuna::API::Response::Company,
5853641849,104318.24,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTg0OSIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.klaSJ4xtKnxJn0ytf0FNowxUZKNaljSkExdqnNYZu0Y,,"VP, Marketing","ABOUT ACCELA For nearly 20 years, Accela has been an industry leader in designing and delivering government software to improve efficiency, increase citizen engagement and enable the development of thriving communities. Today, citizens are savvy to how services should be delivered, and expect a consistently convenient, openly transparent view into their local government. While government agencies struggle to do more with less, our mission has never been more critical. Accela provides a robust, …",2026-08-23T09:28:41Z,full_time,Adzuna::API::Response::Job,104318.24,,https://www.adzuna.com/details/5853641849?utm_medium=api&utm_source=abfa41a4,IT Jobs,Adzuna::API::Response::Category,it-jobs,['US'],Adzuna::API::Response::Location,US,Accela,Adzuna::API::Response::Company,
5853641846,49891.22,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODQ2In0.KEw-YIx0J6jlbewS6NXqBDXuPccXNveuo6dpi3xPT6o,,Billing Resolution Advocate,"The Billing and Posting Resolution Advocate is responsible for overseeing claims production, billing, follow-up, collections, and compliance with third party payer regulations. This position is responsible for daily oversight and management of process-based revenue cycle functions, including ongoing improvement to key revenue cycle indicators. These indicators include but are not limited to: A/R days, cash collection goals and posting, denials, underpayment and contract management activities re…",2026-08-23T09:28:36Z,full_time,Adzuna::API::Response::Job,49891.22,,https://www.adzuna.com/details/5853641846?utm_medium=api&utm_source=abfa41a4,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,['US'],Adzuna::API::Response::Location,US,TruBridge,Adzuna::API::Response::Company,contract
5853641843,72820.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODQzIn0.z3x90fdXrzhxmQeDvtRvfJh__6qKUrCjigJnBe4DDeg,-108.547935,Facility Manager - Property Services,"Hilltop's mission is to create connection to build a community where everyone belongs. We value Relationship, Integrity, Courage, Inclusivity, Growth, and Fun. Who We Are: At H illtop Community Resources, we are more than a multi-faceted non-profit organization that serves our community. We’re a large and vibrant collection of creative and driven individuals that each play a unique and important part in what we do every day. Headquartered in beautiful Western Colorado, Hilltop is invested in th…",2026-08-23T09:28:35Z,full_time,Adzuna::API::Response::Job,69368.0,39.10476,https://www.adzuna.com/details/5853641843?utm_medium=api&utm_source=abfa41a4,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,"['US', 'Colorado', 'Mesa County', 'Grand Junction']",Adzuna::API::Response::Location,"Grand Junction, Mesa County",White Logo Color Background,Adzuna::API::Response::Company,
5853641844,2000.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTg0NCIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.QQ0CqpJzEhL3Qd8W0vF1snEA-umMV3JeUSS3C0ZkB0Q,-82.824785,Forklift Operator,"Job Title Forklift operator Location Toledo, OH Pay Starting at $20.33/hour; $22.96 after completing training and securing permanent bid Weekly pay Annual wage progression increases Sign on Bonus $2,000- $1,000 after successful completion of the 120-day probationary period and $1,000 at 6 months. Shifts Available 2nd: 3:00 PM – 11:30 PM 3rd: 11:00 PM – 7:30 AM Shift Differential 8-hour shifts: 2nd shift $1.00/hr.; 3rd shift $1.25/hr. What We Offer Competitive health, dental, and vision coverage…",2026-08-23T09:28:35Z,full_time,Adzuna::API::Response::Job,1000.0,40.305232,https://www.adzuna.com/details/5853641844?utm_medium=api&utm_source=abfa41a4,Manufacturing Jobs,Adzuna::API::Response::Category,manufacturing-jobs,"['US', 'Ohio']",Adzuna::API::Response::Location,"Ohio, US",Clarios,Adzuna::API::Response::Company,permanent
5853641835,220563.47,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTgzNSIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.s2-rLrwrL74oAFzWlbnAMzBu0i4rBs3e5Il-ctBw6nI,,Corporate Counsel,"Who we are The real world is the next frontier, and at Metropolis, we are creating the artificial intelligence to make it responsive. We are pioneering the Recognition Economy — a future where mundane repetition disappears and being known unlocks access, comfort, and belonging everywhere you go. From transforming parking into a seamless drive-in, drive-out experience for millions of Members to expanding our intelligence layer across retail and hospitality, we are building a world that feels ins…",2026-08-23T09:28:33Z,,Adzuna::API::Response::Job,220563.47,,https://www.adzuna.com/details/5853641835?utm_medium=api&utm_source=abfa41a4,Legal Jobs,Adzuna::API::Response::Category,legal-jobs,"['US', 'Illinois', 'Cook County', 'Chicago']",Adzuna::API::Response::Location,"Chicago, Cook County",Metropolis,Adzuna::API::Response::Company,
5853641834,45367.94,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTgzNCIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.xBCjxi-ujxnnoDDfpvqLV85tvpkZYflbAf6UcFGqnHo,-102.428024,Housekeeper,"Join Our Team as a Housekeeper Help Us Create a Clean and Welcoming Environment We’re seeking a dedicated and dependable Housekeeper to join our team! In this role, you’ll play a vital part in maintaining a safe, clean, and comfortable space for our residents, staff, and visitors. Reliability, a strong work ethic, and the ability to work cooperatively in a fast-paced environment are essential. Your Impact as a Housekeeper In this role, you will: Clean Resident and Facility Areas : Scrub, mop, b…",2026-08-23T09:28:33Z,full_time,Adzuna::API::Response::Job,45367.94,31.839758,https://www.adzuna.com/details/5853641834?utm_medium=api&utm_source=abfa41a4,Domestic help & Cleaning Jobs,Adzuna::API::Response::Category,domestic-help-cleaning-jobs,"['US', 'Texas', 'Ector County', 'West Odessa']",Adzuna::API::Response::Location,"West Odessa, Ector County",Sienna Nursing & Rehabilitation,Adzuna::API::Response::Company,
5853641836,42945.1,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODM2In0.KqrCkIG1vYIDWsWtTqTdIHtOtX8qbMzwhM2IOz7YPZA,-94.89738,Maintenance Technician,"Description Find a career you’ll love waking up to everyday. At Saratoga Group, collaboration and culture are part of our DNA, and our Operations team is no exception. Our Employees are always striving to make a difference in the lives of our residents, building a community that they can be proud to call home. Summary of Benefits for Full-Time Employees: Medical Insurance – The company pays 80% for employee’s premium. Dental Insurance Vision Insurance Basic Life Policy - $25,000 policy 100% com…",2026-08-23T09:28:33Z,full_time,Adzuna::API::Response::Job,42945.1,39.25566,https://www.adzuna.com/details/5853641836?utm_medium=api&utm_source=abfa41a4,Maintenance Jobs,Adzuna::API::Response::Category,maintenance-jobs,"['US', 'Kansas', 'Leavenworth County', 'Lansing']",Adzuna::API::Response::Location,"Lansing, Leavenworth County",SG Communities,Adzuna::API::Response::Company,
5853641831,61142.34,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODMxIn0.gL_WC1gBwAl5eIfjF1jWUX8dPGGbZ80Bfn6mADXuid0,-94.89018,Assistant Nde Technician,"Description NVI, LLC is seeking to hire several highly motivated and career minded nondestructive testing professionals to fill immediate openings within our Kilgore, TX Division. We need Technicians in the following area: Kilgore, TX Longview, TX Shreveport, LA Key Benefits Include: Impressive salaries: Competitive pay for Level II Technicians and entry level positions when compared to our competitors Recruitment incentives (referral bonuses, etc.) Training and development opportunities are av…",2026-08-23T09:28:32Z,full_time,Adzuna::API::Response::Job,61142.34,32.40024,https://www.adzuna.com/details/5853641831?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Texas', 'Gregg County', 'Kilgore']",Adzuna::API::Response::Location,"Kilgore, Gregg County",Nondestructive & Visual Inspection,Adzuna::API::Response::Company,
5853641828,115000.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTgyOCIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.xWRg2m3v6OH9vgVwvFT_JzqTiqdNE_GeYlWXjQ_6TP4,-105.084969,Sr Project Engineer,"Moog is a performance culture that empowers people to achieve great things. Our people enjoy solving interesting technical challenges in a culture where everyone trusts each other to do the right thing. For you, working with us can mean deeper job satisfaction, better rewards, and a great quality of life inside and outside of work. Job Title : Sr Project Engineer Reporting To: Project Engineering Manager Work Schedule: Onsite – Arvada, CO As a Senior Project Engineer, Test Equipment in our Spac…",2026-08-23T09:28:31Z,full_time,Adzuna::API::Response::Job,95000.0,39.790757,https://www.adzuna.com/details/5853641828?utm_medium=api&utm_source=abfa41a4,Engineering Jobs,Adzuna::API::Response::Category,engineering-jobs,"['US', 'Colorado', 'Jefferson County', 'Arvada']",Adzuna::API::Response::Location,"Arvada, Jefferson County",Moog,Adzuna::API::Response::Company,
5853641826,101733.63,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MzY0MTgyNiIsInMiOiJmRHdLLWZlZThSR1NiOFZwRFJEaVZBIn0.WIZIAw3gn5tWVrl7519-AbPdvN0PLlBvT-iH0aQwQw4,-75.357474,Residency Program - New Nurse Graduates,"Come for the Flexibility, Stay for the Culture The Nurse Residency Program is an exclusive opportunity for nursing graduates with a scheduled or passed NCLEX in the United States. BAYADA's Nurse Residency Program is the only paid, new graduate residency program in home care to earn accreditation by the American Nurses Credentialing Center’s Commission on Accreditation (ANCC)! BAYADA Offers Nurse Residents : One on one nursing care Weekly pay Flexible scheduling after our 6-week training program…",2026-08-23T09:28:30Z,,Adzuna::API::Response::Job,101733.63,41.11943,https://www.adzuna.com/details/5853641826?utm_medium=api&utm_source=abfa41a4,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"['US', 'Pennsylvania', 'Monroe County', 'Mount Pocono']",Adzuna::API::Response::Location,"Mount Pocono, Monroe County",BAYADA Home Health Care,Adzuna::API::Response::Company,
5853641824,20122.28,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODI0In0.U6rTC48BVchFLM8kBsvD-STAR76PqnLna_m0tSIAAcE,-78.033954,R7 - Louisa Front Retail Associate,"Position Summary: Rappahannock Goodwill Industries (RGI) is searching for a Front Retail Associate for our Louisa location. The Front Retail Associate will receive payment from customers for merchandise, assist donors and provide tax receipts for such, select, and prepare textiles for sales in store, price new and used merchandise and assure goods are made available to the public in a clean, attractive environment with the best customer service standards. Essential Duties: Assures exceptionally…",2026-08-23T09:28:30Z,full_time,Adzuna::API::Response::Job,20122.28,38.005448,https://www.adzuna.com/details/5853641824?utm_medium=api&utm_source=abfa41a4,Retail Jobs,Adzuna::API::Response::Category,retail-jobs,"['US', 'Virginia', 'Louisa County', 'Louisa']",Adzuna::API::Response::Location,"Louisa, Louisa County",Rappahannock Goodwill,Adzuna::API::Response::Company,
5853641822,55383.72,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkR3Sy1mZWU4UkdTYjhWcERSRGlWQSIsImkiOiI1ODUzNjQxODIyIn0.AOlUAly61oI470t_5BmZdn49mENe4LGtWg-yvucSMWw,-87.84395,Glenbrook Aquatics - Lead Age Group Coach,"Glenbrook High School District 225 is seeking a Glenbrook Aquatics - Lead Age Group Coach. The lead swim coach is responsible for program development, practice and meet oversight, and fostering a positive and competitive environment for swimmers of all ages and skill levels. Education and/or Experience and Qualifications Certification in CPR and First Aid (or ability to obtain it within 1 month of hire). USA Coaching certification (or ability to obtain it within 1 month of hire). Broad experien…",2026-08-23T09:28:29Z,part_time,Adzuna::API::Response::Job,55383.72,42.12504,https://www.adzuna.com/details/5853641822?utm_medium=api&utm_source=abfa41a4,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,"['US', 'Illinois', 'Cook County', 'Northbrook']",Adzuna::API::Response::Location,"Northbrook, Cook County",Glenbrook High School District 225,Adzuna::API::Response::Company,
