longitude,id,contract_type,redirect_url,description,title,contract_time,salary_is_predicted,salary_max,latitude,salary_min,created,adref,__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,category.label,category.tag,category.__CLASS__
-85.91992,5717118857,contract,https://www.adzuna.com/land/ad/5717118857?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=1FE230ADFB88E3DF4DCE08D16D9A8DDDF8984393,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Equity Research Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,33.677138,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg1NyIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.J_BA89X7O_j00iC6AnAfizPWCg_4mKxlnZeZ85zI7r0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Alabama', 'Calhoun County', 'Anniston']","Anniston, Calhoun County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-88.413416,5717118853,contract,https://www.adzuna.com/land/ad/5717118853?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=BBE2C6787690B0003F39F4152D77C91F37772D85,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Senior Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,42.068637,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXBROENqRkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTE4ODUzIn0.57xqTQLUlFO5o7mIt1Jyhr-mZrliWy9_p6xkB6-MM8o,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Illinois', 'Kane County', 'Pingree Grove']","Pingree Grove, Kane County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-83.811054,5717118881,contract,https://www.adzuna.com/land/ad/5717118881?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=F09FB7B8ABDD8DA18102596095E18899340E75A5,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Equity Research Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,42.330315,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg4MSIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.UfZ_bWhL1ROOEavFyy_aPxlF5R3PNlUirzfoORnwMyk,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Michigan', 'Washtenaw County', 'Delhi']","Delhi, Washtenaw County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-89.638453,5717118848,contract,https://www.adzuna.com/land/ad/5717118848?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=B6B3B90533B46E9BE4B546F577B7385CBB7B75DA,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Lead Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,42.601119,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXBROENqRkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTE4ODQ4In0.xr6Tf9VgFO14guoBDDA2osOrf4b2trJeyX6GrKLF9Go,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Wisconsin', 'Green County', 'Monroe']","Monroe, Green County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-118.150349,5717118873,contract,https://www.adzuna.com/land/ad/5717118873?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=60A9C95D574AFB4C377246B365C4A784347E2F89,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Senior Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,34.11612,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXBROENqRkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTE4ODczIn0.IDAxvlTo5TG_50HY_1rJvxwiEKDNi5o-a4hVjlMqwEI,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'California', 'Los Angeles County', 'South Pasadena']","South Pasadena, Los Angeles County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-88.007291,5717118861,contract,https://www.adzuna.com/land/ad/5717118861?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=867AB5C9B94810623964FE52CE070B7871DB229C,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Equity Research Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,41.975029,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXBROENqRkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTE4ODYxIn0.1RuPZpB06pgzIgEG4e6KCzdCqiOkhM0LB5Qhvf5PBhs,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Illinois', 'DuPage County', 'Itasca']","Itasca, DuPage County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-86.874452,5717118854,contract,https://www.adzuna.com/land/ad/5717118854?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=3CF8239AE5364BBC690B092BCA1BB5525FBE1999,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Lead Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,40.041154,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg1NCIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.WzG7qfR_BB3U9nVo_lTq38hXXDCCx9aBVWKaeOSqukU,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Indiana', 'Montgomery County', 'Crawfordsville']","Crawfordsville, Montgomery County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-82.38926,5717118883,contract,https://www.adzuna.com/land/ad/5717118883?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=DA45DF54DEA43B4DC402DB0451E83A0D9BD21FAC,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Senior Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,28.035296,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg4MyIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.hxceGdMk5khbE4r9nax5eMGFY8vW3PNJREMiPaMSEWk,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Florida', 'Hillsborough County', 'Temple Terrace']","Temple Terrace, Hillsborough County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-118.235119,5717118871,contract,https://www.adzuna.com/land/ad/5717118871?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=F522877879EE49F03B203BE6724BF1A42A906559,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Equity Research Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,34.228754,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg3MSIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.I_S8SZFQeu_14d8qc0CNI1iFaBgTN80b_djzfHkXvDI,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'California', 'Los Angeles County', 'La Crescenta']","La Crescenta, Los Angeles County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-78.334729,5717118855,contract,https://www.adzuna.com/land/ad/5717118855?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=7CD1C87FC1D53070D821A0461EF55CE632DA59CC,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Lead Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,37.923196,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg1NSIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.x7qFdaj9WjZdFOk63UOA-nGDRO6iwLXZ864Kc2fyKHw,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Virginia', 'Fluvanna County', 'Lake Monticello']","Lake Monticello, Fluvanna County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-94.7384,5717118863,contract,https://www.adzuna.com/land/ad/5717118863?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=3ECBEBAF7D71B611943BC66F87B477C5CA945E6E,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Equity Research Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,32.257221,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXBROENqRkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTE4ODYzIn0.0Fc74Ags41sre505KW9-gWUp2fpJQxcDZQvRtbnwyKY,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Texas', 'Rusk County', 'Henderson']","Henderson, Rusk County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-88.546865,5717118852,contract,https://www.adzuna.com/land/ad/5717118852?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=DCE7CB7F60B4B08D4BE88C45706C3D0DE50F836B,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Lead Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,30.416193,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg1MiIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.FJJNxniUIhwBv9-TNrfrv6kD4xQSeAz-8FxfAsABTls,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Mississippi', 'Jackson County', 'Pascagoula']","Pascagoula, Jackson County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-95.162014,5717118859,contract,https://www.adzuna.com/land/ad/5717118859?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=70A036CD2E9C1EC10FFE4B14C35820E4D56CEF8A,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Senior Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,29.999007,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExODg1OSIsInMiOiJhcFE4Q2pGRzhSR1dEZTdtWXVjQjJ3In0.aJAhh6S1GqbVkCDcPmPh-M5NuxBnoICGUZZT0KCItLI,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Texas', 'Harris County', 'Atascocita']","Atascocita, Harris County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
-82.38926,5717118882,contract,https://www.adzuna.com/land/ad/5717118882?se=apQ8CjFG8RGWDe7mYucB2w&utm_medium=api&utm_source=abfa41a4&v=FB0CABC9A40C56999B31943542AFB67076631D0C,"DataAnnotation is committed to creating high-quality AI. Join our team to help train the next generation of AI while enjoying the flexibility of remote work and the freedom to set your own schedule. This role is designed to fit a variety of lifestyles — whether you’re looking to contribute part-time alongside a current position, pursue it full-time, or engage periodically as a flexible professional opportunity. We're currently expanding into an exciting new area – teaching AI Assistant models t…",Remote Senior Financial Analyst - AI Trainer ($50-$60 per hour),part_time,0,124800.0,28.035296,104000.0,2026-05-02T10:01:30Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYXBROENqRkc4UkdXRGU3bVl1Y0IydyIsImkiOiI1NzE3MTE4ODgyIn0.6NkeXmTcjc90pYjGCzJ1cwc34CEYrO66zjTd0hjs3SE,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Data Annotation,"['US', 'Florida', 'Hillsborough County', 'Temple Terrace']","Temple Terrace, Hillsborough County",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category
