__CLASS__,created,title,salary_is_predicted,latitude,id,description,salary_max,salary_min,redirect_url,longitude,adref,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,contract_type,contract_time
Adzuna::API::Response::Job,2026-04-30T11:08:23Z,"Travel CVOR Registered Nurse - $2,330 per week",0,33.449188,5714558135,"PRIDE Health is seeking a travel nurse RN CVOR for a travel nursing job in Phoenix, Arizona. Job Description & Requirements Specialty: CVOR Discipline: RN Start Date: 05/18/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Pride Health Job ID 18229605. Pay package is based on 10 hour shifts and 40.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:CVOR,07:00:00-17:00:00 About PRIDE Health PRIDE Hea…",121160.0,0.0,https://www.adzuna.com/land/ad/5714558135?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=523E8E32E7D6FEA57F72DEDBB340965108B9D4DA,-112.0772,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTM1In0.C9nt8rpR5l1LcYDnv2Al0DysybrEbiVhwZj7eoX0Ok0,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",Adzuna::API::Response::Company,PRIDE Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Outpatient Physical Therapist - Paying up to $2,447/week",0,32.75876,5714558119,"Vivian is looking for Travel Physical Therapist Therapys in Fort Worth, Texas paying up to $2,447/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs…",127244.0,0.0,https://www.adzuna.com/land/ad/5714558119?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=A240B4993B178C7343AA741CAF9376604F10737C,-97.32316,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTE5In0.kJiKWD6UARarXYzRyVuAt5i-G_zo_xkYW5UK5oo-Dqw,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Fort Worth']","Fort Worth, Tarrant County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Outpatient Physical Therapy Assistant - Paying up to $1,896/week",0,40.133378,5714558113,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Yuma, Colorado paying up to $1,896/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",98592.0,0.0,https://www.adzuna.com/land/ad/5714558113?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=78B3E8DB4DA90B661F3FDAA8604E579EB62AE18B,-102.716994,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTEzIn0.YaQLuzwE1CEbg1iNPfiId8Z4FXzhs-i0VXucFSZ2iGw,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Colorado', 'Yuma County', 'Yuma']","Yuma, Yuma County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Physical Therapist - $2,009 per week",0,32.936805,5714558115,"Fusion Medical Staffing-Therapy is seeking a travel Physical Therapist for a travel job in Casa Grande, Arizona. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Travel Physical Therapist (PT) Company: Fusion Medical Staffing Location: Facility in Casa Grande, Arizona Job Details Fusion Medical Staffing is seeking a skilled Physical Therapist for a 13-week travel as…",104468.0,0.0,https://www.adzuna.com/land/ad/5714558115?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=ECBF4B2DA8D86BAE5EFBE34FAA73BCE899F051A9,-111.749542,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1ODExNSIsInMiOiJGdDUwdktkRThSR1BXb0s1dWRTQVdBIn0.WStcu3QnQwIPQZt-ZyKrpt5EHy7xcuO5LXYWYnnC9wc,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Arizona', 'Pinal County', 'Casa Grande']","Casa Grande, Pinal County",Adzuna::API::Response::Company,Fusion Medical Staffing-Therapy,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Long Term Acute Care Physical Therapist - Paying up to $2,240/week",0,32.6945,5714558111,"Vivian is looking for Travel Physical Therapist Therapys in Arlington, Texas paying up to $2,240/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs …",116480.0,0.0,https://www.adzuna.com/land/ad/5714558111?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=8B3B60D7FD802EC9762D55654DE08D8540009D4A,-97.1275,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1ODExMSIsInMiOiJGdDUwdktkRThSR1BXb0s1dWRTQVdBIn0.bYr0Tubr-uzN-5ehOYBLx5JMt-HWYXRW5-Wxh8jhk0M,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Tarrant County', 'Pantego']","Pantego, Tarrant County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Speech Language Pathologist - Paying up to $3,059/week",0,33.62082,5714558112,"Vivian is looking for Travel Speech Language Pathologist Therapys in Newport Beach, California paying up to $3,059/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) …",159068.0,0.0,https://www.adzuna.com/land/ad/5714558112?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=EB61C1258025CF0A291EAC316C4A98B5F9461A6E,-117.92298,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1ODExMiIsInMiOiJGdDUwdktkRThSR1BXb0s1dWRTQVdBIn0.9xHB5l5iwqC2Qgj1-AcpeUPZ9sPs6SwP1lv7xqFv5vE,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'California', 'Orange County', 'Balboa']","Balboa, Orange County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel PCU Nurse - $1,969 per week",0,38.05,5714558121,"GQR Healthcare is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Lexington, Kentucky. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 06/02/2026 Duration: 14 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Contract - W2 Progressive Care Unit (PCU) Registered Nurse (RN) Job Location: Lexington, Kentucky Start Date: June 2, 2026 Profession: Registered Nurse (RN) Facility: Estimated Pay: $19…",102388.0,0.0,https://www.adzuna.com/land/ad/5714558121?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=E16006FEBDED7F6270B7F5ABCBDD14472FBAF5A3,-84.5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNDU1ODEyMSIsInMiOiJGdDUwdktkRThSR1BXb0s1dWRTQVdBIn0.qZ1KWE9u8_CPYhFwqFG7QIZm-zrQ2kYztIds21BY5m8,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Fayette County', 'Lexington']","Lexington, Fayette County",Adzuna::API::Response::Company,GQR Healthcare,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Physical Therapy Assistant - Paying up to $1,711/week",0,35.91228,5714558114,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Spruce Pine, North Carolina paying up to $1,711/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.)…",88972.0,0.0,https://www.adzuna.com/land/ad/5714558114?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=853867C61E1A0D2D991D383EF223145D97186475,-82.057952,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTE0In0.2t2NqDatm_px84w53IxcN5TMAt1N23NXwZCz08wFOYE,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mitchell County', 'Spruce Pine']","Spruce Pine, Mitchell County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Outpatient Physical Therapy Assistant - Paying up to $1,763/week",0,40.714814,5714558118,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Mount Ayr, Iowa paying up to $1,763/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discove…",91676.0,0.0,https://www.adzuna.com/land/ad/5714558118?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=966ABBCC7AF37C1DF186505B0AFDA89425D123FF,-94.237006,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTE4In0.68OhA85mbZ6D82Gwi2fs8wkZAjPQLzumQqrD629NbTo,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Iowa', 'Ringgold County', 'Mount Ayr']","Mount Ayr, Ringgold County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Physical Therapy Assistant - Paying up to $1,946/week",0,38.95968,5714558116,"Vivian is looking for Travel Physical Therapy Assistant Therapys in Lanham, Maryland paying up to $1,946/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…",101192.0,0.0,https://www.adzuna.com/land/ad/5714558116?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=046FFCBD33516D4FA17E2B42AB1D12DCB97F6A02,-76.85532,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTE2In0.FtInhTQL7UKmZFl6u6QzdgeqUeUyXBqb32No-tu9aZQ,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Maryland', ""Prince George's County"", 'Lanham']","Lanham, Prince George's County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Speech Language Pathologist - Paying up to $2,626/week",0,39.545373,5714558117,"Vivian is looking for Travel Speech Language Pathologist Therapys in Rifle, Colorado paying up to $2,626/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…",136552.0,0.0,https://www.adzuna.com/land/ad/5714558117?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=215AAA8394D0F1EC2F1A6F4EBFA18C940DCB5E9F,-107.778582,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTE3In0._rNEYzwbHk4GQYsKsXueoLiudWvRrTKUqypV4YxB0RY,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Colorado', 'Garfield County', 'Rifle']","Rifle, Garfield County",Adzuna::API::Response::Company,Vivian Health,,
Adzuna::API::Response::Job,2026-04-30T11:08:22Z,"Travel Certified Occupational Therapy Assistant - Paying up to $2,126/week",0,44.008372,5714558124,"Vivian is looking for Travel Certified Occupational Therapy Assistant Therapys in Pipestone, Minnesota paying up to $2,126/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location…",110552.0,0.0,https://www.adzuna.com/land/ad/5714558124?se=Ft50vKdE8RGPWoK5udSAWA&utm_medium=api&utm_source=abfa41a4&v=F4230503327AF3E3FDD470E5A0A5FBA66DABC990,-96.322415,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnQ1MHZLZEU4UkdQV29LNXVkU0FXQSIsImkiOiI1NzE0NTU4MTI0In0.MXUOCb8k6qt335REhQRwrHVTpP-VMkZB_CN7Xk-qWr4,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Pipestone County', 'Pipestone']","Pipestone, Pipestone County",Adzuna::API::Response::Company,Vivian Health,,
