redirect_url,__CLASS__,salary_min,title,id,salary_is_predicted,description,latitude,adref,longitude,created,salary_max,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time,contract_type
https://www.adzuna.com/land/ad/5782253458?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=CB0A5E61DE921C32C49EDD8ED434A2A1F86A0C7A,Adzuna::API::Response::Job,44153.31,Entry Level Sales Representative,5782253458,1,Job Description Job Description We are hiring a Sales and Customer Service Representative to work directly with customers in a face to face environment within an assigned territory In this role you will represent well known clients explain available services and help customers enroll in promotions that fit their needs What You Will Do Meet with customers face to face in your assigned territory Present services and current promotions in a clear engaging way Answer questions and guide customers t…,43.016937,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDU4In0.lkZQjyxUwaVyaDY-FCwNe0JaFiDou4coQ6L8MadRs_Y,-88.016741,2026-06-30T11:30:27Z,44153.31,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Wolfe Perseverance Inc,Adzuna::API::Response::Company,"West Allis, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'West Allis']",,
https://www.adzuna.com/land/ad/5782253470?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=C419ED4F094E109ECC5E709D74B96A37A9E2656A,Adzuna::API::Response::Job,95190.41,Pediatric Speech Therapist,5782253470,1,"Job Description Job Description We are seeking a compassionate, energetic, and dedicated Pediatric Speech-Language Pathologist (SLP) to join our growing outpatient pediatric therapy clinic as a 1099 independent contractor . This is an excellent opportunity for a therapist looking for a flexible schedule, supportive team environment, and the ability to make a meaningful impact in the lives of children and their families. The Pediatric SLP will provide evaluation and treatment services to childre…",33.349001,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDcwIn0.8kJaN9xGh1Zr8BkWNXYkhldHVPoCA6bIFIlLzzn5vSc,-96.548599,2026-06-30T11:30:27Z,95190.41,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,KidsQuest Therapy,Adzuna::API::Response::Company,"Anna, Collin County",Adzuna::API::Response::Location,"['US', 'Texas', 'Collin County', 'Anna']",,
https://www.adzuna.com/land/ad/5782253462?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=6998AEE4D0AD362B0C90D8A5AA184CCEE959A9ED,Adzuna::API::Response::Job,86512.23,Business Advisor,5782253462,1,"Job Description Job Description Position Summary The Business Advisor is BlueprintIQ’s core client-facing sales and advisory role. This position is responsible for developing client relationships, conducting discovery conversations, identifying business needs, aligning solutions, and guiding prospective and existing clients through the advisory sales process. The Business Advisor acts as a trusted point of contact for businesses seeking clarity around strategy, operations, technology, data, mar…",35.154363,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjI1MzQ2MiIsInMiOiJ5UDRodHBsMDhSR2VjY3FLN0pzc0R3In0.dD3LFN6yQsoMpe6t5dEc0STlam9RqflDKdVLlVGDV9M,-90.060664,2026-06-30T11:30:27Z,86512.23,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,BLUEPRINTIQ INC,Adzuna::API::Response::Company,"Memphis, Shelby County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Shelby County', 'Memphis']",,
https://www.adzuna.com/land/ad/5782253473?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=FA8A2BE6E430CB068921D994537B140E921627DC,Adzuna::API::Response::Job,67696.99,Metal Fabricator & Truck Body Assmebly,5782253473,1,"Job Description Job Description In search of a few skilled and self-motivated metal fabricators preferably with some automotive experience, especially truck body, for full time position. Any other skill sets, including assembly, electrical, and welding are pluses. These multiple ositions offer a competitive salary plus good benefits working in a professional and pleasant manufacturing environment in Dallas.",32.798895,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjI1MzQ3MyIsInMiOiJ5UDRodHBsMDhSR2VjY3FLN0pzc0R3In0.FG0FfbyOctzjKXHlaJHRSGeXWoEGjYGA1VJZcprvlFE,-96.767002,2026-06-30T11:30:27Z,67696.99,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Alpine Armoring Inc.,Adzuna::API::Response::Company,"Dallas, Texas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas']",,
https://www.adzuna.com/land/ad/5782253447?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=CABD00F871829C6CB7E7FE1690919E95B3B98F68,Adzuna::API::Response::Job,98937.63,Church Consultant - Outside Sales,5782253447,1,"Job Description Job Description Church Consultant (B2B Outside Sales / Territory Sales) Local Territory | No Overnight Travel Purpose-Driven Sales Career Are you an experienced B2B sales professional , territory sales rep , or someone with a ministry or church leadership background looking for a meaningful career? Do you want to use your relationship-building skills to help churches grow, retain members, and strengthen their communities? If you thrive in outside sales, consultative selling, and…",39.817872,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDQ3In0.LAY_3-sGI5_QZhOddYTnZzkbRLfGiSqZUQ7oDPKJiK0,-88.962188,2026-06-30T11:30:26Z,98937.63,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Universal Church Directories,Adzuna::API::Response::Company,"Decatur, Macon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Macon County', 'Decatur']",,
https://www.adzuna.com/land/ad/5782253443?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=00B0274ABD437AC3882A19E988615C7866DCE51B,Adzuna::API::Response::Job,57731.56,Paralegal - Family Law and Civil Litigation 3 yrs experience,5782253443,1,"Job Description Job Description We are looking for a detail-oriented paralegal with at least 3-5 years’ civil litigation experience to hit the ground running in our boutique law practice. Our paralegals manage calendars and case deadlines, conduct discovery, draft pleadings, meet with clients, and complete projects with a self-starter attitude and a high level of attention to detail. We are steadfast in our commitment to attentive, personal communication, ensuring that we’re accessible and resp…",33.02861,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjI1MzQ0MyIsInMiOiJ5UDRodHBsMDhSR2VjY3FLN0pzc0R3In0.fTwFRQ3xLGermsgGsQ5zilcGWBM4lWxuEfK8yj76xQg,-97.121368,2026-06-30T11:30:26Z,57731.56,legal-jobs,Adzuna::API::Response::Category,Legal Jobs,Nelson Law Group Pc,Adzuna::API::Response::Company,"Flower Mound, Denton County",Adzuna::API::Response::Location,"['US', 'Texas', 'Denton County', 'Flower Mound']",,
https://www.adzuna.com/land/ad/5782253446?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=A56DE9D9999D1C3C788B16593994C54127150AAF,Adzuna::API::Response::Job,118072.06,Plumbing and Drain Technician,5782253446,1,"Job Description Job Description Now Hiring: Residential Service Plumber Los Angeles County | Full-Time | $100K Potential Plumbing Dudes is a well-established and growing residential plumbing service company serving homeowners throughout Los Angeles County. For over 10 years, we’ve built a loyal customer base by delivering honest service, expert workmanship, and solutions that truly help people. We’re looking for a highly motivated, customer-focused Residential Service Plumber who takes pride in…",34.203909,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDQ2In0.nBOlSXe8N6lfBi2S9tI_io1RGowbCSqRZxCXYyBy1AA,-118.293589,2026-06-30T11:30:26Z,118072.06,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,"Plumbing Dudes, Inc",Adzuna::API::Response::Company,"Burbank, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Burbank']",,
https://www.adzuna.com/land/ad/5782253450?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=09ADF79A23B4779E38AC4EBA9CCD7FB8A34177E6,Adzuna::API::Response::Job,69035.88,Junior Account Executive,5782253450,1,"Job Description Job Description Location: Schaumburg, Illinois (In-Office) Employment Type: Full-Time, Exempt About NextRow Digital NextRow Digital is a full-service digital transformation and consulting firm headquartered in Schaumburg, Illinois. We help mid-market and enterprise clients design, implement, and optimize their digital experiences across the Adobe Experience Cloud, including Adobe Experience Manager, Marketo Engage, Workfront, Customer Journey Analytics, and Adobe Journey Optimiz…",42.051966,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDUwIn0.2rX3MKy4mssuQIRMhj0LbToRIyMitQvx0pIPiyAViro,-88.044457,2026-06-30T11:30:26Z,69035.88,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,NEXTROW INC,Adzuna::API::Response::Company,"Schaumburg, Cook County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Schaumburg']",,
https://www.adzuna.com/land/ad/5782253453?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=2E028783F453B7EC88ECD793DE5E53968B39E061,Adzuna::API::Response::Job,69929.37,Welder - Virginia Beach,5782253453,1,"Job Description Job Description Welders Needed For Our Manufacturing Team in Virginia Beach, VA! We are seeking enthusiastic and skilled welders to become a part of our dynamic team. This full-time, contract-to-hire position offers competitive pay ranging from $18 to $35 an hour (depending on skills/experience level, shift and assessment). Day and night shifts available. If you have a passion for welding and a commitment to quality and safety, we want to hear from you! What You'll Do: Master a …",36.757801,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDUzIn0.EIV0j6eyxg5xLYsmXYryVwXuDRh-tyrSOHSOqH4h_A4,-76.213147,2026-06-30T11:30:26Z,69929.37,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,BlackRock Resources LLC,Adzuna::API::Response::Company,"Chesapeake, Chesapeake City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Chesapeake City', 'Chesapeake']",,
https://www.adzuna.com/land/ad/5782253445?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=252AFFFDDCC8DF24D73C724B27BBB8780C55175D,Adzuna::API::Response::Job,53494.43,Sales Representative,5782253445,1,"Job Description Job Description Overview We are looking for a driven, results-oriented Sales Representative to manage and grow accounts across independent Stores and American supermarket chains an overall total of 21 stores . EMD Sales Inc offering stability, competitive earning potential, and the opportunity to represent trusted brands in a fast-paced, performance-driven environment. If you’re motivated, organized, and thrive on building strong business relationships, this role is for you. Rou…",38.912613,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDQ1In0.w5zuP9usz-rYNjJXefYUyWPtpi0rGKk16L92_efkR3w,-75.427975,2026-06-30T11:30:26Z,53494.43,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,EMD Sales Inc,Adzuna::API::Response::Company,"Milford, Sussex County",Adzuna::API::Response::Location,"['US', 'Delaware', 'Sussex County', 'Milford']",,
https://www.adzuna.com/land/ad/5782253454?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=7BED4F457FDEEBD7CDB7B4C45340599086DEC8DB,Adzuna::API::Response::Job,56611.2,Territory Sales Representative,5782253454,1,"Job Description Job Description THIS IS NOT A JOB AT FORCEBRANDS Territory Sales Representative (Entry-Level) – High-growth CPG brand Job Description Launch Your Sales Career in a High-Growth Industry Looking to break into sales or consumer brands? This is your opportunity to gain real-world experience, build business skills, and take ownership of your own territory from day one. We’re hiring driven, motivated individuals to join our team as Territory Sales Representatives. This is a field-base…",42.632246,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDU0In0.Ywghq_J9Jr99kLFHVyL4PLDjAyMbiAGb6SEFtCwJCng,-73.765437,2026-06-30T11:30:26Z,56611.2,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,ForceBrands,Adzuna::API::Response::Company,"Albany, Albany County",Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Albany']",,
https://www.adzuna.com/land/ad/5782253440?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=6DF55E5303D345D9520411D0360D9648F66A062C,Adzuna::API::Response::Job,89100.06,Draftsman/ Engineer,5782253440,1,"Job Description Job Description o Understanding of CAD, SolidWorks, construction methods and willingness to learn Company Description As one of the top local staffing agencies in Southeastern Wisconsin and Northeastern Illinois, Halpin Staffing Services helps companies find great people and job seekers find great jobs. Company Description As one of the top local staffing agencies in Southeastern Wisconsin and Northeastern Illinois, Halpin Staffing Services helps companies find great people and …",42.73552,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjI1MzQ0MCIsInMiOiJ5UDRodHBsMDhSR2VjY3FLN0pzc0R3In0.svLOkqTzpRrTiWCrp-cfN9sn7IgE6JTwbODxkG4rPNE,-87.80584,2026-06-30T11:30:26Z,89100.06,hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,Halpin Staffing Services,Adzuna::API::Response::Company,"Racine, Racine County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Racine County', 'Racine']",,
https://www.adzuna.com/land/ad/5782253441?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=118F539E6A5F1E3754E685F4C2213600ABFD37AC,Adzuna::API::Response::Job,97349.52,In-Home Sales Representative (Base  Uncapped Commission!),5782253441,1,"Job Description Job Description Position: Design Consultant Location: Houston, TX Schedule: Rotating Schedule Monday-Friday, Tuesday-Saturday Who We Are: West Shore Home is a technology-driven and industry-leading home improvement company specializing in high-quality and convenient remodels of Bathrooms, Flooring, Windows, and Doors. West Shore Home operates in over 40 locations nationwide and is home to over 3,000 employees! Purpose of Position: An In-Home Sales Representative serves as the pr…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjI1MzQ0MSIsInMiOiJ5UDRodHBsMDhSR2VjY3FLN0pzc0R3In0.l3EY6pAPWSju6G8B_HcZOxDNxMNuFSOcd2VBquW7alI,,2026-06-30T11:30:26Z,97349.52,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,West Shore Home,Adzuna::API::Response::Company,"Houston, Harris County",Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Houston']",,
https://www.adzuna.com/land/ad/5782253442?se=yP4htpl08RGeccqK7JssDw&utm_medium=api&utm_source=abfa41a4&v=6EDCEF72B45BD2B04205EBA8E4929A70F028697C,Adzuna::API::Response::Job,85585.83,Staff Physical Therapist,5782253442,1,"Job Description Job Description The Physical Therapist will treat neurological conditions ( Parkinsons Disease, MS, Stroke , etc ). specialized training a plus such LSVT BIG, neuro certifications. New grads please do not apply. Treatment is typically one on one for the hour. Caseload is 8 visits / day. Clinic has a large variety of equipment. we employ evidenced based practice for all patients. Neuro Fitness Therapy is 12 years old and going strong. We are a multi disciplinary team of OT ,PT ,S…",39.73126,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieVA0aHRwbDA4UkdlY2NxSzdKc3NEdyIsImkiOiI1NzgyMjUzNDQyIn0.wsa6_ZalBCjKRQmDwjAfkpubrD5FuZyFi8vjRc6EbMY,-75.545138,2026-06-30T11:30:26Z,85585.83,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Lindell Physical Therapy Of Delawar,Adzuna::API::Response::Company,"Wilmington, New Castle County",Adzuna::API::Response::Location,"['US', 'Delaware', 'New Castle County', 'Wilmington']",,
