salary_min,salary_is_predicted,adref,description,salary_max,__CLASS__,created,redirect_url,latitude,longitude,id,title,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,contract_time,contract_type
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0NjU2In0.DHcVDvUiCV5jvz6yin_BVM5hIx76t9Vdhvjm-L4TC4c,"Zack Group is seeking a travel CT Technologist for a travel job in Taos, New Mexico. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 09/28/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days, nights, rotating Employment Type: Travel Zack Group is currently seeking CT Tech CT Tech’s for positions in Taos, New Mexico. The ideal candidate will possess a current state or equivalent compact license. This is a D/N rotation, 19:0…",124072.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384656?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=E6DDE697CCE01675625ACD73836EB21967B55933,36.39744,-105.59448,5877384656,"Travel CT Tech - $2,386 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Zack Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Ranchito, Taos County","['US', 'New Mexico', 'Taos County', 'Ranchito']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY1OCIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.vp6mULCbUUPW3q2E3jgmX50qV7ZVpypIz_4-QJs7zxs,"American Traveler is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Olympia, Washington. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: 09/28/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Assignment Overview Shift: Days, 4x10hrs Hours: 40 hrs/wk Start Date: Sep 28, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring an experienced Operating Room RN for a day shift…",123344.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384658?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=EE42E9B0312033F7F2EF48AD87F0D6BAB00016BE,47.06962,-122.952085,5877384658,"Travel OR RN - $2,372 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,American Traveler,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Schneiders Prairie, Thurston County","['US', 'Washington', 'Thurston County', 'Schneiders Prairie']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0Njc0In0.yZosYFGGjdgdEtI9UfPxERQP5vW_X8R2k3CitcI8ZpI,"GLC On-The-Go is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Columbus, Ohio. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 10/19/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel GLC is hiring: RN Progressive Care Unit (PCU)/Step Down - Columbus, OH - 13-week contract GLC – Named Best Nurse Agency 2024–2025 We connect nurses, nursing professionals, and allied health professio…",112268.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384674?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=4AB9B075F5C42B1A5B141560A9B89AFEE4725861,40.041105,-82.965488,5877384674,"Travel PCU RN - $2,159 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,GLC On-The-Go,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Minerva Park, Franklin County","['US', 'Ohio', 'Franklin County', 'Minerva Park']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY4MSIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.ppsCTI90uknmMNQQTdwy38j9_dAiFLhCKXWoigeWpzs,"GetMed Staffing, Inc. is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Colville, Washington. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 10/05/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel GetMed Staffing is searching for a strong ER RN to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the uni…",103168.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384681?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=ABD5CBFB2C448FFB8CCDE56837FFC1901ED1E8BB,48.559222,-117.870838,5877384681,"Travel ER RN - $1,984 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"GetMed Staffing, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Colville, Stevens County","['US', 'Washington', 'Stevens County', 'Colville']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY2MSIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.W8f803aHjc5TpkkG0kt9259JesXqlKQqstBPcmATLlA,"Coast Medical Service is seeking a travel CT Technologist for a travel job in Taos, New Mexico. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 09/28/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, rotating Employment Type: Travel Coast guarantees stipend payments for facility-initiated call-offs and on-call shifts, giving you added peace of mind throughout your assignment Coast Medical Service is a nationwide travel nursin…",122200.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384661?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=CA886867D916CFE9271E363500B7E523EEDCC1DC,36.39744,-105.59448,5877384661,"Travel CT Technologist - $2,350 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Ranchito, Taos County","['US', 'New Mexico', 'Taos County', 'Ranchito']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY2MCIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.2pSVU0VPQCqfm0JoHqdMIM3A5lgNhwS_MRj7Ndz2Jio,"American Traveler is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Winston-Salem, North Carolina. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 09/28/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assignment Overview Shift: Nights, 3x12hrs Hours: 36 hrs/wk Start Date: Sep 28, 2026 Length: 13 weeks Openings: 1 Description American Traveler is hiring a PCU RN with stro…",91780.0,Adzuna::API::Response::Job,2026-09-09T13:03:47Z,https://www.adzuna.com/land/ad/5877384660?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=1328805D619CCCBB83A0C6E4CCEEDB2066398ED2,36.095314,-80.324287,5877384660,"Travel PCU RN - $1,765 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,American Traveler,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hanes, Forsyth County","['US', 'North Carolina', 'Forsyth County', 'Hanes']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0NjU0In0.fT31u8-KN1sL4jV9fxl1iyvaL0n_O_EJ1rK8JaTPyCg,"Genie Healthcare is seeking a travel nurse RN Pediatric Infusion for a travel nursing job in Minneapolis, Minnesota. Job Description & Requirements Specialty: Pediatric Infusion Discipline: RN Start Date: 09/21/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Genie Healthcare is looking for a RN to work in Infusion for a 13 weeks travel assignment located in Minneapolis, MN for the Shift (5x8 Days - Please verify shift details with recruiter, 07:00:00-15:00…",152620.0,Adzuna::API::Response::Job,2026-09-09T13:03:46Z,https://www.adzuna.com/land/ad/5877384654?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=9BD3BF825BB91936EDBC2E98CD34BE9680C925BF,44.9462,-93.2,5877384654,"Travel Pediatric Hematology/Oncology Infusion RN - $2,935 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Genie Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lauderdale, Ramsey County","['US', 'Minnesota', 'Ramsey County', 'Lauderdale']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY1MSIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.8ayBKRLZl7YcXuZ9ww4rfGfEVEFNO6kQFAkrL1MUWm0,"Zack Group is seeking a travel nurse RN Pediatric Infusion for a travel nursing job in Minneapolis, Minnesota. Job Description & Requirements Specialty: Pediatric Infusion Discipline: RN Start Date: 09/21/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Zack Group is currently seeking Oncology RN’s for positions in Minneapolis, Minnesota. The ideal candidate will possess a current state or equivalent compact license. This is a 5x8 days, 06:00:00-14:00:00, 8…",156000.0,Adzuna::API::Response::Job,2026-09-09T13:03:46Z,https://www.adzuna.com/land/ad/5877384651?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=B7BB1F93A40AF47C8CBD6AD52997982ECE2E45D2,44.9462,-93.2,5877384651,"Travel Pediatric Hematology/Oncology Infusion RN - $3,000 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Zack Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Lauderdale, Ramsey County","['US', 'Minnesota', 'Ramsey County', 'Lauderdale']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0NjUzIn0.e29_pOqLt05yqDtq7E3G3s6HWQw853sDEkfZQmcYjaI,"Prime Staffing is seeking a travel nurse RN Cardiac Cath Lab for a travel nursing job in South Bend, Indiana. Job Description & Requirements Specialty: Cardiac Cath Lab Discipline: RN Start Date: 09/21/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel About the Position Specialty: RN – Cath Lab Experience: 1–2 years of experience in a Cardiac Catheterization Lab or similar critical care setting License: Active State or Compact RN License Certifications: BLS – AHA,…",149968.0,Adzuna::API::Response::Job,2026-09-09T13:03:46Z,https://www.adzuna.com/land/ad/5877384653?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=ED507F0649414F1D4766F11DDF15B272FC0AA95E,41.65676,-86.29466,5877384653,"Travel Cath Lab RN - $2,884 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Prime Staffing,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"St Marys, St. Joseph County","['US', 'Indiana', 'St. Joseph County', 'St Marys']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDY1NSIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.sseSm8LgUBea-AXb6q10EHYuwvLhSJKNvuvp4jr4w-g,"American Consultants is seeking a travel nurse RN OR - Operating Room for a travel nursing job in Fortuna, California. Job Description & Requirements Specialty: OR - Operating Room Discipline: RN Start Date: 10/05/2026 Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Job Opportunity – Registered Nurse, Operating Room – Fortuna, CA 95540 Start Date: October 5, 2026 Location: Fortuna, California Schedule: Day shift, 5x8-hour shifts (07:00 - 15:30). On-call require…",147524.0,Adzuna::API::Response::Job,2026-09-09T13:03:46Z,https://www.adzuna.com/land/ad/5877384655?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=C04AC39651051DDD097F5A0D3F689D4A7602B693,40.581803,-124.139733,5877384655,"Travel OR RN - $2,837 per week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,American Consultants,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Fortuna, Humboldt County","['US', 'California', 'Humboldt County', 'Fortuna']",,
0.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NzM4NDYyOCIsInMiOiJES0VIQTNHczhSR251TDZGYzhZUzN3In0.0aOMhKQoHwLqEJ6MJuNU683tHd1rDLIZz3glAmicNOc,"Vivian is looking for Travel Physical Therapist Therapys in Fayetteville, North Carolina paying up to $2,667/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and di…",138684.0,Adzuna::API::Response::Job,2026-09-09T13:03:21Z,https://www.adzuna.com/land/ad/5877384628?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=0C897E920D8B955011320761871EC236F8D0DFE3,35.054723,-78.906299,5877384628,"Travel Physical Therapist - Paying up to $2,667/week",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Haymount, Cumberland County","['US', 'North Carolina', 'Cumberland County', 'Haymount']",,
83000.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREtFSEEzR3M4UkdudUw2RmM4WVMzdyIsImkiOiI1ODc3Mzg0NjM0In0.7dZIL8DxsxTEDqD_VEt-edfdL31gaETDcqIegUvkfEs,"Vivian is looking for Staff Physical Therapist Therapys for permanent roles at top tier hospital systems in Palm Beach Gardens, Florida and surrounding areas. Paying up to $83K-90K/year, At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options…",90000.0,Adzuna::API::Response::Job,2026-09-09T13:03:21Z,https://www.adzuna.com/land/ad/5877384634?se=DKEHA3Gs8RGnuL6Fc8YS3w&utm_medium=api&utm_source=abfa41a4&v=391957C7C692EEC94359A77654C336DE7F3DE6EE,26.807032,-80.081429,5877384634,Physical Therapist - Paying up to $83K-90K/year,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Vivian Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Palm Beach Gardens, Palm Beach County","['US', 'Florida', 'Palm Beach County', 'Palm Beach Gardens']",,
