redirect_url,__CLASS__,salary_min,adref,longitude,salary_is_predicted,id,salary_max,title,description,latitude,created,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,contract_time,contract_type
https://www.adzuna.com/land/ad/5796975580?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=665D52D0CC1CB878A2418A690BA4351450499127,Adzuna::API::Response::Job,176342.1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU4MCIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.HbpCz1Suv-3A932X0VRJsPGgeTZTjlFIfPJVvJTmyb4,-71.23159,1,5796975580,176342.1,Home Health Physical Therapist - $68 per visit,"BAYADA Home Health Care is seeking a Home Health Physical Therapist for a job in Needham, Massachusetts. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Duration: Ongoing Employment Type: Staff Full-Time or Part -Time Outpatient Home Health Physical Therapist OUTPATIENT within Senior Living Communities Comprehensive Benefits Package And Work/Life Balance B AYADA Home Health Care is currently seeking an experienced Physical Therapist for a Full-Time or Part-Time …",42.30153,2026-07-11T10:13:27Z,"['US', 'Massachusetts', 'Norfolk County', 'Needham Heights']","Needham Heights, Norfolk County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,BAYADA Home Health Care,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975574?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=B8E9ED119052BC398C665912AA2D01D551582338,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU3NCIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.REMd1-btVKy5NZLMKvxlMDmGumw9ltZLerOy2aNma-Y,-79.9899,0,5796975574,148616.0,"Travel ICU Registered Nurse - $2,858 per week","GLC On-The-Go is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in North Charleston, South Carolina. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 07/20/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours Employment Type: Travel GLC is hiring: RN ICU - North Charleston, SC - 13-week contract GLC – Named Best Nurse Agency 2024–2025 We connect nurses, nursing professionals, and allied health professionals like yo…",32.8542,2026-07-11T10:13:27Z,"['US', 'South Carolina', 'Charleston County', 'Pinehaven']","Pinehaven, Charleston County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GLC On-The-Go,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975569?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=03047D7254DF3BF441C565CB861C54B4B613560F,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTY5In0.-4krfSQxbOQit3taWv1o2-CW5H1hKFfx0uXb64VSGTM,-71.3028,0,5796975569,140504.0,"Travel CT Technologist - $2,702 per week","Coast Medical Service is seeking a travel CT Technologist for a travel job in Attleboro, Massachusetts. Job Description & Requirements Specialty: CT Technologist Discipline: Allied Health Professional Start Date: 07/20/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast i…",41.93916,2026-07-11T10:13:27Z,"['US', 'Massachusetts', 'Bristol County', 'Attleboro']","Attleboro, Bristol County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Coast Medical Service,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975571?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=09D2F72C0E21DE8D3B6F2DB6D26F62F8F45881A6,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU3MSIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.2c4a9ye9TkBjqL3imMmMsqshheJY3MCVRPkcaqqCpUM,-95.884034,0,5796975571,106912.0,"Travel CVOR Surgical Technologist - $2,056 per week","Genie Healthcare is seeking a travel CVOR Technologist for a travel job in Tulsa, Oklahoma. Job Description & Requirements Specialty: CVOR Technologist Discipline: Allied Health Professional Start Date: 08/03/2026 Duration: 13 weeks 40 hours per week Shift: 10 hours, days Employment Type: Travel Genie Healthcare is looking for a Surgical Services to work in CVOR Tech for a 13 weeks travel assignment located in Tulsa, OK for the Shift (4x10 Days-Please verify shift details with recruiter, 07:00:…",36.095485,2026-07-11T10:13:27Z,"['US', 'Oklahoma', 'Tulsa County', 'Williams']","Williams, Tulsa County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Genie Healthcare,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975573?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=4595974834D52C9B163D8A1DE7F00B157121C9FC,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTczIn0.Y1E0bC_UdZJ7oo5jGUexYnYoVdMzuDliKNJZ-vEZ3Nc,-82.941916,0,5796975573,83564.0,"Travel RN Med Surg/Telemetry - $1,607 per week","GetMed Staffing, Inc. is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Seneca, South Carolina. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 08/03/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel GetMed Staffing is searching for a strong Telemetry RN to assist our traveler-friendly client. A minimum of 1-2 years of experience is required. Traveling with GetMed Staffing offers the un…",34.725985,2026-07-11T10:13:27Z,"['US', 'South Carolina', 'Oconee County', 'Seneca']","Seneca, Oconee County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,"GetMed Staffing, Inc.",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975566?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=67C182041929AD4D43093D465271297FE1E56920,Adzuna::API::Response::Job,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU2NiIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.GYgLWf3F8j13wsBdTjyvllRSugipMbnVdjvZuCrXGfo,-71.05,0,5796975566,135720.0,"Travel Telemetry Registered Nurse - $2,610 per week","GQR Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Boston, Massachusetts. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, rotating Employment Type: Travel Contract - W2 Telemetry Registered Nurse (RN) Job Location: Boston, Massachusetts Start Date: July 27, 2026 Profession: Registered Nurse (RN) Facility: Estimated Pay: $2609.52 - $2704.52 Duration:13 weeks Specialty:Tele…",42.34,2026-07-11T10:13:26Z,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']","South Boston, Suffolk County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,GQR Healthcare,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/details/5796975547?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,33787.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTQ3In0.HPvSh_tNDqIrF_zWng9J40JrQFHr5e-zZrMswfoPF-s,-96.874839,1,5796975547,33787.91,General Utility Worker - Methodist Charlton Med Ctr - Food,"Job Description As a General Utility Worker on our team of other service stars, you?ll take on the important task of maintaining the cleanliness of dishes, equipment, and the environments we work in. The best part? It?s just the starting point of your career, so launch your future with us! Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs. Job Responsibilities ? Ensure guest satisfaction by maintaining all dishe…",32.657904,2026-07-11T10:12:54Z,"['US', 'Texas', 'Dallas', 'Duncanville']","Duncanville, Dallas",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Aramark,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/details/5796975545?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,101416.58,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTQ1In0.KWq6bnRostWNfOpvpy0tPZviPOQOZKUCPrN-iwOMbfY,-80.21401,1,5796975545,101416.58,Executive Assistant,"We’re unique. You should be, too. We’re changing lives every day. For both our patients and our team members. Are you innovative and entrepreneurial minded? Is your work ethic and ambition off the charts? Do you inspire others with your kindness and joy? We’re different than most primary care providers. We’re rapidly expanding and we need great people to join our team. The Executive Assistant will provide assigned Executive with comprehensive administrative support that encompasses schedule man…",25.93549,2026-07-11T10:12:49Z,"['US', 'Florida', 'Miami-Dade County', 'Golden Glades']","Golden Glades, Miami-Dade County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,ChenMed,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,full_time,
https://www.adzuna.com/details/5796975544?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,42809.18,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTU0NCIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.pYr0myDX_wDXOuVlx1dQ5twtymYykYSw5GjVPUsjuqs,-121.49255,1,5796975544,42809.18,Airport Shuttle Driver (Class A or B),"CDL Shuttle Driver (Class A or B) - Sacramento International Airport (SMF) Pay: $26.01 per hour Location: Sacramento International Airport (SMF) Schedule: Full-Time | Multiple Shifts Available (Morning, Evening & Overnight) Required Qualifications Valid Class A or Class B Commercial Driver's License (CDL) (Min of 2 yrs with DL) Passenger Endorsement Required Air Brake Endorsement Required Current DOT Medical Certificate Ability to work a flexible schedule, including weekends, holidays, and over…",38.58543,2026-07-11T10:12:47Z,"['US', 'California', 'Sacramento County', 'Sacramento']","Sacramento, Sacramento County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,LAZ Parking,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,full_time,
https://www.adzuna.com/details/5796975543?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,65358.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWctcVJUUjk4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk2OTc1NTQzIn0.PVISvmkZJFA0G5LlsL_y6FHBnumUjLCK3QycZ1kxWRM,-121.44428,1,5796975543,65358.68,Airport Shuttle Driver (Class A or B),"CDL Shuttle Driver (Class A or B) - Sacramento International Airport (SMF) Pay: $26.01 per hour Location: Sacramento International Airport (SMF) Schedule: Full-Time | Multiple Shifts Available (Morning, Evening & Overnight) Required Qualifications Valid Class A or Class B Commercial Driver's License (CDL) (Min of 2 yrs with DL) Passenger Endorsement Required Air Brake Endorsement Required Current DOT Medical Certificate Ability to work a flexible schedule, including weekends, holidays, and over…",38.60593,2026-07-11T10:12:42Z,"['US', 'California', 'Sacramento County', 'North Sacramento']","North Sacramento, Sacramento County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,LAZ Parking,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,full_time,
https://www.adzuna.com/land/ad/5796975539?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=92D520E6295B639A8E8DC79853022334712E4618,Adzuna::API::Response::Job,84217.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTUzOSIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.7aQfyWe2DyOCR_f58Ypvjn0Pvv_X0lrhHdM5uy9tlDo,-71.061224,1,5796975539,84217.98,Executive Receptionist,"Job Description: Established nearly two centuries ago, FM is a leading mutual insurance company whose capital, scientific research capability and engineering expertise are solely dedicated to property risk management and the resilience of its policyholder-owners. These owners, who share the belief that the majority of property loss is preventable, represent many of the world’s largest organizations, including one of every four Fortune 500 companies. They work with FM to better understand the ha…",42.351139,2026-07-11T10:12:24Z,"['US', 'Massachusetts', 'Suffolk County', 'Boston']","Boston, Suffolk County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,FM,admin-jobs,Admin Jobs,Adzuna::API::Response::Category,,
https://www.adzuna.com/land/ad/5796975520?se=yg-qRTR98RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=FD74766EBC1E8FE66FA00277E359118DE947674C,Adzuna::API::Response::Job,104087.69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Njk3NTUyMCIsInMiOiJ5Zy1xUlRSOThSRzZKUDBuR2hmTFZnIn0.h69hc7PSVnk7BD7f8NS92hAp3CeyU_a53-pfVPLGqkY,-71.657986,1,5796975520,104087.69,Licensed Practical Nurse - LPN,"Overview: Crestwood Center in Milford, NH has been awarded a Five Star Facility We are Now Hiring Full-time LPNs 7am - 3pm and 3pm - 11pm available We offer great benefits and up to 25% More Pay in Lieu of Benefits $5,000 Sign-on Bonus *Posted range includes evening shift differential and pay in lieu of benefits. At Genesis Healthcare, we are dedicated to improving the lives we touch through the delivery of high-quality care and exceptional service. As a leading provider in the long-term care i…",42.829003,2026-07-11T10:10:01Z,"['US', 'New Hampshire', 'Hillsborough County', 'Milford']","Milford, Hillsborough County",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Crestwood Center,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
