created,redirect_url,title,salary_min,salary_is_predicted,adref,id,salary_max,description,latitude,__CLASS__,longitude,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.label,category.tag,category.__CLASS__,contract_time,contract_type
2026-08-08T09:39:51Z,https://www.adzuna.com/land/ad/5833503710?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=8011172DAADFB747378FF5D85675DBCFD9A86B49,Travel RDN - Registered Dietitian Nutritionist,121187.52,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUhyV1BUQ1Q4UkdEeHZlQnZHcXVCQSIsImkiOiI1ODMzNTAzNzEwIn0.2gLGK7WnDo1YqdiK3CmvirQkzdCmqfptqhJg-7gbtZA,5833503710,121187.52,"Job Description \n LanceSoft is seeking a travel RDN - Registered Dietitian Nutritionist for a travel job in Sumter, South Carolina. Job Description & Requirements\n \n Specialty: RDN - Registered Dietitian Nutritionist \n Discipline: Allied Health Professional \n Start Date: ASAP \n Duration: 12 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n  - Required certifications or licenses: RD (Registered Dietitian), South Carolina dietetics license, BLS \n Hours of …",33.940994,Adzuna::API::Response::Job,-80.326221,Adzuna::API::Response::Company,LanceSoft,"['US', 'South Carolina', 'Sumter County', 'Hoyt Heights']",Adzuna::API::Response::Location,"Hoyt Heights, Sumter County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:51Z,https://www.adzuna.com/land/ad/5833503713?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=D81ADEC34C1BCE5FF15C9FC75C753BFC88484284,Travel Emergency Room RN,167773.44,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzUwMzcxMyIsInMiOiJpSHJXUFRDVDhSR0R4dmVCdkdxdUJBIn0.6kMSk1ChrDkR97h2zjgiU-LrlP2OOLv3hLaXYGt2jo8,5833503713,167773.44,"Job Description \n Host Healthcare is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Greeley, Colorado. Job Description & Requirements\n \n Specialty: ED - Emergency Department \n Discipline: RN \n Start Date: 08/31/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, nights \n Employment Type: Travel \n \n Host Healthcare Job ID a1fVX000003pQDGYA2. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-fre…",40.400366,Adzuna::API::Response::Job,-104.702562,Adzuna::API::Response::Company,Host Healthcare,"['US', 'Colorado', 'Weld County', 'Garden']",Adzuna::API::Response::Location,"Garden, Weld County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:50Z,https://www.adzuna.com/land/ad/5833503703?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=90079E95A536DEF7131D6BE15AFD50745FC6F220,Travel Outpatient Physical Therapist,144560.38,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUhyV1BUQ1Q4UkdEeHZlQnZHcXVCQSIsImkiOiI1ODMzNTAzNzAzIn0.98AkT19yOqFSUl_XIitDi3etrbMqWkFbl2q3AW6lZ1w,5833503703,144560.38,"Job Description \n CrossMed is seeking a travel Outpatient Physical Therapist for a travel job in Minot, North Dakota. Job Description & Requirements\n \n Specialty: Physical Therapist \n Discipline: Therapy \n Start Date: 08/10/2026 \n Duration: 13 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n CrossMed Job ID 79210417. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted…",48.253279,Adzuna::API::Response::Job,-101.312944,Adzuna::API::Response::Company,CrossMed,"['US', 'North Dakota', 'Ward County', 'Burlington']",Adzuna::API::Response::Location,"Burlington, Ward County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:50Z,https://www.adzuna.com/land/ad/5833503705?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=3FE437A0766E4E12BD51F2F4703E73FF6EA5AFBF,Travel Surgical Technician,203294.73,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUhyV1BUQ1Q4UkdEeHZlQnZHcXVCQSIsImkiOiI1ODMzNTAzNzA1In0.9KCCZOkDsL_nRd9ZW0sBcUHNe3KUedOMuGbLT8J7Wl4,5833503705,203294.73,"Job Description \n LanceSoft is seeking a travel Surgical Technician for a travel job in Reno, Nevada. Job Description & Requirements\n \n Specialty: Surgical Technician \n Discipline: Allied Health Professional \n Start Date: ASAP \n Duration: 13 weeks \n 40 hours per week \n Shift: 10 hours, days \n Employment Type: Travel \n \n LanceSoft Job ID j97950y3qvm2fk5j71561hjts1858wfe. Pay package is based on 10 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount…",39.5387,Adzuna::API::Response::Job,-119.8225,Adzuna::API::Response::Company,LanceSoft,"['US', 'Nevada', 'Washoe County', 'Sierra']",Adzuna::API::Response::Location,"Sierra, Washoe County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:49Z,https://www.adzuna.com/land/ad/5833503681?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=3A2C323DC5F2622D83D40710CB59D693E7BA5C89,Travel Skilled Nursing Facility (SNF) Certified Occupational Therapy Assistant,81481.41,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzUwMzY4MSIsInMiOiJpSHJXUFRDVDhSR0R4dmVCdkdxdUJBIn0.73-azUVEINiJEc9gnxD81HRALoYnm41luXjF90drkMo,5833503681,81481.41,"Job Description \n Critical Connection, inc is seeking a travel Skilled Nursing Facility (SNF) Certified Occupational Therapy Assistant for a travel job in Port Chester, New York. Job Description & Requirements\n \n Specialty: Certified Occupational Therapy Assistant \n Discipline: Therapy \n Start Date: 08/24/2026 \n Duration: 13 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n \n About the Opportunity \n We are seeking a Certified Occupational Therapy Assist…",41.01546,Adzuna::API::Response::Job,-73.67556,Adzuna::API::Response::Company,"Critical Connection, inc","['US', 'New York', 'Westchester County', 'Rye Brook']",Adzuna::API::Response::Location,"Rye Brook, Westchester County",Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:49Z,https://www.adzuna.com/land/ad/5833503684?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=791A66F7BEF2F289BBCD56BC684416CA2806551D,Travel RN Clinic,87333.23,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzUwMzY4NCIsInMiOiJpSHJXUFRDVDhSR0R4dmVCdkdxdUJBIn0.a5JKEWe3cV08qugWqbNjZaCX3UAmuvd1KJ7DqCnwzz4,5833503684,87333.23,"Job Description \n GLC On-The-Go is seeking a travel nurse RN Clinic Ambulatory Care for a travel nursing job in Glenwood Springs, Colorado. Job Description & Requirements\n \n Specialty: Ambulatory Care \n Discipline: RN \n Start Date: 08/25/2026 \n Duration: 13 weeks \n 34 hours per week \n Shift: 8 hours \n Employment Type: Travel \n \n RN - Med Surg | Glenwood Springs, CO | Contract Quick Look\n \n Weekly Gross Pay: $1,983 - $2,087 \n Shift: Monday - Thursday 8am - 5pm, Friday 8am - 3pm \n …",39.545504,Adzuna::API::Response::Job,-107.326054,Adzuna::API::Response::Company,GLC On-The-Go,"['US', 'Colorado', 'Garfield County', 'Glenwood']",Adzuna::API::Response::Location,"Glenwood, Garfield County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:49Z,https://www.adzuna.com/land/ad/5833503692?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=0EA50E8DBC791ADD4B8F13D1B7808020446329EE,Travel Physical Therapist Assistant,131777.45,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUhyV1BUQ1Q4UkdEeHZlQnZHcXVCQSIsImkiOiI1ODMzNTAzNjkyIn0.Kxg9cymiPJ60ujuHfE-SkgnObz0aX-NPtLmqqYMfurg,5833503692,131777.45,"Job Description \n ARMStaffing is seeking a travel Physical Therapy Assistant for a travel job in Murphy, Texas. Job Description & Requirements\n \n Specialty: Physical Therapy Assistant \n Discipline: Therapy \n Start Date: 08/31/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, flexible \n Employment Type: Travel \n \n Outpatient Physical Therapist Assistant Assignment Duration\n This is a 13-week contract position. Schedule\n 5x8.0 Shift Job Description\n Join our team as a…",33.015121,Adzuna::API::Response::Job,-96.613049,Adzuna::API::Response::Company,ARMStaffing,"['US', 'Texas', 'Collin County', 'Murphy']",Adzuna::API::Response::Location,"Murphy, Collin County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:49Z,https://www.adzuna.com/land/ad/5833503688?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=B7280E551B379DDAF7229B441FAA1693FECCBC70,Travel RN Medical/Surgical Ortho / Neuro,72986.62,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzUwMzY4OCIsInMiOiJpSHJXUFRDVDhSR0R4dmVCdkdxdUJBIn0.3Oo_QYwtfF0WrHNbF8W5JrBbCa6boVSY3TDtGX_rMV4,5833503688,72986.62,"Job Description \n Epic Travel Staffing is seeking a travel nurse RN Med Surg for a travel nursing job in Evansville, Indiana. Job Description & Requirements\n \n Specialty: Med Surg \n Discipline: RN \n Start Date: 08/31/2026 \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, days \n Employment Type: Travel \n \n Job Opportunities Epic Travel Staffing is hiring a Local RN - Med/Surg/Ortho/Neuro - 4E \n Shift: Days/ 6:45a-7:15p, 12x3, 36hrs/weekLength: 13 Weeks Requirements: \n \n I…",38.084017,Adzuna::API::Response::Job,-87.521772,Adzuna::API::Response::Company,Epic Travel Staffing,"['US', 'Indiana', 'Vanderburgh County', 'Mccutchanville']",Adzuna::API::Response::Location,"Mccutchanville, Vanderburgh County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:49Z,https://www.adzuna.com/land/ad/5833503687?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=02B2CA3C37860CB7CE8213FFEB4E026F1D593648,Travel Physical Therapy Assistant - Outpatient,211600.83,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzUwMzY4NyIsInMiOiJpSHJXUFRDVDhSR0R4dmVCdkdxdUJBIn0.f4wyBRFEFvt3AniMKnIgcjKqZjWHORplkIxYP6P48IA,5833503687,211600.83,"Job Description \n Ardor Health Solutions is seeking a travel Outpatient Physical Therapy Assistant for a travel job in Waurika, Oklahoma. Job Description & Requirements\n \n Specialty: Physical Therapy Assistant \n Discipline: Therapy \n Start Date: 09/10/2026 \n Duration: 13 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n \n Ardor Health Solutions is seeking dedicated and compassionate nurses and therapy professionals for travel assignments across the Unite…",34.17198,Adzuna::API::Response::Job,-98.00094,Adzuna::API::Response::Company,Ardor Health Solutions,"['US', 'Oklahoma', 'Jefferson County', 'Waurika']",Adzuna::API::Response::Location,"Waurika, Jefferson County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:49Z,https://www.adzuna.com/land/ad/5833503691?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=976501CCED8D13A363522EC7169665EB1B2EBE5D,Travel Med Surg/Telemetry RN,84490.69,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzUwMzY5MSIsInMiOiJpSHJXUFRDVDhSR0R4dmVCdkdxdUJBIn0.MsKeK33U10c0a0d-WOVmJelSJhTNhBNM06iCOHopyRM,5833503691,84490.69,"Job Description \n Stability Healthcare is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Marshalltown, Iowa. Job Description & Requirements\n \n Specialty: Med Surg / Telemetry \n Discipline: RN \n Duration: 13 weeks \n 36 hours per week \n Shift: 12 hours, nights \n Employment Type: Travel \n \n Stability Healthcare is looking for a Tele Med-Surg RN contract position in Marshalltown, IA. The Medical Surgical Telemetry Registered Nurse (RN) provides direct nursing c…",42.05592,Adzuna::API::Response::Job,-92.9406,Adzuna::API::Response::Company,Stability Healthcare,"['US', 'Iowa', 'Marshall County', 'Marshalltown']",Adzuna::API::Response::Location,"Marshalltown, Marshall County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
2026-08-08T09:39:49Z,https://www.adzuna.com/land/ad/5833503699?se=iHrWPTCT8RGDxveBvGquBA&utm_medium=api&utm_source=abfa41a4&v=D8CFE30021FA4CC1B87692410D84AF626D89D5AC,Travel Nurse RN - Long Term Care (LTC) Long Term Care,72667.9,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUhyV1BUQ1Q4UkdEeHZlQnZHcXVCQSIsImkiOiI1ODMzNTAzNjk5In0.ZDAvr3VSBnRsox48YIbi43EtbCDYUI3QpFA0NA1wtZA,5833503699,72667.9,"Job Description \n Catalytic Solutions is seeking a travel nurse RN Long Term Care (LTC) Long Term Care for a travel nursing job in Franklin, New Hampshire. Job Description & Requirements\n \n Specialty: Long Term Care \n Discipline: RN \n Start Date: 08/24/2026 \n Duration: 9 weeks \n 40 hours per week \n Shift: 8 hours, days \n Employment Type: Travel \n \n About Catalytic Solutions \n \n At Catalytic Solutions, we’re redefining what healthcare staffing should feel like. We believe outstandin…",43.4379,Adzuna::API::Response::Job,-71.66466,Adzuna::API::Response::Company,Catalytic Solutions,"['US', 'New Hampshire', 'Merrimack County', 'West Franklin']",Adzuna::API::Response::Location,"West Franklin, Merrimack County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,,
