longitude,redirect_url,salary_min,title,contract_time,created,id,__CLASS__,salary_max,adref,description,latitude,salary_is_predicted,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.tag,category.label,contract_type
-74.119328,https://www.adzuna.com/details/5832027762?utm_medium=api&utm_source=abfa41a4,33280.0,Physical Therapy Aide,part_time,2026-08-07T10:08:38Z,5832027762,Adzuna::API::Response::Job,35360.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzYyIn0.lNdqVln6to9Pf7_D4Hy1c7-E95lCJRxyStiZ1s0JEjE,"Why Join PT Solutions? At PT Solutions Physical Therapy, we’re more than just a private practice—we’re a clinician-founded, mission-driven community dedicated to expanding access to life-changing care. As a Physical Therapy Aide, you’ll play a hands-on role in supporting patient treatments, assisting licensed clinicians, and ensuring smooth clinic operations. This dynamic, entry-level position is perfect for those interested in healthcare careers. You’ll build strong relationships with patients…",40.665715,0,PT Solutions Physical Therapy,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Hudson County', 'Pamrapo']",Adzuna::API::Response::Location,"Pamrapo, Hudson County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-75.371534,https://www.adzuna.com/details/5832027730?utm_medium=api&utm_source=abfa41a4,60732.86,Kitchen Manager - Bethlehem,full_time,2026-08-07T10:08:35Z,5832027730,Adzuna::API::Response::Job,60732.86,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzMwIn0.Lt9qMqCB91rc2nqYEYwmXsddyd60HeLGB6_1Zubga5Y,"Kitchen Manager Sought for Exciting Healthcare Position Full Time - 8am-430pm Senior LIFE is changing the way America sees eldercare, and we need passionate, hardworking, innovative and versatile professionals to join our interdisciplinary care teams. Nutrition and dietary maintenance are essential pieces of this mission and, as a result, the Kitchen Manager is at the forefront of improving and enhancing this critical piece of center life. This hands-on manager is responsible for orchestrating …",40.651963,1,Practical Administrative Solutions L.P,Adzuna::API::Response::Company,"['US', 'Pennsylvania', 'Northampton County', 'Bethlehem']",Adzuna::API::Response::Location,"Bethlehem, Northampton County",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,
-84.731305,https://www.adzuna.com/details/5832027729?utm_medium=api&utm_source=abfa41a4,75000.0,Aide to Clinician,full_time,2026-08-07T10:08:34Z,5832027729,Adzuna::API::Response::Job,105000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzI5In0.h3wUUEWaZx8hx-LIkMfzKBSpagydFI42DBbd0OUt-h4,"Say YES! to Patients and YES! to Elevated Earnings at PT Solutions – Now Hiring in Douglasville, GA PT Solutions is seeking a full-time Physical Therapist to join our growing team in Douglasville, GA. If you're passionate about delivering high-quality, personalized care and ready to work in an environment where clinicians thrive—this is your opportunity! We’re focused on helping individuals regain mobility, independence, and well-being through compassionate care and evidence-based treatment. Wh…",33.69624,0,PT Solutions Physical Therapy,Adzuna::API::Response::Company,"['US', 'Georgia', 'Douglas County', 'Douglasville']",Adzuna::API::Response::Location,"Douglasville, Douglas County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-86.77572,https://www.adzuna.com/details/5832027723?utm_medium=api&utm_source=abfa41a4,70000.0,Assistant General Manager,full_time,2026-08-07T10:08:34Z,5832027723,Adzuna::API::Response::Job,90000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzcyMyIsInMiOiJKQW8xbldxUzhSRzVwTmVzelNSTHVRIn0.uV4R7hsVAsK1tl92_azOR-h_0pa4QVAy8Wrtj8wQipo,"Arriving in Nashville from Chicago, Sushi-san will be serving up the freshest fish seven days a week. The menu from Master Sushi Chef Kaze Chan will feature signature maki, handrolls, San-Sets, nigiri and sashimi along with Sizzling Rice, binchotan robata grilled dishes and more. Along with a robust sake-by-the-glass list and blast chilled beer, guests will dine to the tunes of golden-era hip-hop. This will be the fourth location of Sushi-san and first Sushi-san location outside of Chicago. Sus…",36.10734,0,Lettuce Entertain You Restaurants,Adzuna::API::Response::Company,"['US', 'Tennessee', 'Davidson County', 'Berry Hill']",Adzuna::API::Response::Location,"Berry Hill, Davidson County",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,
-87.6351,https://www.adzuna.com/details/5832027725?utm_medium=api&utm_source=abfa41a4,55000.0,Sous Chef,full_time,2026-08-07T10:08:34Z,5832027725,Adzuna::API::Response::Job,75000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzI1In0.km8sZ2d4Z80wpC8KF_1gbbaTG5ohNx0JbqHkJ2XIX4s,"Sushi-san is serving up the best sushi in Chicago and binchotan roasted meats using the freshest ingredients, all with a side of old-school hip-hop and ice-cold beer. Sushi-san is Hiring Now: SOUS CHEF! Lettuce Entertain You Restaurants is looking for a Sous Chef with 2 years of sous chef experience. We reward our teams with benefits, career-long training and growth opportunities. A Few of Our Benefits: Competitive Salary Quarterly Bonus Paid Time Off - including Paid Holidays, Personal Days & …",41.8884,0,Lettuce Entertain You Restaurants,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'River North']",Adzuna::API::Response::Location,"River North, Chicago",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,contract
-122.674392,https://www.adzuna.com/details/5832027706?utm_medium=api&utm_source=abfa41a4,89541.91,Clinical Social Worker - CSWA or LCSW,,2026-08-07T10:08:33Z,5832027706,Adzuna::API::Response::Job,89541.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzA2In0.MtaUhchcEoG5MOrzHPPJuqqeV-iGO6zast_ZFokasJY,"Are you committed to holistic, patient-centered care? Do you thrive in providing care to adult and pediatric patients across a variety of settings? If you are passionate about serving vulnerable populations and growing as an empathetic advocate, you may be a great fit for the Legacy team. With compassion and commitment, Clinical Social Workers embody Legacy’s mission of making life better for others. They evaluate patients’ psychosocial and mental health needs to support transition planning, cr…",45.54418,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,
-122.770379,https://www.adzuna.com/details/5832027704?utm_medium=api&utm_source=abfa41a4,38135.56,Surgical Technologist - Women's Services,part_time,2026-08-07T10:08:33Z,5832027704,Adzuna::API::Response::Job,38135.56,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzA0In0.iN4DMuYXk4hoZwbbNYHL-sP4sw8gkSQiBktWklPqEkQ,"The birth of a child is exciting, intense, and deeply meaningful — and you understand the full range of emotions that come with it. That’s why you work to create an environment that is safe, welcoming, and nurturing for patients and their families. Whether you're supporting care in Labor & Delivery, Family Birth Centers, or Newborn Nurseries, you bring both compassion and clinical skill to every moment. From ensuring surgical sites are sterile and fully equipped, to providing basic patient care…",45.000496,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Marion County', 'Silverton']",Adzuna::API::Response::Location,"Silverton, Marion County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-122.424532,https://www.adzuna.com/details/5832027718?utm_medium=api&utm_source=abfa41a4,49587.16,Medical Assistant,part_time,2026-08-07T10:08:33Z,5832027718,Adzuna::API::Response::Job,49587.16,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzE4In0.951zYkD2q4K_basD9e5Khjld9-99Xc9g4IFaUE77lF4,"Be the Connection That Makes a Difference in P atient Care Are you a compassionate Medical Assistant looking to make a difference beyond the exam room? As part of our team , you’ll play a key role in a primary care or specialty clinic . Here, we go beyond treating symptoms — we care for the whole person, addressing not just medical needs but also recognizing the critical social deter minants of health. You’ll be part of a deeply collaborative care team that includes medical providers, nurses, s…",45.60612,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Washington', 'Clark County', 'Camas']",Adzuna::API::Response::Location,"Camas, Clark County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-122.714963,https://www.adzuna.com/details/5832027703?utm_medium=api&utm_source=abfa41a4,46597.31,Central Sterile Technician I,full_time,2026-08-07T10:08:33Z,5832027703,Adzuna::API::Response::Job,46597.31,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzcwMyIsInMiOiJKQW8xbldxUzhSRzVwTmVzelNSTHVRIn0.umFwCxN-H2U4CFpSYeiHWHSbENC34UFqr7wDE9JhFKc,"At Legacy, our mission is to make life better—for our patients, our community, and each other. As a Central Sterile Technician , you embody this mission every day by ensuring a sterile, clean, and safe environment that supports the highest quality medical and surgical care. By building your legacy within our healthcare community, your keen attention to detail and dedication to patient safety will have a meaningful impact. Beyond ensuring the proper sterilization of instruments and equipment, yo…",45.535748,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-122.630421,https://www.adzuna.com/details/5832027720?utm_medium=api&utm_source=abfa41a4,113435.69,Angiography Technologist,full_time,2026-08-07T10:08:33Z,5832027720,Adzuna::API::Response::Job,113435.69,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzIwIn0.T44awBdqQONYVC3-FeH0ga0wJzbAC80vs9AKAJ_g11A,"Every member of the Legacy community moves toward a common goal of providing the best possible care in the most compassionate environment. Your skills as an angiography technologist will help to fulfill that goal. As you provide imaging procedures according to physician’s orders, you will be extending professional, expert care to the patients we serve. Angiography, Cardiovascular and Electrophysiology Technologists provide the highest quality care using the most advanced technologies for diagno…",45.714538,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Washington', 'Clark County', 'Salmon Creek']",Adzuna::API::Response::Location,"Salmon Creek, Clark County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-122.783837,https://www.adzuna.com/details/5832027716?utm_medium=api&utm_source=abfa41a4,60264.55,Medical Assistant - Family Medicine,,2026-08-07T10:08:33Z,5832027716,Adzuna::API::Response::Job,60264.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzE2In0.wGrDbRx15SMXv5kxSLTzMZBIx39fkkoTArEFeQcndWw,"Be the Connection That Makes a Difference in P atient Care Are you a compassionate Medical Assistant looking to make a difference beyond the exam room? As part of our team , you’ll play a key role in a primary care or specialty clinic . Here, we go beyond treating symptoms — we care for the whole person, addressing not just medical needs but also recognizing the critical social deter minants of health. You’ll be part of a deeply collaborative care team that includes medical providers, nurses, s…",45.066657,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Marion County', 'Mount Angel']",Adzuna::API::Response::Location,"Mount Angel, Marion County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-98.107993,https://www.adzuna.com/details/5832027699?utm_medium=api&utm_source=abfa41a4,61587.4,Hospital Unit Secretary (HUC) - PRN Days | New Braunfels LTACH/Rehab,,2026-08-07T10:08:33Z,5832027699,Adzuna::API::Response::Job,61587.4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3Njk5In0.dnXJ_ochQl0-r_0soMs6estmeKJWYCh_-l-zFClyI1U,"If you’re looking for a schedule that fits your lifestyle, check out PAM Health. Some things that our hospital can offer YOU: Opportunities for growth and advancement Flexible scheduling Employee Bonus Referral Program $$$ Supportive leadership The Unit Secretary is responsible for nursing unit communication. Functions include serving as a receptionist, maintaining patient records, and transcribing and communicating physician orders as well as maintaining order at the nursing station. Performs …",29.692516,1,PAM Health,Adzuna::API::Response::Company,"['US', 'Texas', 'Comal County', 'Solms']",Adzuna::API::Response::Location,"Solms, Comal County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-122.680488,https://www.adzuna.com/details/5832027711?utm_medium=api&utm_source=abfa41a4,82852.62,Human Resources Associate - Labor (Union) Relations,full_time,2026-08-07T10:08:33Z,5832027711,Adzuna::API::Response::Job,82852.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzcxMSIsInMiOiJKQW8xbldxUzhSRzVwTmVzelNSTHVRIn0.urF2vpsBCkxuIPeaLw8ZS4DBgak5On2YsziYoY8_3nU,"At Legacy Health, our People & Culture team is redefining what it means to work in healthcare. We are evolving from a traditional HR function into a forward-thinking group focused on attracting, developing, and retaining diverse, high-performing talent. Driven by curiosity and innovation, we don’t just respond to today’s workforce challenges - we anticipate them. Our mission to make life better for others extends to our employees, and we are dedicated to fostering an environment where everyone …",45.529774,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",Adzuna::API::Response::Category,hr-jobs,HR & Recruitment Jobs,
-122.714963,https://www.adzuna.com/details/5832027717?utm_medium=api&utm_source=abfa41a4,88394.2,Clinical Social Worker - CSWA or LCSW,part_time,2026-08-07T10:08:33Z,5832027717,Adzuna::API::Response::Job,88394.2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzcxNyIsInMiOiJKQW8xbldxUzhSRzVwTmVzelNSTHVRIn0.SXG27YZ2RNCx1RwmjzrhN9n34FfU1T9oPVtBWihH-lw,"Are you committed to holistic, patient-centered care? Do you thrive in providing care to adult and pediatric patients across a variety of settings? If you are passionate about serving vulnerable populations and growing as an empathetic advocate, you may be a great fit for the Legacy team. With compassion and commitment, Clinical Social Workers embody Legacy’s mission of making life better for others. They evaluate patients’ psychosocial and mental health needs to support transition planning, cr…",45.535748,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",Adzuna::API::Response::Category,social-work-jobs,Social work Jobs,
-122.714963,https://www.adzuna.com/details/5832027705?utm_medium=api&utm_source=abfa41a4,34243.56,Certified Nursing Assistant (CNA) - Nursing Rehab,,2026-08-07T10:08:33Z,5832027705,Adzuna::API::Response::Job,34243.56,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzA1In0.qz6iEvRD6ZqTMr3OizwBL08nYfBtTSNhVjDmwAyb7NM,"The nursing philosophy at Legacy focuses on our patients and their families. Everything we do centers around them. At Legacy, you will be part of an interprofessional team focused on one goal: making life better for our patients and the community. If you believe this is an environment in which you would thrive, we invite you to consider this opportunity. Responsible for assisting licensed nursing personnel in the provision of nursing care. Participates as a member of the health care team under …",45.535748,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-122.714963,https://www.adzuna.com/details/5832027714?utm_medium=api&utm_source=abfa41a4,169047.7,Dosimetrist Non Certified,part_time,2026-08-07T10:08:33Z,5832027714,Adzuna::API::Response::Job,169047.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkFvMW5XcVM4Ukc1cE5lc3pTUkx1USIsImkiOiI1ODMyMDI3NzE0In0.L-pdkhRPio0I8KaVTqt9pITDIs3Yj8E4oSiJtifAg1Q,"As a Medical Dosimetrist, you are an integral member of that team, using your knowledge of radiation therapy machines and appropriate radioactive sources to plan treatment techniques.You view each patient uniquely, striving to resolve any therapy issues for the possible radiation treatment. You represent the Legacy mission of making life better for others. Legacy Good Samaritan Medical Center in Northwest Portland is known for its specialty programs and clinical excellence. Legacy Good Samarita…",45.535748,1,Legacy Health,Adzuna::API::Response::Company,"['US', 'Oregon', 'Multnomah County', 'Portland']",Adzuna::API::Response::Location,"Portland, Multnomah County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
