__CLASS__,salary_is_predicted,redirect_url,salary_min,contract_time,latitude,created,salary_max,longitude,description,id,adref,title,category.label,category.tag,category.__CLASS__,location.display_name,location.area,location.__CLASS__,company.display_name,company.__CLASS__
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618844?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=930993D9F1B5E2D085D4FDEE2C829294F129BD83,55035.69,part_time,41.608019,2026-08-06T11:17:54Z,55035.69,-87.754495,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618844,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4ODQ0In0.ec8SAvIHGLrc8_C78GdsdLV5ztvfuMPYH4Uhon_m3hQ,"Side gig: Earn at least $3075 in your first 210 trips with Uber, guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Oak Forest, Cook County","['US', 'Illinois', 'Cook County', 'Oak Forest']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618850?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=DAFD6072C8744147351EF3669CF3F2C2988AFFE3,43795.12,part_time,41.162803,2026-08-06T11:17:54Z,43795.12,-87.644796,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618850,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODg1MCIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.L7vQImHfPIXPpuo03rodNTXJyodggsag4NmMfcWdc3g,Driver gig - Earn at least $3075 by driving 210 trips with Uber,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Momence, Kankakee County","['US', 'Illinois', 'Kankakee County', 'Momence']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618803?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=75E2D0E3183E6E96348424A6D089119D5C6A25C2,42882.69,part_time,41.124547,2026-08-06T11:17:52Z,42882.69,-88.831807,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618803,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODgwMyIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.70fHQNoPI3714iyyOUGS6r7YjSQDiaLcDKkMPDOU2hE,Drive with Uber - Earn at least $3075 in your first 210 trips with Uber.,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Streator East, LaSalle County","['US', 'Illinois', 'LaSalle County', 'Streator East']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618794?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=BA7FB033452DDFE234F3A8C15A8858C28FA4B5A1,59385.2,part_time,41.919617,2026-08-06T11:17:52Z,59385.2,-88.077755,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618794,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4Nzk0In0.LRYrfY3RBj5769DUScutapfIRRRS16RRe_x1dML5iwc,"Fast Pay - Earn at least $3075 in your first 210 trips, guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Glendale Heights, DuPage County","['US', 'Illinois', 'DuPage County', 'Glendale Heights']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618805?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=119CE890F1EF52E9865F46AE1BFD59BF5CFC33E7,46083.52,part_time,41.162005,2026-08-06T11:17:52Z,46083.52,-88.645979,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618805,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODgwNSIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.8hcAJmbVOv6MJgvW_C08bIExhLst6qm7E1L3rPwZ5NE,Driver gig - Earn at least $3075 by driving 210 trips with Uber,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Ransom, LaSalle County","['US', 'Illinois', 'LaSalle County', 'Ransom']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618776?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=7414CED6B091979635FDBB5168F49500B86C64CD,49625.62,part_time,41.809156,2026-08-06T11:17:52Z,49625.62,-87.712136,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618776,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4Nzc2In0.FsGOIJ1PTteYhrEAiVkhhWKUzl9NFak4rJytY1eAqyw,"Flexible $: Earn At Least $3075 For Your First 210 Trips, Guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Archer Heights, Chicago","['US', 'Illinois', 'Cook County', 'Chicago', 'Archer Heights']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618808?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=2D59CAF69E51C1810992A388B6DF1010E0D17DCE,45082.89,part_time,41.882449,2026-08-06T11:17:52Z,45082.89,-87.757726,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618808,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODgwOCIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.fYhDt12zTmkaQuCiGG1U9QAQaYylH3QL-IRuh0hm45Q,Drive with Uber - Earn at least $3075 in your first 210 trips with Uber.,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"South Austin, Chicago","['US', 'Illinois', 'Cook County', 'Chicago', 'South Austin']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618739?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=CBA6A551D633DD90F5DCC1DF8BA044A61771651B,52204.04,part_time,42.2391,2026-08-06T11:17:51Z,52204.04,-87.86922,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618739,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODczOSIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.DZJolVGe1ajkEbBRYjmeuKDPI9i4ErD-0nR8rCqPdwc,"Drive with Uber: Earn at least $3075 when you complete 210 trips with Uber, guaranteed",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Lincolnshire Woods, Lake County","['US', 'Illinois', 'Lake County', 'Lincolnshire Woods']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618757?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=4E21CD524AF8C3FAA7F45ED5F27E0ABAB79319E9,70506.47,part_time,42.19446,2026-08-06T11:17:51Z,70506.47,-87.91074,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618757,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4NzU3In0.2siY_aTj_4EusEv9hy_FQyONhijwzSttw-9JZalJkpI,"Choose your schedule - Earn At Least $3075 For Your First 210 Trips, Guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Lincolnshire, Lake County","['US', 'Illinois', 'Lake County', 'Lincolnshire']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618749?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=2242D820A58CF67770F25A59C655C513D2351ABA,66836.1,part_time,41.895186,2026-08-06T11:17:51Z,66836.1,-87.621863,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618749,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDYxODc0OSIsInMiOiJjS1RPamFxUjhSRzItOFZwTE1lMXBnIn0.aPeHLBmbeWFD-6p6e-YJmlVpWogOx63mfeV86ls4ioY,Part-time gig: Earn at least $3075 in your first 210 trips.,Part time Jobs,part-time-jobs,Adzuna::API::Response::Category,"Magnificent Mile, Chicago","['US', 'Illinois', 'Cook County', 'Chicago', 'Magnificent Mile']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618738?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=C78236779F47CA91723D285041758858F6B5B9F6,57338.31,part_time,42.05088,2026-08-06T11:17:51Z,57338.31,-88.05366,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618738,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4NzM4In0.HsbJaWVXz3mNqjegUWSuOT_wIj6obnnFTjXMKgsDvmg,"Choose your schedule - Earn At Least $3075 For Your First 210 Trips, Guaranteed.",Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Schaumburg, Cook County","['US', 'Illinois', 'Cook County', 'Schaumburg']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5830618722?se=cKTOjaqR8RG2-8VpLMe1pg&utm_medium=api&utm_source=abfa41a4&v=99DA1AE96C292D037E62CC94740F850E7581FE51,39589.41,part_time,41.94835,2026-08-06T11:17:51Z,39589.41,-88.250568,"Earn at least $3075 driving with Uber when you complete your first 210 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 210 trips with Ub…",5830618722,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0tUT2phcVI4UkcyLThWcExNZTFwZyIsImkiOiI1ODMwNjE4NzIyIn0.oeWLkFADi2GFsOCEZLegydfelTAfaZKR-O4qG15X_2M,Drive with Uber - Earn at least $3075 in your first 210 trips with Uber.,Travel Jobs,travel-jobs,Adzuna::API::Response::Category,"Valley View, Kane County","['US', 'Illinois', 'Kane County', 'Valley View']",Adzuna::API::Response::Location,Uber,Adzuna::API::Response::Company
