salary_max,salary_is_predicted,id,title,redirect_url,salary_min,created,adref,description,latitude,__CLASS__,contract_time,longitude,location.__CLASS__,location.area,location.display_name,category.tag,category.__CLASS__,category.label,company.__CLASS__,company.display_name,contract_type
70000.0,0,5771795119,Regional Truck Driver Company - Grad Training - $60k - $70k per year - KreilKamp Trucking,https://www.adzuna.com/land/ad/5771795119?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=E2034437E724188DFE007F85CA28B2BFE17DCA31,60000.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUJkTzhZTnQ4UkdsME1LY2FKQkJwZyIsImkiOiI1NzcxNzk1MTE5In0.535cAnfyNb60j90XfnUELRt1wJ7gAGUql7b5avlpgnI,"Regional CDL A Drivers | NEW Grads Welcome | Earn $70,000 Annually. We're proud to be a 4th generation family truck line, started in 1935, but even prouder that over 350 drivers call us home. As we continue to grow, there's plenty of room at the table for professional drivers like you. No experience? No problem! We are currently accepting recent CDL Class A recipients and drivers that need a tune up. Need more details? Apply now! We guarantee you'll feel right at home at Kreilkamp Trucking. Mid…",43.046598,Adzuna::API::Response::Job,full_time,-87.898317,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Milwaukee']","Milwaukee, Milwaukee County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Kreilkamp Trucking,
70000.0,0,5771795100,Regional Truck Driver Company - Grad Training - $60k - $70k per year - KreilKamp Trucking,https://www.adzuna.com/land/ad/5771795100?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=8C1A354BA3B1A21CA0A4ABC16D5602C62D27E9F2,60000.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5NTEwMCIsInMiOiJZQmRPOFlOdDhSR2wwTUtjYUpCQnBnIn0.MitOAItnIuy2fNehZuy60QjYfCNVclc-L_5t0uQuseE,"Regional CDL A Drivers | NEW Grads Welcome | Earn $70,000 Annually. We're proud to be a 4th generation family truck line, started in 1935, but even prouder that over 350 drivers call us home. As we continue to grow, there's plenty of room at the table for professional drivers like you. No experience? No problem! We are currently accepting recent CDL Class A recipients and drivers that need a tune up. Need more details? Apply now! We guarantee you'll feel right at home at Kreilkamp Trucking. Mid…",43.74055,Adzuna::API::Response::Job,full_time,-87.731859,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Sheboygan County', 'Sheboygan']","Sheboygan, Sheboygan County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Kreilkamp Trucking,
70000.0,0,5771795088,Regional Truck Driver Company - Grad Training - $60k - $70k per year - KreilKamp Trucking,https://www.adzuna.com/land/ad/5771795088?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=69D2EF0CF83495C051CB186A613DB0BAC89FABAE,60000.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUJkTzhZTnQ4UkdsME1LY2FKQkJwZyIsImkiOiI1NzcxNzk1MDg4In0.A6WsChb0DXlMR3pOTR545rxboxyFhCyJR6RLNgb0U7o,"Regional CDL A Drivers | NEW Grads Welcome | Earn $70,000 Annually. We're proud to be a 4th generation family truck line, started in 1935, but even prouder that over 350 drivers call us home. As we continue to grow, there's plenty of room at the table for professional drivers like you. No experience? No problem! We are currently accepting recent CDL Class A recipients and drivers that need a tune up. Need more details? Apply now! We guarantee you'll feel right at home at Kreilkamp Trucking. Mid…",41.85054,Adzuna::API::Response::Job,full_time,-80.7774,Adzuna::API::Response::Location,"['US', 'Ohio', 'Ashtabula County', 'Ashtabula']","Ashtabula, Ashtabula County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Kreilkamp Trucking,
104000.0,0,5771795225,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,https://www.adzuna.com/land/ad/5771795225?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=DC4DFF14654C168098827A9B494835B04601CAFE,72800.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5NTIyNSIsInMiOiJZQmRPOFlOdDhSR2wwTUtjYUpCQnBnIn0.lwBB_djUaQOOeFE_w-vL3cXjc9CRZxT3FXvybgg49X4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",31.308627,Adzuna::API::Response::Job,full_time,-89.308097,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Forrest County', 'Hattiesburg South']","Hattiesburg South, Forrest County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Premier Transportation,
104000.0,0,5771795164,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,https://www.adzuna.com/land/ad/5771795164?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=D1A0EFBE0C8046E96FD7B0D4408EA46C40E8677A,72800.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUJkTzhZTnQ4UkdsME1LY2FKQkJwZyIsImkiOiI1NzcxNzk1MTY0In0.eWo1YRTdzYsAKK38z3XFPFOwGJ-6l_IzWgaB0r0Nreg,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",32.295842,Adzuna::API::Response::Job,full_time,-90.185251,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Hinds County', 'Jackson']","Jackson, Hinds County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Premier Transportation,
104000.0,0,5771795113,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,https://www.adzuna.com/land/ad/5771795113?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=D4E136D167447D65998C9F1ACAD7C637793767F8,72800.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUJkTzhZTnQ4UkdsME1LY2FKQkJwZyIsImkiOiI1NzcxNzk1MTEzIn0.rzWgCrO1j0qfmoIRZjCrGK_fl1cYrOlpQASMdL844nA,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",32.341747,Adzuna::API::Response::Job,full_time,-88.653947,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Lauderdale County', 'Meridian']","Meridian, Lauderdale County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Premier Transportation,
70000.0,0,5771795136,Regional Truck Driver Company - Grad Training - $60k - $70k per year - KreilKamp Trucking,https://www.adzuna.com/land/ad/5771795136?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=4478B262770F115E7FF2052C538672D89639C953,60000.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUJkTzhZTnQ4UkdsME1LY2FKQkJwZyIsImkiOiI1NzcxNzk1MTM2In0.KxfhNFY3wyTgin7ALwlCJHK_oW-FnYzH0PDKen9pkis,"Regional CDL A Drivers | NEW Grads Welcome | Earn $70,000 Annually. We're proud to be a 4th generation family truck line, started in 1935, but even prouder that over 350 drivers call us home. As we continue to grow, there's plenty of room at the table for professional drivers like you. No experience? No problem! We are currently accepting recent CDL Class A recipients and drivers that need a tune up. Need more details? Apply now! We guarantee you'll feel right at home at Kreilkamp Trucking. Mid…",39.316154,Adzuna::API::Response::Job,full_time,-82.095209,Adzuna::API::Response::Location,"['US', 'Ohio', 'Athens County', 'Athens']","Athens, Athens County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Kreilkamp Trucking,
104000.0,0,5771795180,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,https://www.adzuna.com/land/ad/5771795180?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=184573DF19FCA79F71127CA5D7B326E6A53AC6CE,72800.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUJkTzhZTnQ4UkdsME1LY2FKQkJwZyIsImkiOiI1NzcxNzk1MTgwIn0._NjXxtsOSA1obW968dJ2OEGbwwnFTJgu6jXD_S4HKAQ,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",35.688696,Adzuna::API::Response::Job,full_time,-78.662695,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Wake County', 'Raleigh', 'West Raleigh']","West Raleigh, Raleigh",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Premier Transportation,
104000.0,0,5771795189,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,https://www.adzuna.com/land/ad/5771795189?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=2E8E037F55C0D3048985AEC4124B7077E4B49BB5,72800.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5NTE4OSIsInMiOiJZQmRPOFlOdDhSR2wwTUtjYUpCQnBnIn0.dEXiFaTWK3Yzmrb50SP4nJkNUVobB6lSxVa1q5Nygc4,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",33.519379,Adzuna::API::Response::Job,full_time,-86.807562,Adzuna::API::Response::Location,"['US', 'Alabama', 'Jefferson County', 'Birmingham']","Birmingham, Jefferson County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Premier Transportation,
104000.0,0,5771795107,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,https://www.adzuna.com/land/ad/5771795107?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=394B958B2F9D2FA72F9EAD8338F54F6330F0D511,72800.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUJkTzhZTnQ4UkdsME1LY2FKQkJwZyIsImkiOiI1NzcxNzk1MTA3In0.p-OzQ1LKIF9UfIA0CelZGAGRlXgErShS3Jz1Qf--edI,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",35.610831,Adzuna::API::Response::Job,full_time,-88.818882,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Madison County', 'Bemis']","Bemis, Madison County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Premier Transportation,
104000.0,0,5771795215,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,https://www.adzuna.com/land/ad/5771795215?se=YBdO8YNt8RGl0MKcaJBBpg&utm_medium=api&utm_source=abfa41a4&v=5F9F87C12D7F758E7F27CDBB11525D087EA2A1F1,72800.0,2026-06-21T11:07:27Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MTc5NTIxNSIsInMiOiJZQmRPOFlOdDhSR2wwTUtjYUpCQnBnIn0.otEITAQw0JMFx8JtrD4jnHTzgu24IikbE3xv2PEiTko,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",30.690346,Adzuna::API::Response::Job,full_time,-88.046777,Adzuna::API::Response::Location,"['US', 'Alabama', 'Mobile County', 'Mobile']","Mobile, Mobile County",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Adzuna::API::Response::Company,Premier Transportation,
