longitude,salary_min,latitude,salary_max,adref,__CLASS__,id,description,created,title,salary_is_predicted,redirect_url,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,category.__CLASS__,category.label,category.tag,contract_time,contract_type
-77.1875,125701.69,38.789167,125701.69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTM1MiIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.AShyVxZs20uMrY4l3G2G4XGZcyh8w9GM7exeLbY6WwY,Adzuna::API::Response::Job,5749345352,"Tetrad Digital Integrity (TDI) is a leading-edge cybersecurity firm with a mission to safeguard and protect our customers from increasing threats and vulnerabilities in this digital age. This position will support the Federal government on the Civilian side. We are seeking a software engineer/developer to perform as one of the primary software test engineers in development and integration. These activities are across the development lifecycle from concept development, design, and implementation…",2026-06-02T13:40:05Z,Lead Software Integrator with Security Clearance,1,https://www.adzuna.com/land/ad/5749345352?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=1D9EAEDCD5E32AFA87C519AD163DAD59C0185221,"North Springfield, Fairfax County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'North Springfield']",Tetrad Digital Integrity ,Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
-111.99777,60993.02,41.24446,60993.02,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTM1MCIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.Gpy77tdYig-IgjgpLo8g1ZcGTYL3SKDHecw4S3E1pg4,Adzuna::API::Response::Job,5749345350,"Activity Security Representative II REQ: 25-J- 0287 The Activity Security Representative's primary function is to provide multi-disciplined security support to a customer's facility and organization. The position will provide ""day-to-day"" support for Collateral, Sensitive Compartmented Information (SCI) and Special Access Program (SAP) activities. Performance shall include: • Classification reviews of inbound and outbound correspondence • Assist in the maintenance of a document accountability d…",2026-06-02T13:40:03Z,Activity Security Representative ASR II with Security Clearance,1,https://www.adzuna.com/land/ad/5749345350?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=CA97B833A789A1444B1FEE7ECF8EA01A8C3CA8EA,"Ogden, Weber County",Adzuna::API::Response::Location,"['US', 'Utah', 'Weber County', 'Ogden']",Targeted Solutions LLC,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Customer Services Jobs,customer-services-jobs,,
-76.288243,105760.62,36.914083,105760.62,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU52NUhhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ1MzQ5In0.wvTT4iA-7Mt9G8ZYH4DPl0G8QPSQRAKUMZRDLufR9VA,Adzuna::API::Response::Job,5749345349,Job Description Tharros has an immediate opportunity for an Exploitation Analyst (EA) to support the US Navy with operational test and evaluation support. The EAwill develop or oversee the development of detailed plans that are executed by the OPTEVFOR Red Team or other organizations supporting cyber OT&E events. In this role you will function as a subject matter expert in cyberspace operations and uses all available system documentation and intelligence sources to determine system access point…,2026-06-02T13:40:02Z,Exploitation Analyst with Security Clearance,1,https://www.adzuna.com/land/ad/5749345349?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=0FD1856E635B8312F0411ED6E592DFE2DAB7747A,"Fort Monroe, Hampton City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Hampton City', 'Fort Monroe']","Tharros Defense, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
-86.566745,74913.8,34.865326,74913.8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTMzNyIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.6pAFl6mNSTQi1rxmzXqA2G-Pnc_x5tF6ErjCXwc4PII,Adzuna::API::Response::Job,5749345337,Yulista Integrated Solutions LLC Regular ESSENTIAL FUNCTIONS • Perform Aircraft Maintenance IAW instructions/drawings • Troubleshoot systems as required to meet customer needs • Document maintenance as per Quality Assurance (QA) and established regulatory requirements. • Maintain a high state of cleanliness and utilize a clean-as-you-go process when executing maintenance duties. Perform rotating break room cleaning duties. • Perform regular Foreign Object Damage (FOD) walks. • Comply with proce…,2026-06-02T13:39:55Z,Aviation Mechanic II with Security Clearance,1,https://www.adzuna.com/land/ad/5749345337?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=16985AAC49CE3B1C40F2C1829106E5D61A913D3D,"Meridianville, Madison County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Madison County', 'Meridianville']","Yulista Holding, LLC.",Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-86.252922,93904.82,39.739266,93904.82,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTMzNSIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.iMwhvUzTbkcppOb2joV6h4hj2p6-Mv8Xkn0PvBZobmI,Adzuna::API::Response::Job,5749345335,"Are you ready to apply cutting-edge technologies to solve real world problems? Do you thrive in an environment where people leverage technology and processes to build innovative and sustainable solutions? You might just be a perfect fit for the CDO team. Since 1995, CDO Technologies has delivered the best solutions for unique business problems in the commercial and federal sectors ranging from Asset Management to IT Services. CDO employees demonstrate integrity, embrace teamwork, and embody a C…",2026-06-02T13:39:54Z,Operations Manager 2 with Security Clearance,1,https://www.adzuna.com/land/ad/5749345335?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=D0CE6850106D79BA02B6B8221DD7B883645804E6,"Drexel Gardens, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Drexel Gardens']",CDO Technologies Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
-86.252922,92509.91,39.739266,92509.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTMzNCIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.cEh94Mo2ywa6mGbsmu32GhECwynQJRhQnfAlyd__l84,Adzuna::API::Response::Job,5749345334,"Are you ready to apply cutting-edge technologies to solve real world problems? Do you thrive in an environment where people leverage technology and processes to build innovative and sustainable solutions? You might just be a perfect fit for the CDO team. Since 1995, CDO Technologies has delivered the best solutions for unique business problems in the commercial and federal sectors ranging from Asset Management to IT Services. CDO employees demonstrate integrity, embrace teamwork, and embody a C…",2026-06-02T13:39:54Z,Systems Engineer 2 with Security Clearance,1,https://www.adzuna.com/land/ad/5749345334?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=56E8856FE7BABAEC85C1E465AB87530277F4AE42,"Drexel Gardens, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Drexel Gardens']",CDO Technologies Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
-86.252922,61051.56,39.739266,61051.56,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU52NUhhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ1MzMzIn0.rLL34w-O_-HYnZU_ZI91gK-B64PJscjLsFFAXI6W0Ms,Adzuna::API::Response::Job,5749345333,"Are you ready to apply cutting-edge technologies to solve real world problems? Do you thrive in an environment where people leverage technology and processes to build innovative and sustainable solutions? You might just be a perfect fit for the CDO team. Since 1995, CDO Technologies has delivered the best solutions for unique business problems in the commercial and federal sectors ranging from Asset Management to IT Services. CDO employees demonstrate integrity, embrace teamwork, and embody a C…",2026-06-02T13:39:53Z,Logistician 2 with Security Clearance,1,https://www.adzuna.com/land/ad/5749345333?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=B682C3E745F51B2C9BE8E7D22D18A99909F5AC35,"Drexel Gardens, Marion County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Drexel Gardens']",CDO Technologies Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
-105.08592,98019.7,39.80388,98019.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU52NUhhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ1MzI5In0.PgjxLZVhM7o4ck_ajKwpR5XlqH5GtncnfhFNq9aEBH8,Adzuna::API::Response::Job,5749345329,"Duties The primary purpose of this position is to serve as a Subject Matter Expert and Senior Intelligence Analyst (SIA) providing intelligence oversight, guidance, and planning support to testing and training efforts as part of the acquisition life cycle (Acquisition Intelligence). Plans, directs, and manages the entire effort from identifying the requirement to delivery of a fused intelligence product to the consumer. DUTY 1: Serves as a senior Intelligence advisor and primary consultant on A…",2026-06-02T13:39:49Z,INTELLIGENCE SPECIALIST with Security Clearance,1,https://www.adzuna.com/land/ad/5749345329?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=2C91FFC7FB2E7AC0D666C55D70A1DA8EEB8D0327,"Arvada, Jefferson County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Jefferson County', 'Arvada']",Department of the Air Force,Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
-77.22228,118252.03,38.89362,118252.03,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTMzMiIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.wUnkFU69j2G3-x31uy4S_6GtVyy-ZOnaMwWbNQgiVsk,Adzuna::API::Response::Job,5749345332,"Position Description The Contracts and Procurement Division manages all aspects of the company’s contracts, subcontracts, and proposal preparation/submission efforts for systems integration, research and development, and engineering programs in support of its U.S. Government, Commercial, and International Customers. The Subcontracts Administrator shall perform responsibilities which include issuance of RFP's to subcontractors, Price Analysis, Source Selection and support of proposal responses t…",2026-06-02T13:39:49Z,Subcontracts Administrator with Security Clearance,1,https://www.adzuna.com/land/ad/5749345332?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=D12A9B74F037864E0B68F9B4F65F8AE6A88A51DB,"Vienna, Fairfax County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Vienna']",ENSCO,Adzuna::API::Response::Company,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,,
-77.428438,170478.06,38.883702,170478.06,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTMyOCIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.NnC8m9sh-9XK-7J9MNYSUeuKvPfJqbjH2NW5JsuYTW8,Adzuna::API::Response::Job,5749345328,"Purpose and Impact: As a Solution Architect at Amentum, you will serve as a critical technical leader, crafting innovative, executable solutions for our customers' most complex challenges while actively contributing to the growth and success of Amentum's capture portfolio. Collaborating closely with Capture, Proposal, and Program teams, you will design impactful technical, management, and transition solutions that address customer pain points, align with mission objectives, and differentiate Am…",2026-06-02T13:39:49Z,Solution Architect with Security Clearance,1,https://www.adzuna.com/land/ad/5749345328?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=5FD7716E62457BBA486C45E8490ABECDEC9B916F,"Chantilly, Fairfax County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Chantilly']",Amentum,Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
-76.092103,97331.41,36.846097,97331.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU52NUhhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ1MzI3In0._0c4xJZJyvuYqEzpHFb2p8oQBr96wPwl0YpbcOexzEg,Adzuna::API::Response::Job,5749345327,"Join a dynamic company, Decision Technologies, Inc., that stands out in the field of technical support services and engineering consultancy. With our extensive experience in developing RF Systems and Missile Sensors, production transition, quality and reliability assessment, test and evaluation, and logistics support, we are uniquely positioned to meet the needs of our customers. Be part of our experienced team that provides exceptional support and leadership in our core competencies. Decision …",2026-06-02T13:39:49Z,DBR AIT Administrator with Security Clearance,1,https://www.adzuna.com/land/ad/5749345327?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=B481809C3C8898159FCE7717A4529E242E4FC794,"Virginia Beach, Virginia Beach City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Virginia Beach City', 'Virginia Beach']",Decision Technologies Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
-76.092103,126674.16,36.846097,126674.16,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU52NUhhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ1MzI2In0.pZJm0xw0mSC25EiuTHFr3j7tddYwJl-yE5W6sE4_vpQ,Adzuna::API::Response::Job,5749345326,"Join a dynamic company, Decision Technologies, Inc., that stands out in the field of technical support services and engineering consultancy. With our extensive experience in developing RF Systems and Missile Sensors, production transition, quality and reliability assessment, test and evaluation, and logistics support, we are uniquely positioned to meet the needs of our customers. Be part of our experienced team that provides exceptional support and leadership in our core competencies. Decision …",2026-06-02T13:39:49Z,(G/ATOR) Senior Engineering Technician with Security Clearance,1,https://www.adzuna.com/land/ad/5749345326?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=84E22E808F32DEF6E3FB7227DF898D02010C455A,"Virginia Beach, Virginia Beach City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Virginia Beach City', 'Virginia Beach']",Decision Technologies Inc,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
-77.097739,79765.94,38.886306,79765.94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0OTM0NTMyNSIsInMiOiJZTnY1SGF0ZThSR3hhYV9jNzJVN2NRIn0.OEUdHB95aXv8jDBaoP5gRCitIK6_agcWNAWGLexap-4,Adzuna::API::Response::Job,5749345325,"Duties Summary Continued GS-13 The primary purpose of this position is: To plan, develop, and carry out the full range of employee relations and management advisory services for assigned organizations typified by complex organizational structures and dynamic, professional and/or scientific missions. DUTIES * Manages the end-to-end processes for Employee Management Relations. * Provides employee relations assistance to managers for assigned organizations of a complex nature. * Manages one or mor…",2026-06-02T13:39:48Z,HUMAN RESOURCES SPECIALIST (EMPLOYEE RELATIONS) with Security Clearance,1,https://www.adzuna.com/land/ad/5749345325?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=C44925B89841B12337274CABDF7FEE460071C72B,"State Farm, Arlington County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Arlington County', 'State Farm']",Department of the Air Force,Adzuna::API::Response::Company,Adzuna::API::Response::Category,Legal Jobs,legal-jobs,,
-81.750405,76988.8,26.016022,76988.8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWU52NUhhdGU4Ukd4YWFfYzcyVTdjUSIsImkiOiI1NzQ5MzQ1MzIyIn0.dGbt8LYTV57Rmf96ORoUGEtC84aI8i0rJ21UViU2Te8,Adzuna::API::Response::Job,5749345322,Title: Lead Electronic Security Technician Overseas Length: Direct Hire Location: Italy Pay: $40-50/hr Clearance Required: Active Secret clearance Hours: 40  hours / week. Varies by job site. Travel: Flight paid for to and from Italy. Lodging: Housing will be covered Per Diem: Reimbursed Car: Must be able to rent car in Spain. You will be reimbursed. Phone: Will not be paying for phone but will help setup phone if assistance is needed. Company Summary: Our client is a proven leader in the commu…,2026-06-02T13:39:47Z,Lead Security Technician Overseas with Security Clearance,1,https://www.adzuna.com/land/ad/5749345322?se=YNv5Hate8RGxaa_c72U7cQ&utm_medium=api&utm_source=abfa41a4&v=C509F2ED3ED927F0BEF23992594DAFBAF6530700,"Marco Island, Collier County",Adzuna::API::Response::Location,"['US', 'Florida', 'Collier County', 'Marco Island']",ANISTAR Technologies,Adzuna::API::Response::Company,Adzuna::API::Response::Category,IT Jobs,it-jobs,,
